 Reporting Area,MMWR Year,MMWR Week,"Giardiasis, Current week","Giardiasis, Current week, flag","Giardiasis, Previous 52 weeks Med","Giardiasis, Previous 52 weeks Med, flag","Giardiasis, Previous 52 weeks Max","Giardiasis, Previous 52 weeks Max, flag","Giardiasis, Cum 2014","Giardiasis, Cum 2014, flag","Giardiasis, Cum 2013","Giardiasis, Cum 2013, flag","Gonorrhea,Current week","Gonorrhea,Current week, flag","Gonorrhea,Previous 52 weeks Med","Gonorrhea,Previous 52 weeks Med, flag","Gonorrhea, Previous 52 weeks Max","Gonorrhea, Previous 52 weeks Max, flag","Gonorrhea, Cum 2014","Gonorrhea, Cum 2014, flag","Gonorrhea, Cum 2013","Gonorrhea, Cum 2013, flag","Haemophilus influenzae, invasive†, All ages, all serotypes,Current week","Haemophilus influenzae, invasive†, All ages, all serotypes,Current week, flag","Haemophilus influenzae, invasive†, All ages, all serotypes, Previous 52 weeks Med","Haemophilus influenzae, invasive†, All ages, all serotypes, Previous 52 weeks Med, flag","Haemophilus influenzae, invasive†, All ages, all serotypes, Previous 52 weeks Max","Haemophilus influenzae, invasive†, All ages, all serotypes, Previous 52 weeks Max, flag","Haemophilus influenzae, invasive†, All ages, all serotypes, Cum 2014","Haemophilus influenzae, invasive†, All ages, all serotypes, Cum 2014, flag","Haemophilus influenzae, invasive†, All ages, all serotypes, Cum 2013","Haemophilus influenzae, invasive†, All ages, all serotypes, Cum 2013, flag",Location 1,Location 2
DELAWARE,2014,44,,-,0,,3,,14,,19,,10,,25,,65,,1046,,1091,,,-,0,,3,,12,,8,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
UNITED STATES,2014,45,182,,245,,375,,11144,,13178,,2559,,6268,,7239,,275686,,286169,,21,,62,,110,,2667,,3269,,,
NEW ENGLAND,2014,45,14,,24,,49,,1108,,1285,,23,,130,,190,,5668,,5887,,1,,4,,16,,181,,314,,,
MID. ATLANTIC,2014,45,31,,49,,83,,2189,,2535,,429,,745,,944,,33155,,35542,,5,,10,,24,,458,,530,,,
E.N. CENTRAL,2014,45,28,,30,,50,,1282,,1737,,320,,920,,1185,,39955,,48282,,4,,8,,19,,372,,549,,,
W.N. CENTRAL,2014,45,9,,15,,37,,679,,1396,,147,,340,,411,,14916,,15323,,1,,4,,14,,219,,233,,,
S. ATLANTIC,2014,45,42,,47,,94,,2189,,2179,,552,,1391,,1764,,60725,,61658,,3,,16,,30,,709,,806,,,
DIST. OF COL.,2014,45,,-,1,,4,,35,,70,,,U,0,,69,,,U,,U,,-,0,,1,,5,,11,,"DIST. OF COL.
",
E.S. CENTRAL,2014,45,,-,3,,10,,141,,153,,248,,472,,649,,21101,,22406,,,-,5,,9,,188,,225,,,
W.S. CENTRAL,2014,45,3,,6,,19,,312,,328,,131,,951,,1327,,41654,,45015,,4,,4,,11,,162,,160,,,
MOUNTAIN,2014,45,13,,20,,45,,949,,1038,,72,,343,,469,,14929,,12517,,1,,5,,13,,239,,286,,,
PACIFIC,2014,45,42,,50,,125,,2295,,2527,,637,,989,,1126,,43583,,39539,,2,,3,,8,,139,,166,,,
AMER. SAMOA,2014,45,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,45,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,45,,-,0,,0,,,-,,-,,-,1,,5,,32,,49,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
PUERTO RICO,2014,45,,-,0,,10,,28,,40,,1,,8,,30,,387,,305,,,-,0,,0,,,-,1,,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
PENNSYLVANIA,2014,45,16,,13,,23,,569,,663,,243,,242,,318,,10852,,12142,,5,,3,,7,,133,,183,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
MISSOURI,2014,45,4,,3,,10,,166,,221,,125,,141,,178,,6191,,6518,,,-,1,,6,,68,,87,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
CONNECTICUT,2014,45,,-,4,,9,,150,,195,,,-,41,,116,,1847,,2503,,,-,1,,3,,42,,48,,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
