Reporting Area,MMWR Year,MMWR Week,"Tetanus, Current week","Tetanus, Current week, flag","Tetanus, Previous 52 weeks Med","Tetanus, Previous 52 weeks Med, flag","Tetanus, Previous 52 weeks Max","Tetanus, Previous 52 weeks Max, flag","Tetanus, Cum 2016","Tetanus, Cum 2016, flag","Tetanus, Cum 2015","Tetanus, Cum 2015, flag","Varicella (chickenpox), Current week","Varicella (chickenpox), Current week, flag","Varicella (chickenpox), Previous 52 weeks Med","Varicella (chickenpox), Previous 52 weeks Med, flag","Varicella (chickenpox), Previous 52 weeks Max","Varicella (chickenpox), Previous 52 weeks Max, flag","Varicella (chickenpox), Cum 2016","Varicella (chickenpox), Cum 2016, flag","Varicella (chickenpox), Cum 2015","Varicella (chickenpox), Cum 2015, flag","Vibriosis§, Current week","Vibriosis§, Current week, flag","Vibriosis§, Previous 52 weeks Med","Vibriosis§, Previous 52 weeks Med, flag","Vibriosis§, Previous 52 weeks Max","Vibriosis§, Previous 52 weeks Max, flag","Vibriosis§, Cum 2016","Vibriosis§, Cum 2016, flag","Vibriosis§, Cum 2015","Vibriosis§, Cum 2015, flag",Location 1,Location 2
MICHIGAN,2016,33,,-,0,,0,,,-,,-,,-,10,,36,,286,,290,,,-,0,,2,,7,,8,,"MICHIGAN
(44.66399, -84.711206)",
OKLAHOMA,2016,33,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,,-,0,,1,,1,,1,,"OKLAHOMA
(35.468494, -97.521264)",
ALASKA,2016,33,,-,0,,1,,1,,,-,1,,0,,4,,11,,29,,1,,0,,1,,2,,2,,"ALASKA
(64.836661, -147.738891)",
CONNECTICUT,2016,33,,-,0,,0,,,-,,-,,-,3,,10,,78,,103,,,-,0,,3,,5,,22,,"CONNECTICUT
(41.544654, -72.651713)",
SOUTH DAKOTA,2016,33,,-,0,,0,,,-,1,,,-,0,,4,,25,,20,,,-,0,,1,,4,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
KANSAS,2016,33,,-,0,,0,,,-,,-,,-,0,,12,,,-,127,,,-,0,,2,,2,,3,,"KANSAS
(38.345528, -98.201847)",
GUAM,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,29,,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ILLINOIS,2016,33,,-,0,,1,,1,,1,,,-,8,,19,,238,,257,,,-,0,,2,,13,,19,,"ILLINOIS
(40.477092, -88.993221)",
COLORADO,2016,33,,-,0,,0,,,-,2,,,-,0,,12,,40,,196,,,-,0,,1,,,-,5,,"COLORADO
(38.841772, -106.132562)",
MINNESOTA,2016,33,,-,0,,0,,,-,,-,,-,6,,13,,180,,223,,,-,0,,1,,,-,12,,"MINNESOTA
(46.357661, -94.793397)",
PENNSYLVANIA,2016,33,,-,0,,1,,2,,,-,1,,14,,28,,376,,407,,,-,0,,3,,9,,10,,"PENNSYLVANIA
(40.789676, -77.858055)",
MASSACHUSETTS,2016,33,,-,0,,0,,,-,,-,,-,6,,16,,202,,236,,,-,1,,9,,23,,43,,"MASSACHUSETTS
(42.268546, -72.085064)",
FLORIDA,2016,33,,-,0,,1,,3,,2,,11,,15,,39,,511,,475,,10,,4,,10,,115,,123,,"FLORIDA
(28.915325, -81.922409)",
NEVADA,2016,33,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,1,,2,,"NEVADA
(39.491833, -117.070159)",
ALABAMA,2016,33,1,,0,,0,,1,,1,,,-,2,,7,,63,,117,,,-,0,,4,,15,,8,,"ALABAMA
(32.839182, -86.631125)",
KENTUCKY,2016,33,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,1,,0,,1,,4,,3,,"KENTUCKY
(37.64591, -84.774043)",
DELAWARE,2016,33,,-,0,,0,,,-,,-,,-,0,,2,,7,,15,,,-,0,,2,,5,,3,,"DELAWARE
(39.008676, -75.574561)",
VERMONT,2016,33,,-,0,,0,,,-,,-,,-,0,,6,,31,,20,,,-,0,,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NEW MEXICO,2016,33,,-,0,,1,,,-,,-,,-,1,,5,,30,,31,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
CALIFORNIA,2016,33,,-,0,,1,,1,,1,,,-,1,,4,,21,,40,,,-,2,,10,,38,,160,,"CALIFORNIA
(37.640735, -121.002435)",
SOUTH CAROLINA,2016,33,,-,0,,0,,,-,1,,,-,2,,13,,39,,122,,,-,0,,3,,6,,6,,"SOUTH CAROLINA
(34.009286, -81.037094)",
INDIANA,2016,33,,-,0,,0,,,-,,-,,-,3,,9,,109,,99,,,-,0,,2,,4,,3,,"INDIANA
(39.76845, -86.156212)",
NORTH CAROLINA,2016,33,,-,0,,1,,,-,2,,,N,0,,0,,,N,,N,,-,0,,6,,6,,14,,"NORTH CAROLINA
(35.47995, -79.180571)",
IOWA,2016,33,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
NEW YORK,2016,33,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,2,,0,,6,,27,,27,,"NEW YORK
(42.826892, -75.544286)",
MAINE,2016,33,,-,0,,0,,,-,,-,1,,5,,9,,130,,137,,,-,0,,3,,2,,5,,"MAINE
(45.252223, -68.986647)",
UTAH,2016,33,,-,0,,0,,,-,,-,,-,4,,18,,142,,115,,,-,0,,1,,6,,8,,"UTAH
(39.359772, -111.584173)",
TENNESSEE,2016,33,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,,-,0,,2,,10,,4,,"TENNESSEE
(35.681402, -85.774444)",
WASHINGTON,2016,33,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,11,,0,,68,,29,,,-,"WASHINGTON
(47.517368, -120.467672)",
LOUISIANA,2016,33,,-,0,,0,,,-,1,,,-,1,,21,,26,,49,,,-,0,,2,,13,,40,,"LOUISIANA
(31.2931, -92.463284)",
VIRGINIA,2016,33,,-,0,,1,,1,,,-,,-,6,,12,,153,,209,,,-,0,,3,,24,,22,,"VIRGINIA
(37.542699, -78.45822)",
NEBRASKA,2016,33,,-,0,,0,,,-,,-,2,,0,,3,,22,,13,,,-,0,,1,,1,,,-,"NEBRASKA
(41.640503, -99.367122)",
GEORGIA,2016,33,,-,0,,0,,,-,,-,,-,2,,8,,90,,107,,,-,0,,2,,9,,17,,"GEORGIA
(32.836038, -83.631709)",
KANSAS,2016,34,,-,0,,0,,,-,,-,,-,0,,12,,,-,135,,,-,0,,2,,2,,4,,"KANSAS
(38.345528, -98.201847)",
UNITED STATES,2016,34,1,,1,,2,,20,,17,,53,,168,,260,,4646,,5913,,17,,16,,83,,588,,833,,,
NEW ENGLAND,2016,34,,-,0,,0,,,-,,-,3,,17,,32,,478,,597,,1,,1,,13,,36,,78,,,
MID. ATLANTIC,2016,34,,-,0,,2,,4,,,-,7,,23,,46,,607,,698,,2,,1,,11,,63,,86,,,
NEW YORK CITY,2016,34,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,2,,6,,16,,"NEW YORK CITY
",
E.N. CENTRAL,2016,34,,-,0,,1,,2,,2,,13,,37,,73,,948,,1107,,1,,1,,5,,36,,51,,,
W.N. CENTRAL,2016,34,,-,0,,0,,,-,2,,1,,12,,32,,337,,527,,,-,0,,3,,8,,21,,,
S. ATLANTIC,2016,34,1,,0,,1,,5,,5,,12,,27,,54,,827,,1053,,8,,7,,20,,219,,213,,,
DIST. OF COL.,2016,34,,-,0,,0,,,-,,-,,-,0,,2,,7,,19,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,34,,-,0,,1,,3,,1,,1,,2,,8,,68,,127,,1,,1,,4,,36,,28,,,
W.S. CENTRAL,2016,34,,-,0,,1,,3,,2,,11,,31,,80,,878,,1068,,1,,2,,11,,63,,106,,,
MOUNTAIN,2016,34,,-,0,,1,,1,,3,,5,,17,,35,,446,,622,,2,,0,,7,,20,,36,,,
PACIFIC,2016,34,,-,0,,1,,2,,2,,,-,2,,9,,57,,114,,1,,3,,68,,107,,214,,,
AMER. SAMOA,2016,34,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,34,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,34,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEW MEXICO,2016,34,,-,0,,1,,,-,,-,,-,1,,5,,31,,32,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
OKLAHOMA,2016,34,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,,-,0,,1,,1,,2,,"OKLAHOMA
(35.468494, -97.521264)",
DELAWARE,2016,34,,-,0,,0,,,-,,-,,-,0,,2,,7,,15,,1,,0,,2,,6,,4,,"DELAWARE
(39.008676, -75.574561)",
ALABAMA,2016,34,,-,0,,1,,1,,1,,1,,2,,7,,64,,117,,,-,0,,4,,17,,10,,"ALABAMA
(32.839182, -86.631125)",
SOUTH DAKOTA,2016,34,,-,0,,0,,,-,1,,,-,0,,4,,25,,20,,,-,0,,1,,4,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
PENNSYLVANIA,2016,34,,-,0,,1,,2,,,-,7,,14,,28,,390,,420,,,-,0,,3,,10,,12,,"PENNSYLVANIA
(40.789676, -77.858055)",
IDAHO,2016,34,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
TEXAS,2016,34,,-,0,,1,,2,,1,,11,,23,,79,,771,,929,,1,,1,,9,,47,,62,,"TEXAS
(31.827233, -99.423022)",
ARIZONA,2016,34,,-,0,,1,,1,,1,,2,,5,,18,,175,,158,,2,,0,,6,,10,,19,,"ARIZONA
(34.869712, -111.760902)",
RHODE ISLAND,2016,34,,-,0,,0,,,-,,-,,-,1,,6,,33,,31,,,-,0,,2,,2,,1,,"RHODE ISLAND
(41.707447, -71.522488)",
COLORADO,2016,34,,-,0,,0,,,-,2,,3,,0,,12,,43,,206,,,-,0,,1,,,-,6,,"COLORADO
(38.841772, -106.132562)",
TENNESSEE,2016,34,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,1,,0,,2,,11,,4,,"TENNESSEE
(35.681402, -85.774444)",
FLORIDA,2016,34,,-,0,,1,,3,,2,,12,,15,,39,,523,,489,,5,,4,,10,,120,,127,,"FLORIDA
(28.915325, -81.922409)",
MISSISSIPPI,2016,34,,-,0,,1,,1,,,-,,-,0,,2,,4,,10,,,-,0,,1,,4,,11,,"MISSISSIPPI
(32.738663, -89.537312)",
WEST VIRGINIA,2016,34,,-,0,,0,,,-,,-,,-,0,,8,,5,,78,,,-,0,,0,,,-,2,,"WEST VIRGINIA
(38.668501, -80.709421)",
IOWA,2016,34,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
PUERTO RICO,2016,34,,-,0,,0,,,-,1,,,-,1,,6,,40,,77,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
CALIFORNIA,2016,34,,-,0,,1,,1,,2,,,-,1,,4,,22,,41,,,-,2,,10,,42,,169,,"CALIFORNIA
(37.640735, -121.002435)",
NEW JERSEY,2016,34,,-,0,,0,,,-,,-,,-,8,,19,,217,,278,,,-,0,,3,,17,,25,,"NEW JERSEY
(40.104655, -74.386686)",
WYOMING,2016,34,,-,0,,0,,,-,,-,,-,0,,3,,4,,6,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
MINNESOTA,2016,34,,-,0,,0,,,-,,-,,-,6,,13,,180,,228,,,-,0,,1,,,-,13,,"MINNESOTA
(46.357661, -94.793397)",
NEVADA,2016,34,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,1,,3,,"NEVADA
(39.491833, -117.070159)",
NEBRASKA,2016,34,,-,0,,0,,,-,,-,1,,0,,3,,23,,13,,,-,0,,1,,1,,,-,"NEBRASKA
(41.640503, -99.367122)",
SOUTH CAROLINA,2016,34,,-,0,,0,,,-,1,,,-,2,,13,,42,,126,,,-,0,,3,,6,,6,,"SOUTH CAROLINA
(34.009286, -81.037094)",
WISCONSIN,2016,34,,-,0,,1,,,-,,-,2,,1,,13,,24,,191,,,-,0,,1,,5,,7,,"WISCONSIN
(44.395526, -89.834513)",
MISSOURI,2016,34,,-,0,,0,,,-,1,,,-,3,,15,,79,,98,,,-,0,,1,,,-,3,,"MISSOURI
(38.636168, -92.566292)",
MICHIGAN,2016,34,,-,0,,0,,,-,,-,,-,10,,36,,286,,294,,,-,0,,2,,7,,9,,"MICHIGAN
(44.66399, -84.711206)",
NORTH CAROLINA,2016,34,,-,0,,1,,,-,2,,,N,0,,0,,,N,,N,,-,0,,6,,7,,14,,"NORTH CAROLINA
(35.47995, -79.180571)",
WASHINGTON,2016,34,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,68,,29,,,-,"WASHINGTON
(47.517368, -120.467672)",
NEW HAMPSHIRE,2016,34,,-,0,,0,,,-,,-,,-,0,,7,,1,,57,,,-,0,,2,,3,,3,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
LOUISIANA,2016,34,,-,0,,0,,,-,1,,,-,1,,21,,26,,51,,,-,0,,2,,13,,40,,"LOUISIANA
(31.2931, -92.463284)",
ARKANSAS,2016,34,,-,0,,0,,,-,,-,,-,3,,23,,81,,88,,,-,0,,1,,2,,2,,"ARKANSAS
(34.748745, -92.275105)",
UTAH,2016,34,,-,0,,0,,,-,,-,,-,4,,18,,148,,118,,,-,0,,1,,7,,8,,"UTAH
(39.359772, -111.584173)",
GUAM,2016,34,,-,0,,0,,,-,,-,,-,0,,0,,,-,29,,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
VIRGINIA,2016,34,,-,0,,1,,1,,,-,,-,6,,12,,153,,214,,1,,0,,3,,26,,24,,"VIRGINIA
(37.542699, -78.45822)",
HAWAII,2016,34,,-,0,,0,,,-,,-,,-,1,,5,,20,,41,,,-,0,,3,,17,,27,,"HAWAII
(21.30992, -157.858158)",
CONNECTICUT,2016,34,,-,0,,0,,,-,,-,,-,3,,10,,78,,107,,,-,0,,2,,5,,23,,"CONNECTICUT
(41.544654, -72.651713)",
GEORGIA,2016,34,,-,0,,0,,,-,,-,,-,2,,8,,90,,112,,,-,0,,2,,14,,17,,"GEORGIA
(32.836038, -83.631709)",
MAINE,2016,34,,-,0,,0,,,-,,-,3,,5,,9,,133,,142,,1,,0,,1,,3,,5,,"MAINE
(45.252223, -68.986647)",
ALASKA,2016,34,,-,0,,1,,1,,,-,,-,1,,4,,15,,32,,,-,0,,1,,3,,2,,"ALASKA
(64.836661, -147.738891)",
MARYLAND,2016,34,1,,0,,0,,1,,,-,,N,0,,0,,,N,,N,1,,0,,6,,40,,19,,"MARYLAND
(39.290443, -76.612333)",
NEW YORK,2016,34,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,2,,0,,6,,30,,33,,"NEW YORK
(42.826892, -75.544286)",
OREGON,2016,34,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,1,,0,,3,,16,,16,,"OREGON
(44.567912, -120.156945)",
ILLINOIS,2016,34,,-,0,,1,,1,,1,,6,,8,,19,,247,,269,,,-,0,,2,,14,,21,,"ILLINOIS
(40.477092, -88.993221)",
VERMONT,2016,34,,-,0,,0,,,-,,-,,-,0,,6,,31,,21,,,-,0,,1,,,-,1,,"VERMONT
(43.622479, -72.51927)",
MASSACHUSETTS,2016,34,,-,0,,0,,,-,,-,,-,6,,16,,202,,239,,,-,1,,9,,23,,45,,"MASSACHUSETTS
(42.268546, -72.085064)",
MONTANA,2016,34,,-,0,,0,,,-,,-,,-,1,,5,,45,,102,,,-,0,,1,,2,,,-,"MONTANA
(47.062617, -109.430168)",
OHIO,2016,34,,-,0,,1,,1,,1,,5,,9,,21,,278,,251,,1,,0,,2,,6,,11,,"OHIO
(40.056807, -82.405897)",
INDIANA,2016,34,,-,0,,0,,,-,,-,,-,3,,9,,113,,102,,,-,0,,2,,4,,3,,"INDIANA
(39.76845, -86.156212)",
NORTH DAKOTA,2016,34,,-,0,,0,,,-,,-,,-,0,,5,,30,,33,,,-,0,,1,,1,,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
KENTUCKY,2016,34,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,4,,3,,"KENTUCKY
(37.64591, -84.774043)",
UNITED STATES,2016,35,1,,1,,2,,22,,17,,65,,168,,260,,4784,,6114,,13,,16,,83,,639,,878,,,
NEW ENGLAND,2016,35,,-,0,,0,,,-,,-,5,,16,,32,,509,,610,,,-,1,,13,,56,,83,,,
MID. ATLANTIC,2016,35,,-,0,,2,,4,,,-,8,,23,,46,,616,,717,,,-,1,,9,,67,,90,,,
NEW YORK CITY,2016,35,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,2,,6,,17,,"NEW YORK CITY
",
E.N. CENTRAL,2016,35,,-,0,,1,,2,,2,,12,,36,,73,,984,,1143,,1,,1,,3,,38,,53,,,
W.N. CENTRAL,2016,35,,-,0,,0,,,-,2,,3,,12,,32,,344,,559,,,-,0,,2,,8,,23,,,
S. ATLANTIC,2016,35,,-,0,,1,,5,,5,,17,,27,,54,,858,,1091,,7,,7,,21,,230,,222,,,
DIST. OF COL.,2016,35,,-,0,,0,,,-,,-,,-,0,,2,,7,,19,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,35,1,,0,,1,,5,,1,,,-,2,,8,,71,,133,,,-,1,,4,,36,,32,,,
W.S. CENTRAL,2016,35,,-,0,,1,,3,,2,,16,,31,,80,,895,,1106,,,-,2,,11,,63,,114,,,
MOUNTAIN,2016,35,,-,0,,1,,1,,3,,4,,16,,35,,450,,639,,1,,0,,7,,21,,38,,,
IDAHO,2016,35,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
PACIFIC,2016,35,,-,0,,1,,2,,2,,,-,2,,9,,57,,116,,4,,3,,68,,120,,223,,,
AMER. SAMOA,2016,35,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,35,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,35,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MAINE,2016,35,,-,0,,0,,,-,,-,3,,4,,9,,137,,145,,,-,0,,2,,4,,5,,"MAINE
(45.252223, -68.986647)",
PENNSYLVANIA,2016,35,,-,0,,1,,2,,,-,8,,14,,28,,399,,433,,,-,0,,3,,12,,12,,"PENNSYLVANIA
(40.789676, -77.858055)",
OHIO,2016,35,,-,0,,1,,1,,1,,12,,8,,21,,290,,260,,1,,0,,2,,7,,11,,"OHIO
(40.056807, -82.405897)",
IOWA,2016,35,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
CONNECTICUT,2016,35,,-,0,,0,,,-,,-,,-,2,,10,,78,,114,,,-,0,,2,,5,,24,,"CONNECTICUT
(41.544654, -72.651713)",
MISSISSIPPI,2016,35,,-,0,,1,,1,,,-,,-,0,,2,,6,,10,,,-,0,,1,,5,,12,,"MISSISSIPPI
(32.738663, -89.537312)",
INDIANA,2016,35,,-,0,,0,,,-,,-,,-,3,,9,,116,,108,,,-,0,,2,,4,,3,,"INDIANA
(39.76845, -86.156212)",
WASHINGTON,2016,35,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,68,,29,,,-,"WASHINGTON
(47.517368, -120.467672)",
MINNESOTA,2016,35,,-,0,,0,,,-,,-,,-,6,,13,,183,,230,,,-,0,,1,,,-,14,,"MINNESOTA
(46.357661, -94.793397)",
NEW YORK,2016,35,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,,-,0,,5,,30,,35,,"NEW YORK
(42.826892, -75.544286)",
HAWAII,2016,35,,-,0,,0,,,-,,-,,-,1,,5,,20,,42,,,-,0,,3,,17,,28,,"HAWAII
(21.30992, -157.858158)",
KENTUCKY,2016,35,1,,0,,1,,2,,,-,,N,0,,0,,,N,,N,,-,0,,1,,4,,3,,"KENTUCKY
(37.64591, -84.774043)",
VERMONT,2016,35,,-,0,,0,,,-,,-,,-,0,,6,,31,,22,,,-,0,,1,,,-,1,,"VERMONT
(43.622479, -72.51927)",
FLORIDA,2016,35,,-,0,,1,,3,,2,,13,,15,,39,,536,,509,,4,,4,,10,,124,,132,,"FLORIDA
(28.915325, -81.922409)",
CALIFORNIA,2016,35,,-,0,,1,,1,,2,,,-,1,,4,,22,,42,,,-,2,,10,,51,,174,,"CALIFORNIA
(37.640735, -121.002435)",
NEBRASKA,2016,35,,-,0,,0,,,-,,-,,-,0,,3,,23,,15,,,-,0,,1,,1,,,-,"NEBRASKA
(41.640503, -99.367122)",
SOUTH DAKOTA,2016,35,,-,0,,0,,,-,1,,,-,0,,4,,25,,20,,,-,0,,1,,4,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW JERSEY,2016,35,,-,0,,0,,,-,,-,,-,7,,19,,217,,284,,,-,0,,4,,19,,26,,"NEW JERSEY
(40.104655, -74.386686)",
ALABAMA,2016,35,,-,0,,1,,1,,1,,,-,2,,7,,65,,123,,,-,0,,4,,17,,12,,"ALABAMA
(32.839182, -86.631125)",
ARIZONA,2016,35,,-,0,,1,,1,,1,,3,,5,,18,,177,,164,,1,,0,,6,,11,,20,,"ARIZONA
(34.869712, -111.760902)",
ALASKA,2016,35,,-,0,,1,,1,,,-,,-,0,,4,,15,,32,,2,,0,,1,,5,,2,,"ALASKA
(64.836661, -147.738891)",
MICHIGAN,2016,35,,-,0,,0,,,-,,-,,-,10,,36,,286,,300,,,-,0,,2,,7,,9,,"MICHIGAN
(44.66399, -84.711206)",
WYOMING,2016,35,,-,0,,0,,,-,,-,,-,0,,3,,4,,6,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
OKLAHOMA,2016,35,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,,-,0,,1,,1,,3,,"OKLAHOMA
(35.468494, -97.521264)",
TENNESSEE,2016,35,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,,-,0,,2,,10,,5,,"TENNESSEE
(35.681402, -85.774444)",
ARKANSAS,2016,35,,-,0,,0,,,-,,-,3,,3,,23,,84,,102,,,-,0,,1,,2,,2,,"ARKANSAS
(34.748745, -92.275105)",
KANSAS,2016,35,,-,0,,0,,,-,,-,,-,0,,12,,,-,147,,,-,0,,2,,2,,4,,"KANSAS
(38.345528, -98.201847)",
OREGON,2016,35,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,2,,0,,3,,18,,19,,"OREGON
(44.567912, -120.156945)",
GUAM,2016,35,,-,0,,0,,,-,,-,,-,0,,0,,,-,29,,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MASSACHUSETTS,2016,35,,-,0,,0,,,-,,-,2,,6,,16,,229,,241,,,-,1,,9,,39,,49,,"MASSACHUSETTS
(42.268546, -72.085064)",
MISSOURI,2016,35,,-,0,,0,,,-,1,,3,,2,,15,,83,,113,,,-,0,,1,,,-,4,,"MISSOURI
(38.636168, -92.566292)",
ILLINOIS,2016,35,,-,0,,1,,1,,1,,,-,8,,19,,254,,278,,,-,0,,2,,15,,23,,"ILLINOIS
(40.477092, -88.993221)",
RHODE ISLAND,2016,35,,-,0,,0,,,-,,-,,-,1,,6,,33,,31,,,-,0,,3,,5,,1,,"RHODE ISLAND
(41.707447, -71.522488)",
WISCONSIN,2016,35,,-,0,,1,,,-,,-,,-,2,,13,,38,,197,,,-,0,,1,,5,,7,,"WISCONSIN
(44.395526, -89.834513)",
UTAH,2016,35,,-,0,,0,,,-,,-,1,,4,,18,,150,,120,,,-,0,,1,,7,,8,,"UTAH
(39.359772, -111.584173)",
NORTH DAKOTA,2016,35,,-,0,,0,,,-,,-,,-,0,,5,,30,,34,,,-,0,,1,,1,,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW HAMPSHIRE,2016,35,,-,0,,0,,,-,,-,,-,0,,7,,1,,57,,,-,0,,2,,3,,3,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
DELAWARE,2016,35,,-,0,,0,,,-,,-,,-,0,,2,,7,,15,,,-,0,,2,,7,,5,,"DELAWARE
(39.008676, -75.574561)",
NORTH CAROLINA,2016,35,,-,0,,1,,,-,2,,,N,0,,0,,,N,,N,,-,0,,6,,8,,14,,"NORTH CAROLINA
(35.47995, -79.180571)",
COLORADO,2016,35,,-,0,,0,,,-,2,,,-,0,,12,,43,,212,,,-,0,,1,,,-,7,,"COLORADO
(38.841772, -106.132562)",
NEVADA,2016,35,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,1,,3,,"NEVADA
(39.491833, -117.070159)",
WEST VIRGINIA,2016,35,,-,0,,0,,,-,,-,,-,0,,8,,5,,78,,,-,0,,0,,,-,2,,"WEST VIRGINIA
(38.668501, -80.709421)",
PUERTO RICO,2016,35,,-,0,,0,,,-,1,,,-,1,,6,,40,,82,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
SOUTH CAROLINA,2016,35,,-,0,,0,,,-,1,,1,,2,,13,,43,,128,,,-,0,,3,,6,,6,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW MEXICO,2016,35,,-,0,,1,,,-,,-,,-,1,,5,,31,,33,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
MONTANA,2016,35,,-,0,,0,,,-,,-,,-,1,,5,,45,,104,,,-,0,,1,,2,,,-,"MONTANA
(47.062617, -109.430168)",
LOUISIANA,2016,35,,-,0,,0,,,-,1,,,-,1,,21,,26,,56,,,-,0,,2,,13,,41,,"LOUISIANA
(31.2931, -92.463284)",
MARYLAND,2016,35,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,2,,0,,6,,43,,20,,"MARYLAND
(39.290443, -76.612333)",
TEXAS,2016,35,,-,0,,1,,2,,1,,13,,23,,79,,785,,948,,,-,1,,9,,47,,68,,"TEXAS
(31.827233, -99.423022)",
GEORGIA,2016,35,,-,0,,0,,,-,,-,,-,2,,8,,96,,120,,,-,0,,2,,14,,17,,"GEORGIA
(32.836038, -83.631709)",
VIRGINIA,2016,35,,-,0,,1,,1,,,-,3,,6,,12,,164,,222,,1,,0,,4,,28,,26,,"VIRGINIA
(37.542699, -78.45822)",
UNITED STATES,2016,36,,-,1,,2,,23,,17,,79,,168,,260,,4905,,6336,,19,,16,,83,,686,,925,,,
NEW ENGLAND,2016,36,,-,0,,0,,,-,,-,7,,16,,32,,522,,630,,,-,1,,13,,56,,96,,,
MID. ATLANTIC,2016,36,,-,0,,2,,4,,,-,5,,23,,46,,634,,740,,5,,1,,10,,80,,97,,,
NEW YORK CITY,2016,36,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,2,,6,,17,,"NEW YORK CITY
",
E.N. CENTRAL,2016,36,,-,0,,1,,3,,2,,11,,35,,73,,1004,,1191,,,-,1,,3,,41,,54,,,
W.N. CENTRAL,2016,36,,-,0,,0,,,-,2,,4,,12,,30,,354,,589,,,-,0,,2,,8,,24,,,
