Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Current week","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Current week, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2016","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2016, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2015","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2015, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Current week","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Current week, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2016","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2016, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2015","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2015, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Current week","Ehrlichiosis/Anaplasmosis§, Undetermined, Current week, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2016","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2016, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2015","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2015, flag",Location 1,Location 2
FLORIDA,2016,22,,-,0,,3,,1,,5,,,-,0,,2,,2,,1,,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
CALIFORNIA,2016,22,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,0,,,-,1,,"CALIFORNIA
(37.640735, -121.002435)",
MISSISSIPPI,2016,22,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"MISSISSIPPI
(32.738663, -89.537312)",
NEW HAMPSHIRE,2016,22,,-,0,,2,,3,,5,,,-,2,,7,,13,,37,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
INDIANA,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,,-,5,,"INDIANA
(39.76845, -86.156212)",
MONTANA,2016,22,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
NEVADA,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
UNITED STATES,2016,23,24,,11,,107,,160,,348,,24,,39,,255,,329,,955,,1,,1,,17,,14,,64,,,
NEW ENGLAND,2016,23,1,,1,,8,,12,,19,,7,,15,,102,,176,,415,,1,,0,,1,,3,,2,,,
MID. ATLANTIC,2016,23,9,,2,,37,,32,,34,,16,,13,,67,,110,,151,,,-,0,,3,,4,,6,,,
NEW YORK CITY,2016,23,,-,0,,1,,1,,3,,1,,1,,7,,10,,7,,,-,0,,1,,2,,,-,"NEW YORK CITY
",
E.N. CENTRAL,2016,23,,-,1,,8,,8,,30,,1,,4,,49,,28,,184,,,-,0,,6,,2,,34,,,
W.N. CENTRAL,2016,23,2,,1,,20,,17,,105,,,-,2,,57,,4,,174,,,-,0,,5,,3,,13,,,
S. ATLANTIC,2016,23,3,,2,,23,,27,,80,,,-,1,,6,,8,,7,,,-,0,,2,,,-,4,,,
DIST. OF COL.,2016,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,23,2,,1,,14,,27,,39,,,-,0,,2,,2,,10,,,-,0,,6,,2,,4,,,
W.S. CENTRAL,2016,23,7,,2,,64,,37,,41,,,-,0,,2,,1,,9,,,-,0,,1,,,-,,-,,
MOUNTAIN,2016,23,,-,0,,0,,,-,,-,,-,0,,2,,,-,3,,,-,0,,1,,,-,,-,,
PACIFIC,2016,23,,-,0,,0,,,-,,-,,-,0,,2,,,-,2,,,-,0,,1,,,-,1,,,
AMER. SAMOA,2016,23,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,23,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MARYLAND,2016,23,,-,0,,6,,4,,6,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
RHODE ISLAND,2016,23,,-,0,,6,,6,,10,,,-,1,,11,,7,,19,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
INDIANA,2016,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,1,,8,,"INDIANA
(39.76845, -86.156212)",
COLORADO,2016,23,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
GEORGIA,2016,23,,-,0,,4,,1,,17,,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,"GEORGIA
(32.836038, -83.631709)",
NEW HAMPSHIRE,2016,23,,-,0,,2,,3,,5,,,-,1,,7,,13,,40,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEBRASKA,2016,23,,-,0,,1,,1,,2,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
NEW YORK,2016,23,9,,1,,36,,27,,8,,15,,12,,53,,91,,96,,,-,0,,3,,1,,1,,"NEW YORK
(42.826892, -75.544286)",
TENNESSEE,2016,23,1,,0,,7,,13,,18,,,-,0,,2,,1,,5,,,-,0,,6,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
MONTANA,2016,23,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
ARKANSAS,2016,23,7,,2,,16,,34,,38,,,-,0,,2,,1,,8,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
OHIO,2016,23,,-,0,,2,,2,,5,,,-,0,,0,,,-,1,,,-,0,,0,,,-,1,,"OHIO
(40.056807, -82.405897)",
KENTUCKY,2016,23,1,,0,,5,,11,,17,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
OKLAHOMA,2016,23,,-,0,,60,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
HAWAII,2016,23,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
WYOMING,2016,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
ALABAMA,2016,23,,-,0,,3,,3,,1,,,-,0,,1,,1,,5,,,-,0,,1,,2,,2,,"ALABAMA
(32.839182, -86.631125)",
SOUTH DAKOTA,2016,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW MEXICO,2016,23,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
WEST VIRGINIA,2016,23,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"WEST VIRGINIA
(38.668501, -80.709421)",
IDAHO,2016,23,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
MAINE,2016,23,1,,0,,1,,1,,1,,6,,2,,16,,41,,28,,,-,0,,1,,2,,1,,"MAINE
(45.252223, -68.986647)",
WISCONSIN,2016,23,,-,0,,3,,,-,10,,1,,4,,48,,26,,173,,,-,0,,6,,1,,24,,"WISCONSIN
(44.395526, -89.834513)",
OREGON,2016,23,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,"OREGON
(44.567912, -120.156945)",
NEVADA,2016,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
MINNESOTA,2016,23,,-,0,,1,,,-,2,,,-,2,,54,,,-,164,,,-,0,,3,,,-,7,,"MINNESOTA
(44.943719, -93.094281)",
UTAH,2016,23,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
PENNSYLVANIA,2016,23,,-,0,,1,,,-,3,,,-,0,,3,,1,,5,,,-,0,,2,,1,,3,,"PENNSYLVANIA
(40.789676, -77.858055)",
FLORIDA,2016,23,2,,0,,3,,3,,8,,,-,0,,2,,2,,1,,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
NORTH CAROLINA,2016,23,,-,0,,22,,3,,20,,,-,0,,5,,1,,4,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
LOUISIANA,2016,23,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
WASHINGTON,2016,23,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
MISSOURI,2016,23,2,,1,,17,,10,,82,,,-,0,,2,,1,,6,,,-,0,,2,,1,,5,,"MISSOURI
(38.636168, -92.566292)",
ALASKA,2016,23,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
MASSACHUSETTS,2016,23,,-,0,,2,,1,,2,,,-,8,,62,,86,,254,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NORTH DAKOTA,2016,23,,-,0,,0,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
CALIFORNIA,2016,23,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,0,,,-,1,,"CALIFORNIA
(37.640735, -121.002435)",
MICHIGAN,2016,23,,-,0,,2,,,-,,-,,-,0,,1,,2,,3,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
VIRGINIA,2016,23,1,,1,,9,,12,,25,,,-,0,,2,,1,,2,,,-,0,,2,,,-,2,,"VIRGINIA
(37.542699, -78.45822)",
NEW JERSEY,2016,23,,-,0,,6,,4,,20,,,-,1,,14,,8,,43,,,-,0,,1,,,-,2,,"NEW JERSEY
(40.104655, -74.386686)",
CONNECTICUT,2016,23,,-,0,,0,,,-,,-,,-,0,,20,,2,,42,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
DELAWARE,2016,23,,-,0,,3,,2,,3,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
ARIZONA,2016,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
VERMONT,2016,23,,-,0,,2,,1,,1,,1,,2,,12,,27,,32,,1,,0,,1,,1,,1,,"VERMONT
(43.622479, -72.51927)",
KANSAS,2016,23,,-,0,,5,,6,,18,,,-,0,,1,,1,,3,,,-,0,,0,,,-,1,,"KANSAS
(38.345528, -98.201847)",
MISSISSIPPI,2016,23,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"MISSISSIPPI
(32.738663, -89.537312)",
SOUTH CAROLINA,2016,23,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
IOWA,2016,23,,-,0,,0,,,-,,-,,-,0,,1,,2,,,-,,-,0,,1,,1,,,-,"IOWA
(42.46942, -93.815856)",
ILLINOIS,2016,23,,-,0,,3,,6,,15,,,-,0,,1,,,-,7,,,-,0,,0,,,-,1,,"ILLINOIS
(40.477092, -88.993221)",
PUERTO RICO,2016,23,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
TEXAS,2016,23,,-,0,,1,,2,,1,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
UNITED STATES,2016,24,21,,13,,107,,224,,417,,51,,37,,255,,412,,1205,,1,,1,,17,,17,,72,,,
NEW ENGLAND,2016,24,,-,1,,8,,12,,23,,14,,16,,102,,213,,509,,,-,0,,1,,3,,2,,,
MID. ATLANTIC,2016,24,2,,2,,37,,37,,40,,35,,13,,67,,148,,218,,1,,0,,3,,5,,7,,,
NEW YORK CITY,2016,24,,-,0,,1,,1,,3,,,-,1,,7,,10,,14,,,-,0,,1,,2,,,-,"NEW YORK CITY
",
E.N. CENTRAL,2016,24,,-,1,,8,,8,,38,,,-,4,,49,,32,,221,,,-,0,,6,,3,,35,,,
W.N. CENTRAL,2016,24,4,,2,,20,,32,,125,,1,,1,,57,,5,,220,,,-,0,,5,,3,,18,,,
S. ATLANTIC,2016,24,7,,2,,23,,51,,99,,1,,1,,6,,11,,13,,,-,0,,2,,,-,4,,,
DIST. OF COL.,2016,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,24,3,,1,,14,,38,,42,,,-,0,,2,,2,,10,,,-,0,,6,,3,,4,,,
W.S. CENTRAL,2016,24,5,,2,,64,,46,,50,,,-,0,,2,,1,,9,,,-,0,,1,,,-,,-,,
MOUNTAIN,2016,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,3,,,-,0,,1,,,-,,-,,
PACIFIC,2016,24,,-,0,,0,,,-,,-,,-,0,,2,,,-,2,,,-,0,,1,,,-,2,,,
AMER. SAMOA,2016,24,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,24,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MISSOURI,2016,24,4,,1,,17,,20,,99,,1,,0,,2,,2,,6,,,-,0,,2,,1,,7,,"MISSOURI
(38.636168, -92.566292)",
ALASKA,2016,24,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
SOUTH CAROLINA,2016,24,,-,0,,1,,,-,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
VERMONT,2016,24,,-,0,,2,,1,,1,,3,,2,,12,,32,,41,,,-,0,,1,,1,,1,,"VERMONT
(43.622479, -72.51927)",
MASSACHUSETTS,2016,24,,-,0,,2,,1,,2,,,-,8,,62,,104,,314,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
ILLINOIS,2016,24,,-,0,,3,,6,,18,,,-,0,,1,,,-,7,,,-,0,,0,,,-,1,,"ILLINOIS
(40.477092, -88.993221)",
WYOMING,2016,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
ARKANSAS,2016,24,5,,2,,16,,43,,47,,,-,0,,2,,1,,8,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
NORTH CAROLINA,2016,24,,-,0,,22,,16,,26,,,-,0,,5,,2,,7,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
MISSISSIPPI,2016,24,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"MISSISSIPPI
(32.738663, -89.537312)",
MICHIGAN,2016,24,,-,0,,2,,,-,,-,,-,0,,1,,2,,4,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
MONTANA,2016,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
GEORGIA,2016,24,,-,0,,4,,1,,21,,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,"GEORGIA
(32.836038, -83.631709)",
VIRGINIA,2016,24,,-,1,,9,,12,,31,,1,,0,,2,,2,,4,,,-,0,,2,,,-,2,,"VIRGINIA
(37.542699, -78.45822)",
IDAHO,2016,24,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
NEW MEXICO,2016,24,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
ARIZONA,2016,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
TENNESSEE,2016,24,2,,1,,7,,20,,19,,,-,0,,2,,1,,5,,,-,0,,6,,1,,,-,"TENNESSEE
(35.681402, -85.774444)",
WEST VIRGINIA,2016,24,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW JERSEY,2016,24,,-,0,,6,,7,,26,,,-,1,,14,,9,,53,,,-,0,,1,,,-,3,,"NEW JERSEY
(40.104655, -74.386686)",
CONNECTICUT,2016,24,,-,0,,0,,,-,,-,,-,0,,20,,2,,48,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
INDIANA,2016,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,2,,9,,"INDIANA
(39.76845, -86.156212)",
KANSAS,2016,24,,-,0,,4,,10,,21,,,-,0,,1,,1,,3,,,-,0,,0,,,-,1,,"KANSAS
(38.345528, -98.201847)",
RHODE ISLAND,2016,24,,-,0,,6,,6,,11,,,-,1,,11,,7,,20,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
GUAM,2016,24,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.3532, 144.653198)",
MAINE,2016,24,,-,0,,1,,1,,2,,11,,2,,16,,55,,40,,,-,0,,1,,2,,1,,"MAINE
(45.252223, -68.986647)",
PUERTO RICO,2016,24,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
DELAWARE,2016,24,,-,0,,3,,2,,3,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MARYLAND,2016,24,1,,0,,6,,9,,7,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
SOUTH DAKOTA,2016,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
FLORIDA,2016,24,6,,0,,2,,9,,9,,,-,0,,2,,2,,1,,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
HAWAII,2016,24,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
NEVADA,2016,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
IOWA,2016,24,,-,0,,1,,1,,,-,,-,0,,1,,2,,,-,,-,0,,1,,1,,,-,"IOWA
(42.46942, -93.815856)",
WASHINGTON,2016,24,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
OREGON,2016,24,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,,-,1,,"OREGON
(44.567912, -120.156945)",
WISCONSIN,2016,24,,-,0,,3,,,-,13,,,-,4,,48,,30,,209,,,-,0,,6,,1,,24,,"WISCONSIN
(44.395526, -89.834513)",
LOUISIANA,2016,24,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
MINNESOTA,2016,24,,-,0,,1,,,-,2,,,-,1,,54,,,-,209,,,-,0,,3,,,-,10,,"MINNESOTA
(44.943719, -93.094281)",
CALIFORNIA,2016,24,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,0,,,-,1,,"CALIFORNIA
(37.640735, -121.002435)",
NEW HAMPSHIRE,2016,24,,-,0,,2,,3,,7,,,-,1,,7,,13,,46,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
UTAH,2016,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
TEXAS,2016,24,,-,0,,1,,2,,1,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
NORTH DAKOTA,2016,24,,-,0,,0,,,-,1,,,-,0,,1,,,-,1,,,-,0,,1,,1,,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
COLORADO,2016,24,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
OHIO,2016,24,,-,0,,2,,2,,7,,,-,0,,0,,,-,1,,,-,0,,0,,,-,1,,"OHIO
(40.056807, -82.405897)",
KENTUCKY,2016,24,1,,0,,5,,14,,18,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
ALABAMA,2016,24,,-,0,,3,,3,,1,,,-,0,,1,,1,,5,,,-,0,,1,,2,,2,,"ALABAMA
(32.839182, -86.631125)",
NEBRASKA,2016,24,,-,0,,1,,1,,2,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
NEW YORK,2016,24,2,,1,,36,,29,,8,,35,,12,,53,,128,,146,,1,,0,,3,,2,,1,,"NEW YORK
(42.826892, -75.544286)",
PENNSYLVANIA,2016,24,,-,0,,1,,,-,3,,,-,0,,3,,1,,5,,,-,0,,2,,1,,3,,"PENNSYLVANIA
(40.789676, -77.858055)",
OKLAHOMA,2016,24,,-,0,,60,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
UNITED STATES,2016,25,22,,13,,107,,272,,491,,60,,39,,255,,489,,1440,,,-,1,,17,,18,,79,,,
NEW ENGLAND,2016,25,,-,1,,8,,12,,29,,14,,16,,102,,232,,611,,,-,0,,1,,3,,2,,,
MID. ATLANTIC,2016,25,4,,2,,37,,43,,46,,42,,13,,62,,197,,264,,,-,0,,3,,5,,7,,,
NEW YORK CITY,2016,25,1,,0,,1,,2,,3,,3,,0,,7,,13,,14,,,-,0,,1,,2,,,-,"NEW YORK CITY
",
E.N. CENTRAL,2016,25,,-,1,,4,,12,,40,,,-,3,,49,,35,,270,,,-,0,,6,,3,,39,,,
W.N. CENTRAL,2016,25,5,,2,,18,,46,,141,,1,,1,,57,,7,,254,,,-,0,,3,,4,,20,,,
S. ATLANTIC,2016,25,5,,2,,23,,60,,115,,2,,1,,6,,14,,15,,,-,0,,2,,,-,5,,,
DIST. OF COL.,2016,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,25,2,,1,,14,,42,,54,,1,,0,,2,,3,,11,,,-,0,,6,,3,,4,,,
W.S. CENTRAL,2016,25,6,,2,,64,,57,,66,,,-,0,,2,,1,,10,,,-,0,,1,,,-,,-,,
MOUNTAIN,2016,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,3,,,-,0,,1,,,-,,-,,
PACIFIC,2016,25,,-,0,,0,,,-,,-,,-,0,,2,,,-,2,,,-,0,,0,,,-,2,,,
AMER. SAMOA,2016,25,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,25,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
PENNSYLVANIA,2016,25,,-,0,,1,,,-,3,,,-,0,,3,,1,,8,,,-,0,,2,,1,,3,,"PENNSYLVANIA
(40.789676, -77.858055)",
MISSOURI,2016,25,5,,1,,15,,32,,111,,,-,0,,2,,3,,6,,,-,0,,1,,1,,7,,"MISSOURI
(38.636168, -92.566292)",
COLORADO,2016,25,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
GEORGIA,2016,25,,-,0,,3,,1,,23,,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,"GEORGIA
(32.836038, -83.631709)",
IOWA,2016,25,,-,0,,1,,1,,,-,,-,0,,1,,2,,,-,,-,0,,1,,1,,,-,"IOWA
(42.46942, -93.815856)",
DELAWARE,2016,25,1,,0,,3,,3,,4,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
TENNESSEE,2016,25,2,,1,,7,,23,,23,,,-,0,,2,,1,,6,,,-,0,,6,,1,,,-,"TENNESSEE
(35.681402, -85.774444)",
WEST VIRGINIA,2016,25,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"WEST VIRGINIA
(38.668501, -80.709421)",
ALABAMA,2016,25,,-,0,,3,,3,,4,,1,,0,,1,,2,,5,,,-,0,,1,,2,,2,,"ALABAMA
(32.839182, -86.631125)",
ILLINOIS,2016,25,,-,0,,2,,10,,19,,,-,0,,1,,,-,8,,,-,0,,0,,,-,1,,"ILLINOIS
(40.477092, -88.993221)",
MASSACHUSETTS,2016,25,,-,0,,2,,1,,2,,,-,8,,62,,104,,376,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
