Reporting Area,MMWRYear,MMWRWeek,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Med","Cryptosporidiosis, Previous 52 weeks Med, flag","Cryptosporidiosis, Previous 52 weeks Max","Cryptosporidiosis, Previous 52 weeks Max, flag","Cryptosporidiosis, Cum 2014","Cryptosporidiosis, Cum 2014, flag","Cryptosporidiosis, Cum 2013","Cryptosporidiosis, Cum 2013, flag","Dengue Fever†, Current week","Dengue Fever†, Current week, flag","Dengue Fever†, Previous 52 weeks Med","Dengue Fever†, Previous 52 weeks Med, flag","Dengue Fever†, Previous 52 weeks Max","Dengue Fever†, Previous 52 weeks Max, flag","Dengue Fever†, Cum 2014","Dengue Fever†, Cum 2014, flag","Dengue Fever†, Cum 2013","Dengue Fever†, Cum 2013, flag","Dengue Hemorrhagic Fever§, Current week","Dengue Hemorrhagic Fever§, Current week, flag","Dengue Hemorrhagic Fever§, Previous 52 weeks Med","Dengue Hemorrhagic Fever§, Previous 52 weeks Med, flag","Dengue Hemorrhagic Fever§, Previous 52 weeks Max","Dengue Hemorrhagic Fever§, Previous 52 weeks Max, flag","Dengue Hemorrhagic Fever§, Cum 2014","Dengue Hemorrhagic Fever§, Cum 2014, flag","Dengue Hemorrhagic Fever§, Cum 2013","Dengue Hemorrhagic Fever§, Cum 2013, flag",Location 1,Location 2
OKLAHOMA,2014,33,,-,1,,7,,47,,38,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
UTAH,2014,33,,-,1,,3,,26,,60,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070082200047, -111.5871285339997)",
MISSOURI,2014,33,,-,3,,13,,91,,115,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MISSOURI
(38.63579079900046, -92.56629737199967)",
COLORADO,2014,33,4,,1,,7,,42,,57,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"COLORADO
(38.84384201300048, -106.13360888799969)",
CONNECTICUT,2014,33,,-,0,,3,,23,,26,,,-,0,,2,,2,,9,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
MONTANA,2014,33,1,,1,,23,,38,,42,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"MONTANA
(47.06652759400049, -109.42441687999968)",
VERMONT,2014,33,,-,0,,3,,12,,14,,,-,0,,2,,2,,2,,,-,0,,0,,,-,,-,"VERMONT
(43.62538000100045, -72.51763944499965)",
MASSACHUSETTS,2014,33,2,,2,,6,,70,,88,,,-,0,,1,,7,,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
RHODE ISLAND,2014,33,,-,0,,3,,10,,4,,,-,0,,1,,3,,7,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
NEVADA,2014,33,,-,0,,2,,9,,13,,,-,0,,1,,3,,2,,,-,0,,0,,,-,,-,"NEVADA
(39.493242807000456, -117.07183978499972)",
KENTUCKY,2014,33,2,,1,,5,,38,,51,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
KANSAS,2014,33,,-,1,,7,,35,,58,,,-,0,,1,,,-,4,,,-,0,,0,,,-,,-,"KANSAS
(38.3477418760005, -98.20077655499966)",
NORTH CAROLINA,2014,33,,-,1,,28,,94,,81,,,-,0,,2,,5,,11,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
NORTH DAKOTA,2014,33,,-,1,,7,,24,,36,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
HAWAII,2014,33,,-,0,,2,,2,,1,,,-,0,,2,,5,,9,,,-,0,,0,,,-,,-,"HAWAII
(21.304853205000427, -157.85774691599974)",
GUAM,2014,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.480998894000436, 144.73149801400064)",
MAINE,2014,33,2,,1,,4,,31,,17,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"MAINE
(45.2542257390005, -68.98502952999962)",
SOUTH CAROLINA,2014,33,1,,2,,8,,50,,47,,,-,0,,1,,1,,6,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
NEW MEXICO,2014,33,,-,1,,4,,38,,28,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
ALABAMA,2014,33,,-,2,,8,,63,,79,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"ALABAMA
(32.84057034900047, -86.63185803899967)",
PUERTO RICO,2014,33,,N,0,,0,,,N,,N,,-,20,,418,,375,,6327,,,-,0,,9,,2,,102,,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
UNITED STATES,2014,34,192,,112,,387,,4114,,5403,,,-,8,,39,,178,,515,,,-,0,,1,,,-,5,,,
NEW ENGLAND,2014,34,10,,5,,12,,175,,183,,,-,0,,3,,15,,24,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2014,34,29,,12,,40,,415,,481,,,-,2,,11,,62,,131,,,-,0,,0,,,-,2,,,
E.N. CENTRAL,2014,34,14,,22,,58,,774,,962,,,-,0,,6,,13,,44,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2014,34,5,,16,,164,,465,,1659,,,-,0,,3,,1,,24,,,-,0,,0,,,-,3,,,
S. ATLANTIC,2014,34,110,,25,,126,,1157,,660,,,-,1,,12,,29,,150,,,-,0,,1,,,-,,-,,
DIST. OF COL.,2014,34,,-,0,,1,,2,,7,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2014,34,5,,6,,16,,200,,210,,,-,0,,2,,3,,14,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2014,34,8,,12,,47,,362,,454,,,-,0,,9,,9,,43,,,-,0,,0,,,-,,-,,
MOUNTAIN,2014,34,9,,8,,61,,257,,355,,,-,0,,1,,5,,7,,,-,0,,0,,,-,,-,,
PACIFIC,2014,34,2,,10,,26,,309,,439,,,-,2,,7,,41,,78,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2014,34,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,34,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,34,,-,0,,0,,,-,,-,,-,0,,5,,1,,138,,,-,0,,0,,,-,5,,"VIRGIN ISL.
",
TEXAS,2014,34,1,,7,,37,,167,,176,,,-,0,,9,,7,,36,,,-,0,,0,,,-,,-,"TEXAS
(31.827240712000446, -99.4267664729997)",
OHIO,2014,34,9,,6,,17,,206,,222,,,-,0,,1,,7,,6,,,-,0,,0,,,-,,-,"OHIO
(40.06021184000048, -82.40425685299965)",
NEVADA,2014,34,,-,0,,2,,9,,15,,,-,0,,1,,3,,2,,,-,0,,0,,,-,,-,"NEVADA
(39.493242807000456, -117.07183978499972)",
COLORADO,2014,34,5,,1,,7,,47,,58,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"COLORADO
(38.84384201300048, -106.13360888799969)",
SOUTH CAROLINA,2014,34,1,,2,,8,,53,,49,,,-,0,,1,,1,,6,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
MONTANA,2014,34,2,,1,,23,,42,,45,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"MONTANA
(47.06652759400049, -109.42441687999968)",
KENTUCKY,2014,34,3,,1,,5,,45,,52,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
PUERTO RICO,2014,34,,N,0,,0,,,N,,N,,-,19,,392,,375,,6719,,,-,0,,7,,2,,109,,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
UTAH,2014,34,,-,1,,3,,26,,62,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070082200047, -111.5871285339997)",
TENNESSEE,2014,34,1,,2,,6,,58,,45,,,-,0,,1,,2,,10,,,-,0,,0,,,-,,-,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
KANSAS,2014,34,,-,1,,7,,40,,65,,,-,0,,1,,,-,5,,,-,0,,0,,,-,,-,"KANSAS
(38.3477418760005, -98.20077655499966)",
ALABAMA,2014,34,1,,2,,8,,67,,84,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"ALABAMA
(32.84057034900047, -86.63185803899967)",
INDIANA,2014,34,,-,2,,7,,65,,88,,,-,0,,1,,1,,5,,,-,0,,0,,,-,,-,"INDIANA
(39.76691072200049, -86.14995579899966)",
VIRGINIA,2014,34,4,,2,,9,,74,,73,,,-,0,,3,,6,,14,,,-,0,,1,,,-,,-,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
ILLINOIS,2014,34,,-,4,,11,,91,,175,,,-,0,,3,,1,,16,,,-,0,,0,,,-,,-,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
MARYLAND,2014,34,1,,1,,5,,40,,35,,,-,0,,2,,6,,6,,,-,0,,0,,,-,,-,"MARYLAND
(39.29058224000045, -76.60925970899967)",
WISCONSIN,2014,34,4,,7,,23,,280,,313,,,-,0,,2,,4,,6,,,-,0,,0,,,-,,-,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
CALIFORNIA,2014,34,2,,6,,15,,199,,177,,,-,1,,7,,31,,62,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
NEBRASKA,2014,34,,-,2,,11,,56,,88,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
MICHIGAN,2014,34,1,,4,,15,,132,,164,,,-,0,,3,,,-,11,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
CONNECTICUT,2014,34,,-,1,,3,,27,,27,,,-,0,,2,,2,,11,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
GEORGIA,2014,34,8,,5,,16,,160,,167,,,-,0,,1,,3,,8,,,-,0,,0,,,-,,-,"GEORGIA
(32.83968158500045, -83.62757601199968)",
VERMONT,2014,34,1,,0,,3,,13,,16,,,-,0,,2,,2,,2,,,-,0,,0,,,-,,-,"VERMONT
(43.62538000100045, -72.51763944499965)",
NEW HAMPSHIRE,2014,34,,-,0,,3,,14,,29,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
ALASKA,2014,34,,-,0,,1,,1,,3,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"ALASKA
(64.84507631500048, -147.72205669099972)",
MISSISSIPPI,2014,34,,-,1,,4,,30,,29,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
FLORIDA,2014,34,96,,9,,117,,727,,220,,,-,0,,8,,6,,103,,,-,0,,0,,,-,,-,"FLORIDA
(28.93204444200046, -81.92895558499964)",
LOUISIANA,2014,34,,-,4,,33,,125,,213,,,-,0,,1,,1,,5,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
MASSACHUSETTS,2014,34,4,,2,,5,,75,,89,,,-,0,,1,,7,,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
GUAM,2014,34,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.480998894000436, 144.73149801400064)",
NORTH CAROLINA,2014,34,,-,1,,28,,94,,86,,,-,0,,2,,5,,11,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
ARKANSAS,2014,34,4,,1,,12,,20,,26,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
WASHINGTON,2014,34,,-,0,,11,,33,,45,,,-,0,,2,,2,,6,,,-,0,,0,,,-,,-,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
PENNSYLVANIA,2014,34,9,,6,,19,,208,,267,,,-,0,,2,,8,,20,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
NEW YORK,2014,34,15,,4,,14,,147,,128,,,-,0,,4,,16,,35,,,-,0,,0,,,-,1,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
HAWAII,2014,34,,-,0,,2,,2,,1,,,-,0,,2,,6,,9,,,-,0,,0,,,-,,-,"HAWAII
(21.304853205000427, -157.85774691599974)",
RHODE ISLAND,2014,34,4,,0,,3,,14,,4,,,-,0,,1,,3,,7,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
WEST VIRGINIA,2014,34,,-,0,,2,,5,,14,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
ARIZONA,2014,34,,-,1,,5,,32,,27,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"ARIZONA
(34.865970167000455, -111.76380949799972)",
WYOMING,2014,34,,-,0,,25,,16,,46,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"WYOMING
(43.235543013000495, -108.10982744299969)",
MAINE,2014,34,1,,1,,4,,32,,18,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"MAINE
(45.2542257390005, -68.98502952999962)",
NORTH DAKOTA,2014,34,,-,1,,7,,25,,41,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
NEW JERSEY,2014,34,,-,0,,5,,13,,44,,,-,0,,5,,20,,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
IOWA,2014,34,,-,5,,112,,165,,1063,,,-,0,,1,,1,,,-,,-,0,,0,,,-,2,,"IOWA
(42.469401477000474, -93.81648936699969)",
NEW YORK CITY,2014,34,5,,2,,6,,47,,42,,,-,1,,9,,18,,76,,,-,0,,0,,,-,1,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
NEW MEXICO,2014,34,,-,1,,4,,41,,30,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
IDAHO,2014,34,2,,1,,22,,44,,72,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"IDAHO
(43.68263160000049, -114.3637261449997)",
MISSOURI,2014,34,5,,3,,13,,101,,123,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"MISSOURI
(38.63579079900046, -92.56629737199967)",
DELAWARE,2014,34,,-,0,,2,,2,,9,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883059000046, -75.57773943699965)",
SOUTH DAKOTA,2014,34,,-,3,,17,,78,,86,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
OREGON,2014,34,,-,3,,8,,74,,213,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745218600048, -120.15502977999972)",
MINNESOTA,2014,34,,-,0,,17,,,-,193,,,-,0,,2,,,-,14,,,-,0,,0,,,-,1,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
OKLAHOMA,2014,34,3,,1,,7,,50,,39,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
UNITED STATES,2014,35,200,,112,,387,,4401,,5790,,,-,8,,39,,189,,554,,,-,0,,1,,,-,6,,,
NEW ENGLAND,2014,35,3,,5,,12,,179,,193,,,-,0,,3,,16,,26,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2014,35,19,,12,,40,,431,,509,,,-,2,,11,,65,,142,,,-,0,,0,,,-,2,,,
E.N. CENTRAL,2014,35,18,,22,,58,,822,,1020,,,-,0,,6,,13,,50,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2014,35,2,,16,,143,,482,,1785,,,-,0,,3,,2,,25,,,-,0,,0,,,-,3,,,
S. ATLANTIC,2014,35,133,,25,,127,,1295,,702,,,-,2,,12,,35,,162,,,-,0,,1,,,-,1,,,
DIST. OF COL.,2014,35,,-,0,,1,,2,,8,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
OREGON,2014,36,,-,2,,8,,76,,217,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745218600048, -120.15502977999972)",
E.S. CENTRAL,2014,35,3,,6,,16,,208,,226,,,-,0,,2,,3,,14,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2014,35,12,,13,,47,,387,,501,,,-,0,,9,,9,,47,,,-,0,,0,,,-,,-,,
MOUNTAIN,2014,35,8,,8,,61,,278,,406,,,-,0,,1,,5,,7,,,-,0,,0,,,-,,-,,
PACIFIC,2014,35,2,,10,,26,,319,,448,,,-,1,,7,,41,,81,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2014,35,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,35,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,35,,-,0,,0,,,-,,-,,-,0,,5,,1,,141,,,-,0,,0,,,-,5,,"VIRGIN ISL.
",
NEW HAMPSHIRE,2014,35,,-,0,,3,,14,,31,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
NORTH CAROLINA,2014,35,12,,0,,28,,106,,90,,,-,0,,2,,5,,13,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
NEBRASKA,2014,35,,-,2,,11,,56,,99,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
ARIZONA,2014,35,,-,1,,5,,33,,28,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"ARIZONA
(34.865970167000455, -111.76380949799972)",
TEXAS,2014,35,6,,6,,37,,176,,187,,,-,0,,9,,7,,38,,,-,0,,0,,,-,,-,"TEXAS
(31.827240712000446, -99.4267664729997)",
MARYLAND,2014,35,2,,1,,5,,42,,37,,,-,0,,2,,6,,6,,,-,0,,0,,,-,,-,"MARYLAND
(39.29058224000045, -76.60925970899967)",
COLORADO,2014,35,,-,1,,7,,47,,65,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"COLORADO
(38.84384201300048, -106.13360888799969)",
MASSACHUSETTS,2014,35,,-,2,,5,,75,,91,,,-,0,,1,,7,,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
MAINE,2014,35,2,,1,,4,,34,,19,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"MAINE
(45.2542257390005, -68.98502952999962)",
KANSAS,2014,35,,-,1,,5,,40,,65,,,-,0,,1,,,-,5,,,-,0,,0,,,-,,-,"KANSAS
(38.3477418760005, -98.20077655499966)",
NORTH DAKOTA,2014,35,,-,1,,7,,36,,45,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
MISSOURI,2014,35,2,,3,,13,,104,,134,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"MISSOURI
(38.63579079900046, -92.56629737199967)",
FLORIDA,2014,35,113,,10,,117,,840,,235,,,-,0,,8,,12,,111,,,-,0,,0,,,-,,-,"FLORIDA
(28.93204444200046, -81.92895558499964)",
OHIO,2014,35,8,,6,,17,,215,,239,,,-,0,,1,,7,,6,,,-,0,,0,,,-,,-,"OHIO
(40.06021184000048, -82.40425685299965)",
CALIFORNIA,2014,35,2,,6,,15,,207,,183,,,-,1,,7,,31,,65,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
NEW YORK CITY,2014,35,2,,2,,6,,49,,43,,,-,1,,9,,18,,85,,,-,0,,0,,,-,1,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
MONTANA,2014,35,3,,1,,23,,45,,68,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"MONTANA
(47.06652759400049, -109.42441687999968)",
PUERTO RICO,2014,35,,N,0,,0,,,N,,N,,-,18,,317,,375,,7036,,,-,0,,7,,2,,113,,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
SOUTH CAROLINA,2014,35,,-,2,,8,,54,,57,,,-,0,,1,,1,,7,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
ALASKA,2014,35,,-,0,,1,,2,,3,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"ALASKA
(64.84507631500048, -147.72205669099972)",
VIRGINIA,2014,35,1,,2,,9,,78,,76,,,-,0,,3,,6,,15,,,-,0,,1,,,-,1,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
MICHIGAN,2014,35,2,,4,,15,,141,,179,,,-,0,,3,,,-,14,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
DELAWARE,2014,35,,-,0,,2,,2,,9,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883059000046, -75.57773943699965)",
MINNESOTA,2014,35,,-,0,,17,,,-,202,,,-,0,,2,,,-,14,,,-,0,,0,,,-,1,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
GUAM,2014,35,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.480998894000436, 144.73149801400064)",
IDAHO,2014,35,5,,1,,22,,49,,76,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"IDAHO
(43.68263160000049, -114.3637261449997)",
NEW YORK,2014,35,9,,4,,14,,153,,137,,,-,0,,4,,16,,35,,,-,0,,0,,,-,1,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
LOUISIANA,2014,35,2,,4,,21,,137,,233,,,-,0,,1,,1,,5,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
NEW JERSEY,2014,35,,-,0,,5,,13,,47,,,-,0,,5,,23,,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
UTAH,2014,35,,-,1,,3,,26,,63,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070082200047, -111.5871285339997)",
IOWA,2014,35,,-,5,,96,,168,,1149,,,-,0,,1,,1,,,-,,-,0,,0,,,-,2,,"IOWA
(42.469401477000474, -93.81648936699969)",
WISCONSIN,2014,35,8,,7,,27,,304,,326,,,-,0,,2,,4,,6,,,-,0,,0,,,-,,-,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
NEVADA,2014,35,,-,0,,2,,9,,15,,,-,0,,1,,3,,2,,,-,0,,0,,,-,,-,"NEVADA
(39.493242807000456, -117.07183978499972)",
NEW MEXICO,2014,35,,-,1,,5,,53,,31,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
WYOMING,2014,35,,-,0,,25,,16,,60,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"WYOMING
(43.235543013000495, -108.10982744299969)",
SOUTH DAKOTA,2014,35,,-,2,,17,,78,,91,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
GEORGIA,2014,35,5,,5,,16,,166,,176,,,-,0,,1,,3,,8,,,-,0,,0,,,-,,-,"GEORGIA
(32.83968158500045, -83.62757601199968)",
KENTUCKY,2014,35,,-,1,,5,,45,,55,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
WEST VIRGINIA,2014,35,,-,0,,2,,5,,14,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
OREGON,2014,35,,-,2,,8,,75,,214,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745218600048, -120.15502977999972)",
CONNECTICUT,2014,35,,-,0,,4,,28,,29,,,-,0,,2,,2,,12,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
MISSISSIPPI,2014,35,,-,1,,4,,31,,30,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
TENNESSEE,2014,35,2,,2,,5,,62,,50,,,-,0,,1,,2,,10,,,-,0,,0,,,-,,-,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
RHODE ISLAND,2014,35,,-,0,,4,,14,,4,,,-,0,,1,,4,,8,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
ALABAMA,2014,35,1,,2,,8,,70,,91,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"ALABAMA
(32.84057034900047, -86.63185803899967)",
OKLAHOMA,2014,35,4,,1,,7,,54,,43,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
ARKANSAS,2014,35,,-,1,,12,,20,,38,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
HAWAII,2014,35,,-,0,,2,,2,,1,,,-,0,,2,,6,,9,,,-,0,,0,,,-,,-,"HAWAII
(21.304853205000427, -157.85774691599974)",
WASHINGTON,2014,35,,-,0,,11,,33,,47,,,-,0,,2,,2,,6,,,-,0,,0,,,-,,-,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
VERMONT,2014,35,1,,0,,3,,14,,19,,,-,0,,2,,2,,2,,,-,0,,0,,,-,,-,"VERMONT
(43.62538000100045, -72.51763944499965)",
INDIANA,2014,35,,-,2,,7,,71,,93,,,-,0,,1,,1,,5,,,-,0,,0,,,-,,-,"INDIANA
(39.76691072200049, -86.14995579899966)",
ILLINOIS,2014,35,,-,3,,11,,91,,183,,,-,0,,3,,1,,19,,,-,0,,0,,,-,,-,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
PENNSYLVANIA,2014,35,8,,6,,19,,216,,282,,,-,0,,2,,8,,22,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
UNITED STATES,2014,36,213,,114,,366,,4730,,6151,,,-,8,,24,,202,,572,,,-,0,,0,,,-,6,,,
NEW ENGLAND,2014,36,2,,5,,12,,183,,200,,,-,0,,3,,16,,26,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2014,36,20,,12,,40,,454,,537,,,-,2,,11,,68,,153,,,-,0,,0,,,-,2,,,
E.N. CENTRAL,2014,36,18,,23,,57,,873,,1061,,,-,0,,3,,13,,52,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2014,36,,-,16,,143,,513,,1928,,,-,0,,3,,3,,25,,,-,0,,0,,,-,3,,,
