Reporting Area,MMWR Year,MMWR Week,"Shiga toxin-producing E. coli (STEC)§, Current week","Shiga toxin-producing E. coli (STEC)§, Current week, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2016","Shiga toxin-producing E. coli (STEC)§, Cum 2016, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2015","Shiga toxin-producing E. coli (STEC)§, Cum 2015, flag","Shigellosis, Current week","Shigellosis, Current week, flag","Shigellosis, Previous 52 weeks Med","Shigellosis, Previous 52 weeks Med, flag","Shigellosis, Previous 52 weeks Max","Shigellosis, Previous 52 weeks Max, flag","Shigellosis, Cum 2016","Shigellosis, Cum 2016, flag","Shigellosis, Cum 2015","Shigellosis, Cum 2015, flag",Location 1,Location 2
ARKANSAS,2016,36,,-,1,,7,,70,,53,,2,,3,,9,,112,,45,,"ARKANSAS
(34.748745, -92.275105)",
OREGON,2016,36,2,,4,,12,,132,,157,,1,,2,,10,,84,,40,,"OREGON
(44.567912, -120.156945)",
TEXAS,2016,36,4,,15,,53,,486,,363,,30,,96,,363,,3120,,3093,,"TEXAS
(31.827233, -99.423022)",
IDAHO,2016,36,3,,3,,12,,125,,93,,,-,1,,4,,36,,18,,"IDAHO
(43.680635, -114.364237)",
NEW MEXICO,2016,36,,-,0,,3,,21,,27,,,-,2,,23,,121,,52,,"NEW MEXICO
(34.520396, -106.244402)",
ALASKA,2016,36,,-,0,,1,,8,,7,,,-,0,,1,,4,,2,,"ALASKA
(64.836661, -147.738891)",
GUAM,2016,36,,-,0,,0,,,-,,-,,-,0,,5,,,-,9,,"GUAM
(13.3532, 144.653198)",
NEW YORK,2016,36,10,,4,,16,,196,,126,,5,,4,,10,,132,,263,,"NEW YORK
(42.826892, -75.544286)",
MARYLAND,2016,36,3,,1,,7,,50,,63,,5,,3,,13,,111,,164,,"MARYLAND
(39.290443, -76.612333)",
ILLINOIS,2016,36,,-,3,,59,,205,,129,,,-,13,,35,,382,,581,,"ILLINOIS
(40.477092, -88.993221)",
TENNESSEE,2016,36,5,,3,,8,,131,,128,,,-,3,,9,,128,,177,,"TENNESSEE
(35.681402, -85.774444)",
MASSACHUSETTS,2016,36,,-,2,,7,,77,,47,,,-,3,,8,,119,,122,,"MASSACHUSETTS
(42.268546, -72.085064)",
WYOMING,2016,36,,-,0,,2,,4,,32,,,-,0,,1,,5,,9,,"WYOMING
(43.23558, -108.110518)",
IOWA,2016,36,,-,4,,20,,233,,119,,,-,10,,31,,373,,424,,"IOWA
(42.46942, -93.815856)",
SOUTH CAROLINA,2016,36,,-,0,,2,,17,,32,,,-,4,,44,,135,,132,,"SOUTH CAROLINA
(34.009286, -81.037094)",
VERMONT,2016,36,1,,0,,4,,17,,16,,,-,0,,1,,1,,5,,"VERMONT
(43.622479, -72.51927)",
WEST VIRGINIA,2016,36,,-,0,,3,,15,,14,,,-,0,,2,,5,,14,,"WEST VIRGINIA
(38.668501, -80.709421)",
CALIFORNIA,2016,36,,-,12,,33,,408,,635,,10,,37,,158,,1136,,1245,,"CALIFORNIA
(37.640735, -121.002435)",
PUERTO RICO,2016,36,,-,0,,1,,,-,1,,,-,0,,3,,14,,12,,"PUERTO RICO
(18.215692, -66.414655)",
KENTUCKY,2016,36,,-,1,,5,,53,,53,,8,,3,,15,,140,,331,,"KENTUCKY
(37.64591, -84.774043)",
FLORIDA,2016,36,4,,3,,7,,119,,93,,7,,16,,35,,474,,1374,,"FLORIDA
(28.915325, -81.922409)",
PENNSYLVANIA,2016,36,5,,3,,11,,136,,168,,2,,9,,26,,353,,263,,"PENNSYLVANIA
(40.789676, -77.858055)",
OHIO,2016,36,6,,4,,19,,183,,168,,34,,22,,54,,834,,332,,"OHIO
(40.056807, -82.405897)",
INDIANA,2016,36,,-,1,,8,,49,,89,,,-,5,,13,,161,,191,,"INDIANA
(39.76845, -86.156212)",
ALABAMA,2016,36,,-,1,,3,,19,,25,,,-,8,,25,,176,,430,,"ALABAMA
(32.839182, -86.631125)",
VIRGINIA,2016,36,1,,1,,8,,70,,75,,3,,7,,22,,283,,220,,"VIRGINIA
(37.542699, -78.45822)",
ARIZONA,2016,36,1,,2,,8,,101,,92,,7,,23,,49,,952,,291,,"ARIZONA
(34.869712, -111.760902)",
CONNECTICUT,2016,36,,-,1,,33,,91,,67,,,-,1,,4,,29,,45,,"CONNECTICUT
(41.544654, -72.651713)",
SOUTH DAKOTA,2016,36,,-,1,,4,,37,,44,,,-,1,,12,,17,,240,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MONTANA,2016,36,,-,2,,7,,66,,54,,,-,0,,2,,9,,11,,"MONTANA
(47.062617, -109.430168)",
OKLAHOMA,2016,36,6,,2,,33,,93,,96,,3,,16,,124,,545,,583,,"OKLAHOMA
(35.468494, -97.521264)",
MAINE,2016,36,1,,0,,3,,24,,23,,,-,0,,1,,1,,3,,"MAINE
(45.252223, -68.986647)",
DELAWARE,2016,36,,-,0,,2,,7,,2,,,-,1,,3,,39,,17,,"DELAWARE
(39.008676, -75.574561)",
NORTH DAKOTA,2016,36,,-,1,,3,,27,,33,,,-,0,,2,,15,,20,,"NORTH DAKOTA
(47.475879, -100.121011)",
UTAH,2016,36,,-,1,,7,,43,,65,,,-,1,,5,,50,,26,,"UTAH
(39.359772, -111.584173)",
MICHIGAN,2016,36,,-,2,,10,,112,,90,,1,,10,,24,,372,,339,,"MICHIGAN
(44.66399, -84.711206)",
WISCONSIN,2016,36,,-,2,,10,,75,,160,,2,,14,,39,,610,,120,,"WISCONSIN
(44.395526, -89.834513)",
NEBRASKA,2016,36,4,,2,,9,,101,,82,,2,,2,,14,,124,,51,,"NEBRASKA
(41.640503, -99.367122)",
NEW HAMPSHIRE,2016,36,,-,0,,4,,13,,19,,,-,0,,1,,5,,4,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
RHODE ISLAND,2016,36,,-,0,,1,,4,,6,,1,,0,,2,,17,,22,,"RHODE ISLAND
(41.707447, -71.522488)",
LOUISIANA,2016,36,,-,0,,2,,8,,36,,,-,6,,16,,218,,136,,"LOUISIANA
(31.2931, -92.463284)",
KANSAS,2016,36,,-,2,,7,,87,,85,,,-,4,,14,,169,,80,,"KANSAS
(38.345528, -98.201847)",
NEVADA,2016,36,,-,0,,7,,6,,28,,,-,0,,8,,11,,31,,"NEVADA
(39.491833, -117.070159)",
NORTH CAROLINA,2016,36,,-,1,,6,,23,,40,,,-,6,,34,,155,,188,,"NORTH CAROLINA
(35.47995, -79.180571)",
HAWAII,2016,36,,-,0,,2,,13,,36,,1,,1,,4,,29,,61,,"HAWAII
(21.30992, -157.858158)",
MINNESOTA,2016,36,,-,0,,13,,,-,179,,,-,0,,21,,,-,90,,"MINNESOTA
(46.357661, -94.793397)",
MISSISSIPPI,2016,36,,-,0,,3,,13,,13,,,-,1,,4,,36,,74,,"MISSISSIPPI
(32.738663, -89.537312)",
MISSOURI,2016,36,,-,0,,9,,9,,177,,,-,0,,52,,27,,539,,"MISSOURI
(38.636168, -92.566292)",
COLORADO,2016,36,,-,0,,10,,,-,144,,,-,0,,8,,,-,52,,"COLORADO
(38.841772, -106.132562)",
NEW JERSEY,2016,36,,-,2,,7,,77,,101,,,-,4,,11,,128,,260,,"NEW JERSEY
(40.104655, -74.386686)",
WASHINGTON,2016,36,21,,0,,386,,135,,,-,12,,2,,152,,133,,,-,"WASHINGTON
(47.517368, -120.467672)",
UNITED STATES,2016,37,52,,116,,549,,4282,,4710,,134,,397,,981,,13191,,14668,,,
NEW ENGLAND,2016,37,,-,5,,36,,239,,185,,3,,4,,12,,181,,203,,,
MID. ATLANTIC,2016,37,12,,12,,28,,501,,503,,21,,26,,40,,928,,1396,,,
NEW YORK CITY,2016,37,2,,1,,7,,81,,86,,11,,7,,17,,295,,588,,"NEW YORK CITY
",
E.N. CENTRAL,2016,37,14,,14,,81,,660,,660,,21,,64,,123,,2395,,1604,,,
W.N. CENTRAL,2016,37,2,,16,,41,,505,,745,,3,,26,,98,,736,,1489,,,
S. ATLANTIC,2016,37,13,,10,,20,,395,,412,,29,,54,,130,,1757,,3038,,,
DIST. OF COL.,2016,37,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,37,2,,5,,14,,220,,222,,3,,14,,37,,485,,1042,,,
W.S. CENTRAL,2016,37,4,,19,,92,,663,,561,,25,,127,,497,,4028,,3985,,,
MOUNTAIN,2016,37,5,,11,,30,,380,,556,,16,,30,,54,,1213,,514,,,
PACIFIC,2016,37,,-,18,,399,,719,,866,,13,,45,,190,,1468,,1397,,,
AMER. SAMOA,2016,37,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,37,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,37,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MISSOURI,2016,37,,-,0,,9,,9,,183,,,-,0,,52,,27,,561,,"MISSOURI
(38.636168, -92.566292)",
KANSAS,2016,37,,-,2,,7,,87,,87,,,-,4,,14,,169,,81,,"KANSAS
(38.345528, -98.201847)",
FLORIDA,2016,37,8,,3,,7,,127,,97,,15,,16,,35,,489,,1397,,"FLORIDA
(28.915325, -81.922409)",
PENNSYLVANIA,2016,37,1,,4,,11,,140,,172,,1,,9,,27,,362,,270,,"PENNSYLVANIA
(40.789676, -77.858055)",
OKLAHOMA,2016,37,2,,2,,33,,95,,99,,5,,16,,124,,549,,614,,"OKLAHOMA
(35.468494, -97.521264)",
IDAHO,2016,37,1,,3,,12,,126,,103,,,-,1,,4,,36,,18,,"IDAHO
(43.680635, -114.364237)",
MISSISSIPPI,2016,37,,-,0,,3,,13,,13,,,-,1,,4,,36,,76,,"MISSISSIPPI
(32.738663, -89.537312)",
VIRGINIA,2016,37,,-,2,,8,,71,,75,,2,,7,,22,,289,,225,,"VIRGINIA
(37.542699, -78.45822)",
IOWA,2016,37,,-,4,,20,,242,,123,,1,,10,,31,,381,,430,,"IOWA
(42.46942, -93.815856)",
SOUTH DAKOTA,2016,37,,-,1,,4,,37,,46,,,-,1,,12,,17,,248,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW MEXICO,2016,37,,-,0,,3,,21,,27,,,-,2,,23,,121,,55,,"NEW MEXICO
(34.520396, -106.244402)",
GEORGIA,2016,37,,-,2,,7,,75,,86,,9,,17,,38,,524,,893,,"GEORGIA
(32.836038, -83.631709)",
MONTANA,2016,37,1,,2,,7,,72,,57,,,-,0,,2,,9,,11,,"MONTANA
(47.062617, -109.430168)",
LOUISIANA,2016,37,,-,0,,2,,8,,37,,,-,6,,16,,218,,140,,"LOUISIANA
(31.2931, -92.463284)",
GUAM,2016,37,,-,0,,0,,,-,,-,,-,0,,5,,,-,9,,"GUAM
(13.3532, 144.653198)",
UTAH,2016,37,1,,1,,7,,46,,65,,,-,1,,5,,55,,27,,"UTAH
(39.359772, -111.584173)",
NEW HAMPSHIRE,2016,37,,-,0,,3,,14,,21,,,-,0,,1,,5,,4,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEBRASKA,2016,37,2,,2,,9,,103,,84,,2,,2,,14,,127,,52,,"NEBRASKA
(41.640503, -99.367122)",
ALABAMA,2016,37,,-,1,,3,,19,,25,,,-,8,,25,,176,,454,,"ALABAMA
(32.839182, -86.631125)",
CONNECTICUT,2016,37,,-,1,,33,,91,,69,,,-,1,,4,,29,,45,,"CONNECTICUT
(41.544654, -72.651713)",
TENNESSEE,2016,37,2,,3,,8,,135,,130,,2,,3,,9,,132,,178,,"TENNESSEE
(35.681402, -85.774444)",
OHIO,2016,37,14,,4,,19,,197,,171,,15,,22,,54,,846,,341,,"OHIO
(40.056807, -82.405897)",
WISCONSIN,2016,37,,-,3,,10,,90,,166,,2,,14,,39,,615,,124,,"WISCONSIN
(44.395526, -89.834513)",
WEST VIRGINIA,2016,37,,-,0,,3,,15,,14,,,-,0,,2,,7,,15,,"WEST VIRGINIA
(38.668501, -80.709421)",
PUERTO RICO,2016,37,,-,0,,1,,,-,1,,,-,0,,3,,14,,14,,"PUERTO RICO
(18.215692, -66.414655)",
RHODE ISLAND,2016,37,,-,0,,1,,4,,6,,,-,0,,2,,18,,22,,"RHODE ISLAND
(41.707447, -71.522488)",
NORTH DAKOTA,2016,37,,-,1,,3,,27,,34,,,-,0,,2,,15,,20,,"NORTH DAKOTA
(47.475879, -100.121011)",
VERMONT,2016,37,,-,0,,3,,17,,18,,,-,0,,1,,1,,5,,"VERMONT
(43.622479, -72.51927)",
KENTUCKY,2016,37,,-,1,,5,,53,,54,,1,,4,,15,,141,,334,,"KENTUCKY
(37.64591, -84.774043)",
WYOMING,2016,37,,-,0,,2,,5,,34,,,-,0,,1,,5,,9,,"WYOMING
(43.23558, -108.110518)",
WASHINGTON,2016,37,,-,0,,386,,135,,,-,4,,2,,152,,135,,,-,"WASHINGTON
(47.517368, -120.467672)",
ARIZONA,2016,37,2,,2,,8,,103,,94,,16,,23,,49,,975,,305,,"ARIZONA
(34.869712, -111.760902)",
COLORADO,2016,37,,-,0,,10,,,-,146,,,-,0,,8,,,-,58,,"COLORADO
(38.841772, -106.132562)",
MAINE,2016,37,,-,0,,3,,25,,23,,,-,0,,1,,1,,3,,"MAINE
(45.252223, -68.986647)",
NEW YORK,2016,37,9,,4,,16,,203,,140,,9,,4,,10,,141,,268,,"NEW YORK
(42.826892, -75.544286)",
HAWAII,2016,37,,-,0,,2,,13,,36,,,-,1,,4,,29,,63,,"HAWAII
(21.30992, -157.858158)",
MARYLAND,2016,37,5,,1,,7,,58,,65,,3,,3,,13,,114,,166,,"MARYLAND
(39.290443, -76.612333)",
ALASKA,2016,37,,-,0,,1,,8,,7,,,-,0,,1,,4,,2,,"ALASKA
(64.836661, -147.738891)",
NEW JERSEY,2016,37,,-,2,,7,,77,,105,,,-,4,,11,,130,,270,,"NEW JERSEY
(40.104655, -74.386686)",
MINNESOTA,2016,37,,-,0,,13,,,-,188,,,-,0,,21,,,-,97,,"MINNESOTA
(46.357661, -94.793397)",
MICHIGAN,2016,37,,-,2,,10,,118,,94,,4,,10,,24,,385,,353,,"MICHIGAN
(44.66399, -84.711206)",
OREGON,2016,37,,-,4,,12,,136,,161,,,-,2,,10,,84,,44,,"OREGON
(44.567912, -120.156945)",
DELAWARE,2016,37,,-,0,,2,,8,,2,,,-,1,,3,,41,,17,,"DELAWARE
(39.008676, -75.574561)",
INDIANA,2016,37,,-,1,,8,,49,,96,,,-,5,,13,,167,,196,,"INDIANA
(39.76845, -86.156212)",
ILLINOIS,2016,37,,-,3,,59,,206,,133,,,-,13,,35,,382,,590,,"ILLINOIS
(40.477092, -88.993221)",
TEXAS,2016,37,2,,15,,53,,489,,371,,19,,96,,363,,3148,,3183,,"TEXAS
(31.827233, -99.423022)",
CALIFORNIA,2016,37,,-,13,,33,,427,,662,,9,,38,,158,,1216,,1288,,"CALIFORNIA
(37.640735, -121.002435)",
MASSACHUSETTS,2016,37,,-,2,,8,,88,,48,,3,,3,,8,,127,,124,,"MASSACHUSETTS
(42.268546, -72.085064)",
SOUTH CAROLINA,2016,37,,-,0,,2,,17,,33,,,-,4,,44,,136,,133,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ARKANSAS,2016,37,,-,1,,7,,71,,54,,1,,3,,9,,113,,48,,"ARKANSAS
(34.748745, -92.275105)",
NEVADA,2016,37,,-,0,,7,,7,,30,,,-,0,,8,,12,,31,,"NEVADA
(39.491833, -117.070159)",
NORTH CAROLINA,2016,37,,-,1,,6,,24,,40,,,-,6,,34,,157,,192,,"NORTH CAROLINA
(35.47995, -79.180571)",
UNITED STATES,2016,38,113,,120,,549,,4502,,4862,,183,,396,,981,,13547,,15096,,,
NEW ENGLAND,2016,38,,-,5,,36,,240,,195,,,-,4,,12,,181,,215,,,
MID. ATLANTIC,2016,38,18,,13,,28,,541,,513,,29,,26,,40,,962,,1424,,,
NEW YORK CITY,2016,38,4,,1,,7,,85,,89,,15,,7,,17,,310,,595,,"NEW YORK CITY
",
E.N. CENTRAL,2016,38,18,,14,,81,,697,,686,,29,,65,,123,,2457,,1641,,,
W.N. CENTRAL,2016,38,1,,16,,41,,522,,766,,5,,25,,98,,749,,1545,,,
S. ATLANTIC,2016,38,8,,11,,21,,412,,423,,32,,53,,130,,1798,,3114,,,
DIST. OF COL.,2016,38,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,38,3,,5,,15,,230,,227,,10,,14,,37,,512,,1054,,,
W.S. CENTRAL,2016,38,10,,19,,92,,682,,578,,57,,126,,497,,4120,,4110,,,
MOUNTAIN,2016,38,7,,11,,30,,396,,571,,17,,30,,54,,1248,,544,,,
PACIFIC,2016,38,48,,18,,399,,782,,903,,4,,45,,190,,1520,,1449,,,
AMER. SAMOA,2016,38,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,38,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,38,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEW HAMPSHIRE,2016,38,,-,0,,3,,15,,23,,,-,0,,1,,5,,4,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEW JERSEY,2016,38,,-,2,,7,,86,,107,,,-,4,,11,,130,,279,,"NEW JERSEY
(40.104655, -74.386686)",
MARYLAND,2016,38,4,,1,,6,,60,,66,,4,,3,,13,,118,,170,,"MARYLAND
(39.290443, -76.612333)",
NEBRASKA,2016,38,1,,2,,9,,105,,86,,3,,2,,14,,130,,53,,"NEBRASKA
(41.640503, -99.367122)",
GUAM,2016,38,,-,0,,0,,,-,,-,,-,0,,5,,,-,9,,"GUAM
(13.3532, 144.653198)",
ARIZONA,2016,38,4,,2,,8,,111,,95,,16,,23,,49,,1004,,324,,"ARIZONA
(34.869712, -111.760902)",
ARKANSAS,2016,38,,-,1,,7,,71,,54,,2,,3,,9,,115,,52,,"ARKANSAS
(34.748745, -92.275105)",
ALABAMA,2016,38,,-,1,,3,,19,,26,,,-,7,,25,,176,,459,,"ALABAMA
(32.839182, -86.631125)",
NEVADA,2016,38,,-,0,,7,,7,,31,,1,,0,,8,,13,,34,,"NEVADA
(39.491833, -117.070159)",
MONTANA,2016,38,1,,2,,7,,75,,60,,,-,0,,2,,9,,12,,"MONTANA
(47.062617, -109.430168)",
PENNSYLVANIA,2016,38,3,,4,,11,,151,,175,,2,,9,,27,,368,,277,,"PENNSYLVANIA
(40.789676, -77.858055)",
MISSISSIPPI,2016,38,,-,0,,3,,14,,15,,,-,1,,4,,37,,76,,"MISSISSIPPI
(32.738663, -89.537312)",
MINNESOTA,2016,38,,-,0,,13,,,-,195,,,-,0,,21,,,-,105,,"MINNESOTA
(46.357661, -94.793397)",
SOUTH CAROLINA,2016,38,,-,0,,2,,17,,34,,,-,4,,44,,138,,137,,"SOUTH CAROLINA
(34.009286, -81.037094)",
RHODE ISLAND,2016,38,,-,0,,1,,4,,7,,,-,0,,2,,18,,23,,"RHODE ISLAND
(41.707447, -71.522488)",
IDAHO,2016,38,2,,3,,12,,129,,106,,,-,1,,4,,37,,20,,"IDAHO
(43.680635, -114.364237)",
HAWAII,2016,38,,-,0,,2,,13,,36,,,-,1,,4,,29,,64,,"HAWAII
(21.30992, -157.858158)",
WEST VIRGINIA,2016,38,,-,0,,3,,15,,15,,,-,0,,2,,7,,15,,"WEST VIRGINIA
(38.668501, -80.709421)",
INDIANA,2016,38,,-,1,,8,,49,,104,,,-,5,,13,,168,,199,,"INDIANA
(39.76845, -86.156212)",
OREGON,2016,38,3,,4,,12,,144,,167,,1,,2,,10,,87,,47,,"OREGON
(44.567912, -120.156945)",
CALIFORNIA,2016,38,,-,13,,33,,445,,692,,2,,37,,158,,1265,,1336,,"CALIFORNIA
(37.640735, -121.002435)",
SOUTH DAKOTA,2016,38,,-,1,,4,,43,,46,,,-,0,,12,,17,,250,,"SOUTH DAKOTA
(44.35371, -100.373709)",
KANSAS,2016,38,,-,2,,7,,93,,89,,,-,4,,14,,175,,84,,"KANSAS
(38.345528, -98.201847)",
GEORGIA,2016,38,1,,2,,7,,81,,86,,7,,16,,38,,534,,925,,"GEORGIA
(32.836038, -83.631709)",
UTAH,2016,38,,-,1,,7,,45,,67,,,-,1,,5,,55,,27,,"UTAH
(39.359772, -111.584173)",
WISCONSIN,2016,38,,-,3,,10,,91,,173,,3,,14,,39,,622,,126,,"WISCONSIN
(44.395526, -89.834513)",
MAINE,2016,38,,-,0,,3,,25,,24,,,-,0,,1,,1,,3,,"MAINE
(45.252223, -68.986647)",
KENTUCKY,2016,38,,-,1,,5,,56,,55,,6,,4,,15,,161,,338,,"KENTUCKY
(37.64591, -84.774043)",
ILLINOIS,2016,38,,-,3,,59,,210,,137,,,-,13,,35,,390,,594,,"ILLINOIS
(40.477092, -88.993221)",
VERMONT,2016,38,,-,0,,3,,17,,21,,,-,0,,1,,1,,5,,"VERMONT
(43.622479, -72.51927)",
FLORIDA,2016,38,1,,3,,8,,129,,102,,20,,15,,35,,509,,1417,,"FLORIDA
(28.915325, -81.922409)",
NORTH CAROLINA,2016,38,,-,1,,6,,25,,43,,,-,6,,34,,160,,202,,"NORTH CAROLINA
(35.47995, -79.180571)",
COLORADO,2016,38,,-,0,,10,,,-,151,,,-,0,,8,,,-,62,,"COLORADO
(38.841772, -106.132562)",
NEW YORK,2016,38,11,,4,,16,,219,,142,,12,,4,,10,,154,,273,,"NEW YORK
(42.826892, -75.544286)",
TEXAS,2016,38,6,,15,,53,,504,,386,,53,,96,,363,,3235,,3287,,"TEXAS
(31.827233, -99.423022)",
WYOMING,2016,38,,-,0,,2,,6,,34,,,-,0,,1,,5,,9,,"WYOMING
(43.23558, -108.110518)",
OKLAHOMA,2016,38,4,,2,,33,,99,,99,,2,,16,,124,,552,,625,,"OKLAHOMA
(35.468494, -97.521264)",
MICHIGAN,2016,38,4,,3,,10,,136,,95,,2,,10,,27,,407,,365,,"MICHIGAN
(44.66399, -84.711206)",
MASSACHUSETTS,2016,38,,-,2,,8,,88,,51,,,-,3,,8,,127,,132,,"MASSACHUSETTS
(42.268546, -72.085064)",
LOUISIANA,2016,38,,-,0,,2,,8,,39,,,-,6,,16,,218,,146,,"LOUISIANA
(31.2931, -92.463284)",
PUERTO RICO,2016,38,,-,0,,1,,,-,2,,,-,0,,3,,14,,15,,"PUERTO RICO
(18.215692, -66.414655)",
TENNESSEE,2016,38,3,,3,,9,,141,,131,,4,,3,,9,,138,,181,,"TENNESSEE
(35.681402, -85.774444)",
ALASKA,2016,38,,-,0,,1,,8,,8,,,-,0,,1,,4,,2,,"ALASKA
(64.836661, -147.738891)",
CONNECTICUT,2016,38,,-,1,,33,,91,,69,,,-,1,,4,,29,,48,,"CONNECTICUT
(41.544654, -72.651713)",
WASHINGTON,2016,38,45,,0,,386,,172,,,-,1,,2,,152,,135,,,-,"WASHINGTON
(47.517368, -120.467672)",
MISSOURI,2016,38,,-,0,,9,,9,,188,,,-,0,,52,,27,,594,,"MISSOURI
(38.636168, -92.566292)",
IOWA,2016,38,,-,4,,20,,245,,127,,2,,10,,31,,385,,439,,"IOWA
(42.46942, -93.815856)",
NEW MEXICO,2016,38,,-,0,,3,,23,,27,,,-,2,,23,,125,,56,,"NEW MEXICO
(34.520396, -106.244402)",
DELAWARE,2016,38,,-,0,,2,,9,,2,,,-,1,,3,,42,,17,,"DELAWARE
(39.008676, -75.574561)",
NORTH DAKOTA,2016,38,,-,0,,3,,27,,35,,,-,0,,2,,15,,20,,"NORTH DAKOTA
(47.475879, -100.121011)",
VIRGINIA,2016,38,2,,2,,8,,76,,75,,1,,7,,22,,290,,231,,"VIRGINIA
(37.542699, -78.45822)",
OHIO,2016,38,14,,5,,19,,211,,177,,24,,22,,54,,870,,357,,"OHIO
(40.056807, -82.405897)",
UNITED STATES,2016,39,54,,119,,549,,4634,,5011,,154,,394,,981,,13848,,15639,,,
NEW ENGLAND,2016,39,2,,5,,36,,247,,207,,1,,4,,10,,182,,217,,,
MID. ATLANTIC,2016,39,16,,13,,29,,568,,522,,12,,26,,40,,976,,1459,,,
NEW YORK CITY,2016,39,9,,1,,7,,94,,90,,3,,7,,17,,313,,602,,"NEW YORK CITY
",
E.N. CENTRAL,2016,39,3,,14,,81,,705,,706,,34,,65,,124,,2509,,1702,,,
W.N. CENTRAL,2016,39,,-,16,,41,,533,,807,,3,,24,,98,,760,,1615,,,
S. ATLANTIC,2016,39,13,,10,,22,,428,,431,,40,,52,,130,,1863,,3199,,,
DIST. OF COL.,2016,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,39,3,,5,,15,,237,,230,,6,,15,,37,,526,,1085,,,
W.S. CENTRAL,2016,39,7,,20,,92,,699,,593,,40,,126,,497,,4178,,4290,,,
MOUNTAIN,2016,39,4,,11,,30,,412,,585,,7,,29,,54,,1263,,567,,,
PACIFIC,2016,39,6,,18,,399,,805,,930,,11,,45,,190,,1591,,1505,,,
AMER. SAMOA,2016,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,39,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEW JERSEY,2016,39,,-,2,,7,,93,,110,,,-,4,,11,,130,,286,,"NEW JERSEY
(40.104655, -74.386686)",
OHIO,2016,39,3,,5,,19,,212,,183,,28,,23,,54,,877,,393,,"OHIO
(40.056807, -82.405897)",
HAWAII,2016,39,,-,0,,2,,13,,37,,,-,1,,4,,29,,66,,"HAWAII
(21.30992, -157.858158)",
PENNSYLVANIA,2016,39,3,,4,,11,,159,,178,,4,,9,,27,,374,,293,,"PENNSYLVANIA
(40.789676, -77.858055)",
UTAH,2016,39,,-,1,,7,,51,,69,,,-,1,,5,,58,,27,,"UTAH
(39.359772, -111.584173)",
FLORIDA,2016,39,6,,3,,7,,134,,102,,26,,15,,35,,535,,1442,,"FLORIDA
(28.915325, -81.922409)",
ALABAMA,2016,39,,-,0,,3,,19,,27,,,-,7,,25,,176,,481,,"ALABAMA
(32.839182, -86.631125)",
NEW YORK,2016,39,4,,4,,16,,222,,144,,5,,4,,12,,159,,278,,"NEW YORK
(42.826892, -75.544286)",
ARIZONA,2016,39,1,,3,,8,,114,,96,,7,,23,,49,,1014,,340,,"ARIZONA
(34.869712, -111.760902)",
MASSACHUSETTS,2016,39,,-,2,,8,,88,,54,,,-,3,,7,,127,,133,,"MASSACHUSETTS
(42.268546, -72.085064)",
OREGON,2016,39,2,,3,,12,,149,,174,,1,,2,,10,,87,,49,,"OREGON
(44.567912, -120.156945)",
RHODE ISLAND,2016,39,,-,0,,1,,4,,8,,1,,0,,2,,19,,23,,"RHODE ISLAND
(41.707447, -71.522488)",
NEVADA,2016,39,1,,0,,7,,8,,32,,,-,0,,8,,13,,36,,"NEVADA
(39.491833, -117.070159)",
ALASKA,2016,39,,-,0,,1,,8,,8,,,-,0,,1,,4,,2,,"ALASKA
(64.836661, -147.738891)",
IDAHO,2016,39,1,,3,,12,,133,,110,,,-,1,,4,,37,,20,,"IDAHO
(43.680635, -114.364237)",
