Reporting Area,MMWR Year,MMWR Week,"Invasive Pneumococcal disease, All ages, Current week","Invasive Pneumococcal disease§, All ages, Current week, flag","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Med","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Med, flag","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Max","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Max, flag","Invasive Pneumococcal disease§, All ages, Cum 2016","Invasive Pneumococcal disease§, All ages, Cum 2016, flag","Invasive Pneumococcal disease§, All ages, Cum 2015","Invasive Pneumococcal disease§, All ages, Cum 2015, flag","Invasive Pneumococcal disease§, Age LT 5, Current week","Invasive Pneumococcal disease§, Age LT 5, Current week, flag","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Med","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Med, flag","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Max","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Max, flag","Invasive Pneumococcal disease§, Age LT 5, Cum 2016","Invasive Pneumococcal disease§, Age LT 5, Cum 2016, flag","Invasive Pneumococcal disease§, Age LT 5, Cum 2015","Invasive Pneumococcal disease§, Age LT 5, Cum 2015, flag","Legionellosis, Current week","Legionellosis, Current week, flag","Legionellosis, Previous 52 weeks Med","Legionellosis, Previous 52 weeks Med, flag","Legionellosis, Previous 52 weeks Max","Legionellosis, Previous 52 weeks Max, flag","Legionellosis, Cum 2016","Legionellosis, Cum 2016, flag","Legionellosis, Cum 2015","Legionellosis, Cum 2015, flag",Location 1,Location 2
TENNESSEE,2016,22,11,,15,,35,,435,,493,,2,,1,,3,,21,,26,,1,,2,,6,,41,,50,,"TENNESSEE
(35.681402, -85.774444)",
KENTUCKY,2016,22,,-,4,,11,,112,,124,,,-,0,,2,,1,,2,,,-,1,,7,,17,,26,,"KENTUCKY
(37.64591, -84.774043)",
COLORADO,2016,22,,-,4,,21,,,-,265,,,-,0,,2,,,-,16,,,-,0,,7,,,-,18,,"COLORADO
(38.841772, -106.132562)",
ARKANSAS,2016,22,,-,5,,24,,122,,164,,,-,0,,3,,10,,14,,2,,1,,4,,14,,12,,"ARKANSAS
(34.748745, -92.275105)",
PENNSYLVANIA,2016,22,,-,10,,23,,287,,263,,,N,0,,3,,,N,,N,6,,6,,23,,62,,74,,"PENNSYLVANIA
(40.789676, -77.858055)",
ALASKA,2016,22,3,,2,,10,,55,,50,,1,,0,,1,,5,,5,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
MISSISSIPPI,2016,22,1,,4,,12,,118,,114,,,-,0,,2,,9,,11,,,-,0,,4,,5,,22,,"MISSISSIPPI
(32.738663, -89.537312)",
NEW HAMPSHIRE,2016,22,,-,1,,6,,48,,54,,,-,0,,2,,1,,5,,,-,0,,5,,4,,5,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
LOUISIANA,2016,22,4,,5,,16,,172,,187,,,-,0,,3,,15,,11,,,-,0,,3,,7,,21,,"LOUISIANA
(31.2931, -92.463284)",
CALIFORNIA,2016,22,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,6,,18,,103,,229,,"CALIFORNIA
(37.640735, -121.002435)",
SOUTH DAKOTA,2016,22,1,,2,,9,,76,,57,,,-,0,,0,,,-,,-,,-,0,,2,,,-,3,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MASSACHUSETTS,2016,22,,-,9,,20,,260,,282,,,-,0,,3,,14,,15,,,-,2,,8,,25,,37,,"MASSACHUSETTS
(42.268546, -72.085064)",
OKLAHOMA,2016,22,,N,0,,0,,,N,,N,1,,0,,2,,7,,9,,,-,0,,10,,1,,10,,"OKLAHOMA
(35.468494, -97.521264)",
SOUTH CAROLINA,2016,22,6,,6,,18,,198,,263,,,-,0,,2,,4,,13,,2,,1,,3,,13,,24,,"SOUTH CAROLINA
(34.009286, -81.037094)",
OHIO,2016,22,25,,20,,41,,596,,548,,2,,1,,5,,36,,27,,2,,6,,74,,104,,115,,"OHIO
(40.056807, -82.405897)",
ALABAMA,2016,22,,-,5,,18,,168,,159,,,-,0,,5,,14,,17,,1,,1,,4,,20,,28,,"ALABAMA
(32.839182, -86.631125)",
NORTH DAKOTA,2016,22,,-,1,,6,,32,,45,,,-,0,,1,,1,,4,,,-,0,,1,,1,,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
UNITED STATES,2016,23,129,,280,,726,,7950,,8973,,7,,21,,36,,464,,569,,50,,84,,277,,1273,,1847,,,
NEW ENGLAND,2016,23,6,,20,,42,,573,,633,,,-,0,,4,,30,,30,,3,,5,,15,,48,,72,,,
MID. ATLANTIC,2016,23,35,,45,,128,,1106,,1392,,1,,3,,8,,35,,46,,13,,18,,127,,262,,353,,,
NEW YORK CITY,2016,23,12,,13,,23,,348,,375,,,-,0,,3,,9,,18,,2,,4,,85,,78,,90,,"NEW YORK CITY
",
E.N. CENTRAL,2016,23,23,,57,,127,,1557,,1555,,1,,3,,8,,75,,88,,10,,18,,103,,253,,302,,,
W.N. CENTRAL,2016,23,8,,15,,29,,309,,567,,2,,1,,4,,11,,38,,3,,4,,25,,64,,102,,,
S. ATLANTIC,2016,23,16,,48,,109,,1406,,1506,,2,,4,,11,,98,,114,,7,,18,,36,,282,,362,,,
DIST. OF COL.,2016,23,,N,0,,0,,,N,,N,,-,0,,1,,,-,4,,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2016,23,3,,29,,70,,843,,912,,,-,2,,6,,45,,57,,4,,5,,15,,90,,135,,,
W.S. CENTRAL,2016,23,33,,39,,244,,1188,,1195,,1,,4,,16,,104,,106,,6,,7,,32,,85,,151,,,
MOUNTAIN,2016,23,5,,27,,65,,874,,1126,,,-,2,,6,,61,,83,,4,,4,,10,,51,,109,,,
PACIFIC,2016,23,,-,3,,12,,94,,87,,,-,0,,1,,5,,7,,,-,7,,70,,138,,261,,,
AMER. SAMOA,2016,23,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,23,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
ARIZONA,2016,23,5,,10,,37,,472,,413,,,-,1,,4,,31,,28,,3,,1,,4,,27,,48,,"ARIZONA
(34.869712, -111.760902)",
IOWA,2016,23,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,6,,14,,"IOWA
(42.46942, -93.815856)",
VIRGINIA,2016,23,,-,0,,2,,12,,11,,,-,0,,2,,12,,11,,3,,3,,9,,34,,38,,"VIRGINIA
(37.542699, -78.45822)",
LOUISIANA,2016,23,8,,5,,16,,184,,190,,1,,0,,3,,17,,11,,,-,0,,3,,7,,21,,"LOUISIANA
(31.2931, -92.463284)",
KENTUCKY,2016,23,,-,4,,11,,112,,126,,,-,0,,2,,1,,2,,,-,1,,7,,18,,28,,"KENTUCKY
(37.64591, -84.774043)",
GUAM,2016,23,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
MONTANA,2016,23,,-,1,,6,,54,,37,,,N,0,,1,,,N,,N,1,,0,,2,,3,,2,,"MONTANA
(47.062617, -109.430168)",
TENNESSEE,2016,23,3,,15,,35,,439,,508,,,-,1,,3,,21,,27,,3,,2,,6,,46,,55,,"TENNESSEE
(35.681402, -85.774444)",
NEW MEXICO,2016,23,,-,4,,15,,176,,183,,,-,0,,2,,8,,12,,,-,0,,2,,4,,5,,"NEW MEXICO
(34.520396, -106.244402)",
NEBRASKA,2016,23,4,,3,,8,,93,,76,,2,,0,,2,,10,,4,,,-,0,,2,,2,,7,,"NEBRASKA
(41.640503, -99.367122)",
NORTH CAROLINA,2016,23,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,3,,9,,61,,70,,"NORTH CAROLINA
(35.47995, -79.180571)",
MASSACHUSETTS,2016,23,4,,9,,20,,277,,291,,,-,0,,3,,15,,15,,2,,2,,8,,25,,41,,"MASSACHUSETTS
(42.268546, -72.085064)",
CALIFORNIA,2016,23,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,6,,18,,111,,237,,"CALIFORNIA
(37.640735, -121.002435)",
ILLINOIS,2016,23,,N,0,,0,,,N,,N,,-,0,,0,,,-,3,,,-,4,,48,,53,,59,,"ILLINOIS
(40.477092, -88.993221)",
MICHIGAN,2016,23,8,,14,,46,,438,,432,,,-,0,,4,,19,,26,,,-,4,,24,,48,,59,,"MICHIGAN
(44.66399, -84.711206)",
WISCONSIN,2016,23,1,,8,,25,,243,,232,,,-,1,,2,,14,,13,,,-,1,,7,,11,,27,,"WISCONSIN
(44.395526, -89.834513)",
IDAHO,2016,23,,N,0,,0,,,N,,N,,-,0,,1,,4,,6,,,-,0,,1,,7,,6,,"IDAHO
(43.680635, -114.364237)",
NORTH DAKOTA,2016,23,2,,1,,5,,35,,46,,,-,0,,1,,1,,4,,,-,0,,1,,2,,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
MAINE,2016,23,2,,3,,9,,75,,76,,,-,0,,2,,6,,2,,1,,0,,2,,7,,4,,"MAINE
(45.252223, -68.986647)",
MARYLAND,2016,23,,-,7,,20,,229,,246,,,-,0,,3,,15,,13,,,-,2,,9,,34,,46,,"MARYLAND
(39.290443, -76.612333)",
SOUTH CAROLINA,2016,23,,-,6,,18,,198,,268,,,-,0,,2,,4,,13,,,-,1,,3,,13,,24,,"SOUTH CAROLINA
(34.009286, -81.037094)",
OKLAHOMA,2016,23,,N,0,,0,,,N,,N,,-,0,,2,,7,,9,,,-,0,,10,,1,,12,,"OKLAHOMA
(35.468494, -97.521264)",
PUERTO RICO,2016,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,4,,6,,"PUERTO RICO
(18.215692, -66.414655)",
NEW YORK,2016,23,17,,17,,70,,455,,436,,1,,1,,4,,26,,20,,7,,6,,26,,102,,116,,"NEW YORK
(42.826892, -75.544286)",
OREGON,2016,23,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,3,,11,,19,,"OREGON
(44.567912, -120.156945)",
GEORGIA,2016,23,5,,15,,36,,461,,575,,,-,1,,5,,34,,33,,,-,2,,7,,34,,39,,"GEORGIA
(32.836038, -83.631709)",
VERMONT,2016,23,,-,1,,5,,33,,36,,,-,0,,1,,1,,3,,,-,0,,3,,2,,3,,"VERMONT
(43.622479, -72.51927)",
OHIO,2016,23,14,,20,,41,,610,,561,,1,,1,,5,,37,,27,,10,,6,,74,,114,,119,,"OHIO
(40.056807, -82.405897)",
INDIANA,2016,23,,-,10,,30,,266,,330,,,-,0,,3,,5,,19,,,-,2,,12,,27,,38,,"INDIANA
(39.76845, -86.156212)",
MISSISSIPPI,2016,23,,-,4,,12,,118,,117,,,-,0,,2,,9,,11,,,-,0,,3,,5,,23,,"MISSISSIPPI
(32.738663, -89.537312)",
WASHINGTON,2016,23,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,56,,13,,,-,"WASHINGTON
(47.517368, -120.467672)",
WYOMING,2016,23,,-,0,,3,,20,,15,,,-,0,,1,,1,,1,,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
DELAWARE,2016,23,1,,1,,5,,37,,46,,,-,0,,1,,,-,2,,,-,0,,3,,7,,7,,"DELAWARE
(39.008676, -75.574561)",
ALABAMA,2016,23,,-,5,,18,,174,,161,,,-,0,,5,,14,,17,,1,,1,,4,,21,,29,,"ALABAMA
(32.839182, -86.631125)",
COLORADO,2016,23,,-,4,,21,,,-,273,,,-,0,,2,,,-,17,,,-,0,,7,,,-,20,,"COLORADO
(38.841772, -106.132562)",
NEW HAMPSHIRE,2016,23,,-,1,,6,,48,,55,,,-,0,,2,,1,,5,,,-,0,,5,,4,,6,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MINNESOTA,2016,23,,-,4,,19,,,-,288,,,-,0,,2,,,-,21,,,-,1,,5,,13,,14,,"MINNESOTA
(44.943719, -93.094281)",
KANSAS,2016,23,1,,4,,9,,103,,98,,,N,0,,2,,,N,,N,,-,0,,4,,6,,12,,"KANSAS
(38.345528, -98.201847)",
PENNSYLVANIA,2016,23,6,,10,,23,,300,,273,,,N,0,,3,,,N,,N,4,,6,,23,,80,,83,,"PENNSYLVANIA
(40.789676, -77.858055)",
HAWAII,2016,23,,-,1,,6,,39,,36,,,-,0,,1,,,-,2,,,-,0,,1,,3,,5,,"HAWAII
(21.30992, -157.858158)",
SOUTH DAKOTA,2016,23,1,,2,,9,,77,,59,,,-,0,,0,,,-,,-,,-,0,,2,,,-,4,,"SOUTH DAKOTA
(44.35371, -100.373709)",
WEST VIRGINIA,2016,23,,-,4,,12,,85,,127,,,-,0,,2,,4,,7,,,-,0,,3,,3,,12,,"WEST VIRGINIA
(38.668501, -80.709421)",
MISSOURI,2016,23,,-,0,,1,,1,,,-,,-,0,,2,,,-,9,,3,,2,,22,,35,,50,,"MISSOURI
(38.636168, -92.566292)",
ARKANSAS,2016,23,3,,5,,24,,126,,172,,,-,0,,3,,10,,14,,1,,1,,4,,15,,13,,"ARKANSAS
(34.748745, -92.275105)",
ALASKA,2016,23,,-,2,,10,,55,,51,,,-,0,,1,,5,,5,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
CONNECTICUT,2016,23,,-,4,,9,,111,,140,,,-,0,,1,,6,,4,,,-,1,,4,,7,,12,,"CONNECTICUT
(41.544654, -72.651713)",
NEVADA,2016,23,,-,2,,10,,48,,94,,,-,0,,1,,4,,8,,,-,0,,2,,1,,12,,"NEVADA
(39.491833, -117.070159)",
NEW JERSEY,2016,23,,-,4,,20,,3,,308,,,-,0,,4,,,-,8,,,-,2,,13,,2,,64,,"NEW JERSEY
(40.104655, -74.386686)",
UTAH,2016,23,,-,4,,9,,104,,111,,,-,0,,3,,13,,11,,,-,0,,2,,9,,16,,"UTAH
(39.359772, -111.584173)",
RHODE ISLAND,2016,23,,-,0,,6,,29,,35,,,-,0,,1,,1,,1,,,-,0,,6,,3,,6,,"RHODE ISLAND
(41.707447, -71.522488)",
TEXAS,2016,23,22,,27,,217,,878,,833,,,-,3,,14,,70,,72,,5,,5,,21,,62,,105,,"TEXAS
(31.827233, -99.423022)",
FLORIDA,2016,23,10,,9,,59,,384,,233,,2,,1,,4,,29,,31,,4,,5,,13,,96,,126,,"FLORIDA
(28.915325, -81.922409)",
UNITED STATES,2016,24,130,,286,,727,,8246,,9168,,10,,21,,36,,483,,580,,38,,79,,277,,1360,,1970,,,
NEW ENGLAND,2016,24,3,,20,,42,,590,,641,,,-,0,,4,,31,,30,,,-,5,,15,,51,,80,,,
MID. ATLANTIC,2016,24,38,,45,,129,,1161,,1438,,1,,3,,8,,39,,48,,8,,18,,127,,273,,373,,,
NEW YORK CITY,2016,24,11,,13,,23,,361,,390,,,-,0,,3,,11,,19,,3,,4,,85,,81,,96,,"NEW YORK CITY
",
E.N. CENTRAL,2016,24,24,,58,,127,,1642,,1589,,2,,3,,8,,79,,89,,7,,18,,103,,268,,340,,,
W.N. CENTRAL,2016,24,1,,14,,29,,315,,579,,,-,1,,4,,11,,39,,4,,4,,25,,78,,115,,,
S. ATLANTIC,2016,24,21,,48,,110,,1456,,1531,,3,,4,,11,,102,,117,,10,,18,,36,,307,,380,,,
DIST. OF COL.,2016,24,,N,0,,0,,,N,,N,,-,0,,1,,,-,4,,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2016,24,5,,29,,70,,855,,928,,1,,2,,6,,47,,57,,4,,5,,15,,95,,142,,,
W.S. CENTRAL,2016,24,23,,40,,244,,1229,,1223,,3,,4,,16,,108,,108,,3,,7,,32,,89,,160,,,
MOUNTAIN,2016,24,12,,27,,65,,899,,1148,,,-,2,,6,,61,,84,,1,,4,,10,,56,,115,,,
PACIFIC,2016,24,3,,3,,12,,99,,91,,,-,0,,1,,5,,8,,1,,7,,70,,143,,265,,,
AMER. SAMOA,2016,24,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"AMER. SAMOA
",
OREGON,2016,24,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,3,,11,,20,,"OREGON
(44.567912, -120.156945)",
WYOMING,2016,24,,-,0,,3,,20,,15,,,-,0,,1,,1,,1,,,-,0,,2,,,-,2,,"WYOMING
(43.23558, -108.110518)",
WASHINGTON,2016,24,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,1,,0,,56,,14,,,-,"WASHINGTON
(47.517368, -120.467672)",
ARIZONA,2016,24,9,,10,,37,,482,,421,,,-,1,,4,,31,,29,,1,,1,,4,,29,,49,,"ARIZONA
(34.869712, -111.760902)",
MAINE,2016,24,1,,3,,9,,77,,76,,,-,0,,2,,6,,2,,,-,0,,2,,7,,4,,"MAINE
(45.252223, -68.986647)",
ARKANSAS,2016,24,1,,5,,24,,137,,175,,,-,0,,3,,11,,14,,,-,1,,4,,16,,15,,"ARKANSAS
(34.748745, -92.275105)",
ALASKA,2016,24,2,,2,,10,,57,,54,,,-,0,,1,,5,,6,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
HAWAII,2016,24,1,,1,,6,,42,,37,,,-,0,,1,,,-,2,,,-,0,,1,,3,,5,,"HAWAII
(21.30992, -157.858158)",
DELAWARE,2016,24,,-,1,,5,,37,,46,,,-,0,,1,,,-,2,,,-,0,,3,,7,,8,,"DELAWARE
(39.008676, -75.574561)",
TENNESSEE,2016,24,5,,15,,35,,445,,519,,1,,1,,3,,22,,27,,4,,2,,6,,51,,61,,"TENNESSEE
(35.681402, -85.774444)",
MINNESOTA,2016,24,,-,3,,19,,,-,292,,,-,0,,2,,,-,21,,2,,1,,5,,19,,17,,"MINNESOTA
(44.943719, -93.094281)",
KENTUCKY,2016,24,,-,4,,11,,112,,128,,,-,0,,2,,1,,2,,,-,1,,7,,18,,29,,"KENTUCKY
(37.64591, -84.774043)",
NEVADA,2016,24,,-,2,,10,,50,,97,,,-,0,,1,,4,,8,,,-,0,,2,,2,,13,,"NEVADA
(39.491833, -117.070159)",
NEBRASKA,2016,24,1,,3,,8,,94,,78,,,-,0,,2,,10,,4,,,-,0,,2,,2,,9,,"NEBRASKA
(41.640503, -99.367122)",
MISSOURI,2016,24,,-,0,,1,,1,,,-,,-,0,,2,,,-,9,,2,,2,,22,,39,,56,,"MISSOURI
(38.636168, -92.566292)",
MASSACHUSETTS,2016,24,,-,9,,20,,279,,294,,,-,0,,3,,16,,15,,,-,2,,8,,25,,43,,"MASSACHUSETTS
(42.268546, -72.085064)",
IDAHO,2016,24,,N,0,,0,,,N,,N,,-,0,,1,,4,,6,,,-,0,,1,,7,,6,,"IDAHO
(43.680635, -114.364237)",
NEW YORK,2016,24,24,,17,,71,,490,,456,,1,,1,,4,,28,,21,,1,,7,,26,,105,,118,,"NEW YORK
(42.826892, -75.544286)",
COLORADO,2016,24,,-,3,,21,,,-,280,,,-,0,,2,,,-,17,,,-,0,,7,,,-,20,,"COLORADO
(38.841772, -106.132562)",
NEW MEXICO,2016,24,3,,4,,15,,182,,186,,,-,0,,2,,8,,12,,,-,0,,2,,4,,5,,"NEW MEXICO
(34.520396, -106.244402)",
WEST VIRGINIA,2016,24,,-,4,,12,,88,,132,,,-,0,,2,,4,,8,,,-,0,,3,,5,,13,,"WEST VIRGINIA
(38.668501, -80.709421)",
CALIFORNIA,2016,24,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,6,,18,,115,,240,,"CALIFORNIA
(37.640735, -121.002435)",
FLORIDA,2016,24,13,,10,,59,,397,,240,,1,,1,,4,,30,,32,,8,,5,,13,,104,,130,,"FLORIDA
(28.915325, -81.922409)",
PENNSYLVANIA,2016,24,3,,9,,23,,307,,277,,,N,0,,3,,,N,,N,4,,6,,23,,85,,92,,"PENNSYLVANIA
(40.789676, -77.858055)",
NORTH CAROLINA,2016,24,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,3,,9,,64,,73,,"NORTH CAROLINA
(35.47995, -79.180571)",
ILLINOIS,2016,24,,N,0,,0,,,N,,N,,-,0,,0,,,-,3,,,-,4,,48,,56,,67,,"ILLINOIS
(40.477092, -88.993221)",
MONTANA,2016,24,,-,1,,6,,55,,38,,,N,0,,1,,,N,,N,,-,0,,2,,3,,2,,"MONTANA
(47.062617, -109.430168)",
TEXAS,2016,24,19,,27,,217,,904,,852,,1,,3,,14,,71,,74,,3,,5,,21,,65,,111,,"TEXAS
(31.827233, -99.423022)",
RHODE ISLAND,2016,24,,-,0,,6,,29,,35,,,-,0,,1,,1,,1,,,-,0,,6,,3,,6,,"RHODE ISLAND
(41.707447, -71.522488)",
IOWA,2016,24,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,9,,15,,"IOWA
(42.46942, -93.815856)",
NORTH DAKOTA,2016,24,,-,1,,5,,35,,49,,,-,0,,1,,1,,5,,,-,0,,1,,2,,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
MISSISSIPPI,2016,24,,-,4,,12,,120,,118,,,-,0,,2,,9,,11,,,-,0,,3,,5,,23,,"MISSISSIPPI
(32.738663, -89.537312)",
NEW HAMPSHIRE,2016,24,,-,1,,6,,48,,56,,,-,0,,2,,1,,5,,,-,0,,5,,4,,6,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
VERMONT,2016,24,2,,1,,5,,36,,37,,,-,0,,1,,1,,3,,,-,0,,3,,3,,5,,"VERMONT
(43.622479, -72.51927)",
ALABAMA,2016,24,,-,5,,18,,178,,163,,,-,0,,5,,15,,17,,,-,1,,4,,21,,29,,"ALABAMA
(32.839182, -86.631125)",
KANSAS,2016,24,,-,4,,9,,108,,98,,,N,0,,2,,,N,,N,,-,0,,4,,7,,13,,"KANSAS
(38.345528, -98.201847)",
OKLAHOMA,2016,24,,N,0,,0,,,N,,N,1,,0,,2,,8,,9,,,-,0,,10,,1,,12,,"OKLAHOMA
(35.468494, -97.521264)",
WISCONSIN,2016,24,4,,8,,25,,249,,233,,,-,1,,2,,14,,13,,,-,1,,7,,11,,31,,"WISCONSIN
(44.395526, -89.834513)",
PUERTO RICO,2016,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,4,,6,,"PUERTO RICO
(18.215692, -66.414655)",
GUAM,2016,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MARYLAND,2016,24,1,,7,,20,,244,,250,,,-,0,,3,,15,,13,,,-,2,,9,,38,,50,,"MARYLAND
(39.290443, -76.612333)",
SOUTH CAROLINA,2016,24,,-,6,,18,,198,,272,,,-,0,,2,,4,,13,,,-,1,,3,,13,,26,,"SOUTH CAROLINA
(34.009286, -81.037094)",
INDIANA,2016,24,,-,10,,30,,309,,337,,,-,0,,3,,5,,20,,,-,2,,12,,28,,40,,"INDIANA
(39.76845, -86.156212)",
GEORGIA,2016,24,6,,15,,37,,478,,580,,1,,1,,5,,35,,34,,,-,2,,7,,34,,41,,"GEORGIA
(32.836038, -83.631709)",
OHIO,2016,24,15,,20,,41,,626,,571,,1,,1,,5,,39,,27,,7,,7,,74,,122,,134,,"OHIO
(40.056807, -82.405897)",
LOUISIANA,2016,24,3,,6,,16,,188,,196,,1,,0,,3,,18,,11,,,-,0,,3,,7,,22,,"LOUISIANA
(31.2931, -92.463284)",
UTAH,2016,24,,-,3,,9,,110,,111,,,-,0,,3,,13,,11,,,-,0,,2,,11,,18,,"UTAH
(39.359772, -111.584173)",
NEW JERSEY,2016,24,,-,3,,20,,3,,315,,,-,0,,4,,,-,8,,,-,2,,13,,2,,67,,"NEW JERSEY
(40.104655, -74.386686)",
CONNECTICUT,2016,24,,-,4,,9,,121,,143,,,-,0,,1,,6,,4,,,-,1,,4,,9,,16,,"CONNECTICUT
(41.544654, -72.651713)",
MICHIGAN,2016,24,5,,14,,46,,458,,448,,1,,0,,4,,21,,26,,,-,4,,24,,51,,68,,"MICHIGAN
(44.66399, -84.711206)",
SOUTH DAKOTA,2016,24,,-,2,,9,,77,,62,,,-,0,,0,,,-,,-,,-,0,,2,,,-,4,,"SOUTH DAKOTA
(44.35371, -100.373709)",
VIRGINIA,2016,24,1,,0,,2,,14,,11,,1,,0,,2,,14,,11,,2,,3,,9,,42,,39,,"VIRGINIA
(37.542699, -78.45822)",
UNITED STATES,2016,25,91,,287,,727,,8441,,9343,,8,,22,,36,,496,,596,,47,,78,,277,,1442,,2087,,,
NEW ENGLAND,2016,25,1,,20,,42,,597,,650,,,-,0,,4,,31,,30,,3,,4,,15,,59,,95,,,
MID. ATLANTIC,2016,25,15,,45,,129,,1179,,1468,,,-,3,,8,,39,,50,,12,,18,,127,,289,,403,,,
NEW YORK CITY,2016,25,5,,12,,23,,366,,396,,,-,0,,3,,11,,20,,4,,4,,85,,85,,99,,"NEW YORK CITY
",
E.N. CENTRAL,2016,25,11,,58,,127,,1659,,1623,,3,,3,,8,,82,,93,,9,,17,,103,,282,,370,,,
W.N. CENTRAL,2016,25,3,,14,,29,,322,,594,,,-,1,,4,,11,,40,,5,,4,,25,,95,,123,,,
CONNECTICUT,2016,25,,-,4,,9,,124,,147,,,-,0,,1,,6,,4,,1,,1,,4,,12,,20,,"CONNECTICUT
(41.544654, -72.651713)",
S. ATLANTIC,2016,25,19,,49,,113,,1526,,1556,,2,,4,,11,,107,,119,,10,,17,,36,,323,,391,,,
DIST. OF COL.,2016,25,,N,0,,0,,,N,,N,,-,0,,1,,,-,4,,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2016,25,12,,29,,70,,878,,946,,,-,2,,6,,49,,61,,,-,5,,15,,97,,148,,,
W.S. CENTRAL,2016,25,20,,40,,244,,1259,,1249,,3,,4,,16,,111,,110,,7,,6,,32,,99,,169,,,
MOUNTAIN,2016,25,8,,27,,65,,916,,1166,,,-,2,,6,,61,,85,,1,,4,,10,,54,,118,,,
PACIFIC,2016,25,2,,3,,12,,105,,91,,,-,0,,1,,5,,8,,,-,7,,70,,144,,270,,,
AMER. SAMOA,2016,25,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,25,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MONTANA,2016,25,2,,1,,6,,57,,38,,,N,0,,1,,,N,,N,1,,0,,2,,4,,3,,"MONTANA
(47.062617, -109.430168)",
KENTUCKY,2016,25,,-,4,,11,,112,,129,,,-,0,,2,,1,,2,,,-,1,,7,,20,,29,,"KENTUCKY
(37.64591, -84.774043)",
WEST VIRGINIA,2016,25,,-,4,,14,,119,,134,,,-,0,,2,,5,,8,,,-,0,,3,,5,,14,,"WEST VIRGINIA
(38.668501, -80.709421)",
MARYLAND,2016,25,8,,7,,22,,261,,252,,1,,0,,3,,17,,13,,1,,2,,9,,42,,53,,"MARYLAND
(39.290443, -76.612333)",
OKLAHOMA,2016,25,,N,0,,0,,,N,,N,,-,0,,2,,8,,9,,1,,0,,10,,2,,12,,"OKLAHOMA
(35.468494, -97.521264)",
