 Reporting Area,MMWR Year,MMWR Week,"Giardiasis, Current week","Giardiasis, Current week, flag","Giardiasis, Previous 52 weeks Med","Giardiasis, Previous 52 weeks Med, flag","Giardiasis, Previous 52 weeks Max","Giardiasis, Previous 52 weeks Max, flag","Giardiasis, Cum 2016","Giardiasis, Cum 2016, flag","Giardiasis, Cum 2015","Giardiasis, Cum 2015, flag","Gonorrhea,Current week","Gonorrhea,Current week, flag","Gonorrhea,Previous 52 weeks Med","Gonorrhea,Previous 52 weeks Med, flag","Gonorrhea, Previous 52 weeks Max","Gonorrhea, Previous 52 weeks Max, flag","Gonorrhea, Cum 2016","Gonorrhea, Cum 2016, flag","Gonorrhea, Cum 2015","Gonorrhea, Cum 2015, flag","Haemophilus influenzae, invasive§, All ages, all serotypes,Current week","Haemophilus influenzae, invasive§, All ages, all serotypes,Current week, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Med","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Med, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Max","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Max, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2016","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2016, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2015","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2015, flag",Location 1,Location 2
ARKANSAS,2016,30,5,,2,,12,,75,,52,,35,,114,,222,,2735,,1737,,,-,1,,5,,27,,29,,"ARKANSAS
(34.748745, -92.275105)",
UTAH,2016,30,3,,3,,13,,61,,100,,38,,36,,52,,1152,,790,,,-,1,,4,,19,,23,,"UTAH
(39.359772, -111.584173)",
MASSACHUSETTS,2016,30,2,,12,,26,,280,,336,,,-,83,,107,,2367,,2063,,,-,2,,8,,90,,77,,"MASSACHUSETTS
(42.268546, -72.085064)",
INDIANA,2016,30,,-,3,,9,,61,,91,,78,,171,,304,,5098,,4028,,,-,2,,8,,50,,56,,"INDIANA
(39.76845, -86.156212)",
VIRGINIA,2016,30,2,,6,,26,,160,,112,,268,,144,,776,,5977,,4905,,,-,2,,16,,75,,62,,"VIRGINIA
(37.542699, -78.45822)",
NEW HAMPSHIRE,2016,30,,-,2,,6,,54,,52,,7,,6,,53,,309,,119,,,-,0,,3,,12,,11,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ALABAMA,2016,30,1,,4,,13,,145,,96,,,-,148,,222,,4119,,4198,,,-,1,,5,,50,,56,,"ALABAMA
(32.839182, -86.631125)",
HAWAII,2016,30,,-,1,,4,,23,,20,,,-,23,,46,,693,,737,,,-,0,,6,,25,,6,,"HAWAII
(21.30992, -157.858158)",
NEW YORK,2016,30,16,,17,,33,,451,,376,,204,,170,,344,,4996,,4764,,3,,4,,20,,134,,110,,"NEW YORK
(42.826892, -75.544286)",
ILLINOIS,2016,30,,N,0,,0,,,N,,N,15,,255,,418,,6500,,9447,,,-,4,,9,,106,,116,,"ILLINOIS
(40.477092, -88.993221)",
WASHINGTON,2016,30,12,,4,,601,,310,,,-,101,,126,,211,,3287,,3929,,,-,0,,5,,6,,,-,"WASHINGTON
(47.517368, -120.467672)",
KENTUCKY,2016,30,,N,0,,0,,,N,,N,52,,97,,405,,2534,,1942,,1,,1,,4,,28,,27,,"KENTUCKY
(37.64591, -84.774043)",
UNITED STATES,2016,31,141,,252,,870,,7085,,7228,,4651,,7905,,9325,,235133,,222580,,22,,82,,189,,2653,,2470,,,
NEW ENGLAND,2016,31,20,,21,,42,,593,,603,,87,,158,,213,,4744,,3930,,,-,5,,12,,169,,162,,,
MID. ATLANTIC,2016,31,41,,51,,89,,1404,,1490,,689,,926,,1034,,28269,,26178,,7,,13,,34,,419,,369,,,
NEW YORK CITY,2016,31,17,,16,,27,,478,,499,,187,,339,,401,,10200,,9739,,1,,2,,7,,69,,59,,"NEW YORK CITY
",
E.N. CENTRAL,2016,31,10,,25,,61,,671,,769,,277,,1122,,1428,,30942,,31882,,5,,14,,32,,437,,438,,,
W.N. CENTRAL,2016,31,5,,14,,54,,314,,749,,238,,460,,554,,14360,,12135,,,-,4,,16,,88,,194,,,
S. ATLANTIC,2016,31,6,,54,,78,,1460,,1349,,858,,1651,,2346,,48852,,49663,,1,,20,,90,,688,,578,,,
DIST. OF COL.,2016,31,,N,0,,0,,,N,,N,,-,56,,136,,1863,,1700,,,-,0,,1,,,-,6,,"DIST. OF COL.
",
E.S. CENTRAL,2016,31,3,,4,,13,,152,,102,,158,,550,,723,,15166,,14147,,3,,6,,19,,208,,194,,,
W.S. CENTRAL,2016,31,11,,6,,15,,162,,155,,1183,,1209,,1917,,36243,,34336,,4,,7,,21,,291,,147,,,
MOUNTAIN,2016,31,11,,15,,49,,360,,596,,379,,462,,627,,14070,,11973,,2,,7,,17,,218,,255,,,
PACIFIC,2016,31,34,,61,,647,,1969,,1415,,782,,1388,,1561,,42487,,38336,,,-,4,,12,,135,,133,,,
AMER. SAMOA,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,31,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,31,,-,0,,0,,,-,,-,,-,0,,4,,9,,37,,,N,0,,0,,,N,,N,"VIRGIN ISL.
",
NEVADA,2016,31,,-,0,,4,,12,,30,,15,,59,,96,,1622,,2080,,,-,0,,3,,6,,17,,"NEVADA
(39.491833, -117.070159)",
UTAH,2016,31,1,,3,,13,,63,,103,,34,,36,,52,,1193,,827,,,-,1,,4,,19,,24,,"UTAH
(39.359772, -111.584173)",
NEW JERSEY,2016,31,,-,7,,18,,168,,226,,83,,142,,280,,4577,,4330,,,-,2,,9,,68,,74,,"NEW JERSEY
(40.104655, -74.386686)",
VERMONT,2016,31,,N,0,,0,,,N,,N,1,,3,,8,,74,,72,,,-,0,,2,,7,,7,,"VERMONT
(43.622479, -72.51927)",
NORTH CAROLINA,2016,31,,N,0,,0,,,N,,N,,-,330,,822,,6755,,11135,,,-,3,,10,,110,,110,,"NORTH CAROLINA
(35.47995, -79.180571)",
COLORADO,2016,31,,-,0,,18,,,-,173,,123,,96,,253,,3129,,2350,,,-,1,,6,,46,,59,,"COLORADO
(38.841772, -106.132562)",
ALASKA,2016,31,2,,1,,6,,32,,45,,,-,21,,34,,598,,666,,,-,0,,3,,12,,11,,"ALASKA
(64.836661, -147.738891)",
GEORGIA,2016,31,,-,13,,34,,383,,404,,115,,282,,364,,7738,,9237,,,-,4,,8,,120,,126,,"GEORGIA
(32.836038, -83.631709)",
OKLAHOMA,2016,31,,N,0,,0,,,N,,N,,-,104,,171,,2785,,3658,,,-,1,,15,,49,,69,,"OKLAHOMA
(35.468494, -97.521264)",
HAWAII,2016,31,,-,0,,4,,23,,21,,,-,23,,46,,693,,756,,,-,0,,6,,25,,6,,"HAWAII
(21.30992, -157.858158)",
PUERTO RICO,2016,31,,-,0,,2,,7,,11,,,-,12,,40,,326,,308,,,-,0,,1,,4,,,-,"PUERTO RICO
(18.215692, -66.414655)",
NORTH DAKOTA,2016,31,,-,0,,4,,23,,22,,1,,15,,29,,474,,412,,,-,0,,3,,16,,13,,"NORTH DAKOTA
(47.475879, -100.121011)",
ARKANSAS,2016,31,8,,2,,12,,83,,54,,87,,112,,222,,2864,,1877,,,-,1,,5,,28,,30,,"ARKANSAS
(34.748745, -92.275105)",
WISCONSIN,2016,31,5,,8,,36,,207,,218,,98,,117,,162,,3622,,2660,,,-,2,,6,,70,,73,,"WISCONSIN
(44.395526, -89.834513)",
NEW HAMPSHIRE,2016,31,2,,2,,6,,58,,56,,4,,6,,53,,316,,124,,,-,0,,3,,12,,12,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MAINE,2016,31,3,,2,,10,,59,,47,,1,,10,,20,,241,,142,,,-,0,,3,,18,,26,,"MAINE
(45.252223, -68.986647)",
ILLINOIS,2016,31,,N,0,,0,,,N,,N,14,,255,,419,,6760,,9793,,,-,4,,9,,110,,123,,"ILLINOIS
(40.477092, -88.993221)",
VIRGINIA,2016,31,3,,6,,26,,171,,120,,337,,144,,776,,6314,,5035,,,-,2,,16,,79,,63,,"VIRGINIA
(37.542699, -78.45822)",
GUAM,2016,31,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MICHIGAN,2016,31,,-,8,,20,,201,,232,,71,,213,,275,,6167,,5956,,,-,2,,10,,93,,79,,"MICHIGAN
(44.66399, -84.711206)",
SOUTH DAKOTA,2016,31,,-,2,,8,,52,,51,,,-,21,,39,,577,,600,,,-,0,,2,,11,,1,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MARYLAND,2016,31,3,,4,,13,,127,,133,,102,,156,,252,,4559,,3358,,1,,2,,6,,72,,54,,"MARYLAND
(39.290443, -76.612333)",
TEXAS,2016,31,,N,0,,0,,,N,,N,828,,792,,1422,,24789,,23334,,4,,3,,12,,172,,6,,"TEXAS
(31.827233, -99.423022)",
PENNSYLVANIA,2016,31,11,,11,,22,,292,,370,,181,,269,,340,,8258,,7175,,4,,5,,11,,146,,121,,"PENNSYLVANIA
(40.789676, -77.858055)",
MISSOURI,2016,31,,-,0,,12,,6,,128,,188,,202,,271,,6388,,5068,,,-,0,,4,,4,,74,,"MISSOURI
(38.636168, -92.566292)",
ARIZONA,2016,31,3,,3,,7,,78,,83,,189,,177,,258,,5387,,4517,,1,,2,,11,,79,,94,,"ARIZONA
(34.869712, -111.760902)",
OHIO,2016,31,5,,7,,15,,193,,221,,,-,349,,434,,9103,,9278,,5,,3,,8,,109,,104,,"OHIO
(40.056807, -82.405897)",
NEBRASKA,2016,31,5,,2,,9,,75,,77,,23,,39,,63,,1213,,910,,,-,1,,3,,21,,20,,"NEBRASKA
(41.640503, -99.367122)",
RHODE ISLAND,2016,31,1,,1,,5,,41,,17,,2,,10,,23,,271,,341,,,-,0,,2,,4,,11,,"RHODE ISLAND
(41.707447, -71.522488)",
LOUISIANA,2016,31,3,,3,,12,,79,,101,,268,,185,,1077,,5805,,5467,,,-,1,,5,,42,,42,,"LOUISIANA
(31.2931, -92.463284)",
WASHINGTON,2016,31,13,,4,,601,,323,,,-,129,,125,,211,,3416,,4060,,,-,0,,5,,6,,,-,"WASHINGTON
(47.517368, -120.467672)",
CONNECTICUT,2016,31,3,,4,,10,,130,,128,,24,,43,,99,,1293,,1126,,,-,1,,3,,37,,25,,"CONNECTICUT
(41.544654, -72.651713)",
WYOMING,2016,31,,-,1,,4,,20,,19,,,-,3,,14,,116,,89,,,-,0,,2,,1,,1,,"WYOMING
(43.23558, -108.110518)",
KENTUCKY,2016,31,,N,0,,0,,,N,,N,,-,97,,405,,2534,,2071,,,-,1,,4,,28,,29,,"KENTUCKY
(37.64591, -84.774043)",
SOUTH CAROLINA,2016,31,,-,2,,9,,52,,57,,1,,177,,264,,5220,,4625,,,-,1,,5,,50,,68,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MINNESOTA,2016,31,,-,0,,31,,,-,314,,1,,84,,123,,2557,,2444,,,-,0,,7,,1,,62,,"MINNESOTA
(46.357661, -94.793397)",
INDIANA,2016,31,,-,3,,9,,70,,98,,94,,171,,304,,5290,,4195,,,-,2,,8,,55,,59,,"INDIANA
(39.76845, -86.156212)",
IOWA,2016,31,,-,4,,15,,105,,100,,2,,49,,67,,1422,,1210,,,-,0,,1,,,-,1,,"IOWA
(42.46942, -93.815856)",
NEW YORK,2016,31,13,,17,,33,,466,,395,,238,,170,,344,,5234,,4934,,2,,4,,20,,136,,115,,"NEW YORK
(42.826892, -75.544286)",
KANSAS,2016,31,,-,2,,7,,53,,57,,23,,53,,76,,1729,,1491,,,-,1,,5,,35,,23,,"KANSAS
(38.345528, -98.201847)",
IDAHO,2016,31,7,,3,,13,,109,,92,,,-,11,,35,,368,,238,,,-,0,,3,,20,,14,,"IDAHO
(43.680635, -114.364237)",
MISSISSIPPI,2016,31,,N,0,,0,,,N,,N,84,,123,,239,,3327,,2834,,,-,1,,5,,34,,27,,"MISSISSIPPI
(32.738663, -89.537312)",
CALIFORNIA,2016,31,13,,46,,70,,1416,,1154,,576,,1144,,1323,,35477,,31146,,,-,1,,4,,36,,48,,"CALIFORNIA
(37.640735, -121.002435)",
NEW MEXICO,2016,31,,-,1,,4,,31,,49,,12,,54,,97,,1715,,1398,,1,,1,,4,,36,,38,,"NEW MEXICO
(34.520396, -106.244402)",
WEST VIRGINIA,2016,31,,-,1,,6,,35,,39,,12,,15,,29,,474,,454,,,-,0,,3,,19,,32,,"WEST VIRGINIA
(38.668501, -80.709421)",
TENNESSEE,2016,31,,N,0,,0,,,N,,N,74,,176,,240,,5186,,4857,,3,,3,,11,,96,,82,,"TENNESSEE
(35.681402, -85.774444)",
OREGON,2016,31,6,,6,,14,,175,,195,,77,,73,,102,,2303,,1708,,,-,1,,4,,56,,68,,"OREGON
(44.567912, -120.156945)",
MASSACHUSETTS,2016,31,11,,12,,26,,305,,355,,55,,84,,107,,2549,,2125,,,-,2,,8,,91,,81,,"MASSACHUSETTS
(42.268546, -72.085064)",
MONTANA,2016,31,,-,2,,6,,47,,47,,6,,18,,30,,540,,474,,,-,0,,2,,11,,8,,"MONTANA
(47.062617, -109.430168)",
FLORIDA,2016,31,,-,23,,53,,685,,581,,270,,506,,727,,15037,,13428,,,-,5,,65,,226,,108,,"FLORIDA
(28.915325, -81.922409)",
DELAWARE,2016,31,,-,0,,3,,7,,15,,21,,30,,45,,892,,691,,,-,0,,2,,12,,11,,"DELAWARE
(39.008676, -75.574561)",
ALABAMA,2016,31,3,,4,,13,,152,,102,,,-,148,,222,,4119,,4385,,,-,1,,5,,50,,56,,"ALABAMA
(32.839182, -86.631125)",
UNITED STATES,2016,32,120,,250,,870,,7371,,7585,,4756,,7896,,9325,,243243,,230488,,36,,82,,189,,2737,,2544,,,
NEW ENGLAND,2016,32,4,,21,,42,,602,,637,,72,,158,,213,,4848,,4076,,1,,5,,12,,170,,172,,,
MID. ATLANTIC,2016,32,49,,51,,89,,1475,,1570,,668,,927,,1056,,29393,,27212,,5,,13,,34,,428,,377,,,
NEW YORK CITY,2016,32,18,,16,,27,,496,,522,,227,,340,,401,,10651,,10080,,2,,2,,7,,71,,62,,"NEW YORK CITY
",
E.N. CENTRAL,2016,32,14,,25,,61,,712,,811,,358,,1121,,1429,,31763,,32993,,7,,14,,32,,452,,451,,,
W.N. CENTRAL,2016,32,1,,14,,54,,324,,793,,272,,466,,554,,14992,,12519,,,-,4,,16,,88,,204,,,
S. ATLANTIC,2016,32,25,,54,,78,,1517,,1403,,1179,,1646,,2359,,50835,,51410,,10,,20,,90,,718,,592,,,
DIST. OF COL.,2016,32,,N,0,,0,,,N,,N,52,,56,,136,,1992,,1767,,,-,0,,3,,11,,6,,"DIST. OF COL.
",
E.S. CENTRAL,2016,32,,-,4,,13,,152,,106,,149,,537,,723,,15550,,14658,,2,,6,,19,,216,,196,,,
INDIANA,2016,32,,-,3,,9,,78,,104,,93,,171,,304,,5463,,4333,,,-,2,,8,,56,,61,,"INDIANA
(39.76845, -86.156212)",
W.S. CENTRAL,2016,32,3,,7,,20,,178,,170,,1090,,1217,,1917,,37609,,35574,,8,,7,,21,,303,,157,,,
MOUNTAIN,2016,32,7,,15,,39,,373,,629,,228,,462,,627,,14410,,12392,,2,,7,,17,,222,,260,,,
PACIFIC,2016,32,17,,61,,647,,2038,,1466,,740,,1388,,1561,,43843,,39654,,1,,4,,12,,140,,135,,,
AMER. SAMOA,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,32,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,32,,-,0,,0,,,-,,-,,-,0,,4,,15,,40,,,N,0,,0,,,N,,N,"VIRGIN ISL.
",
MAINE,2016,32,3,,2,,10,,63,,51,,2,,10,,20,,245,,153,,1,,0,,3,,19,,28,,"MAINE
(45.252223, -68.986647)",
CONNECTICUT,2016,32,1,,4,,9,,134,,135,,41,,44,,99,,1358,,1175,,,-,1,,3,,37,,28,,"CONNECTICUT
(41.544654, -72.651713)",
MISSOURI,2016,32,,-,0,,12,,6,,132,,212,,203,,274,,6648,,5218,,,-,0,,4,,4,,76,,"MISSOURI
(38.636168, -92.566292)",
ARIZONA,2016,32,3,,3,,7,,81,,86,,92,,177,,258,,5475,,4656,,1,,2,,11,,81,,96,,"ARIZONA
(34.869712, -111.760902)",
NEW YORK,2016,32,21,,17,,33,,488,,417,,211,,171,,344,,5445,,5147,,3,,4,,20,,139,,118,,"NEW YORK
(42.826892, -75.544286)",
IOWA,2016,32,,-,4,,15,,109,,104,,10,,48,,67,,1481,,1268,,,-,0,,1,,,-,1,,"IOWA
(42.46942, -93.815856)",
NEW JERSEY,2016,32,,-,8,,18,,184,,244,,45,,142,,284,,4743,,4480,,,-,2,,9,,69,,75,,"NEW JERSEY
(40.104655, -74.386686)",
NORTH DAKOTA,2016,32,,-,0,,4,,23,,22,,2,,15,,29,,501,,421,,,-,0,,3,,16,,16,,"NORTH DAKOTA
(47.475879, -100.121011)",
LOUISIANA,2016,32,1,,3,,12,,91,,112,,175,,184,,1077,,6085,,5605,,,-,1,,5,,42,,45,,"LOUISIANA
(31.2931, -92.463284)",
NEBRASKA,2016,32,1,,2,,9,,76,,81,,21,,39,,63,,1249,,926,,,-,1,,3,,21,,21,,"NEBRASKA
(41.640503, -99.367122)",
MASSACHUSETTS,2016,32,,-,12,,26,,305,,373,,,-,84,,107,,2549,,2194,,,-,2,,8,,91,,82,,"MASSACHUSETTS
(42.268546, -72.085064)",
GEORGIA,2016,32,,-,12,,34,,383,,427,,117,,282,,364,,8017,,9557,,1,,4,,8,,124,,128,,"GEORGIA
(32.836038, -83.631709)",
NEW HAMPSHIRE,2016,32,,-,2,,6,,59,,61,,5,,6,,53,,326,,127,,,-,0,,3,,12,,13,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ALABAMA,2016,32,,-,4,,13,,152,,106,,,-,148,,222,,4347,,4499,,,-,1,,5,,51,,56,,"ALABAMA
(32.839182, -86.631125)",
MISSISSIPPI,2016,32,,N,0,,0,,,N,,N,,-,123,,239,,3327,,2933,,,-,1,,5,,36,,28,,"MISSISSIPPI
(32.738663, -89.537312)",
TENNESSEE,2016,32,,N,0,,0,,,N,,N,51,,174,,240,,5237,,5050,,1,,3,,11,,98,,83,,"TENNESSEE
(35.681402, -85.774444)",
MONTANA,2016,32,,-,2,,6,,47,,50,,8,,18,,30,,550,,490,,,-,0,,2,,11,,8,,"MONTANA
(47.062617, -109.430168)",
IDAHO,2016,32,4,,3,,13,,113,,93,,,-,11,,35,,368,,243,,1,,0,,3,,21,,15,,"IDAHO
(43.680635, -114.364237)",
GUAM,2016,32,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
OKLAHOMA,2016,32,,N,0,,0,,,N,,N,31,,105,,171,,2894,,3797,,,-,1,,15,,50,,75,,"OKLAHOMA
(35.468494, -97.521264)",
WYOMING,2016,32,,-,0,,4,,20,,20,,,-,3,,14,,120,,96,,,-,0,,2,,1,,1,,"WYOMING
(43.23558, -108.110518)",
HAWAII,2016,32,,-,0,,4,,23,,21,,,-,23,,46,,693,,778,,,-,0,,6,,26,,7,,"HAWAII
(21.30992, -157.858158)",
SOUTH CAROLINA,2016,32,,-,2,,9,,56,,61,,233,,177,,264,,5458,,4809,,,-,1,,5,,52,,69,,"SOUTH CAROLINA
(34.009286, -81.037094)",
OREGON,2016,32,5,,6,,14,,181,,200,,72,,73,,102,,2375,,1781,,,-,1,,4,,56,,68,,"OREGON
(44.567912, -120.156945)",
COLORADO,2016,32,,-,0,,17,,,-,184,,87,,100,,253,,3211,,2453,,,-,1,,6,,46,,60,,"COLORADO
(38.841772, -106.132562)",
WASHINGTON,2016,32,3,,4,,601,,326,,,-,129,,125,,211,,3545,,4183,,,-,0,,5,,6,,,-,"WASHINGTON
(47.517368, -120.467672)",
ARKANSAS,2016,32,2,,2,,12,,87,,58,,59,,112,,222,,2989,,2063,,3,,1,,5,,31,,31,,"ARKANSAS
(34.748745, -92.275105)",
KANSAS,2016,32,,-,2,,7,,54,,62,,15,,53,,76,,1776,,1543,,,-,1,,5,,35,,25,,"KANSAS
(38.345528, -98.201847)",
CALIFORNIA,2016,32,7,,46,,71,,1473,,1194,,539,,1149,,1321,,36603,,32231,,1,,1,,4,,39,,49,,"CALIFORNIA
(37.640735, -121.002435)",
WEST VIRGINIA,2016,32,,-,1,,6,,39,,39,,,-,15,,29,,474,,472,,,-,0,,3,,19,,34,,"WEST VIRGINIA
(38.668501, -80.709421)",
NORTH CAROLINA,2016,32,,N,0,,0,,,N,,N,1,,332,,822,,6959,,11480,,,-,3,,8,,112,,111,,"NORTH CAROLINA
(35.47995, -79.180571)",
MICHIGAN,2016,32,1,,8,,20,,211,,251,,146,,214,,275,,6412,,6169,,1,,3,,10,,97,,84,,"MICHIGAN
(44.66399, -84.711206)",
SOUTH DAKOTA,2016,32,,-,2,,8,,56,,56,,,-,21,,39,,579,,627,,,-,0,,2,,11,,1,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEVADA,2016,32,,-,0,,4,,14,,31,,1,,60,,96,,1670,,2163,,,-,0,,3,,6,,17,,"NEVADA
(39.491833, -117.070159)",
TEXAS,2016,32,,N,0,,0,,,N,,N,825,,796,,1422,,25641,,24109,,5,,4,,12,,180,,6,,"TEXAS
(31.827233, -99.423022)",
ILLINOIS,2016,32,,N,0,,0,,,N,,N,16,,254,,420,,7024,,10117,,,-,4,,9,,114,,127,,"ILLINOIS
(40.477092, -88.993221)",
PUERTO RICO,2016,32,,-,0,,2,,7,,13,,,-,12,,40,,345,,319,,,-,0,,1,,4,,,-,"PUERTO RICO
(18.215692, -66.414655)",
OHIO,2016,32,7,,7,,15,,200,,225,,,-,348,,434,,9103,,9602,,6,,3,,8,,115,,106,,"OHIO
(40.056807, -82.405897)",
VERMONT,2016,32,,N,0,,0,,,N,,N,,-,3,,8,,74,,76,,,-,0,,2,,7,,8,,"VERMONT
(43.622479, -72.51927)",
FLORIDA,2016,32,20,,22,,53,,725,,600,,284,,507,,727,,15597,,13939,,6,,4,,65,,233,,112,,"FLORIDA
(28.915325, -81.922409)",
MARYLAND,2016,32,3,,4,,13,,131,,134,,102,,156,,252,,4742,,3488,,3,,2,,6,,76,,55,,"MARYLAND
(39.290443, -76.612333)",
DELAWARE,2016,32,,-,0,,3,,8,,16,,35,,29,,45,,927,,704,,,-,0,,2,,12,,11,,"DELAWARE
(39.008676, -75.574561)",
RHODE ISLAND,2016,32,,-,1,,5,,41,,17,,24,,10,,23,,296,,351,,,-,0,,2,,4,,13,,"RHODE ISLAND
(41.707447, -71.522488)",
VIRGINIA,2016,32,2,,6,,26,,175,,126,,355,,146,,776,,6669,,5194,,,-,2,,16,,79,,66,,"VIRGINIA
(37.542699, -78.45822)",
NEW MEXICO,2016,32,,-,1,,4,,34,,49,,16,,53,,97,,1779,,1435,,,-,1,,4,,36,,38,,"NEW MEXICO
(34.520396, -106.244402)",
WISCONSIN,2016,32,6,,8,,36,,223,,231,,103,,117,,162,,3761,,2772,,,-,2,,6,,70,,73,,"WISCONSIN
(44.395526, -89.834513)",
ALASKA,2016,32,2,,1,,6,,35,,51,,,-,21,,34,,627,,681,,,-,0,,3,,13,,11,,"ALASKA
(64.836661, -147.738891)",
PENNSYLVANIA,2016,32,10,,12,,22,,307,,387,,185,,270,,340,,8554,,7505,,,-,5,,11,,149,,122,,"PENNSYLVANIA
(40.789676, -77.858055)",
KENTUCKY,2016,32,,N,0,,0,,,N,,N,98,,96,,405,,2639,,2176,,1,,1,,4,,31,,29,,"KENTUCKY
(37.64591, -84.774043)",
UTAH,2016,32,,-,2,,13,,64,,116,,24,,36,,54,,1237,,856,,,-,1,,4,,20,,25,,"UTAH
(39.359772, -111.584173)",
MINNESOTA,2016,32,,-,0,,31,,,-,336,,12,,84,,123,,2758,,2516,,,-,0,,7,,1,,64,,"MINNESOTA
(46.357661, -94.793397)",
UNITED STATES,2016,33,142,,252,,870,,7687,,7967,,4774,,7931,,9325,,254237,,238169,,22,,82,,189,,2790,,2591,,,
NEW ENGLAND,2016,33,1,,21,,42,,610,,674,,47,,158,,213,,4912,,4198,,,-,5,,12,,171,,173,,,
MID. ATLANTIC,2016,33,50,,51,,89,,1525,,1644,,726,,927,,1092,,30509,,28096,,6,,13,,34,,436,,390,,,
NEW YORK CITY,2016,33,17,,16,,27,,513,,544,,231,,340,,401,,11081,,10382,,2,,2,,7,,73,,63,,"NEW YORK CITY
",
E.N. CENTRAL,2016,33,12,,25,,61,,773,,869,,295,,1136,,1429,,35548,,34227,,2,,14,,32,,470,,457,,,
W.N. CENTRAL,2016,33,2,,13,,54,,326,,823,,189,,466,,554,,15347,,12948,,,-,4,,16,,88,,208,,,
S. ATLANTIC,2016,33,42,,53,,78,,1605,,1459,,1035,,1644,,2367,,52560,,53111,,8,,20,,90,,730,,602,,,
DIST. OF COL.,2016,33,,N,0,,0,,,N,,N,,-,55,,136,,1992,,1837,,,-,0,,3,,11,,6,,"DIST. OF COL.
",
E.S. CENTRAL,2016,33,,-,4,,13,,156,,113,,523,,537,,723,,16348,,15147,,,-,6,,19,,216,,201,,,
W.S. CENTRAL,2016,33,5,,6,,20,,185,,176,,954,,1211,,1917,,38782,,36667,,4,,7,,21,,310,,159,,,
MOUNTAIN,2016,33,6,,15,,39,,392,,668,,222,,467,,621,,14878,,12834,,2,,7,,17,,226,,264,,,
PACIFIC,2016,33,24,,63,,647,,2115,,1541,,783,,1388,,1561,,45353,,40941,,,-,4,,12,,143,,137,,,
VIRGIN ISL.,2016,33,,-,0,,0,,,-,,-,,-,0,,4,,15,,41,,,N,0,,0,,,N,,N,"VIRGIN ISL.
",
MISSOURI,2016,33,,-,0,,12,,6,,136,,169,,205,,275,,6883,,5401,,,-,0,,4,,4,,78,,"MISSOURI
(38.636168, -92.566292)",
IDAHO,2016,33,3,,3,,13,,116,,102,,4,,11,,36,,384,,248,,,-,0,,3,,22,,15,,"IDAHO
(43.680635, -114.364237)",
MISSISSIPPI,2016,33,,N,0,,0,,,N,,N,67,,125,,239,,3582,,3017,,,-,1,,5,,36,,29,,"MISSISSIPPI
(32.738663, -89.537312)",
TEXAS,2016,33,,N,0,,0,,,N,,N,817,,805,,1422,,26475,,24848,,3,,4,,12,,185,,6,,"TEXAS
(31.827233, -99.423022)",
OKLAHOMA,2016,33,,N,0,,0,,,N,,N,17,,105,,171,,3059,,3929,,1,,1,,15,,51,,76,,"OKLAHOMA
(35.468494, -97.521264)",
ALABAMA,2016,33,,-,4,,13,,156,,113,,236,,148,,222,,4663,,4606,,,-,1,,5,,51,,57,,"ALABAMA
(32.839182, -86.631125)",
WEST VIRGINIA,2016,33,,-,1,,6,,42,,41,,18,,15,,29,,518,,487,,,-,0,,3,,19,,34,,"WEST VIRGINIA
(38.668501, -80.709421)",
WYOMING,2016,33,,-,0,,4,,20,,21,,,-,3,,14,,126,,98,,,-,0,,2,,1,,2,,"WYOMING
(43.23558, -108.110518)",
CONNECTICUT,2016,33,,-,4,,9,,134,,141,,30,,44,,99,,1401,,1204,,,-,1,,3,,37,,28,,"CONNECTICUT
(41.544654, -72.651713)",
