Reporting Area,MMWR Year,MMWR Week,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Med","Cryptosporidiosis, Previous 52 weeks Med, flag","Cryptosporidiosis, Previous 52 weeks Max","Cryptosporidiosis, Previous 52 weeks Max, flag","Cryptosporidiosis, Cum 2015","Cryptosporidiosis, Cum 2015, flag","Cryptosporidiosis, Cum 2014","Cryptosporidiosis, Cum 2014, flag","Dengue Fever, Current week","Dengue§, Current week, flag","Dengue§, Previous 52 weeks Med","Dengue§, Previous 52 weeks Med, flag","Dengue§, Previous 52 weeks Max","Dengue§, Previous 52 weeks Max, flag","Dengue§, Cum 2015","Dengue§, Cum 2015, flag","Dengue§, Cum 2014","Dengue§, Cum 2014, flag","Dengue Hemorrhagic Fever, Current week","Dengue Severe, Current week, flag","Dengue Severe, Previous 52 weeks Med","Dengue Severe, Previous 52 weeks Med, flag","Dengue Severe, Previous 52 weeks Max","Dengue Severe, Previous 52 weeks Max, flag","Dengue Severe, Cum 2015","Dengue Severe, Cum 2015, flag","Dengue Severe, Cum 2014","Dengue Severe, Cum 2014, flag",Location 1,Location 2
NEW YORK,2015,25,3,,3,,14,,60,,62,,,-,0,,2,,5,,13,,,-,0,,0,,,-,,-,"NEW YORK
(42.82700376100007, -75.54396609999998)",
WEST VIRGINIA,2015,25,,-,0,,3,,5,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
OHIO,2015,25,3,,5,,15,,115,,117,,,-,0,,2,,3,,6,,,-,0,,0,,,-,,-,"OHIO
(40.060212455000055, -82.40425667899996)",
KENTUCKY,2015,25,,-,2,,6,,40,,24,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
DELAWARE,2015,25,,-,0,,1,,2,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
VERMONT,2015,25,,-,0,,7,,12,,6,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
WASHINGTON,2015,25,,-,0,,15,,17,,29,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
SOUTH DAKOTA,2015,25,,-,2,,9,,41,,44,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
PUERTO RICO,2015,25,,-,0,,0,,,-,,-,,-,1,,12,,5,,376,,,-,0,,0,,,-,2,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
NEBRASKA,2015,25,2,,2,,9,,49,,44,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
CALIFORNIA,2015,25,1,,6,,15,,121,,160,,,-,1,,8,,,-,32,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
OKLAHOMA,2015,25,1,,1,,10,,20,,28,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
NEW HAMPSHIRE,2015,25,,-,0,,3,,11,,14,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
TENNESSEE,2015,25,3,,2,,12,,60,,34,,,-,0,,3,,8,,2,,,-,0,,0,,,-,,-,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
ARKANSAS,2015,25,,-,1,,12,,22,,10,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
ILLINOIS,2015,25,,-,2,,7,,50,,79,,,-,0,,1,,5,,2,,,-,0,,0,,,-,,-,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
MASSACHUSETTS,2015,25,,-,3,,9,,57,,46,,,-,0,,2,,,-,10,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
OREGON,2015,25,2,,2,,6,,63,,54,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
CONNECTICUT,2015,25,,-,1,,3,,14,,18,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
UTAH,2015,25,2,,2,,6,,63,,22,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
HAWAII,2015,25,,-,0,,1,,3,,,-,,-,0,,2,,,-,5,,,-,0,,0,,,-,,-,"HAWAII
(21.30485232600006, -157.85774798099996)",
MISSOURI,2015,25,,-,2,,13,,18,,66,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.63579147100006, -92.56629944499997)",
TEXAS,2015,25,6,,7,,22,,120,,127,,,-,0,,3,,4,,9,,,-,0,,0,,,-,,-,"TEXAS
(31.827240467000024, -99.42676785299994)",
MARYLAND,2015,25,,-,1,,5,,21,,23,,,-,0,,1,,,-,5,,,-,0,,0,,,-,,-,"MARYLAND
(39.290582950000044, -76.60925984299996)",
ARIZONA,2015,25,,-,1,,3,,23,,25,,,-,0,,22,,,-,5,,,-,0,,0,,,-,,-,"ARIZONA
(34.86597351900008, -111.76380664699997)",
NEW JERSEY,2015,25,,-,0,,6,,2,,22,,,-,0,,6,,,-,23,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
WYOMING,2015,25,,-,0,,4,,,-,10,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
NEW MEXICO,2015,25,,-,1,,9,,10,,33,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
UNITED STATES,2015,26,83,,115,,363,,2475,,2750,,,-,6,,38,,26,,218,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2015,42,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
NEW ENGLAND,2015,26,3,,5,,17,,119,,120,,,-,0,,3,,2,,18,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2015,26,6,,11,,35,,202,,270,,,-,0,,9,,,-,59,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2015,26,12,,22,,74,,490,,528,,,-,0,,4,,11,,13,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2015,26,2,,14,,57,,247,,444,,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2015,26,24,,31,,152,,602,,558,,,-,0,,7,,,-,51,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2015,26,,-,0,,1,,1,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,26,10,,9,,22,,213,,134,,,-,0,,3,,8,,4,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2015,26,15,,12,,33,,237,,254,,,-,0,,4,,4,,13,,,-,0,,0,,,-,,-,,
MOUNTAIN,2015,26,6,,7,,23,,151,,188,,,-,0,,22,,,-,11,,,-,0,,0,,,-,,-,,
PACIFIC,2015,26,5,,9,,20,,214,,254,,,-,1,,8,,,-,45,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2015,26,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,26,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,26,,-,0,,0,,,-,,-,,-,0,,3,,,-,7,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
PUERTO RICO,2015,26,,-,0,,0,,,-,,-,,-,1,,12,,5,,382,,,-,0,,0,,,-,2,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
CONNECTICUT,2015,26,,-,1,,3,,14,,20,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
OKLAHOMA,2015,26,2,,1,,10,,22,,29,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
CALIFORNIA,2015,26,2,,5,,15,,126,,168,,,-,0,,8,,,-,38,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
NEW YORK,2015,26,4,,3,,14,,64,,68,,,-,0,,2,,,-,14,,,-,0,,0,,,-,,-,"NEW YORK
(42.82700376100007, -75.54396609999998)",
INDIANA,2015,26,,-,4,,11,,66,,66,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
MICHIGAN,2015,26,2,,4,,13,,85,,87,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
ALABAMA,2015,26,1,,3,,9,,93,,52,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"ALABAMA
(32.84057234800002, -86.63185738799996)",
MISSOURI,2015,26,,-,1,,13,,18,,71,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MISSOURI
(38.63579147100006, -92.56629944499997)",
NORTH DAKOTA,2015,26,,-,1,,16,,8,,18,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
DELAWARE,2015,26,,-,0,,1,,2,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
LOUISIANA,2015,26,2,,3,,17,,61,,76,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
MINNESOTA,2015,26,,-,1,,18,,,-,101,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
FLORIDA,2015,26,11,,16,,122,,290,,253,,,-,0,,5,,,-,32,,,-,0,,0,,,-,,-,"FLORIDA
(28.932042722000062, -81.92895768899996)",
OHIO,2015,26,6,,5,,15,,121,,129,,,-,0,,2,,3,,6,,,-,0,,0,,,-,,-,"OHIO
(40.060212455000055, -82.40425667899996)",
SOUTH DAKOTA,2015,26,,-,2,,9,,41,,46,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
ARIZONA,2015,26,3,,1,,3,,26,,26,,,-,0,,22,,,-,5,,,-,0,,0,,,-,,-,"ARIZONA
(34.86597351900008, -111.76380664699997)",
NEBRASKA,2015,26,1,,2,,9,,50,,50,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
NEVADA,2015,26,,-,0,,2,,3,,6,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"NEVADA
(39.49324221300003, -117.07183885899997)",
RHODE ISLAND,2015,26,,-,0,,4,,5,,9,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
IDAHO,2015,26,2,,1,,14,,31,,30,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.68263174800006, -114.36372693399994)",
SOUTH CAROLINA,2015,26,,-,1,,3,,20,,38,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
COLORADO,2015,26,,-,0,,6,,3,,33,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"COLORADO
(38.84384342200008, -106.13360911499996)",
NEW HAMPSHIRE,2015,26,,-,0,,3,,11,,14,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
NORTH CAROLINA,2015,26,10,,0,,62,,99,,78,,,-,0,,1,,,-,5,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
HAWAII,2015,26,,-,0,,1,,3,,,-,,-,0,,2,,,-,5,,,-,0,,0,,,-,,-,"HAWAII
(21.30485232600006, -157.85774798099996)",
MISSISSIPPI,2015,26,,-,1,,6,,11,,22,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
NEW MEXICO,2015,26,,-,1,,9,,10,,35,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
ARKANSAS,2015,26,1,,1,,12,,23,,10,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
NEW JERSEY,2015,26,,-,0,,6,,2,,23,,,-,0,,6,,,-,25,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
ILLINOIS,2015,26,,-,2,,7,,51,,80,,,-,0,,2,,6,,3,,,-,0,,0,,,-,,-,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
IOWA,2015,26,,-,4,,13,,85,,127,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"IOWA
(42.469401411000035, -93.81648725599996)",
ALASKA,2015,26,,-,0,,1,,1,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
MAINE,2015,26,,-,0,,5,,13,,21,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"MAINE
(45.25422910300006, -68.98502586699993)",
MONTANA,2015,26,1,,1,,5,,15,,26,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"MONTANA
(47.06652795700006, -109.42441587999997)",
KENTUCKY,2015,26,,-,2,,6,,40,,26,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
WASHINGTON,2015,26,,-,0,,15,,17,,29,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
VIRGINIA,2015,26,1,,2,,9,,51,,62,,,-,0,,3,,,-,6,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
TEXAS,2015,26,10,,7,,22,,131,,139,,,-,0,,3,,4,,10,,,-,0,,0,,,-,,-,"TEXAS
(31.827240467000024, -99.42676785299994)",
NEW YORK CITY,2015,26,,-,2,,6,,33,,41,,,-,0,,4,,,-,17,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
WISCONSIN,2015,26,4,,9,,30,,167,,166,,,-,0,,2,,,-,3,,,-,0,,0,,,-,,-,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
GEORGIA,2015,26,,-,4,,20,,111,,96,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"GEORGIA
(32.839683200000024, -83.62757885599996)",
PENNSYLVANIA,2015,26,2,,5,,17,,103,,138,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
WEST VIRGINIA,2015,26,,-,0,,3,,5,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
VERMONT,2015,26,1,,0,,7,,13,,8,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
C.N.M.I.,2015,42,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
OREGON,2015,26,3,,2,,6,,67,,55,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
MASSACHUSETTS,2015,26,2,,3,,9,,63,,48,,,-,0,,2,,,-,11,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
KANSAS,2015,26,1,,1,,5,,45,,31,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
TENNESSEE,2015,26,9,,2,,12,,69,,34,,,-,0,,3,,8,,2,,,-,0,,0,,,-,,-,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
GUAM,2015,26,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
MARYLAND,2015,26,2,,1,,5,,23,,25,,,-,0,,1,,,-,5,,,-,0,,0,,,-,,-,"MARYLAND
(39.290582950000044, -76.60925984299996)",
WYOMING,2015,26,,-,0,,4,,,-,10,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
UTAH,2015,26,,-,2,,6,,63,,22,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
UNITED STATES,2015,27,77,,113,,363,,2601,,2878,,,-,5,,38,,30,,238,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2015,27,1,,5,,17,,122,,125,,,-,0,,3,,4,,19,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2015,27,13,,11,,35,,218,,277,,,-,0,,9,,,-,63,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2015,27,22,,22,,74,,528,,570,,,-,0,,4,,13,,16,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2015,27,4,,13,,57,,260,,467,,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2015,27,18,,31,,152,,626,,575,,,-,0,,7,,,-,57,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2015,27,,-,0,,1,,1,,3,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,27,3,,9,,22,,216,,143,,,-,0,,3,,8,,4,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2015,27,11,,12,,33,,252,,264,,,-,0,,4,,4,,16,,,-,0,,0,,,-,,-,,
MOUNTAIN,2015,27,5,,8,,23,,160,,194,,,-,0,,22,,,-,12,,,-,0,,0,,,-,,-,,
PACIFIC,2015,27,,-,10,,20,,219,,263,,,-,0,,8,,,-,47,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2015,27,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,27,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,27,,-,0,,0,,,-,,-,,-,0,,3,,,-,7,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
INDIANA,2015,27,,-,4,,11,,70,,71,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
FLORIDA,2015,27,12,,16,,122,,302,,261,,,-,0,,5,,,-,35,,,-,0,,0,,,-,,-,"FLORIDA
(28.932571766000024, -81.92832639299996)",
WASHINGTON,2015,27,,-,0,,15,,17,,29,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
NEW MEXICO,2015,27,,-,1,,9,,11,,35,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
NEW YORK,2015,27,7,,3,,14,,71,,70,,,-,0,,2,,,-,14,,,-,0,,0,,,-,,-,"NEW YORK
(42.82700376100007, -75.54396609999998)",
COLORADO,2015,27,,-,0,,6,,3,,35,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"COLORADO
(38.84384342200008, -106.13360911499996)",
RHODE ISLAND,2015,27,,-,0,,4,,5,,9,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
NORTH DAKOTA,2015,27,,-,1,,16,,8,,18,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
MINNESOTA,2015,27,,-,0,,18,,,-,110,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
MASSACHUSETTS,2015,27,1,,3,,9,,64,,52,,,-,0,,2,,2,,11,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
MARYLAND,2015,27,,-,1,,5,,23,,27,,,-,0,,1,,,-,5,,,-,0,,0,,,-,,-,"MARYLAND
(39.290582950000044, -76.60925984299996)",
ARKANSAS,2015,27,1,,1,,12,,24,,10,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
OREGON,2015,27,,-,2,,6,,70,,57,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
TEXAS,2015,27,8,,7,,22,,143,,146,,,-,0,,3,,4,,13,,,-,0,,0,,,-,,-,"TEXAS
(31.827240467000024, -99.42676785299994)",
ALASKA,2015,27,,-,0,,1,,1,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.84508688700004, -147.72202846799996)",
ALABAMA,2015,27,1,,3,,9,,94,,54,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"ALABAMA
(32.84057234800002, -86.63185738799996)",
CONNECTICUT,2015,27,,-,1,,3,,14,,20,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
IOWA,2015,27,1,,4,,13,,93,,130,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"IOWA
(42.469401411000035, -93.81648725599996)",
GEORGIA,2015,27,2,,4,,20,,114,,98,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"GEORGIA
(32.839683200000024, -83.62757885599996)",
PUERTO RICO,2015,27,,-,0,,0,,,-,,-,,-,0,,12,,5,,387,,,-,0,,0,,,-,2,,"PUERTO RICO
(18.248289714000066, -66.49988663099998)",
HAWAII,2015,27,,-,0,,1,,3,,1,,,-,0,,2,,,-,5,,,-,0,,0,,,-,,-,"HAWAII
(21.30485232600006, -157.85774798099996)",
NEW JERSEY,2015,27,,-,0,,6,,2,,23,,,-,0,,6,,,-,27,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
WEST VIRGINIA,2015,27,,-,0,,3,,6,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
UTAH,2015,27,,-,2,,5,,67,,23,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
OHIO,2015,27,15,,5,,15,,136,,140,,,-,0,,2,,3,,7,,,-,0,,0,,,-,,-,"OHIO
(40.060212455000055, -82.40425667899996)",
MONTANA,2015,27,1,,1,,5,,16,,26,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"MONTANA
(47.06652795700006, -109.42441587999997)",
VERMONT,2015,27,,-,0,,7,,13,,8,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
NORTH CAROLINA,2015,27,2,,0,,62,,103,,81,,,-,0,,1,,,-,6,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
IDAHO,2015,27,3,,1,,14,,35,,30,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"IDAHO
(43.68263174800006, -114.36372693399994)",
KANSAS,2015,27,,-,1,,5,,46,,33,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
MICHIGAN,2015,27,2,,4,,13,,88,,93,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
MISSISSIPPI,2015,27,,-,1,,6,,11,,25,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
NEW HAMPSHIRE,2015,27,,-,0,,3,,13,,14,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
ILLINOIS,2015,27,,-,2,,7,,54,,87,,,-,0,,2,,8,,3,,,-,0,,0,,,-,,-,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
SOUTH CAROLINA,2015,27,,-,1,,3,,20,,38,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
PENNSYLVANIA,2015,27,3,,5,,17,,109,,143,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
MAINE,2015,27,,-,0,,5,,13,,22,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"MAINE
(45.25422910300006, -68.98502586699993)",
GUAM,2015,27,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480999164000025, 144.7314964090001)",
OKLAHOMA,2015,27,1,,1,,10,,23,,29,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
NEBRASKA,2015,27,3,,2,,9,,53,,51,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
WISCONSIN,2015,27,5,,8,,30,,180,,179,,,-,0,,1,,,-,5,,,-,0,,0,,,-,,-,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
NEVADA,2015,27,,-,0,,2,,3,,6,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"NEVADA
(39.49324221300003, -117.07183885899997)",
LOUISIANA,2015,27,1,,2,,17,,62,,79,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
VIRGINIA,2015,27,2,,2,,9,,54,,63,,,-,0,,3,,,-,6,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
NEW YORK CITY,2015,27,3,,2,,6,,36,,41,,,-,0,,4,,,-,19,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.71426837200005, -74.00596557099993)",
CALIFORNIA,2015,27,,-,5,,15,,128,,174,,,-,0,,8,,,-,40,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
TENNESSEE,2015,27,2,,2,,12,,71,,36,,,-,0,,3,,8,,2,,,-,0,,0,,,-,,-,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
MISSOURI,2015,27,,-,1,,13,,18,,74,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MISSOURI
(38.63579147100006, -92.56629944499997)",
ARIZONA,2015,27,1,,1,,3,,25,,26,,,-,0,,22,,,-,5,,,-,0,,0,,,-,,-,"ARIZONA
(34.86597351900008, -111.76380664699997)",
KENTUCKY,2015,27,,-,1,,6,,40,,28,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
