Reporting Area,MMWR Year,MMWR Week,"Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Current week","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Current week, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Med","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Med, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Max","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Max, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2016","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2016, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2015","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2015, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Current week","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Current week, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Med","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Med, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Max","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Max, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2016","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2016, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2015","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2015, flag","Syphilis, primary and secondary, Current week","Syphilis, primary and secondary, Current week, flag","Syphilis, primary and secondary, Previous 52 weeks Med","Syphilis, primary and secondary, Previous 52 weeks Med, flag","Syphilis, primary and secondary, Previous 52 weeks Max","Syphilis, primary and secondary, Previous 52 weeks Max, flag","Syphilis, primary and secondary, Cum 2016","Syphilis, primary and secondary, Cum 2016, flag","Syphilis, primary and secondary, Cum 2015","Syphilis, primary and secondary, Cum 2015, flag",Location 1,Location 2
ILLINOIS,2016,22,,-,0,,0,,,-,1,,,-,0,,5,,3,,11,,,-,19,,36,,214,,397,,"ILLINOIS
(40.477092, -88.993221)",
WYOMING,2016,22,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,2,,1,,"WYOMING
(43.23558, -108.110518)",
NEW MEXICO,2016,22,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,3,,10,,60,,47,,"NEW MEXICO
(34.520396, -106.244402)",
NEBRASKA,2016,22,,-,0,,3,,,-,1,,1,,0,,2,,5,,4,,,-,0,,4,,9,,19,,"NEBRASKA
(41.640503, -99.367122)",
OHIO,2016,22,,-,0,,0,,,-,1,,,-,0,,2,,3,,4,,,-,11,,17,,256,,265,,"OHIO
(40.056807, -82.405897)",
TEXAS,2016,22,,-,0,,1,,,-,,-,1,,1,,5,,10,,9,,24,,35,,48,,781,,704,,"TEXAS
(31.827233, -99.423022)",
GEORGIA,2016,22,,-,1,,9,,8,,25,,,-,0,,0,,,-,,-,,-,25,,48,,484,,611,,"GEORGIA
(32.836038, -83.631709)",
MISSISSIPPI,2016,22,,-,0,,1,,,-,,-,,-,1,,8,,11,,23,,3,,5,,9,,104,,84,,"MISSISSIPPI
(32.738663, -89.537312)",
NEW JERSEY,2016,22,,-,0,,1,,1,,1,,,-,0,,7,,4,,16,,,-,6,,17,,110,,139,,"NEW JERSEY
(40.104655, -74.386686)",
SOUTH CAROLINA,2016,22,,-,0,,1,,,-,1,,1,,1,,3,,6,,10,,4,,5,,15,,145,,125,,"SOUTH CAROLINA
(34.009286, -81.037094)",
GUAM,2016,22,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
ALASKA,2016,22,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"ALASKA
(64.836661, -147.738891)",
WASHINGTON,2016,22,,-,0,,0,,,-,,-,,-,0,,4,,,-,,-,1,,8,,13,,106,,186,,"WASHINGTON
(47.517368, -120.467672)",
INDIANA,2016,22,,-,0,,0,,,-,,-,,-,0,,3,,1,,6,,1,,6,,12,,144,,109,,"INDIANA
(39.76845, -86.156212)",
RHODE ISLAND,2016,22,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,5,,2,,7,,45,,27,,"RHODE ISLAND
(41.707447, -71.522488)",
VIRGINIA,2016,22,,-,0,,1,,,-,,-,2,,3,,23,,47,,54,,4,,6,,39,,190,,138,,"VIRGINIA
(37.542699, -78.45822)",
CONNECTICUT,2016,22,,-,0,,0,,,-,1,,,-,0,,1,,,-,2,,,-,1,,7,,10,,42,,"CONNECTICUT
(41.544654, -72.651713)",
IOWA,2016,22,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,1,,4,,24,,29,,"IOWA
(42.46942, -93.815856)",
NEVADA,2016,22,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,1,,6,,15,,137,,128,,"NEVADA
(39.491833, -117.070159)",
COLORADO,2016,22,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,,-,4,,9,,69,,94,,"COLORADO
(38.841772, -106.132562)",
FLORIDA,2016,22,,-,0,,1,,,-,,-,,-,0,,5,,4,,10,,1,,41,,65,,874,,814,,"FLORIDA
(28.915325, -81.922409)",
PENNSYLVANIA,2016,22,,-,0,,0,,,-,,-,1,,0,,4,,5,,,-,6,,13,,19,,240,,270,,"PENNSYLVANIA
(40.789676, -77.858055)",
VERMONT,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,0,,2,,7,,5,,"VERMONT
(43.622479, -72.51927)",
KENTUCKY,2016,22,,-,0,,1,,1,,,-,,-,2,,10,,23,,23,,5,,3,,12,,75,,56,,"KENTUCKY
(37.64591, -84.774043)",
MARYLAND,2016,22,,-,0,,0,,,-,,-,,-,0,,2,,9,,,-,,-,10,,20,,166,,190,,"MARYLAND
(39.290443, -76.612333)",
WISCONSIN,2016,22,,-,0,,0,,,-,,-,,-,0,,1,,2,,2,,,-,2,,5,,51,,35,,"WISCONSIN
(44.395526, -89.834513)",
NEW YORK,2016,22,,-,0,,1,,3,,2,,,-,0,,3,,3,,5,,,-,10,,46,,182,,140,,"NEW YORK
(42.826892, -75.544286)",
WEST VIRGINIA,2016,22,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,,-,1,,5,,18,,18,,"WEST VIRGINIA
(38.668501, -80.709421)",
IDAHO,2016,22,1,,0,,1,,2,,,-,,-,0,,2,,1,,,-,,-,1,,7,,22,,8,,"IDAHO
(43.680635, -114.364237)",
MASSACHUSETTS,2016,22,,-,0,,1,,,-,1,,,-,0,,1,,2,,3,,,-,9,,18,,173,,154,,"MASSACHUSETTS
(42.268546, -72.085064)",
MINNESOTA,2016,22,,-,0,,0,,,-,,-,,-,0,,3,,,-,2,,,-,5,,11,,133,,89,,"MINNESOTA
(44.943719, -93.094281)",
LOUISIANA,2016,22,,-,0,,1,,,-,,-,,-,0,,2,,,-,3,,,-,13,,38,,140,,233,,"LOUISIANA
(31.2931, -92.463284)",
OREGON,2016,22,,-,0,,0,,,-,,-,,-,0,,1,,,-,4,,2,,7,,13,,135,,147,,"OREGON
(44.567912, -120.156945)",
UNITED STATES,2016,23,3,,2,,15,,26,,53,,38,,50,,322,,667,,938,,94,,478,,581,,9485,,9792,,,
NEW ENGLAND,2016,23,,-,0,,0,,,-,2,,,-,0,,2,,4,,6,,,-,13,,27,,272,,266,,,
MID. ATLANTIC,2016,23,1,,0,,1,,5,,3,,1,,1,,10,,23,,31,,20,,61,,101,,1277,,1155,,,
NEW YORK CITY,2016,23,,-,0,,0,,,-,,-,,-,0,,1,,4,,2,,2,,32,,45,,682,,580,,"NEW YORK CITY
",
E.N. CENTRAL,2016,23,,-,0,,0,,,-,2,,,-,1,,8,,13,,28,,,-,46,,64,,824,,1039,,,
W.N. CENTRAL,2016,23,1,,0,,3,,3,,2,,2,,4,,29,,50,,123,,1,,17,,32,,390,,341,,,
S. ATLANTIC,2016,23,,-,1,,10,,10,,33,,5,,10,,78,,159,,183,,24,,120,,164,,2405,,2484,,,
DIST. OF COL.,2016,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,7,,29,,46,,"DIST. OF COL.
",
E.S. CENTRAL,2016,23,1,,0,,3,,4,,2,,17,,15,,65,,279,,303,,3,,20,,38,,445,,422,,,
W.S. CENTRAL,2016,23,,-,0,,7,,1,,1,,13,,10,,307,,131,,244,,28,,52,,75,,1090,,1087,,,
MOUNTAIN,2016,23,,-,0,,2,,3,,8,,,-,0,,3,,6,,10,,1,,27,,41,,553,,580,,,
PACIFIC,2016,23,,-,0,,0,,,-,,-,,-,0,,4,,2,,10,,17,,114,,144,,2229,,2418,,,
AMER. SAMOA,2016,23,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"AMER. SAMOA
",
VIRGIN ISL.,2016,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
IOWA,2016,23,,-,0,,0,,,-,,-,,-,0,,1,,2,,2,,,-,1,,4,,24,,30,,"IOWA
(42.46942, -93.815856)",
CONNECTICUT,2016,23,,-,0,,0,,,-,1,,,-,0,,1,,,-,2,,,-,1,,7,,12,,45,,"CONNECTICUT
(41.544654, -72.651713)",
SOUTH DAKOTA,2016,23,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,2,,6,,17,,"SOUTH DAKOTA
(44.35371, -100.373709)",
GUAM,2016,23,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
ARKANSAS,2016,23,,-,0,,1,,1,,1,,13,,9,,71,,119,,223,,,-,3,,10,,57,,17,,"ARKANSAS
(34.748745, -92.275105)",
GEORGIA,2016,23,,-,1,,9,,10,,31,,,-,0,,0,,,-,,-,,-,24,,48,,510,,641,,"GEORGIA
(32.836038, -83.631709)",
OREGON,2016,23,,-,0,,0,,,-,,-,,-,0,,1,,,-,4,,,-,7,,13,,138,,155,,"OREGON
(44.567912, -120.156945)",
OKLAHOMA,2016,23,,-,0,,7,,,-,,-,,-,0,,275,,2,,6,,,-,4,,11,,75,,79,,"OKLAHOMA
(35.468494, -97.521264)",
NEVADA,2016,23,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,6,,15,,143,,139,,"NEVADA
(39.491833, -117.070159)",
RHODE ISLAND,2016,23,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,2,,7,,44,,30,,"RHODE ISLAND
(41.707447, -71.522488)",
PUERTO RICO,2016,23,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,9,,38,,189,,172,,"PUERTO RICO
(18.215692, -66.414655)",
NORTH DAKOTA,2016,23,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,,-,0,,3,,9,,4,,"NORTH DAKOTA
(47.475879, -100.121011)",
WYOMING,2016,23,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,2,,1,,"WYOMING
(43.23558, -108.110518)",
LOUISIANA,2016,23,,-,0,,1,,,-,,-,,-,0,,2,,,-,3,,1,,13,,38,,146,,252,,"LOUISIANA
(31.2931, -92.463284)",
TENNESSEE,2016,23,1,,0,,3,,3,,2,,12,,8,,42,,137,,164,,,-,7,,13,,131,,152,,"TENNESSEE
(35.681402, -85.774444)",
SOUTH CAROLINA,2016,23,,-,0,,1,,,-,1,,,-,1,,3,,6,,12,,5,,5,,15,,154,,131,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ALABAMA,2016,23,,-,0,,1,,,-,,-,4,,4,,19,,104,,84,,,-,6,,14,,131,,119,,"ALABAMA
(32.839182, -86.631125)",
FLORIDA,2016,23,,-,0,,1,,,-,,-,1,,0,,5,,5,,10,,2,,42,,66,,932,,860,,"FLORIDA
(28.915325, -81.922409)",
WEST VIRGINIA,2016,23,,-,0,,0,,,-,,-,,-,0,,1,,1,,2,,,-,1,,5,,21,,18,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW YORK,2016,23,,-,0,,1,,3,,2,,,-,0,,3,,3,,6,,11,,10,,46,,194,,146,,"NEW YORK
(42.826892, -75.544286)",
WASHINGTON,2016,23,,-,0,,0,,,-,,-,,-,0,,4,,,-,,-,6,,7,,13,,112,,190,,"WASHINGTON
(47.517368, -120.467672)",
KENTUCKY,2016,23,,-,0,,1,,1,,,-,1,,2,,10,,27,,29,,3,,3,,12,,79,,59,,"KENTUCKY
(37.64591, -84.774043)",
MICHIGAN,2016,23,,-,0,,0,,,-,,-,,-,0,,2,,2,,1,,,-,7,,12,,115,,190,,"MICHIGAN
(44.66399, -84.711206)",
TEXAS,2016,23,,-,0,,1,,,-,,-,,-,1,,5,,10,,12,,27,,35,,48,,812,,739,,"TEXAS
(31.827233, -99.423022)",
MISSISSIPPI,2016,23,,-,0,,1,,,-,,-,,-,1,,8,,11,,26,,,-,5,,9,,104,,92,,"MISSISSIPPI
(32.738663, -89.537312)",
NEW HAMPSHIRE,2016,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,7,,22,,16,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
DELAWARE,2016,23,,-,0,,0,,,-,,-,,-,0,,4,,8,,5,,1,,1,,7,,26,,21,,"DELAWARE
(39.008676, -75.574561)",
VIRGINIA,2016,23,,-,0,,1,,,-,,-,4,,3,,23,,54,,62,,15,,6,,39,,205,,140,,"VIRGINIA
(37.542699, -78.45822)",
MINNESOTA,2016,23,,-,0,,0,,,-,,-,,-,0,,3,,,-,3,,,-,5,,11,,133,,99,,"MINNESOTA
(44.943719, -93.094281)",
CALIFORNIA,2016,23,,-,0,,0,,,-,,-,,-,0,,1,,2,,6,,11,,99,,121,,1958,,2037,,"CALIFORNIA
(37.640735, -121.002435)",
PENNSYLVANIA,2016,23,1,,0,,0,,1,,,-,1,,0,,4,,6,,1,,7,,13,,19,,280,,285,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW JERSEY,2016,23,,-,0,,1,,1,,1,,,-,1,,6,,10,,22,,,-,6,,17,,121,,144,,"NEW JERSEY
(40.104655, -74.386686)",
MAINE,2016,23,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,4,,14,,12,,"MAINE
(45.252223, -68.986647)",
MASSACHUSETTS,2016,23,,-,0,,0,,,-,1,,,-,0,,1,,2,,3,,,-,9,,18,,173,,158,,"MASSACHUSETTS
(42.268546, -72.085064)",
MARYLAND,2016,23,,-,0,,0,,,-,,-,,-,0,,2,,9,,1,,,-,9,,20,,166,,201,,"MARYLAND
(39.290443, -76.612333)",
MONTANA,2016,23,,-,0,,1,,,-,,-,,-,0,,1,,,-,2,,1,,0,,2,,10,,1,,"MONTANA
(47.062617, -109.430168)",
IDAHO,2016,23,,-,0,,1,,2,,,-,,-,0,,2,,1,,,-,,-,1,,7,,22,,8,,"IDAHO
(43.680635, -114.364237)",
ARIZONA,2016,23,,-,0,,1,,1,,7,,,-,0,,1,,5,,6,,,-,11,,19,,216,,257,,"ARIZONA
(34.869712, -111.760902)",
ILLINOIS,2016,23,,-,0,,0,,,-,1,,,-,0,,5,,3,,13,,,-,19,,36,,230,,424,,"ILLINOIS
(40.477092, -88.993221)",
HAWAII,2016,23,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,6,,21,,36,,"HAWAII
(21.30992, -157.858158)",
OHIO,2016,23,,-,0,,0,,,-,1,,,-,0,,2,,3,,4,,,-,11,,18,,279,,271,,"OHIO
(40.056807, -82.405897)",
MISSOURI,2016,23,1,,0,,1,,2,,,-,2,,2,,18,,25,,62,,1,,6,,16,,157,,137,,"MISSOURI
(38.636168, -92.566292)",
COLORADO,2016,23,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,,-,4,,9,,71,,100,,"COLORADO
(38.841772, -106.132562)",
VERMONT,2016,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,7,,5,,"VERMONT
(43.622479, -72.51927)",
KANSAS,2016,23,,-,0,,1,,1,,1,,,-,1,,13,,17,,50,,,-,2,,5,,48,,33,,"KANSAS
(38.345528, -98.201847)",
ALASKA,2016,23,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,"ALASKA
(64.836661, -147.738891)",
UTAH,2016,23,,-,0,,0,,,-,1,,,-,0,,2,,,-,,-,,-,1,,5,,26,,25,,"UTAH
(39.359772, -111.584173)",
NEBRASKA,2016,23,,-,0,,3,,,-,1,,,-,0,,2,,6,,5,,,-,0,,4,,13,,21,,"NEBRASKA
(41.640503, -99.367122)",
WISCONSIN,2016,23,,-,0,,0,,,-,,-,,-,0,,1,,2,,2,,,-,2,,5,,52,,37,,"WISCONSIN
(44.395526, -89.834513)",
NORTH CAROLINA,2016,23,,-,0,,1,,,-,1,,,-,3,,66,,76,,91,,,-,22,,43,,362,,426,,"NORTH CAROLINA
(35.47995, -79.180571)",
INDIANA,2016,23,,-,0,,0,,,-,,-,,-,0,,3,,3,,8,,,-,6,,12,,148,,117,,"INDIANA
(39.76845, -86.156212)",
NEW MEXICO,2016,23,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,3,,10,,63,,49,,"NEW MEXICO
(34.520396, -106.244402)",
UNITED STATES,2016,24,2,,2,,15,,30,,64,,54,,55,,322,,812,,1127,,86,,475,,581,,9978,,10246,,,
NEW ENGLAND,2016,24,,-,0,,0,,,-,2,,,-,0,,2,,4,,8,,,-,13,,27,,296,,280,,,
MID. ATLANTIC,2016,24,,-,0,,1,,5,,3,,,-,1,,10,,23,,37,,18,,61,,101,,1341,,1199,,,
NEW YORK CITY,2016,24,,-,0,,0,,,-,,-,,-,0,,1,,4,,3,,5,,32,,45,,708,,605,,"NEW YORK CITY
",
E.N. CENTRAL,2016,24,,-,0,,0,,,-,2,,,-,1,,8,,14,,33,,,-,46,,64,,838,,1103,,,
W.N. CENTRAL,2016,24,1,,0,,3,,5,,2,,8,,6,,29,,73,,148,,1,,17,,32,,425,,360,,,
S. ATLANTIC,2016,24,1,,1,,10,,11,,43,,5,,11,,78,,190,,236,,13,,119,,164,,2539,,2586,,,
DIST. OF COL.,2016,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,7,,34,,47,,"DIST. OF COL.
",
E.S. CENTRAL,2016,24,,-,0,,3,,3,,2,,18,,15,,65,,334,,344,,4,,19,,38,,464,,434,,,
W.S. CENTRAL,2016,24,,-,0,,7,,1,,1,,23,,10,,307,,166,,299,,32,,52,,75,,1133,,1141,,,
MOUNTAIN,2016,24,,-,0,,2,,4,,9,,,-,0,,3,,6,,11,,2,,27,,40,,579,,609,,,
PACIFIC,2016,24,,-,0,,1,,1,,,-,,-,0,,4,,2,,11,,16,,114,,144,,2363,,2534,,,
AMER. SAMOA,2016,24,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,24,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
DELAWARE,2016,24,,-,0,,0,,,-,,-,,-,0,,4,,8,,6,,1,,1,,7,,27,,21,,"DELAWARE
(39.008676, -75.574561)",
VIRGINIA,2016,24,,-,0,,1,,,-,,-,3,,3,,23,,64,,75,,3,,6,,39,,208,,152,,"VIRGINIA
(37.542699, -78.45822)",
PENNSYLVANIA,2016,24,,-,0,,1,,1,,,-,,-,0,,4,,6,,1,,1,,13,,19,,294,,294,,"PENNSYLVANIA
(40.789676, -77.858055)",
CALIFORNIA,2016,24,,-,0,,0,,,-,,-,,-,0,,1,,2,,6,,11,,98,,121,,2079,,2136,,"CALIFORNIA
(37.640735, -121.002435)",
MISSOURI,2016,24,,-,0,,2,,3,,,-,7,,3,,18,,42,,77,,,-,6,,16,,175,,144,,"MISSOURI
(38.636168, -92.566292)",
TENNESSEE,2016,24,,-,0,,3,,2,,2,,11,,8,,42,,166,,181,,,-,7,,13,,131,,155,,"TENNESSEE
(35.681402, -85.774444)",
MICHIGAN,2016,24,,-,0,,0,,,-,,-,,-,0,,2,,2,,1,,,-,7,,12,,119,,201,,"MICHIGAN
(44.66399, -84.711206)",
WYOMING,2016,24,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,2,,1,,"WYOMING
(43.23558, -108.110518)",
WEST VIRGINIA,2016,24,,-,0,,0,,,-,,-,,-,0,,1,,1,,2,,,-,1,,5,,21,,18,,"WEST VIRGINIA
(38.668501, -80.709421)",
GEORGIA,2016,24,,-,1,,9,,10,,40,,,-,0,,0,,,-,,-,1,,24,,47,,551,,669,,"GEORGIA
(32.836038, -83.631709)",
HAWAII,2016,24,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,6,,23,,37,,"HAWAII
(21.30992, -157.858158)",
OREGON,2016,24,,-,0,,1,,1,,,-,,-,0,,1,,,-,5,,5,,7,,14,,149,,162,,"OREGON
(44.567912, -120.156945)",
WASHINGTON,2016,24,,-,0,,0,,,-,,-,,-,0,,4,,,-,,-,,-,7,,13,,112,,198,,"WASHINGTON
(47.517368, -120.467672)",
INDIANA,2016,24,,-,0,,0,,,-,,-,,-,0,,3,,4,,9,,,-,6,,12,,156,,122,,"INDIANA
(39.76845, -86.156212)",
MISSISSIPPI,2016,24,,-,0,,1,,,-,,-,,-,1,,8,,15,,29,,1,,5,,9,,114,,96,,"MISSISSIPPI
(32.738663, -89.537312)",
CONNECTICUT,2016,24,,-,0,,0,,,-,1,,,-,0,,1,,,-,3,,,-,1,,7,,14,,47,,"CONNECTICUT
(41.544654, -72.651713)",
NEW JERSEY,2016,24,,-,0,,1,,1,,1,,,-,0,,5,,10,,27,,,-,6,,17,,131,,149,,"NEW JERSEY
(40.104655, -74.386686)",
TEXAS,2016,24,,-,0,,1,,,-,,-,,-,1,,5,,10,,13,,32,,34,,48,,853,,777,,"TEXAS
(31.827233, -99.423022)",
NEBRASKA,2016,24,1,,0,,3,,1,,1,,1,,0,,3,,8,,6,,,-,0,,4,,15,,21,,"NEBRASKA
(41.640503, -99.367122)",
MASSACHUSETTS,2016,24,,-,0,,0,,,-,1,,,-,0,,1,,2,,4,,,-,9,,18,,190,,163,,"MASSACHUSETTS
(42.268546, -72.085064)",
FLORIDA,2016,24,1,,0,,0,,1,,,-,2,,0,,3,,7,,7,,3,,42,,66,,974,,892,,"FLORIDA
(28.915325, -81.922409)",
VERMONT,2016,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,7,,5,,"VERMONT
(43.622479, -72.51927)",
MARYLAND,2016,24,,-,0,,0,,,-,,-,,-,0,,2,,9,,1,,1,,9,,21,,190,,209,,"MARYLAND
(39.290443, -76.612333)",
SOUTH DAKOTA,2016,24,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,2,,6,,19,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NORTH DAKOTA,2016,24,,-,0,,0,,,-,,-,,-,0,,2,,,-,2,,,-,0,,3,,10,,5,,"NORTH DAKOTA
(47.475879, -100.121011)",
NORTH CAROLINA,2016,24,,-,0,,1,,,-,2,,,-,3,,66,,95,,132,,,-,21,,43,,374,,444,,"NORTH CAROLINA
(35.47995, -79.180571)",
ILLINOIS,2016,24,,-,0,,0,,,-,1,,,-,0,,5,,3,,17,,,-,18,,36,,233,,460,,"ILLINOIS
(40.477092, -88.993221)",
MONTANA,2016,24,,-,0,,1,,,-,1,,,-,0,,1,,,-,2,,,-,0,,2,,8,,1,,"MONTANA
(47.062617, -109.430168)",
OKLAHOMA,2016,24,,-,0,,7,,,-,,-,1,,0,,275,,3,,6,,,-,4,,11,,75,,83,,"OKLAHOMA
(35.468494, -97.521264)",
NEW YORK,2016,24,,-,0,,1,,3,,2,,,-,0,,3,,3,,6,,12,,10,,46,,208,,151,,"NEW YORK
(42.826892, -75.544286)",
GUAM,2016,24,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
PUERTO RICO,2016,24,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,6,,9,,38,,210,,179,,"PUERTO RICO
(18.215692, -66.414655)",
NEW HAMPSHIRE,2016,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,7,,23,,23,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
OHIO,2016,24,,-,0,,0,,,-,1,,,-,0,,2,,3,,4,,,-,11,,18,,278,,281,,"OHIO
(40.056807, -82.405897)",
IOWA,2016,24,,-,0,,0,,,-,,-,,-,0,,1,,2,,3,,,-,1,,4,,25,,31,,"IOWA
(42.46942, -93.815856)",
NEVADA,2016,24,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,6,,15,,149,,146,,"NEVADA
(39.491833, -117.070159)",
ARIZONA,2016,24,,-,0,,1,,2,,7,,,-,0,,1,,5,,6,,2,,11,,19,,224,,269,,"ARIZONA
(34.869712, -111.760902)",
KANSAS,2016,24,,-,0,,1,,1,,1,,,-,1,,13,,21,,57,,,-,2,,5,,49,,36,,"KANSAS
(38.345528, -98.201847)",
LOUISIANA,2016,24,,-,0,,1,,,-,,-,,-,0,,2,,,-,3,,,-,12,,38,,146,,260,,"LOUISIANA
(31.2931, -92.463284)",
ALABAMA,2016,24,,-,0,,1,,,-,,-,2,,4,,19,,117,,95,,,-,6,,14,,137,,122,,"ALABAMA
(32.839182, -86.631125)",
KENTUCKY,2016,24,,-,0,,1,,1,,,-,5,,2,,10,,36,,39,,3,,3,,12,,82,,61,,"KENTUCKY
(37.64591, -84.774043)",
MINNESOTA,2016,24,,-,0,,0,,,-,,-,,-,0,,3,,,-,3,,1,,5,,11,,145,,104,,"MINNESOTA
(44.943719, -93.094281)",
RHODE ISLAND,2016,24,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,2,,7,,48,,30,,"RHODE ISLAND
(41.707447, -71.522488)",
NEW MEXICO,2016,24,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,3,,10,,66,,51,,"NEW MEXICO
(34.520396, -106.244402)",
ALASKA,2016,24,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,1,,,-,1,,"ALASKA
(64.836661, -147.738891)",
IDAHO,2016,24,,-,0,,1,,2,,,-,,-,0,,2,,1,,,-,,-,1,,7,,22,,10,,"IDAHO
(43.680635, -114.364237)",
COLORADO,2016,24,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,,-,4,,9,,81,,106,,"COLORADO
(38.841772, -106.132562)",
ARKANSAS,2016,24,,-,0,,1,,1,,1,,22,,10,,71,,153,,277,,,-,3,,10,,59,,21,,"ARKANSAS
(34.748745, -92.275105)",
UTAH,2016,24,,-,0,,0,,,-,1,,,-,0,,2,,,-,,-,,-,1,,5,,27,,25,,"UTAH
(39.359772, -111.584173)",
WISCONSIN,2016,24,,-,0,,0,,,-,,-,,-,0,,1,,2,,2,,,-,2,,5,,52,,39,,"WISCONSIN
(44.395526, -89.834513)",
MAINE,2016,24,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,4,,14,,12,,"MAINE
(45.252223, -68.986647)",
SOUTH CAROLINA,2016,24,,-,0,,1,,,-,1,,,-,1,,3,,6,,13,,4,,5,,15,,160,,134,,"SOUTH CAROLINA
(34.009286, -81.037094)",
