Reporting Area,MMWR Year,MMWR Week,"Babesiosis, Current week","Babesiosis, Current week, flag","Babesiosis, Previous 52 weeks Med","Babesiosis, Previous 52 weeks Med, flag","Babesiosis, Previous 52 weeks Max","Babesiosis, Previous 52 weeks Max, flag","Babesiosis, Cum 2016","Babesiosis, Cum 2016, flag","Babesiosis, Cum 2015","Babesiosis, Cum 2015, flag","Campylobacteriosis, Current week","Campylobacteriosis, Current week, flag","Campylobacteriosis, Previous 52 weeks Med","Campylobacteriosis, Previous 52 weeks Med, flag","Campylobacteriosis, Previous 52 weeks Max","Campylobacteriosis, Previous 52 weeks Max, flag","Campylobacteriosis, Cum 2016","Campylobacteriosis, Cum 2016, flag","Campylobacteriosis, Cum 2015","Campylobacteriosis, Cum 2015, flag",Location 1,Location 2
GUAM,2016,24,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"GUAM
(13.3532, 144.653198)",
TEXAS,2016,24,,-,0,,1,,,-,1,,84,,70,,202,,1097,,1402,,"TEXAS
(31.827233, -99.423022)",
LOUISIANA,2016,24,,-,0,,1,,1,,,-,13,,8,,23,,205,,237,,"LOUISIANA
(31.2931, -92.463284)",
WEST VIRGINIA,2016,24,,-,0,,0,,,-,,-,1,,5,,18,,72,,128,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW YORK,2016,24,3,,4,,109,,34,,17,,45,,32,,89,,562,,673,,"NEW YORK
(42.826892, -75.544286)",
OREGON,2016,24,,-,0,,0,,,-,2,,5,,16,,32,,365,,396,,"OREGON
(44.567912, -120.156945)",
VIRGINIA,2016,24,,N,0,,0,,,N,,N,21,,28,,81,,565,,628,,"VIRGINIA
(37.542699, -78.45822)",
NEBRASKA,2016,24,,-,0,,1,,1,,,-,5,,8,,25,,210,,202,,"NEBRASKA
(41.640503, -99.367122)",
HAWAII,2016,24,,N,0,,0,,,N,,N,4,,10,,28,,169,,208,,"HAWAII
(21.30992, -157.858158)",
NEW JERSEY,2016,24,,-,1,,33,,7,,50,,,-,34,,63,,538,,746,,"NEW JERSEY
(40.104655, -74.386686)",
NORTH CAROLINA,2016,24,,N,0,,0,,,N,,N,,-,25,,82,,425,,404,,"NORTH CAROLINA
(35.47995, -79.180571)",
ARKANSAS,2016,24,,-,0,,0,,,-,,-,11,,8,,22,,188,,169,,"ARKANSAS
(34.748745, -92.275105)",
RHODE ISLAND,2016,24,,-,1,,26,,6,,6,,9,,4,,21,,80,,50,,"RHODE ISLAND
(41.707447, -71.522488)",
DELAWARE,2016,24,,-,0,,1,,,-,,-,,-,3,,7,,48,,64,,"DELAWARE
(39.008676, -75.574561)",
OHIO,2016,24,,-,0,,0,,,-,2,,53,,34,,93,,800,,662,,"OHIO
(40.056807, -82.405897)",
MISSOURI,2016,24,,N,0,,0,,,N,,N,,-,15,,60,,16,,472,,"MISSOURI
(38.636168, -92.566292)",
GEORGIA,2016,24,,N,0,,0,,,N,,N,8,,18,,36,,317,,465,,"GEORGIA
(32.836038, -83.631709)",
MISSISSIPPI,2016,24,,N,0,,0,,,N,,N,,-,4,,10,,84,,78,,"MISSISSIPPI
(32.738663, -89.537312)",
UNITED STATES,2016,25,7,,13,,181,,112,,316,,659,,971,,3038,,19582,,22421,,,
NEW ENGLAND,2016,25,,-,5,,103,,45,,168,,10,,53,,114,,1082,,1217,,,
MID. ATLANTIC,2016,25,7,,6,,109,,61,,116,,121,,136,,253,,2734,,3280,,,
NEW YORK CITY,2016,25,1,,0,,11,,11,,10,,38,,33,,49,,741,,771,,"NEW YORK CITY
",
E.N. CENTRAL,2016,25,,-,0,,7,,1,,16,,85,,114,,223,,2844,,2203,,,
W.N. CENTRAL,2016,25,,-,0,,6,,1,,7,,30,,75,,198,,1087,,2105,,,
S. ATLANTIC,2016,25,,-,0,,2,,3,,2,,77,,156,,285,,2930,,4012,,,
DIST. OF COL.,2016,25,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2016,25,,-,0,,0,,,-,3,,23,,44,,80,,937,,1025,,,
W.S. CENTRAL,2016,25,,-,0,,1,,1,,1,,140,,106,,261,,2034,,2255,,,
MOUNTAIN,2016,25,,-,0,,0,,,-,,-,25,,71,,140,,1264,,1898,,,
PACIFIC,2016,25,,-,0,,2,,,-,3,,148,,201,,1992,,4670,,4426,,,
AMER. SAMOA,2016,25,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,25,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,25,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
DELAWARE,2016,25,,-,0,,1,,,-,,-,,-,3,,7,,50,,69,,"DELAWARE
(39.008676, -75.574561)",
CALIFORNIA,2016,25,,-,0,,1,,,-,1,,85,,160,,212,,3411,,3736,,"CALIFORNIA
(37.640735, -121.002435)",
ARIZONA,2016,25,,-,0,,0,,,-,,-,15,,24,,35,,537,,724,,"ARIZONA
(34.869712, -111.760902)",
UTAH,2016,25,,-,0,,0,,,-,,-,,-,8,,18,,151,,186,,"UTAH
(39.359772, -111.584173)",
NEW YORK,2016,25,6,,4,,109,,40,,24,,53,,32,,89,,615,,723,,"NEW YORK
(42.826892, -75.544286)",
MONTANA,2016,25,,-,0,,0,,,-,,-,3,,6,,14,,157,,149,,"MONTANA
(47.062617, -109.430168)",
ARKANSAS,2016,25,,-,0,,0,,,-,,-,17,,8,,23,,211,,180,,"ARKANSAS
(34.748745, -92.275105)",
WASHINGTON,2016,25,,-,0,,2,,,-,,-,41,,0,,1841,,645,,,-,"WASHINGTON
(47.517368, -120.467672)",
OREGON,2016,25,,-,0,,0,,,-,2,,18,,16,,32,,396,,428,,"OREGON
(44.567912, -120.156945)",
VIRGINIA,2016,25,,N,0,,0,,,N,,N,22,,28,,81,,624,,670,,"VIRGINIA
(37.542699, -78.45822)",
CONNECTICUT,2016,25,,-,1,,41,,14,,56,,,-,12,,35,,236,,319,,"CONNECTICUT
(41.544654, -72.651713)",
GUAM,2016,25,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"GUAM
(13.3532, 144.653198)",
INDIANA,2016,25,,-,0,,0,,,-,,-,,-,15,,39,,288,,373,,"INDIANA
(39.76845, -86.156212)",
COLORADO,2016,25,,N,0,,0,,,N,,N,,-,15,,40,,1,,344,,"COLORADO
(38.841772, -106.132562)",
WYOMING,2016,25,,-,0,,0,,,-,,-,,-,3,,8,,58,,60,,"WYOMING
(43.23558, -108.110518)",
MARYLAND,2016,25,,-,0,,1,,2,,1,,8,,14,,32,,338,,327,,"MARYLAND
(39.290443, -76.612333)",
NEBRASKA,2016,25,,-,0,,1,,1,,,-,16,,8,,26,,229,,220,,"NEBRASKA
(41.640503, -99.367122)",
OHIO,2016,25,,-,0,,0,,,-,2,,55,,34,,93,,855,,702,,"OHIO
(40.056807, -82.405897)",
TENNESSEE,2016,25,,-,0,,0,,,-,1,,12,,13,,28,,293,,339,,"TENNESSEE
(35.681402, -85.774444)",
ALASKA,2016,25,,N,0,,0,,,N,,N,,-,2,,5,,30,,26,,"ALASKA
(64.836661, -147.738891)",
NEVADA,2016,25,,N,0,,0,,,N,,N,,-,2,,8,,27,,73,,"NEVADA
(39.491833, -117.070159)",
ILLINOIS,2016,25,,-,0,,1,,,-,1,,1,,0,,43,,605,,,-,"ILLINOIS
(40.477092, -88.993221)",
KANSAS,2016,25,,N,0,,0,,,N,,N,,-,10,,29,,203,,311,,"KANSAS
(38.345528, -98.201847)",
MISSISSIPPI,2016,25,,N,0,,0,,,N,,N,,-,4,,10,,84,,81,,"MISSISSIPPI
(32.738663, -89.537312)",
PENNSYLVANIA,2016,25,,N,0,,0,,,N,,N,30,,39,,108,,822,,990,,"PENNSYLVANIA
(40.789676, -77.858055)",
NORTH DAKOTA,2016,25,,-,0,,2,,,-,,-,,-,3,,9,,68,,92,,"NORTH DAKOTA
(47.475879, -100.121011)",
VERMONT,2016,25,,-,0,,3,,,-,,-,3,,3,,11,,73,,54,,"VERMONT
(43.622479, -72.51927)",
NEW JERSEY,2016,25,,-,1,,33,,10,,82,,,-,34,,63,,556,,796,,"NEW JERSEY
(40.104655, -74.386686)",
MISSOURI,2016,25,,N,0,,0,,,N,,N,,-,15,,60,,16,,510,,"MISSOURI
(38.636168, -92.566292)",
PUERTO RICO,2016,25,,N,0,,0,,,N,,N,,-,0,,3,,16,,12,,"PUERTO RICO
(18.215692, -66.414655)",
MINNESOTA,2016,25,,-,0,,6,,,-,7,,,-,22,,61,,1,,536,,"MINNESOTA
(44.943719, -93.094281)",
NEW HAMPSHIRE,2016,25,,-,0,,5,,2,,12,,2,,4,,12,,88,,106,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
RHODE ISLAND,2016,25,,-,1,,26,,6,,12,,,-,4,,21,,80,,68,,"RHODE ISLAND
(41.707447, -71.522488)",
MICHIGAN,2016,25,,-,0,,1,,,-,2,,19,,23,,53,,486,,545,,"MICHIGAN
(44.66399, -84.711206)",
LOUISIANA,2016,25,,-,0,,1,,1,,,-,7,,8,,23,,212,,248,,"LOUISIANA
(31.2931, -92.463284)",
FLORIDA,2016,25,,N,0,,0,,,N,,N,34,,56,,94,,912,,1754,,"FLORIDA
(28.915325, -81.922409)",
IDAHO,2016,25,,N,0,,0,,,N,,N,7,,8,,20,,180,,163,,"IDAHO
(43.680635, -114.364237)",
HAWAII,2016,25,,N,0,,0,,,N,,N,4,,10,,28,,188,,236,,"HAWAII
(21.30992, -157.858158)",
NEW MEXICO,2016,25,,N,0,,0,,,N,,N,,-,8,,19,,153,,199,,"NEW MEXICO
(34.520396, -106.244402)",
WISCONSIN,2016,25,,-,0,,7,,1,,11,,10,,27,,50,,610,,583,,"WISCONSIN
(44.395526, -89.834513)",
GEORGIA,2016,25,,N,0,,0,,,N,,N,13,,18,,36,,353,,499,,"GEORGIA
(32.836038, -83.631709)",
WEST VIRGINIA,2016,25,,-,0,,0,,,-,,-,,-,5,,18,,76,,137,,"WEST VIRGINIA
(38.668501, -80.709421)",
TEXAS,2016,25,,-,0,,0,,,-,1,,83,,70,,202,,1219,,1512,,"TEXAS
(31.827233, -99.423022)",
SOUTH DAKOTA,2016,25,,-,0,,0,,,-,,-,3,,7,,16,,192,,155,,"SOUTH DAKOTA
(44.35371, -100.373709)",
ALABAMA,2016,25,,-,0,,0,,,-,2,,6,,13,,31,,287,,245,,"ALABAMA
(32.839182, -86.631125)",
MASSACHUSETTS,2016,25,,-,2,,48,,19,,84,,,-,27,,47,,516,,587,,"MASSACHUSETTS
(42.268546, -72.085064)",
OKLAHOMA,2016,25,,N,0,,0,,,N,,N,33,,18,,32,,392,,315,,"OKLAHOMA
(35.468494, -97.521264)",
IOWA,2016,25,,N,0,,0,,,N,,N,11,,16,,33,,378,,281,,"IOWA
(42.46942, -93.815856)",
SOUTH CAROLINA,2016,25,,-,0,,1,,1,,1,,,-,7,,16,,128,,134,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NORTH CAROLINA,2016,25,,N,0,,0,,,N,,N,,-,25,,82,,449,,422,,"NORTH CAROLINA
(35.47995, -79.180571)",
MAINE,2016,25,,-,1,,6,,4,,4,,5,,4,,10,,89,,83,,"MAINE
(45.252223, -68.986647)",
KENTUCKY,2016,25,,-,0,,0,,,-,,-,5,,13,,35,,273,,360,,"KENTUCKY
(37.64591, -84.774043)",
UNITED STATES,2016,26,7,,12,,181,,140,,440,,603,,971,,3038,,20726,,23841,,,
NEW ENGLAND,2016,26,2,,6,,103,,63,,243,,5,,53,,114,,1105,,1319,,,
MID. ATLANTIC,2016,26,5,,6,,109,,71,,155,,99,,139,,253,,2937,,3519,,,
NEW YORK CITY,2016,26,,-,0,,11,,11,,13,,35,,33,,49,,776,,815,,"NEW YORK CITY
",
E.N. CENTRAL,2016,26,,-,0,,7,,1,,23,,63,,114,,223,,2952,,2361,,,
W.N. CENTRAL,2016,26,,-,0,,6,,1,,10,,41,,73,,198,,1204,,2254,,,
S. ATLANTIC,2016,26,,-,0,,2,,3,,2,,75,,156,,285,,3067,,4231,,,
DIST. OF COL.,2016,26,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2016,26,,-,0,,0,,,-,3,,16,,44,,80,,980,,1073,,,
W.S. CENTRAL,2016,26,,-,0,,1,,1,,1,,118,,106,,261,,2174,,2434,,,
MOUNTAIN,2016,26,,-,0,,0,,,-,,-,33,,72,,140,,1361,,2000,,,
PACIFIC,2016,26,,-,0,,2,,,-,3,,153,,201,,1992,,4946,,4650,,,
AMER. SAMOA,2016,26,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,26,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,26,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
CONNECTICUT,2016,26,,-,1,,41,,20,,83,,,-,12,,35,,251,,345,,"CONNECTICUT
(41.544654, -72.651713)",
NEW YORK,2016,26,5,,4,,109,,45,,29,,24,,32,,89,,641,,778,,"NEW YORK
(42.826892, -75.544286)",
SOUTH DAKOTA,2016,26,,-,0,,0,,,-,,-,,-,7,,16,,192,,162,,"SOUTH DAKOTA
(44.35371, -100.373709)",
ALASKA,2016,26,,N,0,,0,,,N,,N,6,,2,,5,,37,,29,,"ALASKA
(64.836661, -147.738891)",
NORTH DAKOTA,2016,26,,-,0,,2,,,-,,-,,-,3,,9,,68,,100,,"NORTH DAKOTA
(47.475879, -100.121011)",
ARIZONA,2016,26,,-,0,,0,,,-,,-,14,,24,,35,,568,,755,,"ARIZONA
(34.869712, -111.760902)",
ALABAMA,2016,26,,-,0,,0,,,-,2,,,-,13,,31,,297,,254,,"ALABAMA
(32.839182, -86.631125)",
NEBRASKA,2016,26,,-,0,,1,,1,,,-,16,,8,,26,,249,,245,,"NEBRASKA
(41.640503, -99.367122)",
MISSISSIPPI,2016,26,,N,0,,0,,,N,,N,,-,4,,10,,84,,86,,"MISSISSIPPI
(32.738663, -89.537312)",
KENTUCKY,2016,26,,-,0,,0,,,-,,-,1,,13,,35,,283,,373,,"KENTUCKY
(37.64591, -84.774043)",
MASSACHUSETTS,2016,26,,-,2,,48,,19,,119,,,-,26,,47,,516,,620,,"MASSACHUSETTS
(42.268546, -72.085064)",
ARKANSAS,2016,26,,-,0,,0,,,-,,-,20,,8,,22,,230,,191,,"ARKANSAS
(34.748745, -92.275105)",
NEW MEXICO,2016,26,,N,0,,0,,,N,,N,,-,8,,19,,169,,208,,"NEW MEXICO
(34.520396, -106.244402)",
RHODE ISLAND,2016,26,1,,1,,26,,17,,19,,,-,4,,21,,80,,89,,"RHODE ISLAND
(41.707447, -71.522488)",
MONTANA,2016,26,,-,0,,0,,,-,,-,3,,6,,14,,162,,158,,"MONTANA
(47.062617, -109.430168)",
MARYLAND,2016,26,,-,0,,1,,2,,1,,8,,14,,32,,363,,355,,"MARYLAND
(39.290443, -76.612333)",
PUERTO RICO,2016,26,,N,0,,0,,,N,,N,,-,0,,3,,16,,14,,"PUERTO RICO
(18.215692, -66.414655)",
MICHIGAN,2016,26,,-,0,,1,,,-,2,,,-,23,,49,,488,,594,,"MICHIGAN
(44.66399, -84.711206)",
LOUISIANA,2016,26,,-,0,,1,,1,,,-,,-,8,,23,,212,,264,,"LOUISIANA
(31.2931, -92.463284)",
NEW JERSEY,2016,26,,-,1,,33,,15,,113,,,-,34,,63,,631,,849,,"NEW JERSEY
(40.104655, -74.386686)",
ILLINOIS,2016,26,,-,0,,1,,,-,1,,,-,0,,43,,605,,,-,"ILLINOIS
(40.477092, -88.993221)",
TEXAS,2016,26,,-,0,,0,,,-,1,,65,,70,,202,,1307,,1640,,"TEXAS
(31.827233, -99.423022)",
PENNSYLVANIA,2016,26,,N,0,,0,,,N,,N,40,,40,,108,,889,,1077,,"PENNSYLVANIA
(40.789676, -77.858055)",
WYOMING,2016,26,,-,0,,0,,,-,,-,,-,3,,8,,58,,67,,"WYOMING
(43.23558, -108.110518)",
OREGON,2016,26,,-,0,,0,,,-,2,,11,,16,,29,,416,,449,,"OREGON
(44.567912, -120.156945)",
NEVADA,2016,26,,N,0,,0,,,N,,N,,-,2,,8,,28,,79,,"NEVADA
(39.491833, -117.070159)",
UTAH,2016,26,,-,0,,0,,,-,,-,,-,8,,18,,178,,197,,"UTAH
(39.359772, -111.584173)",
DELAWARE,2016,26,,-,0,,1,,,-,,-,1,,2,,7,,51,,73,,"DELAWARE
(39.008676, -75.574561)",
MAINE,2016,26,1,,0,,6,,5,,6,,4,,4,,10,,94,,87,,"MAINE
(45.252223, -68.986647)",
INDIANA,2016,26,,-,0,,0,,,-,,-,,-,15,,39,,306,,407,,"INDIANA
(39.76845, -86.156212)",
CALIFORNIA,2016,26,,-,0,,1,,,-,1,,123,,163,,219,,3648,,3915,,"CALIFORNIA
(37.640735, -121.002435)",
GUAM,2016,26,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"GUAM
(13.3532, 144.653198)",
WEST VIRGINIA,2016,26,,-,0,,0,,,-,,-,1,,5,,18,,84,,144,,"WEST VIRGINIA
(38.668501, -80.709421)",
COLORADO,2016,26,,N,0,,0,,,N,,N,,-,14,,40,,1,,365,,"COLORADO
(38.841772, -106.132562)",
TENNESSEE,2016,26,,-,0,,0,,,-,1,,15,,13,,28,,316,,360,,"TENNESSEE
(35.681402, -85.774444)",
OKLAHOMA,2016,26,,N,0,,0,,,N,,N,33,,18,,33,,425,,339,,"OKLAHOMA
(35.468494, -97.521264)",
WASHINGTON,2016,26,,-,0,,2,,,-,,-,13,,1,,1841,,657,,,-,"WASHINGTON
(47.517368, -120.467672)",
IDAHO,2016,26,,N,0,,0,,,N,,N,16,,8,,20,,197,,171,,"IDAHO
(43.680635, -114.364237)",
SOUTH CAROLINA,2016,26,,-,0,,1,,1,,1,,,-,7,,16,,128,,140,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW HAMPSHIRE,2016,26,,-,0,,5,,2,,16,,,-,4,,12,,88,,113,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
VERMONT,2016,26,,-,0,,3,,,-,,-,1,,3,,11,,76,,65,,"VERMONT
(43.622479, -72.51927)",
HAWAII,2016,26,,N,0,,0,,,N,,N,,-,9,,27,,188,,257,,"HAWAII
(21.30992, -157.858158)",
VIRGINIA,2016,26,,N,0,,0,,,N,,N,21,,27,,81,,641,,713,,"VIRGINIA
(37.542699, -78.45822)",
MINNESOTA,2016,26,,-,0,,6,,,-,10,,,-,21,,61,,1,,570,,"MINNESOTA
(44.943719, -93.094281)",
FLORIDA,2016,26,,N,0,,0,,,N,,N,35,,55,,94,,947,,1821,,"FLORIDA
(28.915325, -81.922409)",
GEORGIA,2016,26,,N,0,,0,,,N,,N,9,,18,,36,,387,,527,,"GEORGIA
(32.836038, -83.631709)",
OHIO,2016,26,,-,0,,0,,,-,2,,41,,34,,93,,896,,737,,"OHIO
(40.056807, -82.405897)",
MISSOURI,2016,26,,N,0,,0,,,N,,N,,-,13,,60,,16,,543,,"MISSOURI
(38.636168, -92.566292)",
WISCONSIN,2016,26,,-,0,,7,,1,,18,,22,,27,,50,,657,,623,,"WISCONSIN
(44.395526, -89.834513)",
NORTH CAROLINA,2016,26,,N,0,,0,,,N,,N,,-,25,,82,,466,,458,,"NORTH CAROLINA
(35.47995, -79.180571)",
KANSAS,2016,26,,N,0,,0,,,N,,N,,-,11,,29,,243,,332,,"KANSAS
(38.345528, -98.201847)",
IOWA,2016,26,,N,0,,0,,,N,,N,25,,16,,38,,435,,302,,"IOWA
(42.46942, -93.815856)",
UNITED STATES,2016,27,4,,13,,181,,200,,580,,558,,975,,3038,,21962,,25409,,,
NEW ENGLAND,2016,27,1,,8,,103,,108,,342,,20,,55,,114,,1246,,1421,,,
MID. ATLANTIC,2016,27,3,,7,,109,,83,,190,,75,,138,,253,,3044,,3741,,,
NEW YORK CITY,2016,27,1,,0,,11,,12,,14,,41,,33,,49,,817,,857,,"NEW YORK CITY
",
E.N. CENTRAL,2016,27,,-,0,,6,,3,,25,,72,,115,,223,,3120,,2527,,,
W.N. CENTRAL,2016,27,,-,0,,6,,1,,13,,39,,74,,198,,1275,,2417,,,
S. ATLANTIC,2016,27,,-,0,,2,,4,,2,,86,,154,,285,,3216,,4494,,,
DIST. OF COL.,2016,27,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2016,27,,-,0,,0,,,-,3,,9,,43,,80,,998,,1146,,,
W.S. CENTRAL,2016,27,,-,0,,1,,1,,1,,107,,106,,261,,2377,,2645,,,
MOUNTAIN,2016,27,,-,0,,0,,,-,,-,36,,72,,140,,1456,,2124,,,
PACIFIC,2016,27,,-,0,,2,,,-,4,,114,,200,,1992,,5230,,4894,,,
AMER. SAMOA,2016,27,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,27,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,27,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
PENNSYLVANIA,2016,27,,N,0,,0,,,N,,N,27,,40,,108,,932,,1139,,"PENNSYLVANIA
(40.789676, -77.858055)",
ALASKA,2016,27,,N,0,,0,,,N,,N,2,,2,,5,,39,,34,,"ALASKA
(64.836661, -147.738891)",
GEORGIA,2016,27,,N,0,,0,,,N,,N,8,,18,,36,,404,,553,,"GEORGIA
(32.836038, -83.631709)",
WYOMING,2016,27,,-,0,,0,,,-,,-,3,,3,,8,,67,,72,,"WYOMING
(43.23558, -108.110518)",
NEW JERSEY,2016,27,,-,1,,33,,20,,139,,,-,33,,63,,631,,904,,"NEW JERSEY
(40.104655, -74.386686)",
OKLAHOMA,2016,27,,N,0,,0,,,N,,N,32,,18,,33,,457,,363,,"OKLAHOMA
(35.468494, -97.521264)",
MICHIGAN,2016,27,,-,0,,1,,,-,2,,13,,23,,47,,505,,637,,"MICHIGAN
(44.66399, -84.711206)",
FLORIDA,2016,27,,N,0,,0,,,N,,N,30,,54,,94,,977,,1892,,"FLORIDA
(28.915325, -81.922409)",
NEVADA,2016,27,,N,0,,0,,,N,,N,,-,2,,8,,31,,86,,"NEVADA
(39.491833, -117.070159)",
NORTH CAROLINA,2016,27,,N,0,,0,,,N,,N,,-,25,,82,,483,,529,,"NORTH CAROLINA
(35.47995, -79.180571)",
MASSACHUSETTS,2016,27,1,,3,,48,,61,,163,,14,,27,,47,,618,,659,,"MASSACHUSETTS
(42.268546, -72.085064)",
MARYLAND,2016,27,,-,0,,1,,2,,1,,20,,15,,32,,397,,387,,"MARYLAND
(39.290443, -76.612333)",
OHIO,2016,27,,-,0,,0,,,-,2,,47,,34,,93,,943,,774,,"OHIO
(40.056807, -82.405897)",
PUERTO RICO,2016,27,,N,0,,0,,,N,,N,,-,0,,3,,16,,15,,"PUERTO RICO
(18.215692, -66.414655)",
ALABAMA,2016,27,,-,0,,0,,,-,2,,,-,13,,31,,297,,273,,"ALABAMA
(32.839182, -86.631125)",
MISSISSIPPI,2016,27,,N,0,,0,,,N,,N,,-,4,,10,,86,,95,,"MISSISSIPPI
(32.738663, -89.537312)",
RHODE ISLAND,2016,27,,-,1,,26,,17,,28,,,-,4,,19,,80,,100,,"RHODE ISLAND
(41.707447, -71.522488)",
ARIZONA,2016,27,,-,0,,0,,,-,,-,14,,24,,46,,615,,790,,"ARIZONA
(34.869712, -111.760902)",
IOWA,2016,27,,N,0,,0,,,N,,N,17,,16,,39,,461,,334,,"IOWA
(42.46942, -93.815856)",
NEW YORK,2016,27,2,,4,,109,,51,,37,,7,,32,,89,,664,,841,,"NEW YORK
(42.826892, -75.544286)",
LOUISIANA,2016,27,,-,0,,1,,1,,,-,,-,8,,23,,212,,287,,"LOUISIANA
(31.2931, -92.463284)",
ARKANSAS,2016,27,,-,0,,0,,,-,,-,15,,8,,22,,245,,205,,"ARKANSAS
(34.748745, -92.275105)",
SOUTH DAKOTA,2016,27,,-,0,,0,,,-,,-,,-,7,,16,,193,,178,,"SOUTH DAKOTA
(44.35371, -100.373709)",
TEXAS,2016,27,,-,0,,0,,,-,1,,60,,70,,202,,1463,,1790,,"TEXAS
(31.827233, -99.423022)",
OREGON,2016,27,,-,0,,0,,,-,2,,16,,16,,28,,448,,471,,"OREGON
(44.567912, -120.156945)",
NORTH DAKOTA,2016,27,,-,0,,2,,,-,,-,,-,3,,9,,68,,105,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW HAMPSHIRE,2016,27,,-,0,,5,,5,,19,,1,,4,,12,,93,,122,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
TENNESSEE,2016,27,,-,0,,0,,,-,1,,9,,13,,28,,332,,385,,"TENNESSEE
(35.681402, -85.774444)",
IDAHO,2016,27,,N,0,,0,,,N,,N,15,,8,,20,,213,,182,,"IDAHO
(43.680635, -114.364237)",
WASHINGTON,2016,27,,-,0,,2,,,-,,-,16,,4,,1841,,672,,,-,"WASHINGTON
(47.517368, -120.467672)",
WISCONSIN,2016,27,,-,0,,6,,3,,20,,12,,27,,50,,696,,671,,"WISCONSIN
(44.395526, -89.834513)",
KANSAS,2016,27,,N,0,,0,,,N,,N,,-,11,,29,,258,,361,,"KANSAS
(38.345528, -98.201847)",
COLORADO,2016,27,,N,0,,0,,,N,,N,,-,8,,40,,1,,389,,"COLORADO
(38.841772, -106.132562)",
CALIFORNIA,2016,27,,-,0,,1,,,-,2,,80,,163,,221,,3883,,4105,,"CALIFORNIA
(37.640735, -121.002435)",
ILLINOIS,2016,27,,-,0,,1,,,-,1,,,-,4,,43,,668,,,-,"ILLINOIS
(40.477092, -88.993221)",
MISSOURI,2016,27,,N,0,,0,,,N,,N,,-,11,,60,,16,,584,,"MISSOURI
(38.636168, -92.566292)",
DELAWARE,2016,27,,-,0,,1,,1,,,-,,-,2,,7,,51,,76,,"DELAWARE
(39.008676, -75.574561)",
INDIANA,2016,27,,-,0,,0,,,-,,-,,-,15,,39,,308,,445,,"INDIANA
(39.76845, -86.156212)",
MINNESOTA,2016,27,,-,0,,6,,,-,13,,,-,11,,61,,1,,600,,"MINNESOTA
(44.943719, -93.094281)",
MONTANA,2016,27,,-,0,,0,,,-,,-,4,,6,,14,,172,,172,,"MONTANA
(47.062617, -109.430168)",
VERMONT,2016,27,,-,0,,3,,,-,,-,2,,4,,11,,91,,70,,"VERMONT
(43.622479, -72.51927)",
CONNECTICUT,2016,27,,-,1,,41,,20,,124,,,-,12,,35,,264,,377,,"CONNECTICUT
(41.544654, -72.651713)",
VIRGINIA,2016,27,,N,0,,0,,,N,,N,28,,28,,81,,691,,751,,"VIRGINIA
(37.542699, -78.45822)",
HAWAII,2016,27,,N,0,,0,,,N,,N,,-,9,,27,,188,,284,,"HAWAII
(21.30992, -157.858158)",
NEBRASKA,2016,27,,-,0,,1,,1,,,-,22,,8,,26,,278,,255,,"NEBRASKA
(41.640503, -99.367122)",
MAINE,2016,27,,-,0,,6,,5,,8,,3,,4,,11,,100,,93,,"MAINE
(45.252223, -68.986647)",
KENTUCKY,2016,27,,-,0,,0,,,-,,-,,-,13,,35,,283,,393,,"KENTUCKY
(37.64591, -84.774043)",
WEST VIRGINIA,2016,27,,-,0,,0,,,-,,-,,-,5,,18,,85,,152,,"WEST VIRGINIA
(38.668501, -80.709421)",
GUAM,2016,27,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"GUAM
(13.3532, 144.653198)",
