Reporting Area,MMWR Year,MMWR Week,"Lyme disease, Current week","Lyme disease, Current week, flag","Lyme disease, Previous 52 weeks Med","Lyme disease, Previous 52 weeks Med, flag","Lyme disease, Previous 52 weeks Max","Lyme disease, Previous 52 weeks Max, flag","Lyme disease, Cum 2015","Lyme disease, Cum 2015, flag","Lyme disease, Cum 2014","Lyme disease, Cum 2014, flag","Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Med","Malaria, Previous 52 weeks Med, flag","Malaria, Previous 52 weeks Max","Malaria, Previous 52 weeks Max, flag","Malaria, Cum 2015","Malaria, Cum 2015, flag","Malaria, Cum 2014","Malaria, Cum 2014, flag","Meningococcal disease, invasive, All serogroups, Current week","Meningococcal disease, invasive§, All serogroups, Current week, flag","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Med","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Med, flag","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Max","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Max, flag","Meningococcal disease, invasive§, All serogroups, Cum 2015","Meningococcal disease, invasive§, All serogroups, Cum 2015, flag","Meningococcal disease, invasive§, All serogroups, Cum 2014","Meningococcal disease, invasive§, All serogroups, Cum 2014, flag",Location 1,Location 2
NEBRASKA,2015,31,,-,0,,1,,3,,4,,,-,0,,1,,2,,7,,,-,0,,1,,1,,,-,"NEBRASKA
(41.640503, -99.367122)",
WASHINGTON,2015,31,1,,0,,3,,6,,2,,3,,0,,3,,8,,18,,,-,0,,6,,8,,8,,"WASHINGTON
(47.517368, -120.467672)",
SOUTH DAKOTA,2015,31,,-,0,,1,,3,,2,,,-,0,,1,,2,,2,,,-,0,,0,,,-,2,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MINNESOTA,2015,31,,-,0,,58,,1,,933,,,-,0,,3,,,-,42,,,-,0,,2,,5,,4,,"MINNESOTA
(44.943719, -93.094281)",
CALIFORNIA,2015,31,,-,0,,5,,16,,51,,,-,1,,4,,34,,57,,,-,0,,4,,28,,45,,"CALIFORNIA
(37.640735, -121.002435)",
ALASKA,2015,31,,-,0,,1,,4,,6,,,-,0,,2,,3,,1,,,-,0,,1,,2,,,-,"ALASKA
(64.836661, -147.738891)",
FLORIDA,2015,31,15,,2,,12,,96,,56,,1,,1,,4,,25,,30,,1,,0,,3,,16,,29,,"FLORIDA
(28.915325, -81.922409)",
VERMONT,2015,31,1,,6,,38,,152,,336,,,-,0,,1,,,-,2,,,-,0,,1,,2,,,-,"VERMONT
(43.622479, -72.51927)",
INDIANA,2015,31,,-,0,,7,,7,,72,,,-,0,,3,,3,,11,,,-,0,,1,,3,,3,,"INDIANA
(39.76845, -86.156212)",
WYOMING,2015,31,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
ARIZONA,2015,31,,-,0,,6,,7,,8,,,-,0,,3,,8,,15,,,-,0,,1,,3,,9,,"ARIZONA
(34.869712, -111.760902)",
MONTANA,2015,31,,-,0,,1,,1,,5,,,-,0,,1,,1,,1,,,-,0,,1,,,-,3,,"MONTANA
(47.062617, -109.430168)",
OHIO,2015,31,4,,2,,13,,87,,47,,2,,1,,3,,23,,24,,,-,0,,4,,12,,6,,"OHIO
(40.056807, -82.405897)",
GEORGIA,2015,31,,-,0,,1,,,-,2,,,-,1,,5,,18,,52,,,-,0,,3,,7,,10,,"GEORGIA
(32.836038, -83.631709)",
MARYLAND,2015,31,20,,23,,88,,893,,675,,4,,1,,8,,63,,93,,,-,0,,1,,1,,4,,"MARYLAND
(39.290443, -76.612333)",
GUAM,2015,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MISSISSIPPI,2015,31,,-,0,,1,,,-,1,,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,"MISSISSIPPI
(32.738663, -89.537312)",
SOUTH CAROLINA,2015,31,,-,1,,3,,27,,19,,,-,0,,1,,1,,2,,,-,0,,3,,2,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW HAMPSHIRE,2015,31,1,,6,,44,,409,,626,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
KANSAS,2015,31,,-,0,,2,,9,,13,,,-,0,,1,,3,,8,,,-,0,,1,,3,,1,,"KANSAS
(38.345528, -98.201847)",
COLORADO,2015,31,,-,0,,0,,,-,,-,,-,0,,2,,,-,19,,,-,0,,2,,2,,3,,"COLORADO
(38.841772, -106.132562)",
WISCONSIN,2015,31,,-,9,,75,,547,,996,,,-,0,,2,,2,,5,,,-,0,,1,,4,,6,,"WISCONSIN
(44.395526, -89.834513)",
NORTH CAROLINA,2015,31,8,,0,,78,,91,,64,,,-,0,,8,,14,,25,,,-,0,,1,,4,,11,,"NORTH CAROLINA
(35.47995, -79.180571)",
OREGON,2015,31,,-,1,,3,,25,,27,,,-,0,,2,,11,,8,,,-,0,,3,,16,,14,,"OREGON
(44.567912, -120.156945)",
MICHIGAN,2015,31,,-,1,,9,,62,,62,,,-,0,,2,,7,,11,,,-,0,,1,,5,,7,,"MICHIGAN
(44.66399, -84.711206)",
DELAWARE,2015,31,8,,5,,30,,249,,271,,,-,0,,1,,1,,2,,,-,0,,0,,,-,1,,"DELAWARE
(39.008676, -75.574561)",
IOWA,2015,31,,-,1,,23,,145,,155,,,-,0,,3,,7,,8,,,-,0,,1,,5,,1,,"IOWA
(42.46942, -93.815856)",
NEW YORK,2015,31,211,,37,,232,,1645,,1305,,,-,1,,4,,27,,32,,,-,0,,1,,5,,5,,"NEW YORK
(42.826892, -75.544286)",
TENNESSEE,2015,31,1,,0,,3,,8,,9,,,-,0,,2,,4,,13,,,-,0,,2,,2,,4,,"TENNESSEE
(35.681402, -85.774444)",
LOUISIANA,2015,31,,-,0,,0,,,-,2,,,-,0,,2,,4,,13,,,-,0,,2,,4,,6,,"LOUISIANA
(31.31111, -92.445)",
ALABAMA,2015,31,,-,1,,7,,18,,39,,,-,0,,3,,4,,7,,,-,0,,1,,4,,4,,"ALABAMA
(32.839182, -86.631125)",
UTAH,2015,31,,-,0,,2,,2,,5,,,-,0,,1,,2,,3,,,-,0,,1,,1,,1,,"UTAH
(39.359772, -111.584173)",
HAWAII,2015,31,,N,0,,0,,,N,,N,,-,0,,1,,,-,1,,,-,0,,1,,3,,1,,"HAWAII
(21.30992, -157.858158)",
ILLINOIS,2015,31,,-,1,,18,,124,,183,,,-,1,,4,,22,,33,,,-,0,,1,,5,,10,,"ILLINOIS
(40.477092, -88.993221)",
NEW MEXICO,2015,31,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,0,,1,,1,,2,,"NEW MEXICO
(34.520396, -106.244402)",
TEXAS,2015,31,1,,0,,7,,15,,14,,3,,1,,8,,32,,40,,1,,0,,3,,18,,14,,"TEXAS
(31.827233, -99.423022)",
NEVADA,2015,31,,-,0,,1,,3,,6,,,-,0,,2,,3,,7,,,-,0,,1,,1,,2,,"NEVADA
(39.491833, -117.070159)",
PENNSYLVANIA,2015,31,130,,87,,800,,5665,,4340,,,-,0,,6,,13,,55,,,-,0,,2,,7,,9,,"PENNSYLVANIA
(40.789676, -77.858055)",
NORTH DAKOTA,2015,31,,-,0,,2,,11,,8,,,-,0,,1,,1,,6,,,-,0,,1,,,-,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
RHODE ISLAND,2015,31,14,,10,,84,,216,,380,,,-,0,,3,,5,,7,,,-,0,,2,,3,,1,,"RHODE ISLAND
(41.707447, -71.522488)",
NEW JERSEY,2015,31,1,,42,,131,,1372,,2175,,,-,1,,5,,31,,48,,,-,0,,1,,4,,5,,"NEW JERSEY
(40.121601, -74.321404)",
VIRGINIA,2015,31,45,,21,,149,,594,,469,,3,,1,,5,,35,,48,,,-,0,,2,,8,,6,,"VIRGINIA
(37.542699, -78.45822)",
IDAHO,2015,31,,-,0,,2,,6,,6,,,-,0,,1,,1,,1,,,-,0,,1,,,-,2,,"IDAHO
(43.680635, -114.364237)",
UNITED STATES,2015,32,435,,428,,1460,,17794,,21352,,29,,22,,56,,581,,1001,,2,,6,,14,,225,,285,,,
NEW ENGLAND,2015,32,28,,118,,414,,3833,,7797,,,-,1,,6,,33,,79,,,-,0,,3,,14,,10,,,
MID. ATLANTIC,2015,32,344,,196,,992,,10527,,8931,,10,,4,,22,,151,,257,,1,,1,,5,,24,,29,,,
NEW YORK CITY,2015,32,,-,7,,560,,700,,501,,7,,2,,17,,76,,115,,1,,0,,3,,7,,10,,"NEW YORK CITY
",
E.N. CENTRAL,2015,32,3,,13,,109,,865,,1438,,,-,2,,6,,57,,90,,,-,1,,5,,30,,32,,,
W.N. CENTRAL,2015,32,,-,10,,56,,186,,1179,,,-,1,,4,,18,,84,,,-,0,,2,,16,,16,,,
S. ATLANTIC,2015,32,58,,61,,200,,2236,,1780,,11,,6,,14,,180,,271,,,-,1,,6,,41,,63,,,
DIST. OF COL.,2015,32,,-,1,,4,,33,,19,,,-,0,,2,,8,,5,,,-,0,,1,,3,,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,32,,-,1,,10,,55,,83,,2,,0,,5,,13,,28,,,-,0,,2,,6,,12,,,
W.S. CENTRAL,2015,32,1,,0,,7,,17,,19,,6,,2,,10,,49,,57,,1,,1,,3,,28,,30,,,
MOUNTAIN,2015,32,,-,1,,8,,20,,35,,,-,1,,4,,22,,47,,,-,0,,2,,9,,23,,,
PACIFIC,2015,32,1,,2,,8,,55,,90,,,-,3,,6,,58,,88,,,-,1,,8,,57,,70,,,
AMER. SAMOA,2015,32,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,32,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,32,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
IOWA,2015,32,,-,1,,23,,154,,157,,,-,0,,3,,7,,8,,,-,0,,1,,5,,1,,"IOWA
(42.46942, -93.815856)",
MARYLAND,2015,32,25,,23,,97,,959,,732,,4,,1,,8,,67,,97,,,-,0,,1,,1,,4,,"MARYLAND
(39.290443, -76.612333)",
SOUTH DAKOTA,2015,32,,-,0,,1,,3,,2,,,-,0,,1,,2,,2,,,-,0,,0,,,-,2,,"SOUTH DAKOTA
(44.35371, -100.373709)",
ALABAMA,2015,32,,-,0,,7,,19,,41,,1,,0,,3,,7,,7,,,-,0,,1,,4,,5,,"ALABAMA
(32.839182, -86.631125)",
NEW HAMPSHIRE,2015,32,,-,6,,44,,409,,647,,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
COLORADO,2015,32,,-,0,,0,,,-,,-,,-,0,,2,,6,,19,,,-,0,,2,,3,,3,,"COLORADO
(38.841772, -106.132562)",
HAWAII,2015,32,,N,0,,0,,,N,,N,,-,0,,1,,,-,1,,,-,0,,1,,3,,1,,"HAWAII
(21.30992, -157.858158)",
ALASKA,2015,32,,-,0,,1,,4,,6,,,-,0,,2,,3,,1,,,-,0,,1,,2,,,-,"ALASKA
(64.836661, -147.738891)",
ARKANSAS,2015,34,,-,0,,0,,,-,,-,,-,0,,2,,4,,3,,,-,0,,1,,2,,1,,"ARKANSAS
(34.748745, -92.275105)",
ILLINOIS,2015,32,,-,1,,19,,148,,188,,,-,1,,3,,22,,37,,,-,0,,1,,5,,10,,"ILLINOIS
(40.477092, -88.993221)",
ARKANSAS,2015,32,,-,0,,0,,,-,,-,,-,0,,1,,2,,2,,,-,0,,1,,2,,1,,"ARKANSAS
(34.748745, -92.275105)",
NEVADA,2015,32,,-,0,,1,,3,,6,,,-,0,,2,,3,,7,,,-,0,,1,,1,,2,,"NEVADA
(39.491833, -117.070159)",
MAINE,2015,32,,-,15,,90,,473,,755,,,-,0,,3,,5,,4,,,-,0,,1,,2,,,-,"MAINE
(45.252223, -68.986647)",
KENTUCKY,2015,32,,-,0,,5,,28,,31,,,-,0,,1,,,-,8,,,-,0,,1,,,-,2,,"KENTUCKY
(37.64591, -84.774043)",
WISCONSIN,2015,32,,-,8,,75,,547,,1046,,,-,0,,2,,2,,5,,,-,0,,1,,4,,6,,"WISCONSIN
(44.395526, -89.834513)",
OREGON,2015,32,1,,1,,3,,29,,27,,,-,0,,2,,11,,10,,,-,0,,3,,16,,14,,"OREGON
(44.567912, -120.156945)",
RHODE ISLAND,2015,32,,-,11,,84,,299,,418,,,-,0,,3,,5,,8,,,-,0,,2,,3,,1,,"RHODE ISLAND
(41.707447, -71.522488)",
MASSACHUSETTS,2015,32,,-,38,,183,,1438,,3964,,,-,1,,2,,22,,48,,,-,0,,3,,7,,7,,"MASSACHUSETTS
(42.268546, -72.085064)",
OKLAHOMA,2015,32,,-,0,,0,,,-,,-,2,,0,,3,,5,,2,,,-,0,,1,,3,,6,,"OKLAHOMA
(35.468494, -97.521264)",
GUAM,2015,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
OHIO,2015,32,1,,2,,15,,94,,55,,,-,1,,3,,23,,25,,,-,0,,4,,12,,6,,"OHIO
(40.056807, -82.405897)",
KANSAS,2015,32,,-,0,,2,,10,,13,,,-,0,,1,,4,,8,,,-,0,,1,,3,,1,,"KANSAS
(38.345528, -98.201847)",
CALIFORNIA,2015,32,,-,0,,5,,16,,54,,,-,1,,4,,36,,58,,,-,0,,4,,28,,47,,"CALIFORNIA
(37.640735, -121.002435)",
ARIZONA,2015,32,,-,0,,6,,7,,10,,,-,0,,3,,8,,15,,,-,0,,1,,3,,9,,"ARIZONA
(34.869712, -111.760902)",
GEORGIA,2015,32,,-,0,,1,,,-,3,,7,,1,,5,,27,,57,,,-,0,,3,,7,,10,,"GEORGIA
(32.836038, -83.631709)",
NORTH DAKOTA,2015,32,,-,0,,2,,14,,8,,,-,0,,1,,1,,6,,,-,0,,1,,,-,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
WEST VIRGINIA,2015,32,,-,2,,19,,127,,80,,,-,0,,0,,,-,2,,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
UTAH,2015,32,,-,0,,2,,2,,6,,,-,0,,1,,2,,3,,,-,0,,1,,1,,1,,"UTAH
(39.359772, -111.584173)",
CONNECTICUT,2015,32,6,,28,,98,,994,,1651,,,-,0,,1,,,-,13,,,-,0,,1,,,-,2,,"CONNECTICUT
(41.544654, -72.651713)",
WASHINGTON,2015,32,,-,0,,3,,6,,3,,,-,0,,3,,8,,18,,,-,0,,6,,8,,8,,"WASHINGTON
(47.517368, -120.467672)",
NEW JERSEY,2015,32,,-,42,,177,,1814,,2243,,,-,1,,5,,31,,51,,,-,0,,1,,4,,5,,"NEW JERSEY
(40.121601, -74.321404)",
MISSISSIPPI,2015,32,,-,0,,1,,,-,1,,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,"MISSISSIPPI
(32.738663, -89.537312)",
VERMONT,2015,32,22,,6,,38,,220,,362,,,-,0,,1,,,-,2,,,-,0,,1,,2,,,-,"VERMONT
(43.622479, -72.51927)",
DELAWARE,2015,32,1,,5,,30,,251,,284,,,-,0,,1,,1,,2,,,-,0,,0,,,-,1,,"DELAWARE
(39.008676, -75.574561)",
PENNSYLVANIA,2015,32,153,,88,,802,,6168,,4737,,1,,0,,6,,15,,55,,,-,0,,2,,8,,9,,"PENNSYLVANIA
(40.789676, -77.858055)",
MICHIGAN,2015,32,2,,1,,10,,69,,71,,,-,0,,2,,7,,11,,,-,0,,1,,6,,7,,"MICHIGAN
(44.66399, -84.711206)",
INDIANA,2015,32,,-,0,,7,,7,,78,,,-,0,,3,,3,,12,,,-,0,,1,,3,,3,,"INDIANA
(39.76845, -86.156212)",
VIRGINIA,2015,32,25,,21,,149,,645,,513,,,-,1,,5,,36,,48,,,-,0,,2,,8,,6,,"VIRGINIA
(37.542699, -78.45822)",
FLORIDA,2015,32,7,,2,,15,,103,,65,,,-,1,,4,,25,,33,,,-,1,,3,,16,,29,,"FLORIDA
(28.915325, -81.922409)",
TENNESSEE,2015,32,,-,0,,3,,8,,10,,1,,0,,2,,5,,13,,,-,0,,2,,2,,4,,"TENNESSEE
(35.681402, -85.774444)",
WYOMING,2015,32,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
MONTANA,2015,32,,-,0,,1,,1,,5,,,-,0,,1,,1,,1,,,-,0,,0,,,-,4,,"MONTANA
(47.062617, -109.430168)",
IDAHO,2015,32,,-,0,,2,,6,,6,,,-,0,,1,,1,,1,,,-,0,,1,,,-,2,,"IDAHO
(43.680635, -114.364237)",
NEW MEXICO,2015,32,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,0,,1,,1,,2,,"NEW MEXICO
(34.520396, -106.244402)",
MISSOURI,2015,32,,-,0,,2,,,-,4,,,-,0,,1,,2,,10,,,-,0,,1,,2,,7,,"MISSOURI
(38.636168, -92.566292)",
LOUISIANA,2015,32,,-,0,,0,,,-,2,,,-,0,,2,,4,,13,,,-,0,,2,,4,,6,,"LOUISIANA
(31.31111, -92.445)",
NEBRASKA,2015,32,,-,0,,1,,4,,4,,,-,0,,1,,2,,7,,,-,0,,1,,1,,,-,"NEBRASKA
(41.640503, -99.367122)",
PUERTO RICO,2015,32,,N,0,,0,,,N,,N,,-,0,,4,,8,,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
NORTH CAROLINA,2015,32,,-,0,,78,,91,,64,,,-,0,,8,,14,,25,,,-,0,,1,,4,,11,,"NORTH CAROLINA
(35.47995, -79.180571)",
SOUTH CAROLINA,2015,32,,-,1,,3,,27,,20,,,-,0,,1,,2,,2,,,-,0,,3,,2,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW YORK,2015,32,191,,37,,234,,1845,,1450,,2,,1,,4,,29,,36,,,-,0,,1,,5,,5,,"NEW YORK
(42.826892, -75.544286)",
TEXAS,2015,32,1,,0,,7,,17,,17,,4,,1,,8,,38,,40,,1,,0,,2,,19,,17,,"TEXAS
(31.827233, -99.423022)",
MINNESOTA,2015,32,,-,0,,50,,1,,991,,,-,0,,3,,,-,43,,,-,0,,2,,5,,4,,"MINNESOTA
(44.943719, -93.094281)",
UNITED STATES,2015,33,406,,428,,1582,,19220,,22714,,33,,23,,56,,635,,1046,,2,,6,,14,,226,,289,,,
NEW ENGLAND,2015,33,3,,115,,426,,4338,,8211,,,-,1,,6,,37,,82,,,-,0,,2,,13,,10,,,
MID. ATLANTIC,2015,33,326,,196,,1014,,11229,,9534,,17,,4,,22,,169,,270,,1,,1,,5,,25,,29,,,
NEW YORK CITY,2015,33,21,,6,,560,,721,,542,,16,,2,,17,,92,,123,,,-,0,,3,,7,,10,,"NEW YORK CITY
",
E.N. CENTRAL,2015,33,,-,12,,110,,874,,1517,,1,,2,,6,,63,,96,,,-,1,,5,,30,,32,,,
W.N. CENTRAL,2015,33,1,,9,,43,,199,,1235,,,-,1,,4,,19,,86,,,-,0,,2,,16,,16,,,
S. ATLANTIC,2015,33,74,,61,,203,,2423,,1975,,8,,6,,14,,189,,283,,1,,1,,6,,42,,63,,,
DIST. OF COL.,2015,33,,-,1,,4,,33,,20,,,-,0,,2,,8,,6,,,-,0,,1,,3,,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,33,,-,1,,10,,61,,92,,1,,0,,5,,15,,30,,,-,0,,2,,6,,12,,,
W.S. CENTRAL,2015,33,1,,0,,7,,19,,20,,3,,2,,10,,53,,59,,,-,1,,3,,27,,30,,,
MOUNTAIN,2015,33,,-,1,,8,,21,,35,,1,,1,,4,,23,,48,,,-,0,,2,,9,,23,,,
PACIFIC,2015,33,1,,2,,8,,56,,95,,2,,3,,6,,67,,92,,,-,1,,8,,58,,74,,,
AMER. SAMOA,2015,33,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,33,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,33,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
KANSAS,2015,33,,-,0,,2,,12,,15,,,-,0,,1,,4,,8,,,-,0,,1,,3,,1,,"KANSAS
(38.345528, -98.201847)",
PUERTO RICO,2015,33,,N,0,,0,,,N,,N,,-,0,,4,,8,,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
INDIANA,2015,33,,-,0,,7,,7,,83,,,-,0,,1,,3,,15,,,-,0,,1,,3,,3,,"INDIANA
(39.76845, -86.156212)",
IDAHO,2015,33,,-,0,,2,,6,,6,,,-,0,,1,,1,,2,,,-,0,,1,,,-,2,,"IDAHO
(43.680635, -114.364237)",
HAWAII,2015,33,,N,0,,0,,,N,,N,,-,0,,1,,,-,1,,,-,0,,1,,3,,2,,"HAWAII
(21.30992, -157.858158)",
NEW JERSEY,2015,33,,-,42,,178,,1815,,2340,,,-,1,,5,,31,,53,,,-,0,,1,,4,,5,,"NEW JERSEY
(40.121601, -74.321404)",
IOWA,2015,33,,-,1,,23,,164,,158,,,-,0,,3,,7,,8,,,-,0,,1,,5,,1,,"IOWA
(42.46942, -93.815856)",
TEXAS,2015,33,1,,0,,7,,19,,18,,1,,1,,8,,41,,42,,,-,0,,2,,18,,17,,"TEXAS
(31.827233, -99.423022)",
NORTH DAKOTA,2015,33,,-,0,,2,,14,,9,,,-,0,,1,,1,,6,,,-,0,,1,,,-,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
MONTANA,2015,33,,-,0,,1,,1,,5,,,-,0,,1,,1,,1,,,-,0,,0,,,-,4,,"MONTANA
(47.062617, -109.430168)",
NEW HAMPSHIRE,2015,33,,-,6,,62,,499,,661,,,-,0,,1,,2,,5,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ALABAMA,2015,33,,-,0,,7,,19,,43,,1,,0,,3,,8,,7,,,-,0,,1,,4,,5,,"ALABAMA
(32.839182, -86.631125)",
MAINE,2015,33,1,,15,,73,,577,,845,,,-,0,,3,,5,,4,,,-,0,,1,,2,,,-,"MAINE
(45.252223, -68.986647)",
ARKANSAS,2015,33,,-,0,,0,,,-,,-,2,,0,,1,,4,,2,,,-,0,,1,,2,,1,,"ARKANSAS
(34.748745, -92.275105)",
RHODE ISLAND,2015,33,,-,11,,84,,381,,432,,,-,0,,3,,5,,8,,,-,0,,2,,3,,1,,"RHODE ISLAND
(41.707447, -71.522488)",
COLORADO,2015,33,,-,0,,0,,,-,,-,,-,0,,2,,6,,19,,,-,0,,2,,3,,3,,"COLORADO
(38.841772, -106.132562)",
GUAM,2015,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
DELAWARE,2015,33,11,,5,,30,,276,,296,,,-,0,,1,,1,,2,,,-,0,,0,,,-,1,,"DELAWARE
(39.008676, -75.574561)",
GEORGIA,2015,33,,-,0,,1,,,-,3,,3,,1,,7,,30,,57,,,-,0,,3,,7,,10,,"GEORGIA
(32.836038, -83.631709)",
OHIO,2015,33,,-,2,,15,,93,,60,,1,,0,,3,,24,,26,,,-,0,,4,,12,,6,,"OHIO
(40.056807, -82.405897)",
VERMONT,2015,33,2,,6,,31,,228,,400,,,-,0,,1,,,-,2,,,-,0,,1,,2,,,-,"VERMONT
(43.622479, -72.51927)",
ALASKA,2015,33,,-,0,,1,,4,,6,,,-,0,,2,,3,,1,,,-,0,,1,,2,,,-,"ALASKA
(64.836661, -147.738891)",
WISCONSIN,2015,33,,-,7,,75,,549,,1103,,,-,0,,2,,2,,5,,,-,0,,1,,4,,6,,"WISCONSIN
(44.395526, -89.834513)",
FLORIDA,2015,33,7,,2,,15,,110,,72,,,-,1,,3,,26,,37,,,-,1,,3,,16,,29,,"FLORIDA
(28.915325, -81.922409)",
NEW YORK,2015,33,222,,37,,230,,2061,,1568,,,-,1,,4,,29,,38,,1,,0,,1,,6,,5,,"NEW YORK
(42.826892, -75.544286)",
MISSOURI,2015,33,,-,0,,2,,,-,5,,,-,0,,1,,2,,10,,,-,0,,1,,2,,7,,"MISSOURI
(38.636168, -92.566292)",
NEVADA,2015,33,,-,0,,1,,4,,6,,,-,0,,2,,3,,7,,,-,0,,1,,1,,2,,"NEVADA
(39.491833, -117.070159)",
TENNESSEE,2015,33,,-,0,,3,,9,,13,,,-,0,,2,,6,,14,,,-,0,,2,,2,,4,,"TENNESSEE
(35.681402, -85.774444)",
CALIFORNIA,2015,33,,-,0,,5,,16,,55,,,-,1,,4,,43,,59,,,-,0,,4,,29,,48,,"CALIFORNIA
(37.640735, -121.002435)",
OKLAHOMA,2015,33,,-,0,,0,,,-,,-,,-,0,,3,,4,,2,,,-,0,,1,,3,,6,,"OKLAHOMA
(35.468494, -97.521264)",
MISSISSIPPI,2015,33,,-,0,,1,,1,,2,,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,"MISSISSIPPI
(32.738663, -89.537312)",
NORTH CAROLINA,2015,33,,-,0,,78,,91,,64,,,-,0,,8,,14,,25,,,-,0,,1,,4,,11,,"NORTH CAROLINA
(35.47995, -79.180571)",
MICHIGAN,2015,33,,-,1,,10,,72,,75,,,-,0,,2,,7,,12,,,-,0,,1,,6,,7,,"MICHIGAN
(44.66399, -84.711206)",
WYOMING,2015,33,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
NEBRASKA,2015,33,1,,0,,1,,5,,5,,,-,0,,1,,3,,7,,,-,0,,1,,1,,,-,"NEBRASKA
(41.640503, -99.367122)",
SOUTH CAROLINA,2015,33,,-,1,,3,,27,,20,,,-,0,,1,,2,,2,,,-,0,,3,,2,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
WASHINGTON,2015,33,1,,0,,3,,7,,6,,2,,0,,3,,10,,21,,,-,0,,6,,8,,10,,"WASHINGTON
(47.517368, -120.467672)",
VIRGINIA,2015,33,27,,22,,149,,713,,619,,2,,1,,5,,38,,52,,1,,0,,2,,9,,6,,"VIRGINIA
(37.542699, -78.45822)",
PENNSYLVANIA,2015,33,83,,89,,802,,6632,,5084,,1,,0,,6,,17,,56,,,-,0,,2,,8,,9,,"PENNSYLVANIA
(40.789676, -77.858055)",
KENTUCKY,2015,33,,-,0,,6,,32,,34,,,-,0,,1,,,-,9,,,-,0,,1,,,-,2,,"KENTUCKY
(37.64591, -84.774043)",
NEW MEXICO,2015,33,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,0,,1,,1,,2,,"NEW MEXICO
(34.520396, -106.244402)",
UTAH,2015,33,,-,0,,2,,2,,6,,,-,0,,1,,2,,3,,,-,0,,1,,1,,1,,"UTAH
(39.359772, -111.584173)",
WEST VIRGINIA,2015,33,1,,2,,20,,156,,89,,,-,0,,0,,,-,2,,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
ARIZONA,2015,33,,-,0,,6,,7,,10,,1,,0,,3,,9,,15,,,-,0,,1,,3,,9,,"ARIZONA
(34.869712, -111.760902)",
