Reporting Area,MMWR Year,MMWR Week,"Tetanus, Current week","Tetanus, Current week, flag","Tetanus, Previous 52 weeks Med","Tetanus, Previous 52 weeks Med, flag","Tetanus, Previous 52 weeks Max","Tetanus, Previous 52 weeks Max, flag","Tetanus, Cum 2015","Tetanus, Cum 2015, flag","Tetanus, Cum 2014","Tetanus, Cum 2014, flag","Varicella (chickenpox), Current week","Varicella (chickenpox), Current week, flag","Varicella (chickenpox), Previous 52 weeks Med","Varicella (chickenpox), Previous 52 weeks Med, flag","Varicella (chickenpox), Previous 52 weeks Max","Varicella (chickenpox), Previous 52 weeks Max, flag","Varicella (chickenpox), Cum 2015","Varicella (chickenpox), Cum 2015, flag","Varicella (chickenpox), Cum 2014","Varicella (chickenpox), Cum 2014, flag","Vibriosis§, Current week","Vibriosis§, Current week, flag","Vibriosis§, Previous 52 weeks Med","Vibriosis§, Previous 52 weeks Med, flag","Vibriosis§, Previous 52 weeks Max","Vibriosis§, Previous 52 weeks Max, flag","Vibriosis§, Cum 2015","Vibriosis§, Cum 2015, flag","Vibriosis§, Cum 2014","Vibriosis§, Cum 2014, flag",Location 1,Location 2
NEW MEXICO,2015,27,,-,0,,0,,,-,,-,,-,1,,4,,19,,47,,,-,0,,1,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
MINNESOTA,2015,27,,-,0,,1,,,-,1,,,-,7,,14,,179,,140,,,-,0,,4,,,-,1,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
INDIANA,2015,27,,-,0,,0,,,-,1,,,-,3,,11,,87,,104,,,-,0,,1,,2,,1,,"INDIANA
(39.766913353000064, -86.14995646699998)",
ALABAMA,2015,27,,-,0,,1,,1,,,-,1,,2,,11,,103,,61,,,-,0,,3,,4,,4,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
KANSAS,2015,27,,-,0,,0,,,-,,-,,-,0,,13,,,-,130,,,-,0,,1,,,-,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
DELAWARE,2015,27,,-,0,,0,,,-,,-,,-,0,,3,,15,,9,,,-,0,,1,,2,,1,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
ILLINOIS,2015,27,,-,0,,1,,1,,,-,,-,9,,19,,212,,338,,,-,0,,3,,6,,5,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
RHODE ISLAND,2015,27,,-,0,,0,,,-,,-,1,,0,,8,,26,,30,,,-,0,,2,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
WISCONSIN,2015,27,,-,0,,0,,,-,1,,1,,6,,17,,155,,243,,,-,0,,2,,,-,3,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
WEST VIRGINIA,2015,27,,-,0,,0,,,-,,-,,-,2,,9,,61,,74,,,-,0,,1,,1,,2,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
IDAHO,2015,27,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.68263174800006, -114.36372693399994)",
OREGON,2015,27,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,1,,0,,2,,9,,8,,"OREGON
(44.56745049300008, -120.15502935599994)",
FLORIDA,2015,27,,-,0,,1,,2,,2,,16,,11,,37,,419,,323,,6,,3,,10,,92,,58,,"FLORIDA
(28.932571766000024, -81.92832639299996)",
OKLAHOMA,2015,27,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
NORTH CAROLINA,2015,27,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,1,,0,,5,,7,,7,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
NEW JERSEY,2015,27,,-,0,,0,,,-,,-,1,,5,,11,,110,,189,,,-,0,,5,,3,,7,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
MARYLAND,2015,27,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,4,,5,,10,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
WYOMING,2015,27,,-,0,,0,,,-,,-,,-,0,,2,,2,,4,,,-,0,,1,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
LOUISIANA,2015,27,,-,0,,1,,1,,1,,1,,1,,3,,30,,21,,,-,1,,6,,32,,23,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
MICHIGAN,2015,27,,-,0,,0,,,-,,-,,-,9,,33,,201,,402,,,-,0,,3,,6,,2,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
MASSACHUSETTS,2015,27,,-,0,,0,,,-,,-,3,,8,,21,,185,,246,,,-,0,,6,,6,,12,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
WASHINGTON,2015,27,,-,0,,2,,,-,,-,,N,0,,0,,,N,,N,,-,0,,14,,2,,2,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
PENNSYLVANIA,2015,27,,-,0,,0,,,-,2,,4,,14,,27,,344,,473,,1,,0,,3,,3,,4,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
GEORGIA,2015,27,,-,0,,0,,,-,,-,,-,1,,7,,35,,24,,,-,0,,1,,3,,5,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
PUERTO RICO,2015,27,,-,0,,1,,1,,,-,,-,2,,8,,35,,144,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.248289714000066, -66.49988663099998)",
TENNESSEE,2015,27,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,2,,2,,5,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
MISSOURI,2015,27,,-,0,,0,,,-,,-,,-,2,,12,,59,,99,,,-,0,,2,,,-,1,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
IOWA,2015,27,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.469401411000035, -93.81648725599996)",
MONTANA,2015,27,,-,0,,0,,,-,,-,,-,1,,16,,78,,50,,,-,0,,1,,,-,,-,"MONTANA
(47.06652795700006, -109.42441587999997)",
TEXAS,2015,27,,-,0,,1,,1,,3,,18,,30,,78,,782,,853,,2,,1,,8,,22,,23,,"TEXAS
(31.827240467000024, -99.42676785299994)",
MAINE,2015,27,,-,0,,0,,,-,,-,4,,4,,12,,107,,83,,,-,0,,2,,,-,1,,"MAINE
(45.25422910300006, -68.98502586699993)",
COLORADO,2015,27,,-,0,,0,,,-,,-,,-,5,,27,,95,,198,,,-,0,,3,,1,,3,,"COLORADO
(38.84384342200008, -106.13360911499996)",
CALIFORNIA,2015,27,,-,0,,1,,,-,2,,,-,0,,2,,16,,29,,,-,3,,32,,59,,44,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
NEW HAMPSHIRE,2015,27,,-,0,,1,,2,,,-,,-,0,,5,,,-,58,,,-,0,,1,,,-,2,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
ARIZONA,2015,27,,-,0,,1,,1,,,-,1,,4,,10,,120,,182,,,-,0,,4,,13,,7,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
GUAM,2015,27,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480999164000025, 144.7314964090001)",
NEW YORK CITY,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,0,,3,,7,,5,,"NEW YORK CITY
(40.71426837200005, -74.00596557099993)",
MISSISSIPPI,2015,27,,-,0,,1,,,-,,-,,-,0,,3,,10,,1,,,-,0,,2,,5,,7,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
VERMONT,2015,27,,-,0,,0,,,-,,-,,-,1,,4,,17,,86,,,-,0,,0,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
NEBRASKA,2015,27,,-,0,,0,,,-,,-,1,,0,,2,,10,,10,,,-,0,,1,,,-,1,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
KENTUCKY,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,,-,0,,1,,,-,3,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
NEW YORK,2015,27,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW YORK
(42.82700376100007, -75.54396609999998)",
OHIO,2015,27,,-,0,,1,,,-,,-,4,,9,,18,,213,,288,,1,,0,,4,,6,,2,,"OHIO
(40.060212455000055, -82.40425667899996)",
HAWAII,2015,27,,-,0,,0,,,-,,-,,-,1,,5,,31,,26,,,-,0,,3,,12,,19,,"HAWAII
(21.30485232600006, -157.85774798099996)",
NORTH DAKOTA,2015,27,,-,0,,0,,,-,,-,,-,0,,3,,11,,9,,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
UNITED STATES,2015,28,1,,0,,2,,13,,14,,51,,177,,269,,4348,,5517,,23,,14,,81,,369,,339,,,
NEW ENGLAND,2015,28,,-,0,,1,,2,,,-,5,,19,,32,,412,,626,,2,,1,,7,,15,,22,,,
MID. ATLANTIC,2015,28,,-,0,,0,,,-,2,,7,,20,,32,,493,,672,,1,,0,,8,,15,,18,,,
E.N. CENTRAL,2015,28,,-,0,,1,,1,,2,,9,,36,,68,,877,,1408,,,-,1,,7,,20,,13,,,
W.N. CENTRAL,2015,28,,-,0,,1,,1,,2,,,-,14,,33,,274,,413,,,-,0,,5,,,-,4,,,
S. ATLANTIC,2015,28,1,,0,,2,,5,,2,,5,,26,,55,,785,,677,,9,,6,,18,,135,,116,,,
DIST. OF COL.,2015,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,28,,-,0,,1,,1,,,-,,-,2,,11,,113,,63,,1,,0,,5,,12,,21,,,
W.S. CENTRAL,2015,28,,-,0,,2,,2,,4,,24,,35,,81,,904,,955,,3,,2,,8,,60,,50,,,
VIRGINIA,2015,28,,-,0,,0,,,-,,-,,-,6,,21,,159,,153,,1,,1,,8,,14,,17,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
MOUNTAIN,2015,28,,-,0,,1,,1,,,-,1,,16,,33,,411,,626,,,-,1,,5,,18,,12,,,
PACIFIC,2015,28,,-,0,,2,,,-,2,,,-,2,,7,,79,,77,,7,,5,,39,,94,,83,,,
AMER. SAMOA,2015,28,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,28,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
CALIFORNIA,2015,28,,-,0,,1,,,-,2,,,-,0,,2,,16,,30,,,-,3,,32,,61,,48,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
KANSAS,2015,28,,-,0,,0,,,-,,-,,-,0,,13,,,-,135,,,-,0,,1,,,-,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
INDIANA,2015,28,,-,0,,0,,,-,1,,,-,3,,11,,88,,108,,,-,0,,1,,2,,1,,"INDIANA
(39.766913353000064, -86.14995646699998)",
WISCONSIN,2015,28,,-,0,,0,,,-,1,,,-,6,,17,,157,,243,,,-,0,,2,,,-,3,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
MASSACHUSETTS,2015,28,,-,0,,0,,,-,,-,1,,8,,21,,189,,263,,2,,0,,6,,10,,14,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
NEW YORK,2015,28,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW YORK
(42.82700376100007, -75.54396609999998)",
IOWA,2015,28,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.469401411000035, -93.81648725599996)",
FLORIDA,2015,28,,-,0,,1,,2,,2,,,-,12,,37,,419,,327,,5,,3,,10,,96,,61,,"FLORIDA
(28.932571766000024, -81.92832639299996)",
MAINE,2015,28,,-,0,,0,,,-,,-,4,,4,,12,,111,,85,,,-,0,,2,,1,,1,,"MAINE
(45.25422910300006, -68.98502586699993)",
SOUTH DAKOTA,2015,28,,-,0,,1,,1,,,-,,-,0,,3,,15,,12,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
UTAH,2015,28,,-,0,,0,,,-,,-,,-,3,,13,,95,,136,,,-,0,,2,,4,,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
MISSOURI,2015,28,,-,0,,0,,,-,,-,,-,2,,12,,59,,102,,,-,0,,2,,,-,1,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
TEXAS,2015,28,,-,0,,1,,1,,3,,24,,30,,78,,806,,872,,3,,1,,8,,26,,25,,"TEXAS
(31.827240467000024, -99.42676785299994)",
COLORADO,2015,28,,-,0,,0,,,-,,-,,-,5,,27,,95,,202,,,-,0,,3,,1,,3,,"COLORADO
(38.84384342200008, -106.13360911499996)",
TENNESSEE,2015,28,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,2,,2,,5,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
DELAWARE,2015,28,,-,0,,0,,,-,,-,,-,0,,3,,15,,9,,,-,0,,1,,3,,1,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
MONTANA,2015,28,,-,0,,0,,,-,,-,,-,1,,16,,78,,51,,,-,0,,1,,,-,1,,"MONTANA
(47.06652795700006, -109.42441587999997)",
NEBRASKA,2015,28,,-,0,,0,,,-,,-,,-,0,,2,,10,,11,,,-,0,,1,,,-,1,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
ALASKA,2015,28,,-,0,,1,,,-,,-,,-,0,,4,,32,,21,,,-,0,,2,,,-,1,,"ALASKA
(64.84508688700004, -147.72202846799996)",
NEW HAMPSHIRE,2015,28,,-,0,,1,,2,,,-,,-,0,,5,,,-,59,,,-,0,,1,,1,,3,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
CONNECTICUT,2015,28,,-,0,,0,,,-,,-,,-,3,,9,,69,,102,,,-,0,,2,,3,,4,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
PENNSYLVANIA,2015,28,,-,0,,0,,,-,2,,7,,14,,27,,352,,482,,,-,0,,3,,3,,5,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
IDAHO,2015,28,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.68263174800006, -114.36372693399994)",
PUERTO RICO,2015,28,,-,0,,1,,1,,,-,,-,2,,8,,52,,150,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.248289714000066, -66.49988663099998)",
MARYLAND,2015,28,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,1,,0,,4,,6,,12,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
WASHINGTON,2015,28,,-,0,,2,,,-,,-,,N,0,,0,,,N,,N,7,,0,,14,,9,,3,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
NEW JERSEY,2015,28,,-,0,,0,,,-,,-,,-,5,,11,,141,,190,,,-,0,,5,,4,,8,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
LOUISIANA,2015,28,,-,0,,1,,1,,1,,,-,1,,3,,30,,21,,,-,1,,6,,32,,25,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
MISSISSIPPI,2015,28,,-,0,,1,,,-,,-,,-,0,,3,,10,,1,,1,,0,,2,,6,,8,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
VERMONT,2015,28,,-,0,,0,,,-,,-,,-,1,,4,,17,,87,,,-,0,,0,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
HAWAII,2015,28,,-,0,,0,,,-,,-,,-,1,,5,,31,,26,,,-,0,,3,,13,,21,,"HAWAII
(21.30485232600006, -157.85774798099996)",
SOUTH CAROLINA,2015,28,,-,0,,1,,1,,,-,5,,3,,11,,96,,84,,1,,0,,2,,4,,11,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
ALABAMA,2015,28,,-,0,,1,,1,,,-,,-,2,,11,,103,,62,,,-,0,,3,,4,,5,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
KENTUCKY,2015,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,,-,0,,1,,,-,3,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
RHODE ISLAND,2015,28,,-,0,,0,,,-,,-,,-,1,,8,,26,,30,,,-,0,,2,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
NORTH CAROLINA,2015,28,1,,0,,1,,2,,,-,,N,0,,0,,,N,,N,1,,0,,5,,8,,7,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
WEST VIRGINIA,2015,28,,-,0,,0,,,-,,-,,-,2,,9,,61,,78,,,-,0,,1,,1,,2,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
NEW MEXICO,2015,28,,-,0,,0,,,-,,-,,-,1,,4,,19,,48,,,-,0,,1,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
ARKANSAS,2015,28,,-,0,,0,,,-,,-,,-,3,,29,,68,,62,,,-,0,,1,,1,,,N,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
NEVADA,2015,28,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,1,,"NEVADA
(39.49324221300003, -117.07183885899997)",
MINNESOTA,2015,28,,-,0,,0,,,-,2,,,-,7,,14,,179,,144,,,-,0,,4,,,-,2,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
ILLINOIS,2015,28,,-,0,,1,,1,,,-,2,,8,,19,,207,,352,,,-,0,,3,,6,,5,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
GUAM,2015,28,,-,0,,0,,,-,,-,,-,0,,4,,,-,16,,,-,0,,0,,,-,,-,"GUAM
(13.480999164000025, 144.7314964090001)",
MICHIGAN,2015,28,,-,0,,0,,,-,,-,2,,9,,33,,207,,413,,,-,0,,3,,6,,2,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
GEORGIA,2015,28,,-,0,,0,,,-,,-,,-,1,,7,,35,,26,,,-,0,,1,,3,,5,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
NORTH DAKOTA,2015,28,,-,0,,0,,,-,,-,,-,0,,3,,11,,9,,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
NEW YORK CITY,2015,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,0,,3,,8,,5,,"NEW YORK CITY
(40.71426837200005, -74.00596557099993)",
WYOMING,2015,28,,-,0,,0,,,-,,-,,-,0,,2,,2,,4,,,-,0,,1,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
OKLAHOMA,2015,28,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,1,,,N,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
OREGON,2015,28,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,3,,11,,10,,"OREGON
(44.56745049300008, -120.15502935599994)",
ARIZONA,2015,28,,-,0,,1,,1,,,-,1,,4,,10,,122,,185,,,-,0,,4,,13,,7,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
OHIO,2015,28,,-,0,,1,,,-,,-,5,,9,,18,,218,,292,,,-,0,,4,,6,,2,,"OHIO
(40.060212455000055, -82.40425667899996)",
UNITED STATES,2015,29,,-,0,,2,,13,,16,,58,,177,,269,,4480,,5678,,20,,14,,81,,406,,389,,,
NEW ENGLAND,2015,29,,-,0,,1,,2,,,-,4,,19,,32,,430,,654,,,-,1,,7,,17,,25,,,
MID. ATLANTIC,2015,29,,-,0,,0,,,-,2,,3,,20,,32,,500,,691,,3,,0,,8,,18,,22,,,
E.N. CENTRAL,2015,29,,-,0,,1,,1,,2,,10,,36,,68,,899,,1443,,1,,1,,7,,21,,15,,,
W.N. CENTRAL,2015,29,,-,0,,1,,1,,2,,6,,15,,33,,300,,421,,,-,0,,5,,1,,6,,,
S. ATLANTIC,2015,29,,-,0,,2,,5,,2,,8,,26,,55,,809,,699,,8,,6,,18,,143,,129,,,
DIST. OF COL.,2015,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,29,,-,0,,1,,1,,,-,,-,2,,11,,113,,64,,1,,0,,5,,14,,22,,,
W.S. CENTRAL,2015,29,,-,0,,2,,2,,4,,25,,35,,81,,933,,989,,1,,2,,8,,64,,58,,,
MOUNTAIN,2015,29,,-,0,,1,,1,,,-,2,,16,,33,,416,,639,,2,,1,,5,,24,,13,,,
PACIFIC,2015,29,,-,0,,2,,,-,4,,,-,2,,7,,80,,78,,4,,5,,39,,104,,99,,,
AMER. SAMOA,2015,29,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,29,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
OKLAHOMA,2015,29,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,1,,1,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
WISCONSIN,2015,29,,-,0,,0,,,-,1,,2,,6,,17,,160,,251,,,-,0,,2,,,-,4,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
MINNESOTA,2015,29,,-,0,,0,,,-,2,,,-,7,,14,,195,,145,,,-,0,,4,,,-,3,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
TENNESSEE,2015,29,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,1,,0,,2,,3,,5,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
LOUISIANA,2015,29,,-,0,,1,,1,,1,,8,,1,,4,,42,,22,,,-,1,,6,,33,,28,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
VIRGINIA,2015,29,,-,0,,0,,,-,,-,,-,6,,21,,159,,160,,1,,1,,8,,15,,20,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
MISSISSIPPI,2015,29,,-,0,,1,,,-,,-,,-,0,,3,,10,,1,,,-,0,,2,,7,,9,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
TEXAS,2015,29,,-,0,,1,,1,,3,,17,,29,,78,,823,,902,,1,,1,,8,,29,,29,,"TEXAS
(31.827240467000024, -99.42676785299994)",
MICHIGAN,2015,29,,-,0,,0,,,-,,-,7,,9,,33,,218,,419,,,-,0,,3,,6,,2,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
OHIO,2015,29,,-,0,,1,,,-,,-,1,,9,,18,,219,,298,,1,,0,,4,,7,,2,,"OHIO
(40.060212455000055, -82.40425667899996)",
FLORIDA,2015,29,,-,0,,1,,2,,2,,6,,12,,37,,438,,333,,4,,3,,10,,100,,65,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
SOUTH DAKOTA,2015,29,,-,0,,1,,1,,,-,,-,0,,3,,15,,14,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
IDAHO,2015,29,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.68263174800006, -114.36372693399994)",
ARIZONA,2015,29,,-,0,,1,,1,,,-,1,,4,,10,,123,,187,,2,,0,,4,,15,,8,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
VERMONT,2015,29,,-,0,,0,,,-,,-,,-,1,,4,,17,,89,,,-,0,,0,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
NEW HAMPSHIRE,2015,29,,-,0,,1,,2,,,-,,-,0,,5,,,-,61,,,-,0,,1,,1,,3,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
WEST VIRGINIA,2015,29,,-,0,,0,,,-,,-,,-,2,,9,,64,,78,,,-,0,,1,,1,,2,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
ALASKA,2015,29,,-,0,,1,,,-,,-,,-,1,,4,,33,,21,,,-,0,,2,,,-,1,,"ALASKA
(64.84507799500005, -147.72205958799998)",
CALIFORNIA,2015,29,,-,0,,1,,,-,3,,,-,0,,2,,16,,31,,,-,3,,32,,67,,62,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
MONTANA,2015,29,,-,0,,0,,,-,,-,,-,1,,16,,78,,52,,,-,0,,1,,,-,1,,"MONTANA
(47.06652795700006, -109.42441587999997)",
ILLINOIS,2015,29,,-,0,,1,,1,,,-,,-,8,,19,,213,,362,,,-,0,,3,,6,,5,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
PUERTO RICO,2015,29,,-,0,,1,,1,,,-,,-,2,,8,,52,,153,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
INDIANA,2015,29,,-,0,,0,,,-,1,,,-,3,,11,,89,,113,,,-,0,,1,,2,,2,,"INDIANA
(39.766913353000064, -86.14995646699998)",
PENNSYLVANIA,2015,29,,-,0,,0,,,-,2,,3,,14,,27,,355,,494,,1,,0,,3,,4,,6,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
NEW JERSEY,2015,29,,-,0,,0,,,-,,-,,-,5,,11,,145,,197,,,-,0,,5,,4,,11,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
KENTUCKY,2015,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,,-,0,,1,,,-,3,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
OREGON,2015,29,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,1,,0,,3,,12,,11,,"OREGON
(44.56745049300008, -120.15502935599994)",
DELAWARE,2015,29,,-,0,,0,,,-,,-,,-,0,,3,,15,,10,,,-,0,,1,,3,,1,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
NEW YORK,2015,29,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW YORK
(42.82700376100007, -75.54396609999998)",
ARKANSAS,2015,29,,-,0,,0,,,-,,-,,-,3,,29,,68,,65,,,-,0,,1,,1,,,N,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
NEW YORK CITY,2015,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,0,,3,,10,,5,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
KANSAS,2015,29,,-,0,,0,,,-,,-,,-,0,,13,,,-,139,,,-,0,,1,,,-,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
GEORGIA,2015,29,,-,0,,0,,,-,,-,,-,1,,7,,35,,32,,,-,0,,1,,3,,6,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
MAINE,2015,29,,-,0,,0,,,-,,-,3,,4,,12,,114,,95,,,-,0,,2,,1,,2,,"MAINE
(45.25422910300006, -68.98502586699993)",
HAWAII,2015,29,,-,0,,0,,,-,,-,,-,1,,5,,31,,26,,,-,0,,3,,13,,22,,"HAWAII
(21.30485232600006, -157.85774798099996)",
MASSACHUSETTS,2015,29,,-,0,,0,,,-,,-,,-,7,,21,,189,,276,,,-,0,,6,,10,,16,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
