Reporting Area,MMWR Year,MMWR Week,"Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Current week","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Current week, flag","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Previous 52 weeks Med","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Previous 52 weeks Med, flag","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Previous 52 weeks Max","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Previous 52 weeks Max, flag","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Cum 2014","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Cum 2014, flag","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Cum 2013","Spotted Fever Rickettsiosis (including RMSF)†, Confirmed, Cum 2013, flag","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Current week","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Current week, flag","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Previous 52 weeks Med","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Previous 52 weeks Med, flag","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Previous 52 weeks Max","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Previous 52 weeks Max, flag","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Cum 2014","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Cum 2014, flag","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Cum 2013","Spotted Fever Rickettsiosis (including RMSF)†, Probable, Cum 2013, flag","Syphilis, primary and secondary, Current week","Syphilis, primary and secondary, Current week, flag","Syphilis, primary and secondary, Previous 52 weeks Med","Syphilis, primary and secondary, Previous 52 weeks Med, flag","Syphilis, primary and secondary, Previous 52 weeks Max","Syphilis, primary and secondary, Previous 52 weeks Max, flag","Syphilis, primary and secondary, Cum 2014","Syphilis, primary and secondary, Cum 2014, flag","Syphilis, primary and secondary, Cum 2013","Syphilis, primary and secondary, Cum 2013, flag",Location 1,Location 2
VERMONT,2014,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,2,,2,,"VERMONT
(43.62538000100045, -72.51763944499965)",
IOWA,2014,30,,-,0,,0,,,-,,-,,-,0,,2,,4,,5,,1,,1,,7,,21,,46,,"IOWA
(42.469401477000474, -93.81648936699969)",
MISSISSIPPI,2014,30,,-,0,,1,,2,,1,,,-,0,,3,,2,,25,,,-,1,,26,,68,,48,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
MONTANA,2014,30,,-,0,,0,,,-,,-,,-,0,,1,,2,,1,,,-,0,,2,,5,,4,,"MONTANA
(47.06652759400049, -109.42441687999968)",
NEBRASKA,2014,30,,-,0,,1,,,-,3,,,-,0,,1,,,-,5,,,-,1,,3,,30,,26,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
WASHINGTON,2014,30,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,1,,4,,11,,80,,149,,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
VIRGINIA,2014,30,,-,0,,1,,4,,3,,7,,4,,22,,149,,176,,16,,6,,18,,179,,166,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
TENNESSEE,2014,30,,-,0,,2,,6,,5,,13,,7,,41,,316,,317,,1,,4,,9,,90,,123,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
NEW YORK CITY,2014,30,,-,0,,1,,,-,,-,2,,0,,1,,4,,2,,,-,23,,37,,663,,666,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
NEW JERSEY,2014,30,,-,0,,1,,,-,1,,,-,1,,3,,25,,24,,,-,4,,9,,115,,138,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
MARYLAND,2014,30,,-,0,,1,,1,,,-,,-,0,,2,,9,,6,,,-,9,,16,,226,,232,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
ALABAMA,2014,30,,-,0,,1,,3,,1,,6,,4,,19,,109,,104,,,-,3,,8,,52,,99,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
MASSACHUSETTS,2014,30,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,2,,7,,14,,173,,197,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
NORTH CAROLINA,2014,30,,-,0,,2,,3,,5,,,-,6,,34,,173,,143,,15,,12,,29,,349,,143,,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
UNITED STATES,2014,31,5,,2,,10,,63,,106,,115,,57,,212,,1732,,1613,,88,,341,,478,,9787,,9845,,,
NEW ENGLAND,2014,31,,-,0,,0,,,-,1,,,-,0,,1,,4,,8,,1,,10,,19,,275,,294,,,
CONNECTICUT,2014,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,44,,37,,"CONNECTICUT
",
MAINE,2014,31,,-,0,,0,,,-,,-,,-,0,,1,,2,,2,,,-,0,,4,,6,,8,,"MAINE
",
MASSACHUSETTS,2014,31,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,7,,14,,173,,209,,"MASSACHUSETTS
",
NEW HAMPSHIRE,2014,31,,-,0,,0,,,-,1,,,-,0,,1,,1,,3,,1,,0,,2,,13,,18,,"NEW HAMPSHIRE
",
RHODE ISLAND,2014,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,,-,1,,5,,37,,20,,"RHODE ISLAND
",
VERMONT,2014,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,2,,2,,"VERMONT
",
MID. ATLANTIC,2014,31,,-,0,,1,,2,,1,,1,,1,,7,,41,,45,,19,,44,,73,,1316,,1236,,,
NEW JERSEY,2014,31,,-,0,,1,,,-,1,,,-,1,,3,,25,,27,,,-,4,,9,,115,,143,,"NEW JERSEY
",
NEW YORK,2014,31,,-,0,,1,,1,,,-,1,,0,,6,,7,,5,,9,,5,,48,,218,,149,,"NEW YORK
",
NEW YORK CITY,2014,31,,-,0,,1,,,-,,-,,-,0,,2,,4,,2,,2,,24,,38,,711,,682,,"NEW YORK CITY
",
PENNSYLVANIA,2014,31,,-,0,,1,,1,,,-,,-,0,,2,,5,,11,,8,,9,,21,,272,,262,,"PENNSYLVANIA
",
E.N. CENTRAL,2014,31,,-,0,,2,,3,,3,,,-,1,,11,,60,,100,,,-,32,,58,,848,,1226,,,
ILLINOIS,2014,31,,-,0,,1,,1,,2,,,-,1,,7,,45,,64,,,-,11,,27,,265,,507,,"ILLINOIS
",
MICHIGAN,2014,31,,-,0,,0,,,-,,-,,-,0,,1,,2,,1,,,-,8,,17,,191,,272,,"MICHIGAN
",
OHIO,2014,31,,-,0,,1,,,-,,-,,-,0,,2,,9,,15,,,-,9,,17,,259,,248,,"OHIO
",
WISCONSIN,2014,31,,-,0,,0,,,-,1,,,-,0,,1,,2,,5,,,-,1,,5,,41,,54,,"WISCONSIN
",
W.N. CENTRAL,2014,31,1,,0,,2,,8,,4,,4,,3,,17,,159,,185,,,-,15,,30,,437,,366,,,
IOWA,2014,31,,-,0,,0,,,-,,-,,-,0,,2,,5,,5,,,-,1,,7,,21,,50,,"IOWA
",
KANSAS,2014,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,3,,36,,27,,"KANSAS
",
MINNESOTA,2014,31,,-,0,,1,,,-,,-,,-,0,,1,,,-,9,,,-,4,,10,,128,,94,,"MINNESOTA
",
MISSOURI,2014,31,1,,0,,1,,7,,1,,4,,3,,17,,153,,160,,,-,6,,11,,188,,148,,"MISSOURI
",
NEBRASKA,2014,31,,-,0,,1,,,-,3,,,-,0,,1,,,-,6,,,-,1,,3,,30,,26,,"NEBRASKA
",
NORTH DAKOTA,2014,31,,-,0,,1,,1,,,-,,-,0,,1,,1,,2,,,-,0,,2,,8,,6,,"NORTH DAKOTA
",
SOUTH DAKOTA,2014,31,,-,0,,1,,,-,,-,,-,0,,1,,,-,3,,,-,1,,6,,26,,15,,"SOUTH DAKOTA
",
S. ATLANTIC,2014,31,4,,1,,9,,35,,78,,77,,13,,57,,474,,416,,16,,89,,215,,2563,,2117,,,
DELAWARE,2014,31,,-,0,,0,,,-,,-,,-,0,,3,,15,,11,,,-,1,,6,,22,,21,,"DELAWARE
",
DIST. OF COL.,2014,31,,-,0,,1,,,-,3,,,-,0,,0,,,-,1,,,-,0,,8,,,-,104,,"DIST. OF COL.
",
FLORIDA,2014,31,2,,0,,2,,3,,3,,1,,0,,3,,20,,7,,6,,31,,45,,947,,815,,"FLORIDA
",
GEORGIA,2014,31,,-,1,,4,,21,,61,,,-,0,,0,,,-,,-,,-,22,,151,,667,,438,,"GEORGIA
",
MARYLAND,2014,31,,-,0,,1,,1,,,-,,-,0,,2,,9,,6,,2,,9,,16,,242,,241,,"MARYLAND
",
NORTH CAROLINA,2014,31,2,,0,,2,,5,,7,,66,,6,,34,,239,,163,,,-,12,,29,,349,,147,,"NORTH CAROLINA
",
VIRGINIA,2014,31,,-,0,,1,,5,,3,,10,,4,,22,,172,,198,,5,,6,,18,,184,,175,,"VIRGINIA
",
WEST VIRGINIA,2014,31,,-,0,,0,,,-,1,,,-,0,,2,,3,,1,,,-,0,,2,,15,,8,,"WEST VIRGINIA
",
E.S. CENTRAL,2014,31,,-,0,,3,,11,,8,,21,,13,,50,,501,,527,,5,,11,,29,,307,,346,,,
ALABAMA,2014,31,,-,0,,1,,3,,1,,5,,4,,19,,117,,121,,1,,3,,8,,69,,103,,"ALABAMA
",
KENTUCKY,2014,31,,-,0,,1,,,-,1,,1,,1,,5,,29,,40,,4,,2,,8,,80,,70,,"KENTUCKY
",
MISSISSIPPI,2014,31,,-,0,,1,,2,,1,,,-,0,,3,,2,,28,,,-,1,,26,,68,,48,,"MISSISSIPPI
",
TENNESSEE,2014,31,,-,0,,2,,6,,5,,15,,7,,41,,353,,338,,,-,4,,9,,90,,125,,"TENNESSEE
",
W.S. CENTRAL,2014,31,,-,0,,4,,2,,4,,10,,13,,123,,472,,282,,22,,41,,69,,1239,,1289,,,
LOUISIANA,2014,31,,-,0,,0,,,-,,-,,-,0,,1,,3,,3,,,-,8,,22,,181,,201,,"LOUISIANA
",
TEXAS,2014,31,,-,0,,0,,,-,1,,,-,2,,16,,59,,30,,22,,28,,47,,927,,911,,"TEXAS
",
MOUNTAIN,2014,31,,-,0,,1,,1,,6,,1,,1,,4,,10,,42,,,-,17,,31,,566,,475,,,
ARIZONA,2014,31,,-,0,,1,,1,,5,,,-,0,,3,,5,,31,,,-,7,,12,,218,,157,,"ARIZONA
",
COLORADO,2014,31,,-,0,,0,,,-,,-,,-,0,,1,,,-,5,,,-,2,,9,,72,,97,,"COLORADO
",
IDAHO,2014,31,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,2,,3,,8,,"IDAHO
",
MONTANA,2014,31,,-,0,,0,,,-,,-,1,,0,,1,,3,,2,,,-,0,,2,,5,,4,,"MONTANA
",
NEVADA,2014,31,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,5,,20,,196,,101,,"NEVADA
",
NEW MEXICO,2014,31,,-,0,,1,,,-,,-,,-,0,,1,,1,,1,,,-,2,,6,,60,,53,,"NEW MEXICO
",
UTAH,2014,31,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,,-,0,,3,,12,,54,,"UTAH
",
WYOMING,2014,31,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,"WYOMING
",
PACIFIC,2014,31,,-,0,,1,,1,,1,,1,,0,,2,,11,,8,,25,,79,,100,,2236,,2496,,,
ALASKA,2014,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,12,,16,,"ALASKA
",
CALIFORNIA,2014,31,,-,0,,1,,1,,,-,1,,0,,1,,8,,8,,23,,68,,89,,1981,,2139,,"CALIFORNIA
",
OREGON,2014,31,,-,0,,1,,,-,1,,,-,0,,1,,3,,,-,,-,4,,11,,132,,163,,"OREGON
",
WASHINGTON,2014,31,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,2,,4,,11,,82,,153,,"WASHINGTON
",
AMER. SAMOA,2014,31,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,31,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
GUAM,2014,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"GUAM
",
PUERTO RICO,2014,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,6,,29,,258,,247,,"PUERTO RICO
",
VIRGIN ISL.,2014,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,1,,"VIRGIN ISL.
",
OKLAHOMA,2014,31,,-,0,,4,,2,,,-,,-,0,,87,,81,,21,,,-,2,,7,,68,,69,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
HAWAII,2014,31,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,5,,29,,25,,"HAWAII
(21.304853205000427, -157.85774691599974)",
SOUTH CAROLINA,2014,31,,-,0,,1,,,-,,-,,-,0,,5,,16,,29,,3,,4,,13,,137,,168,,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
ARKANSAS,2014,31,,-,0,,1,,,-,3,,10,,10,,42,,329,,228,,,-,3,,9,,63,,108,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
INDIANA,2014,31,,-,0,,2,,2,,,-,,-,0,,2,,2,,15,,,-,3,,8,,92,,145,,"INDIANA
(39.76691072200049, -86.14995579899966)",
UNITED STATES,2014,32,3,,2,,9,,68,,113,,42,,57,,218,,1861,,1823,,112,,344,,478,,10186,,10199,,,
NEW ENGLAND,2014,32,,-,0,,0,,,-,1,,,-,0,,1,,4,,8,,3,,10,,19,,284,,300,,,
MID. ATLANTIC,2014,32,2,,0,,1,,4,,1,,,-,1,,7,,46,,50,,25,,44,,73,,1394,,1276,,,
E.N. CENTRAL,2014,32,,-,0,,2,,3,,4,,,-,1,,11,,61,,107,,1,,32,,58,,873,,1277,,,
W.N. CENTRAL,2014,32,,-,0,,2,,8,,5,,8,,3,,19,,186,,191,,1,,15,,30,,451,,381,,,
S. ATLANTIC,2014,32,1,,1,,4,,38,,79,,14,,13,,83,,502,,443,,57,,89,,215,,2676,,2194,,,
DIST. OF COL.,2014,32,,-,0,,1,,,-,3,,,-,0,,0,,,-,1,,,-,0,,8,,,-,106,,"DIST. OF COL.
",
E.S. CENTRAL,2014,32,,-,0,,3,,11,,8,,7,,13,,50,,521,,567,,3,,11,,29,,332,,365,,,
W.S. CENTRAL,2014,32,,-,0,,4,,2,,8,,13,,13,,123,,520,,405,,1,,41,,69,,1244,,1339,,,
MOUNTAIN,2014,32,,-,0,,1,,1,,6,,,-,1,,4,,11,,43,,1,,18,,31,,611,,488,,,
PACIFIC,2014,32,,-,0,,1,,1,,1,,,-,0,,2,,10,,9,,20,,78,,101,,2321,,2579,,,
AMER. SAMOA,2014,32,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,32,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,1,,"VIRGIN ISL.
",
MISSISSIPPI,2014,32,,-,0,,1,,2,,1,,,-,0,,2,,3,,29,,,-,1,,26,,68,,52,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
MONTANA,2014,32,,-,0,,0,,,-,,-,,-,0,,1,,3,,2,,,-,0,,2,,5,,4,,"MONTANA
(47.06652759400049, -109.42441687999968)",
NEW YORK,2014,32,2,,0,,1,,3,,,-,,-,0,,6,,7,,8,,11,,6,,48,,229,,152,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
NEW MEXICO,2014,32,,-,0,,1,,,-,,-,,-,0,,1,,1,,1,,,-,2,,6,,65,,54,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
ILLINOIS,2014,32,,-,0,,1,,1,,2,,,-,1,,7,,45,,69,,,-,11,,27,,286,,526,,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
VIRGINIA,2014,32,,-,0,,1,,5,,3,,10,,5,,20,,196,,211,,3,,6,,18,,187,,178,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
MINNESOTA,2014,32,,-,0,,1,,,-,,-,,-,0,,1,,,-,9,,,-,4,,10,,132,,100,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
NORTH CAROLINA,2014,32,,-,0,,2,,5,,7,,,-,6,,66,,239,,171,,17,,12,,29,,375,,168,,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
KENTUCKY,2014,32,,-,0,,1,,,-,1,,2,,1,,5,,31,,43,,3,,2,,8,,83,,73,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
SOUTH CAROLINA,2014,32,,-,0,,1,,,-,,-,,-,0,,5,,16,,34,,3,,4,,13,,140,,170,,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
MASSACHUSETTS,2014,32,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,6,,14,,173,,214,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
GUAM,2014,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"GUAM
(13.480998894000436, 144.73149801400064)",
WEST VIRGINIA,2014,32,,-,0,,0,,,-,1,,,-,0,,3,,4,,2,,,-,0,,2,,15,,9,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
TEXAS,2014,32,,-,0,,0,,,-,1,,1,,2,,16,,61,,31,,,-,28,,47,,927,,939,,"TEXAS
(31.827240712000446, -99.4267664729997)",
WASHINGTON,2014,32,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,1,,4,,11,,83,,157,,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
WISCONSIN,2014,32,,-,0,,0,,,-,1,,,-,0,,1,,2,,5,,1,,1,,5,,42,,56,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
LOUISIANA,2014,32,,-,0,,0,,,-,,-,,-,0,,2,,9,,3,,,-,8,,22,,181,,213,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
HAWAII,2014,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,5,,29,,28,,"HAWAII
(21.304853205000427, -157.85774691599974)",
OREGON,2014,32,,-,0,,0,,,-,1,,,-,0,,1,,3,,,-,,-,5,,11,,137,,171,,"OREGON
(44.56745218600048, -120.15502977999972)",
INDIANA,2014,32,,-,0,,2,,2,,,-,,-,0,,2,,3,,16,,,-,3,,8,,95,,150,,"INDIANA
(39.76691072200049, -86.14995579899966)",
NEW HAMPSHIRE,2014,32,,-,0,,0,,,-,1,,,-,0,,1,,1,,3,,1,,0,,2,,14,,18,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
CONNECTICUT,2014,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,49,,37,,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
TENNESSEE,2014,32,,-,0,,2,,5,,5,,4,,7,,41,,365,,359,,,-,4,,9,,112,,132,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
OKLAHOMA,2014,32,,-,0,,4,,2,,4,,,-,0,,87,,81,,108,,,-,2,,7,,71,,76,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
PUERTO RICO,2014,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,6,,29,,268,,252,,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
IDAHO,2014,32,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,2,,3,,8,,"IDAHO
(43.68263160000049, -114.3637261449997)",
NEBRASKA,2014,32,,-,0,,1,,2,,4,,1,,0,,2,,8,,7,,,-,1,,3,,30,,26,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
VERMONT,2014,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,2,,2,,"VERMONT
(43.62538000100045, -72.51763944499965)",
ALASKA,2014,32,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,12,,16,,"ALASKA
(64.84507631500048, -147.72205669099972)",
ALABAMA,2014,32,,-,0,,2,,4,,1,,1,,4,,19,,122,,136,,,-,3,,8,,69,,108,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
RHODE ISLAND,2014,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,2,,1,,5,,40,,21,,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
CALIFORNIA,2014,32,,-,0,,1,,1,,,-,,-,0,,1,,7,,9,,19,,68,,90,,2060,,2207,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
ARIZONA,2014,32,,-,0,,1,,1,,5,,,-,0,,3,,6,,31,,,-,7,,12,,231,,164,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
FLORIDA,2014,32,1,,0,,2,,5,,3,,3,,1,,3,,23,,7,,2,,32,,45,,995,,842,,"FLORIDA
(28.93204444200046, -81.92895558499964)",
MAINE,2014,32,,-,0,,0,,,-,,-,,-,0,,1,,2,,2,,,-,0,,4,,6,,8,,"MAINE
(45.2542257390005, -68.98502952999962)",
IOWA,2014,32,,-,0,,0,,,-,,-,,-,0,,2,,6,,5,,,-,1,,7,,21,,52,,"IOWA
(42.469401477000474, -93.81648936699969)",
KANSAS,2014,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,3,,38,,27,,"KANSAS
(38.3477418760005, -98.20077655499966)",
NORTH DAKOTA,2014,32,,-,0,,1,,1,,,-,,-,0,,1,,1,,2,,,-,0,,2,,8,,6,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
MISSOURI,2014,32,,-,0,,1,,5,,1,,7,,3,,17,,171,,165,,1,,6,,11,,196,,155,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
UTAH,2014,32,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,,-,0,,3,,13,,57,,"UTAH
(39.36070082200047, -111.5871285339997)",
NEW JERSEY,2014,32,,-,0,,1,,,-,1,,,-,1,,4,,30,,28,,,-,4,,9,,129,,150,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
DELAWARE,2014,32,,-,0,,0,,,-,,-,,-,0,,3,,15,,11,,,-,1,,6,,22,,22,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
SOUTH DAKOTA,2014,32,,-,0,,1,,,-,,-,,-,0,,1,,,-,3,,,-,1,,6,,26,,15,,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
MARYLAND,2014,32,,-,0,,1,,2,,,-,1,,0,,2,,9,,6,,,-,9,,16,,242,,250,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
NEVADA,2014,32,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,5,,20,,219,,101,,"NEVADA
(39.493242807000456, -117.07183978499972)",
PENNSYLVANIA,2014,32,,-,0,,1,,1,,,-,,-,0,,2,,5,,12,,9,,9,,22,,299,,271,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
COLORADO,2014,32,,-,0,,0,,,-,,-,,-,0,,1,,,-,6,,1,,2,,9,,75,,99,,"COLORADO
(38.84384201300048, -106.13360888799969)",
MICHIGAN,2014,32,,-,0,,0,,,-,,-,,-,0,,1,,2,,1,,,-,8,,17,,191,,289,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
ARKANSAS,2014,32,,-,0,,1,,,-,3,,12,,10,,44,,369,,263,,1,,3,,9,,65,,111,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
WYOMING,2014,32,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,"WYOMING
(43.235543013000495, -108.10982744299969)",
NEW YORK CITY,2014,32,,-,0,,1,,,-,,-,,-,0,,2,,4,,2,,5,,24,,38,,737,,703,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
GEORGIA,2014,32,,-,1,,3,,21,,62,,,-,0,,0,,,-,,-,32,,22,,151,,700,,449,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
OHIO,2014,32,,-,0,,1,,,-,1,,,-,0,,1,,9,,16,,,-,9,,17,,259,,256,,"OHIO
(40.06021184000048, -82.40425685299965)",
UNITED STATES,2014,33,1,,2,,9,,70,,117,,37,,57,,222,,1987,,1927,,108,,343,,478,,10558,,10536,,,
NEW ENGLAND,2014,33,,-,0,,0,,,-,1,,,-,0,,1,,4,,8,,,-,10,,19,,287,,310,,,
MID. ATLANTIC,2014,33,,-,0,,2,,4,,1,,,-,1,,7,,47,,53,,15,,45,,73,,1444,,1321,,,
E.N. CENTRAL,2014,33,,-,0,,2,,3,,4,,,-,1,,11,,64,,118,,2,,31,,58,,876,,1317,,,
W.N. CENTRAL,2014,33,,-,0,,2,,8,,5,,5,,3,,22,,205,,200,,3,,16,,30,,485,,392,,,
S. ATLANTIC,2014,33,,-,1,,4,,38,,81,,16,,14,,87,,530,,462,,60,,89,,215,,2790,,2267,,,
DIST. OF COL.,2014,33,,-,0,,1,,,-,3,,,-,0,,0,,,-,1,,,-,0,,8,,,-,108,,"DIST. OF COL.
",
E.S. CENTRAL,2014,33,1,,0,,3,,13,,9,,4,,13,,52,,550,,604,,3,,11,,29,,335,,382,,,
W.S. CENTRAL,2014,33,,-,0,,3,,2,,9,,12,,13,,91,,566,,425,,6,,40,,69,,1288,,1390,,,
MOUNTAIN,2014,33,,-,0,,1,,1,,6,,,-,0,,4,,11,,47,,1,,18,,31,,639,,512,,,
PACIFIC,2014,33,,-,0,,1,,1,,1,,,-,0,,2,,10,,10,,18,,78,,101,,2414,,2645,,,
VIRGIN ISL.,2014,33,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,1,,"VIRGIN ISL.
",
COLORADO,2014,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,6,,1,,3,,9,,83,,108,,"COLORADO
(38.84384201300048, -106.13360888799969)",
IOWA,2014,33,,-,0,,0,,,-,,-,,-,0,,2,,6,,7,,,-,1,,7,,21,,53,,"IOWA
(42.469401477000474, -93.81648936699969)",
MINNESOTA,2014,33,,-,0,,1,,,-,,-,,-,0,,1,,,-,10,,2,,4,,10,,149,,103,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
KENTUCKY,2014,33,,-,0,,1,,,-,1,,,-,1,,5,,32,,47,,3,,2,,8,,86,,73,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
ALASKA,2014,33,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,12,,16,,"ALASKA
(64.84507631500048, -147.72205669099972)",
WISCONSIN,2014,33,,-,0,,0,,,-,1,,,-,0,,1,,2,,6,,,-,1,,5,,43,,59,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
ALABAMA,2014,33,,-,0,,2,,5,,1,,1,,4,,19,,133,,148,,,-,3,,8,,69,,116,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
NEW JERSEY,2014,33,,-,0,,1,,,-,1,,,-,1,,4,,31,,30,,,-,4,,9,,137,,152,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
MARYLAND,2014,33,,-,0,,1,,2,,,-,1,,0,,2,,9,,6,,4,,9,,16,,256,,258,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
