Reporting Area,MMWR Year,MMWR Week,"Invasive Pneumococcal disease, All ages, Current week","Invasive Pneumococcal disease§, All ages, Current week, flag","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Med","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Med, flag","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Max","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Max, flag","Invasive Pneumococcal disease§, All ages, Cum 2015","Invasive Pneumococcal disease§, All ages, Cum 2015, flag","Invasive Pneumococcal disease§, All ages, Cum 2014","Invasive Pneumococcal disease§, All ages, Cum 2014, flag","Invasive Pneumococcal disease§, Age LT 5, Current week","Invasive Pneumococcal disease§, Age LT 5, Current week, flag","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Med","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Med, flag","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Max","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Max, flag","Invasive Pneumococcal disease§, Age LT 5, Cum 2015","Invasive Pneumococcal disease§, Age LT 5, Cum 2015, flag","Invasive Pneumococcal disease§, Age LT 5, Cum 2014","Invasive Pneumococcal disease§, Age LT 5, Cum 2014, flag","Legionellosis, Current week","Legionellosis, Current week, flag","Legionellosis, Previous 52 weeks Med","Legionellosis, Previous 52 weeks Med, flag","Legionellosis, Previous 52 weeks Max","Legionellosis, Previous 52 weeks Max, flag","Legionellosis, Cum 2015","Legionellosis, Cum 2015, flag","Legionellosis, Cum 2014","Legionellosis, Cum 2014, flag",Location 1,Location 2
MONTANA,2015,47,,-,1,,5,,53,,35,,,-,0,,0,,,-,2,,,-,0,,1,,6,,4,,"MONTANA
(47.062617, -109.430168)",
WISCONSIN,2015,47,3,,8,,20,,339,,361,,,-,0,,2,,23,,14,,,-,1,,4,,41,,87,,"WISCONSIN
(44.395526, -89.834513)",
ALABAMA,2015,47,1,,5,,16,,242,,180,,,-,0,,2,,24,,16,,1,,1,,6,,54,,58,,"ALABAMA
(32.839182, -86.631125)",
OKLAHOMA,2015,47,,N,0,,0,,,N,,N,1,,0,,2,,16,,23,,,-,0,,9,,33,,26,,"OKLAHOMA
(35.468494, -97.521264)",
COLORADO,2015,47,,-,8,,24,,334,,390,,,-,0,,3,,21,,18,,,-,0,,2,,9,,63,,"COLORADO
(38.841772, -106.132562)",
IOWA,2015,47,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,3,,32,,32,,"IOWA
(42.46942, -93.815856)",
TENNESSEE,2015,47,7,,16,,51,,727,,639,,,-,1,,4,,46,,44,,1,,2,,8,,106,,149,,"TENNESSEE
(35.681402, -85.774444)",
INDIANA,2015,47,,-,10,,33,,452,,520,,,-,0,,3,,25,,28,,,-,2,,8,,137,,114,,"INDIANA
(39.76845, -86.156212)",
MISSISSIPPI,2015,47,2,,5,,16,,200,,201,,,-,0,,3,,25,,19,,,-,0,,4,,36,,31,,"MISSISSIPPI
(32.738663, -89.537312)",
NEW HAMPSHIRE,2015,47,,-,1,,7,,66,,79,,,-,0,,2,,5,,4,,,-,0,,5,,28,,12,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
VERMONT,2015,47,1,,1,,4,,54,,50,,,-,0,,1,,4,,1,,,-,0,,2,,15,,6,,"VERMONT
(43.622479, -72.51927)",
NORTH CAROLINA,2015,47,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,7,,3,,9,,140,,172,,"NORTH CAROLINA
(35.47995, -79.180571)",
KANSAS,2015,47,,-,3,,7,,137,,116,,,-,0,,2,,12,,,N,,-,0,,4,,28,,18,,"KANSAS
(38.345528, -98.201847)",
NEW YORK,2015,47,18,,16,,63,,670,,674,,1,,1,,9,,39,,37,,3,,7,,25,,406,,371,,"NEW YORK
(42.826892, -75.544286)",
SOUTH DAKOTA,2015,47,6,,2,,11,,97,,82,,,N,0,,0,,,N,,N,,-,0,,2,,8,,10,,"SOUTH DAKOTA
(44.35371, -100.373709)",
SOUTH CAROLINA,2015,47,9,,7,,32,,379,,355,,1,,0,,3,,17,,23,,,-,1,,3,,55,,41,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ARIZONA,2015,47,12,,9,,40,,553,,644,,1,,1,,5,,39,,33,,,-,2,,4,,84,,55,,"ARIZONA
(34.869712, -111.760902)",
CONNECTICUT,2015,47,4,,4,,11,,197,,205,,,-,0,,1,,5,,8,,,-,1,,4,,52,,54,,"CONNECTICUT
(41.544654, -72.651713)",
GEORGIA,2015,47,1,,18,,49,,788,,744,,,-,1,,4,,58,,53,,,-,2,,8,,88,,84,,"GEORGIA
(32.836038, -83.631709)",
RHODE ISLAND,2015,47,2,,1,,8,,51,,57,,1,,0,,2,,2,,2,,,-,0,,6,,21,,21,,"RHODE ISLAND
(41.707447, -71.522488)",
OREGON,2015,47,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,1,,1,,3,,44,,27,,"OREGON
(44.567912, -120.156945)",
MISSOURI,2015,47,,N,0,,0,,,N,,N,,-,0,,1,,2,,23,,,-,2,,19,,117,,90,,"MISSOURI
(38.636168, -92.566292)",
NEBRASKA,2015,47,,-,2,,8,,100,,127,,,-,0,,4,,6,,10,,,-,0,,3,,14,,22,,"NEBRASKA
(41.640503, -99.367122)",
TEXAS,2015,47,18,,26,,183,,1265,,1207,,5,,2,,12,,128,,102,,2,,5,,26,,232,,208,,"TEXAS
(31.827233, -99.423022)",
VIRGINIA,2015,47,,-,0,,2,,19,,17,,,-,0,,2,,19,,17,,1,,3,,9,,125,,112,,"VIRGINIA
(37.542699, -78.45822)",
WYOMING,2015,47,,-,0,,4,,16,,23,,,-,0,,1,,1,,3,,,-,0,,2,,4,,2,,"WYOMING
(43.23558, -108.110518)",
MASSACHUSETTS,2015,47,4,,8,,29,,402,,443,,,-,0,,3,,19,,25,,3,,2,,8,,141,,127,,"MASSACHUSETTS
(42.268546, -72.085064)",
CALIFORNIA,2015,47,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,8,,16,,322,,290,,"CALIFORNIA
(37.640735, -121.002435)",
UNITED STATES,2015,48,235,,301,,761,,13437,,13072,,18,,24,,41,,999,,915,,45,,95,,223,,5095,,4652,,,
NEW ENGLAND,2015,48,6,,20,,55,,894,,979,,,-,0,,5,,39,,47,,,-,5,,15,,274,,241,,,
MID. ATLANTIC,2015,48,40,,43,,118,,1988,,1687,,1,,2,,11,,104,,98,,19,,21,,99,,1298,,1048,,,
NEW YORK CITY,2015,48,19,,13,,28,,584,,563,,,-,0,,3,,30,,30,,13,,5,,84,,401,,197,,"NEW YORK CITY
",
E.N. CENTRAL,2015,48,38,,46,,123,,2342,,2232,,3,,3,,10,,162,,111,,7,,17,,97,,1168,,1034,,,
W.N. CENTRAL,2015,48,2,,23,,49,,990,,823,,,-,1,,7,,65,,65,,,-,4,,22,,249,,230,,,
S. ATLANTIC,2015,48,47,,47,,130,,2313,,2564,,4,,4,,10,,206,,208,,7,,19,,30,,890,,871,,,
DIST. OF COL.,2015,48,,-,1,,5,,62,,62,,,-,0,,2,,5,,2,,,-,0,,2,,2,,9,,"DIST. OF COL.
",
E.S. CENTRAL,2015,48,18,,31,,75,,1387,,1210,,1,,2,,4,,105,,93,,,-,5,,15,,274,,333,,,
W.S. CENTRAL,2015,48,53,,40,,229,,1862,,1760,,7,,4,,15,,195,,174,,11,,8,,35,,343,,330,,,
MOUNTAIN,2015,48,29,,33,,66,,1513,,1654,,2,,2,,8,,113,,100,,1,,3,,7,,178,,192,,,
PACIFIC,2015,48,2,,3,,8,,148,,163,,,-,0,,2,,10,,19,,,-,10,,22,,421,,373,,,
AMER. SAMOA,2015,48,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,48,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,48,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
VIRGINIA,2015,48,1,,0,,2,,21,,17,,1,,0,,2,,21,,17,,,-,3,,9,,126,,114,,"VIRGINIA
(37.542699, -78.45822)",
NORTH CAROLINA,2015,48,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,2,,3,,9,,142,,172,,"NORTH CAROLINA
(35.47995, -79.180571)",
CONNECTICUT,2015,48,,-,4,,11,,197,,212,,,-,0,,1,,5,,8,,,-,1,,4,,52,,55,,"CONNECTICUT
(41.544654, -72.651713)",
MISSOURI,2015,48,,N,0,,0,,,N,,N,,-,0,,1,,2,,23,,,-,2,,19,,117,,91,,"MISSOURI
(38.636168, -92.566292)",
NEW JERSEY,2015,48,,-,7,,27,,299,,440,,,-,0,,2,,8,,31,,,-,3,,10,,148,,179,,"NEW JERSEY
(40.104655, -74.386686)",
WASHINGTON,2015,48,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,11,,43,,39,,"WASHINGTON
(47.517368, -120.467672)",
WEST VIRGINIA,2015,48,,-,3,,14,,177,,211,,,-,0,,2,,13,,10,,,-,1,,4,,27,,42,,"WEST VIRGINIA
(38.668501, -80.709421)",
PENNSYLVANIA,2015,48,4,,9,,23,,418,,,N,1,,0,,3,,27,,,N,3,,6,,22,,339,,295,,"PENNSYLVANIA
(40.789676, -77.858055)",
CALIFORNIA,2015,48,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,8,,16,,328,,296,,"CALIFORNIA
(37.640735, -121.002435)",
IOWA,2015,48,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,3,,33,,32,,"IOWA
(42.46942, -93.815856)",
SOUTH DAKOTA,2015,48,1,,2,,11,,101,,83,,,N,0,,0,,,N,,N,,-,0,,2,,8,,10,,"SOUTH DAKOTA
(44.35371, -100.373709)",
SOUTH CAROLINA,2015,48,9,,7,,32,,388,,358,,,-,0,,3,,17,,23,,,-,1,,3,,56,,41,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MICHIGAN,2015,48,4,,14,,37,,636,,518,,,-,1,,3,,38,,26,,1,,3,,9,,151,,209,,"MICHIGAN
(44.66399, -84.711206)",
NEW MEXICO,2015,48,,-,4,,15,,244,,271,,,-,0,,4,,17,,13,,,-,0,,2,,12,,6,,"NEW MEXICO
(34.520396, -106.244402)",
RHODE ISLAND,2015,48,,-,1,,8,,52,,60,,,-,0,,1,,2,,4,,,-,0,,6,,21,,21,,"RHODE ISLAND
(41.707447, -71.522488)",
KENTUCKY,2015,48,,-,4,,10,,192,,165,,,-,0,,2,,9,,11,,,-,1,,7,,77,,92,,"KENTUCKY
(37.64591, -84.774043)",
NEBRASKA,2015,48,,-,2,,8,,100,,130,,,-,0,,4,,6,,10,,,-,0,,3,,14,,22,,"NEBRASKA
(41.640503, -99.367122)",
MASSACHUSETTS,2015,48,,-,8,,29,,402,,451,,,-,0,,3,,19,,25,,,-,2,,8,,141,,130,,"MASSACHUSETTS
(42.268546, -72.085064)",
GUAM,2015,48,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
VERMONT,2015,48,2,,1,,4,,57,,50,,,-,0,,1,,4,,1,,,-,0,,2,,15,,6,,"VERMONT
(43.622479, -72.51927)",
ARIZONA,2015,48,28,,10,,40,,581,,651,,1,,1,,5,,40,,34,,1,,2,,4,,86,,55,,"ARIZONA
(34.869712, -111.760902)",
TENNESSEE,2015,48,9,,16,,51,,740,,652,,1,,1,,4,,47,,45,,,-,2,,8,,107,,149,,"TENNESSEE
(35.681402, -85.774444)",
WISCONSIN,2015,48,7,,8,,20,,356,,369,,,-,0,,2,,24,,16,,,-,1,,4,,41,,88,,"WISCONSIN
(44.395526, -89.834513)",
KANSAS,2015,48,,-,3,,7,,137,,120,,,-,0,,2,,12,,,N,,-,0,,4,,28,,19,,"KANSAS
(38.345528, -98.201847)",
MISSISSIPPI,2015,48,3,,5,,16,,204,,210,,,-,0,,3,,25,,21,,,-,0,,4,,36,,32,,"MISSISSIPPI
(32.738663, -89.537312)",
NORTH DAKOTA,2015,48,1,,1,,6,,75,,73,,,-,0,,1,,5,,3,,,-,0,,1,,3,,4,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEVADA,2015,48,1,,3,,10,,132,,116,,,-,0,,2,,11,,6,,,-,0,,2,,23,,21,,"NEVADA
(39.491833, -117.070159)",
UTAH,2015,48,,-,4,,13,,152,,163,,,-,0,,3,,13,,18,,,-,0,,2,,28,,25,,"UTAH
(39.359772, -111.584173)",
OREGON,2015,48,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,3,,44,,29,,"OREGON
(44.567912, -120.156945)",
HAWAII,2015,48,,-,1,,5,,55,,82,,,-,0,,1,,3,,11,,,-,0,,1,,6,,7,,"HAWAII
(21.30992, -157.858158)",
NEW HAMPSHIRE,2015,48,,-,1,,7,,66,,84,,,-,0,,2,,5,,4,,,-,0,,5,,30,,12,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ALASKA,2015,48,2,,2,,7,,93,,81,,,-,0,,1,,7,,8,,,-,0,,0,,,-,2,,"ALASKA
(64.836661, -147.738891)",
MAINE,2015,48,4,,3,,7,,120,,122,,,-,0,,1,,4,,5,,,-,0,,2,,15,,17,,"MAINE
(45.252223, -68.986647)",
TEXAS,2015,48,41,,26,,183,,1309,,1222,,5,,2,,12,,133,,106,,11,,5,,26,,245,,211,,"TEXAS
(31.827233, -99.423022)",
MARYLAND,2015,48,11,,8,,25,,395,,380,,1,,0,,3,,22,,27,,1,,2,,9,,132,,134,,"MARYLAND
(39.290443, -76.612333)",
DELAWARE,2015,48,3,,1,,5,,67,,34,,1,,0,,1,,5,,1,,,-,0,,3,,22,,18,,"DELAWARE
(39.008676, -75.574561)",
FLORIDA,2015,48,12,,9,,17,,396,,730,,1,,1,,6,,64,,75,,4,,6,,13,,285,,254,,"FLORIDA
(28.915325, -81.922409)",
LOUISIANA,2015,48,6,,6,,16,,288,,317,,,-,0,,4,,25,,22,,,-,0,,4,,33,,59,,"LOUISIANA
(31.2931, -92.463284)",
MINNESOTA,2015,48,,-,10,,36,,577,,417,,,-,0,,5,,40,,29,,,-,1,,5,,46,,52,,"MINNESOTA
(44.943719, -93.094281)",
PUERTO RICO,2015,48,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,14,,11,,"PUERTO RICO
(18.215692, -66.414655)",
ALABAMA,2015,48,6,,5,,16,,251,,183,,,-,0,,2,,24,,16,,,-,1,,6,,54,,60,,"ALABAMA
(32.839182, -86.631125)",
ILLINOIS,2015,48,,N,0,,0,,,N,,N,,-,0,,3,,17,,,-,,-,4,,49,,279,,239,,"ILLINOIS
(40.477092, -88.993221)",
OKLAHOMA,2015,48,,N,0,,0,,,N,,N,2,,0,,2,,18,,23,,,-,0,,9,,33,,27,,"OKLAHOMA
(35.468494, -97.521264)",
INDIANA,2015,48,,-,9,,33,,474,,536,,,-,1,,3,,29,,28,,,-,2,,8,,141,,115,,"INDIANA
(39.76845, -86.156212)",
ARKANSAS,2015,48,6,,5,,37,,265,,221,,,-,0,,3,,19,,23,,,-,0,,4,,32,,33,,"ARKANSAS
(34.748745, -92.275105)",
COLORADO,2015,48,,-,8,,24,,334,,393,,,-,0,,3,,21,,18,,,-,0,,2,,9,,63,,"COLORADO
(38.841772, -106.132562)",
GEORGIA,2015,48,11,,17,,49,,807,,772,,,-,1,,4,,59,,53,,,-,2,,9,,98,,87,,"GEORGIA
(32.836038, -83.631709)",
WYOMING,2015,48,,-,0,,4,,16,,23,,,-,0,,1,,1,,3,,,-,0,,2,,4,,2,,"WYOMING
(43.23558, -108.110518)",
OHIO,2015,48,27,,18,,54,,876,,809,,3,,1,,4,,54,,41,,6,,8,,74,,556,,383,,"OHIO
(40.056807, -82.405897)",
IDAHO,2015,48,,N,0,,0,,,N,,N,1,,0,,1,,10,,6,,,-,0,,2,,10,,16,,"IDAHO
(43.680635, -114.364237)",
MONTANA,2015,48,,-,1,,5,,54,,37,,,-,0,,0,,,-,2,,,-,0,,1,,6,,4,,"MONTANA
(47.062617, -109.430168)",
NEW YORK,2015,48,17,,17,,63,,687,,684,,,-,1,,9,,39,,37,,3,,7,,25,,410,,377,,"NEW YORK
(42.826892, -75.544286)",
UNITED STATES,2015,49,201,,273,,761,,13743,,13494,,15,,23,,41,,1021,,949,,42,,93,,223,,5173,,4776,,,
NEW ENGLAND,2015,49,4,,19,,55,,901,,1001,,1,,0,,5,,40,,48,,,-,5,,15,,274,,254,,,
MID. ATLANTIC,2015,49,30,,43,,118,,2026,,1743,,2,,2,,11,,107,,100,,13,,21,,99,,1313,,1075,,,
NEW YORK CITY,2015,49,10,,13,,28,,595,,572,,,-,0,,3,,31,,31,,8,,5,,84,,409,,206,,"NEW YORK CITY
",
E.N. CENTRAL,2015,49,34,,48,,123,,2416,,2302,,3,,3,,10,,168,,115,,6,,17,,97,,1184,,1053,,,
W.N. CENTRAL,2015,49,1,,20,,49,,994,,851,,,-,1,,7,,65,,68,,1,,4,,22,,253,,246,,,
S. ATLANTIC,2015,49,44,,47,,130,,2369,,2639,,2,,4,,10,,210,,216,,8,,18,,30,,903,,894,,,
DIST. OF COL.,2015,49,1,,1,,5,,63,,64,,,-,0,,2,,5,,2,,,-,0,,2,,2,,10,,"DIST. OF COL.
",
E.S. CENTRAL,2015,49,10,,30,,75,,1420,,1263,,,-,2,,4,,106,,96,,1,,5,,15,,278,,337,,,
W.S. CENTRAL,2015,49,51,,40,,229,,1928,,1826,,3,,4,,15,,198,,183,,7,,8,,35,,353,,340,,,
MOUNTAIN,2015,49,24,,29,,66,,1538,,1704,,4,,2,,8,,117,,104,,3,,3,,7,,183,,195,,,
PACIFIC,2015,49,3,,3,,8,,151,,165,,,-,0,,2,,10,,19,,3,,10,,22,,432,,382,,,
AMER. SAMOA,2015,49,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,49,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,49,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MICHIGAN,2015,49,4,,14,,37,,647,,536,,,-,1,,3,,38,,28,,1,,2,,9,,152,,216,,"MICHIGAN
(44.66399, -84.711206)",
ALASKA,2015,49,3,,2,,7,,96,,81,,,-,0,,1,,7,,8,,,-,0,,0,,,-,2,,"ALASKA
(64.836661, -147.738891)",
WYOMING,2015,49,1,,0,,4,,18,,24,,,-,0,,1,,1,,3,,,-,0,,2,,4,,2,,"WYOMING
(43.23558, -108.110518)",
ILLINOIS,2015,49,,N,0,,0,,,N,,N,,-,0,,3,,17,,,-,,-,4,,49,,287,,241,,"ILLINOIS
(40.477092, -88.993221)",
SOUTH CAROLINA,2015,49,11,,7,,32,,401,,372,,,-,0,,3,,17,,23,,,-,1,,3,,56,,41,,"SOUTH CAROLINA
(34.009286, -81.037094)",
VIRGINIA,2015,49,,-,0,,2,,23,,17,,,-,0,,2,,23,,17,,,-,2,,9,,127,,117,,"VIRGINIA
(37.542699, -78.45822)",
FLORIDA,2015,49,6,,9,,17,,403,,743,,,-,1,,5,,64,,81,,3,,6,,13,,289,,260,,"FLORIDA
(28.915325, -81.922409)",
NEW HAMPSHIRE,2015,49,,-,1,,7,,69,,86,,,-,0,,2,,5,,4,,,-,0,,5,,30,,12,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WASHINGTON,2015,49,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,2,,0,,11,,45,,40,,"WASHINGTON
(47.517368, -120.467672)",
IDAHO,2015,49,,N,0,,0,,,N,,N,,-,0,,1,,10,,6,,,-,0,,2,,10,,16,,"IDAHO
(43.680635, -114.364237)",
CALIFORNIA,2015,49,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,8,,16,,336,,304,,"CALIFORNIA
(37.640735, -121.002435)",
INDIANA,2015,49,,-,10,,33,,497,,547,,,-,1,,3,,30,,29,,,-,2,,8,,143,,121,,"INDIANA
(39.76845, -86.156212)",
NORTH DAKOTA,2015,49,,-,1,,6,,75,,78,,,-,0,,1,,5,,4,,,-,0,,1,,3,,4,,"NORTH DAKOTA
(47.475879, -100.121011)",
TEXAS,2015,49,46,,26,,183,,1361,,1265,,2,,2,,12,,135,,110,,2,,5,,26,,249,,219,,"TEXAS
(31.827233, -99.423022)",
TENNESSEE,2015,49,9,,14,,51,,755,,681,,,-,1,,4,,48,,46,,,-,2,,8,,109,,151,,"TENNESSEE
(35.681402, -85.774444)",
DELAWARE,2015,49,,-,1,,5,,67,,34,,,-,0,,1,,5,,1,,,-,0,,3,,23,,19,,"DELAWARE
(39.008676, -75.574561)",
MISSOURI,2015,49,,N,0,,0,,,N,,N,,-,0,,1,,2,,23,,1,,1,,19,,121,,103,,"MISSOURI
(38.636168, -92.566292)",
GUAM,2015,49,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
WISCONSIN,2015,49,3,,8,,20,,369,,383,,,-,0,,2,,26,,16,,,-,1,,4,,41,,90,,"WISCONSIN
(44.395526, -89.834513)",
KANSAS,2015,49,,-,3,,7,,140,,125,,,-,0,,2,,12,,,N,,-,0,,4,,28,,19,,"KANSAS
(38.345528, -98.201847)",
NEW MEXICO,2015,49,,-,4,,15,,244,,273,,,-,0,,4,,17,,13,,,-,0,,2,,12,,6,,"NEW MEXICO
(34.520396, -106.244402)",
HAWAII,2015,49,,-,1,,5,,55,,84,,,-,0,,1,,3,,11,,,-,0,,1,,6,,7,,"HAWAII
(21.30992, -157.858158)",
MONTANA,2015,49,,-,1,,5,,54,,37,,,-,0,,0,,,-,2,,2,,0,,1,,8,,4,,"MONTANA
(47.062617, -109.430168)",
NEBRASKA,2015,49,,-,2,,8,,100,,136,,,-,0,,4,,6,,10,,,-,0,,3,,14,,22,,"NEBRASKA
(41.640503, -99.367122)",
NEW YORK,2015,49,17,,17,,63,,704,,718,,1,,1,,9,,40,,38,,3,,7,,25,,413,,384,,"NEW YORK
(42.826892, -75.544286)",
NEVADA,2015,49,,-,2,,10,,134,,121,,,-,0,,2,,11,,6,,,-,0,,2,,23,,22,,"NEVADA
(39.491833, -117.070159)",
OREGON,2015,49,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,1,,1,,3,,45,,29,,"OREGON
(44.567912, -120.156945)",
MASSACHUSETTS,2015,49,,-,8,,29,,402,,459,,,-,0,,3,,19,,25,,,-,2,,8,,141,,135,,"MASSACHUSETTS
(42.268546, -72.085064)",
PUERTO RICO,2015,49,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,14,,11,,"PUERTO RICO
(18.215692, -66.414655)",
COLORADO,2015,49,,-,8,,24,,334,,407,,,-,0,,3,,21,,19,,,-,0,,2,,9,,63,,"COLORADO
(38.841772, -106.132562)",
IOWA,2015,49,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,33,,33,,"IOWA
(42.46942, -93.815856)",
ARIZONA,2015,49,23,,10,,40,,602,,677,,4,,1,,5,,44,,36,,1,,2,,4,,89,,56,,"ARIZONA
(34.869712, -111.760902)",
LOUISIANA,2015,49,4,,6,,16,,292,,329,,1,,0,,3,,26,,26,,,-,0,,4,,34,,60,,"LOUISIANA
(31.2931, -92.463284)",
PENNSYLVANIA,2015,49,3,,9,,23,,428,,,N,1,,0,,3,,28,,,N,2,,5,,22,,343,,302,,"PENNSYLVANIA
(40.789676, -77.858055)",
SOUTH DAKOTA,2015,49,1,,2,,11,,102,,85,,,N,0,,0,,,N,,N,,-,0,,2,,8,,10,,"SOUTH DAKOTA
(44.35371, -100.373709)",
OHIO,2015,49,27,,18,,54,,903,,836,,3,,1,,4,,57,,42,,5,,8,,74,,561,,385,,"OHIO
(40.056807, -82.405897)",
CONNECTICUT,2015,49,,-,4,,11,,197,,218,,,-,0,,1,,5,,9,,,-,1,,4,,52,,58,,"CONNECTICUT
(41.544654, -72.651713)",
OKLAHOMA,2015,49,,N,0,,0,,,N,,N,,-,0,,2,,18,,23,,5,,0,,9,,38,,28,,"OKLAHOMA
(35.468494, -97.521264)",
UTAH,2015,49,,-,4,,13,,152,,165,,,-,0,,3,,13,,19,,,-,0,,2,,28,,26,,"UTAH
(39.359772, -111.584173)",
MAINE,2015,49,2,,3,,7,,122,,127,,1,,0,,1,,5,,5,,,-,0,,2,,15,,18,,"MAINE
(45.252223, -68.986647)",
VERMONT,2015,49,1,,1,,4,,58,,51,,,-,0,,1,,4,,1,,,-,0,,2,,15,,6,,"VERMONT
(43.622479, -72.51927)",
ALABAMA,2015,49,,-,5,,16,,259,,189,,,-,0,,2,,24,,17,,1,,1,,6,,55,,61,,"ALABAMA
(32.839182, -86.631125)",
MINNESOTA,2015,49,,-,10,,36,,577,,427,,,-,0,,5,,40,,31,,,-,1,,5,,46,,55,,"MINNESOTA
(44.943719, -93.094281)",
GEORGIA,2015,49,16,,17,,49,,829,,798,,2,,1,,4,,61,,54,,,-,2,,9,,100,,89,,"GEORGIA
(32.836038, -83.631709)",
RHODE ISLAND,2015,49,1,,1,,8,,53,,60,,,-,0,,1,,2,,4,,,-,0,,6,,21,,25,,"RHODE ISLAND
(41.707447, -71.522488)",
NORTH CAROLINA,2015,49,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,2,,3,,8,,144,,181,,"NORTH CAROLINA
(35.47995, -79.180571)",
MARYLAND,2015,49,10,,8,,25,,406,,393,,,-,0,,3,,22,,28,,3,,2,,9,,135,,135,,"MARYLAND
(39.290443, -76.612333)",
ARKANSAS,2015,49,1,,5,,37,,275,,232,,,-,0,,3,,19,,24,,,-,0,,4,,32,,33,,"ARKANSAS
(34.748745, -92.275105)",
KENTUCKY,2015,49,,-,4,,10,,192,,173,,,-,0,,2,,9,,12,,,-,1,,7,,78,,93,,"KENTUCKY
(37.64591, -84.774043)",
MISSISSIPPI,2015,49,1,,5,,16,,214,,220,,,-,0,,3,,25,,21,,,-,0,,4,,36,,32,,"MISSISSIPPI
(32.738663, -89.537312)",
NEW JERSEY,2015,49,,-,4,,27,,299,,453,,,-,0,,2,,8,,31,,,-,3,,10,,148,,183,,"NEW JERSEY
(40.104655, -74.386686)",
WEST VIRGINIA,2015,49,,-,3,,14,,177,,218,,,-,0,,2,,13,,10,,,-,1,,4,,27,,42,,"WEST VIRGINIA
(38.668501, -80.709421)",
UNITED STATES,2015,50,169,,265,,761,,14019,,13862,,12,,21,,41,,1043,,977,,37,,91,,223,,5230,,4872,,,
NEW ENGLAND,2015,50,4,,17,,55,,914,,1029,,,-,0,,5,,42,,50,,3,,5,,15,,277,,256,,,
MID. ATLANTIC,2015,50,36,,42,,118,,2067,,1789,,1,,2,,11,,110,,103,,14,,21,,99,,1329,,1094,,,
NEW YORK CITY,2015,50,17,,13,,28,,613,,587,,,-,0,,3,,32,,31,,8,,5,,84,,417,,210,,"NEW YORK CITY
",
E.N. CENTRAL,2015,50,26,,49,,123,,2478,,2359,,,-,3,,10,,170,,116,,3,,16,,97,,1194,,1070,,,
W.N. CENTRAL,2015,50,,-,20,,49,,1003,,865,,,-,1,,7,,65,,71,,1,,4,,22,,254,,250,,,
S. ATLANTIC,2015,50,16,,46,,130,,2391,,2711,,1,,4,,10,,213,,224,,11,,18,,30,,915,,915,,,
