Reporting Area,MMWR Year,MMWR Week,"Hepatitis (viral, acute), type A, Current week","Hepatitis (viral, acute), type A, Current week, flag ","Hepatitis (viral, acute), type A, Previous 52 weeks Med","Hepatitis (viral, acute), type A, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type A, Previous 52 weeks Max","Hepatitis (viral, acute), type A, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type A, Cum 2014","Hepatitis (viral, acute), type A, Cum 2014, flag","Hepatitis (viral, acute), type A, Cum 2013","Hepatitis (viral, acute), type A, Cum 2013, flag","Hepatitis (viral, acute), type B, Current week","Hepatitis (viral, acute), type B, Current week, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Med","Hepatitis (viral, acute), type B, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Max","Hepatitis (viral, acute), type B, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type B, Cum 2014","Hepatitis (viral, acute), type B, Cum 2014, flag","Hepatitis (viral, acute), type B, Cum 2013","Hepatitis (viral, acute), type B, Cum 2013, flag","Hepatitis (viral, acute), type C, Current week","Hepatitis (viral, acute), type C, Current week, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Med","Hepatitis (viral, acute), type C, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Max","Hepatitis (viral, acute), type C, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type C, Cum 2014","Hepatitis (viral, acute), type C, Cum 2014, flag","Hepatitis (viral, acute), type C, Cum 2013","Hepatitis (viral, acute), type C, Cum 2013, flag",Location 1,Location 2
DIST. OF COL.,2014,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2014,29,,-,1,,4,,19,,30,,2,,11,,17,,299,,327,,2,,6,,13,,163,,204,,,
W.S. CENTRAL,2014,29,1,,3,,12,,73,,58,,2,,5,,18,,105,,161,,1,,1,,9,,43,,55,,,
MOUNTAIN,2014,29,,-,2,,8,,43,,133,,,-,1,,5,,26,,53,,,-,1,,5,,40,,42,,,
PACIFIC,2014,29,1,,4,,10,,80,,217,,1,,4,,13,,78,,97,,,-,3,,10,,75,,76,,,
AMER. SAMOA,2014,29,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,29,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEW HAMPSHIRE,2014,29,,-,0,,1,,2,,5,,,-,0,,2,,,-,,-,,N,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
VIRGINIA,2014,29,,-,0,,3,,13,,15,,,-,1,,5,,30,,39,,1,,1,,5,,27,,17,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
INDIANA,2014,29,,-,0,,3,,12,,16,,,-,2,,7,,52,,52,,,-,2,,8,,31,,95,,"INDIANA
(39.76691072200049, -86.14995579899966)",
MASSACHUSETTS,2014,29,,-,0,,3,,15,,25,,,-,1,,7,,14,,38,,,-,3,,7,,62,,107,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
MISSOURI,2014,29,,-,0,,2,,12,,2,,,-,1,,4,,21,,24,,,-,0,,2,,5,,,-,"MISSOURI
(38.63579079900046, -92.56629737199967)",
NEW YORK CITY,2014,29,1,,1,,7,,25,,37,,2,,1,,4,,29,,42,,,-,0,,4,,12,,8,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
MISSISSIPPI,2014,29,,-,0,,1,,2,,1,,,-,1,,3,,21,,34,,,U,0,,0,,,U,,U,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
NEW YORK,2014,29,,-,1,,5,,14,,35,,,-,1,,3,,21,,26,,1,,2,,11,,54,,48,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
LOUISIANA,2014,29,,-,0,,3,,5,,5,,,-,1,,8,,32,,30,,,-,0,,3,,11,,12,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
WEST VIRGINIA,2014,29,,-,0,,1,,4,,1,,,-,4,,8,,93,,106,,,-,1,,6,,32,,23,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
MONTANA,2014,29,,-,0,,1,,4,,4,,,-,0,,1,,,-,1,,,-,0,,2,,9,,11,,"MONTANA
(47.06652759400049, -109.42441687999968)",
NEBRASKA,2014,29,,-,0,,2,,1,,7,,,-,0,,2,,3,,3,,,-,0,,1,,1,,1,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
HAWAII,2014,29,,-,0,,1,,,-,14,,,-,0,,1,,3,,4,,,-,0,,0,,,-,,-,"HAWAII
(21.304853205000427, -157.85774691599974)",
KANSAS,2014,29,,-,0,,3,,3,,3,,,-,0,,1,,4,,9,,,-,0,,3,,16,,10,,"KANSAS
(38.3477418760005, -98.20077655499966)",
ARKANSAS,2014,29,,-,0,,1,,1,,3,,,-,0,,4,,8,,36,,,-,0,,5,,6,,13,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
NEW MEXICO,2014,29,,-,0,,2,,8,,13,,,-,0,,1,,,-,1,,,-,0,,2,,6,,1,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
MAINE,2014,29,,-,0,,2,,2,,3,,,-,0,,1,,6,,8,,,-,0,,2,,18,,4,,"MAINE
(45.2542257390005, -68.98502952999962)",
SOUTH CAROLINA,2014,29,,-,0,,1,,4,,6,,,-,1,,3,,15,,27,,,-,0,,1,,2,,,-,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
UTAH,2014,29,,-,0,,2,,3,,7,,,-,0,,1,,3,,3,,,-,0,,2,,16,,4,,"UTAH
(39.36070082200047, -111.5871285339997)",
DELAWARE,2014,29,,-,0,,1,,,-,1,,,-,0,,1,,4,,6,,,U,0,,0,,,U,,U,"DELAWARE
(39.00883059000046, -75.57773943699965)",
TENNESSEE,2014,29,,-,0,,2,,7,,10,,2,,5,,10,,138,,145,,2,,2,,4,,55,,65,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
ALASKA,2014,29,,-,0,,1,,1,,1,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"ALASKA
(64.84507631500048, -147.72205669099972)",
WASHINGTON,2014,29,1,,0,,4,,9,,20,,,-,0,,7,,13,,8,,,-,1,,9,,40,,28,,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
TEXAS,2014,29,1,,2,,8,,57,,44,,2,,2,,10,,50,,73,,1,,0,,4,,18,,15,,"TEXAS
(31.827240712000446, -99.4267664729997)",
NEVADA,2014,29,,-,0,,2,,5,,13,,,-,0,,3,,11,,17,,,-,0,,1,,2,,7,,"NEVADA
(39.493242807000456, -117.07183978499972)",
RHODE ISLAND,2014,29,,-,0,,1,,3,,2,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
VERMONT,2014,29,,-,0,,1,,2,,7,,,-,0,,2,,4,,,-,,-,0,,0,,,-,3,,"VERMONT
(43.62538000100045, -72.51763944499965)",
WYOMING,2014,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.235543013000495, -108.10982744299969)",
OREGON,2014,29,,-,0,,3,,6,,13,,1,,0,,3,,22,,20,,,-,0,,2,,10,,7,,"OREGON
(44.56745218600048, -120.15502977999972)",
ARIZONA,2014,29,,-,0,,4,,14,,48,,,-,0,,2,,8,,11,,,U,0,,0,,,U,,U,"ARIZONA
(34.865970167000455, -111.76380949799972)",
OKLAHOMA,2014,29,,-,0,,4,,10,,6,,,-,0,,5,,15,,22,,,-,0,,5,,8,,15,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
GEORGIA,2014,29,,-,1,,3,,24,,20,,2,,2,,6,,59,,70,,,-,0,,4,,12,,29,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
PUERTO RICO,2014,29,,-,0,,1,,2,,8,,,-,0,,2,,9,,28,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
ALABAMA,2014,29,,-,0,,2,,5,,2,,,-,2,,5,,58,,49,,,-,0,,5,,15,,12,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
WISCONSIN,2014,29,,-,0,,3,,4,,22,,1,,0,,2,,12,,5,,,-,0,,3,,5,,24,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
CALIFORNIA,2014,29,,-,3,,9,,64,,169,,,-,2,,7,,38,,64,,,-,1,,4,,25,,41,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
MINNESOTA,2014,29,,-,0,,2,,2,,17,,,-,0,,2,,1,,14,,,-,0,,3,,1,,30,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
ILLINOIS,2014,29,,-,1,,5,,28,,27,,,-,1,,5,,26,,55,,,-,0,,2,,6,,24,,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
MICHIGAN,2014,29,1,,1,,4,,23,,61,,,-,1,,4,,28,,32,,,-,2,,8,,62,,40,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
COLORADO,2014,29,,-,0,,2,,7,,44,,,-,0,,2,,1,,14,,,-,0,,2,,4,,13,,"COLORADO
(38.84384201300048, -106.13360888799969)",
OHIO,2014,29,1,,0,,4,,17,,39,,1,,4,,12,,125,,118,,3,,2,,30,,74,,16,,"OHIO
(40.06021184000048, -82.40425685299965)",
MARYLAND,2014,29,,-,0,,3,,13,,17,,,-,1,,3,,17,,29,,,-,1,,3,,24,,30,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
PENNSYLVANIA,2014,29,,-,1,,4,,19,,36,,,-,1,,4,,35,,27,,1,,1,,6,,47,,44,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
IDAHO,2014,29,,-,0,,1,,2,,4,,,-,0,,2,,3,,6,,,-,0,,1,,3,,6,,"IDAHO
(43.68263160000049, -114.3637261449997)",
GUAM,2014,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.480998894000436, 144.73149801400064)",
SOUTH DAKOTA,2014,29,,-,0,,1,,,-,1,,,-,0,,1,,1,,3,,,-,0,,1,,,-,,-,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
KENTUCKY,2014,29,,-,0,,2,,5,,17,,,-,4,,8,,82,,99,,,-,4,,9,,93,,127,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
CONNECTICUT,2014,29,,-,0,,3,,12,,10,,,-,0,,2,,6,,1,,,-,0,,1,,3,,,-,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
IOWA,2014,29,,-,0,,3,,4,,1,,,-,0,,2,,5,,7,,,-,0,,0,,,-,,-,"IOWA
(42.469401477000474, -93.81648936699969)",
NEW JERSEY,2014,29,,-,0,,6,,9,,33,,,-,0,,4,,2,,38,,,-,1,,4,,21,,65,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
NORTH CAROLINA,2014,29,1,,0,,2,,17,,28,,2,,1,,16,,58,,38,,7,,1,,9,,53,,32,,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
FLORIDA,2014,29,2,,2,,6,,52,,38,,4,,7,,14,,181,,162,,1,,2,,6,,50,,72,,"FLORIDA
(28.93204444200046, -81.92895558499964)",
NORTH DAKOTA,2014,29,,-,0,,2,,3,,2,,,-,0,,1,,1,,,-,,-,0,,1,,,-,2,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
UNITED STATES,2014,30,11,,24,,55,,569,,1003,,18,,54,,76,,1405,,1676,,14,,39,,67,,981,,1145,,,
NEW ENGLAND,2014,30,,-,1,,6,,37,,54,,1,,1,,7,,32,,52,,1,,3,,9,,89,,118,,,
MID. ATLANTIC,2014,30,2,,4,,16,,69,,147,,2,,3,,9,,90,,135,,,-,6,,15,,137,,171,,,
E.N. CENTRAL,2014,30,2,,4,,9,,86,,170,,4,,9,,17,,247,,266,,3,,7,,35,,190,,206,,,
W.N. CENTRAL,2014,30,,-,1,,6,,26,,38,,,-,2,,5,,38,,60,,,-,1,,4,,22,,45,,,
S. ATLANTIC,2014,30,6,,5,,11,,133,,132,,7,,17,,27,,476,,497,,3,,8,,18,,208,,216,,,
DIST. OF COL.,2014,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2014,30,,-,1,,4,,19,,33,,2,,11,,17,,307,,341,,,-,6,,13,,166,,209,,,
W.S. CENTRAL,2014,30,1,,3,,12,,76,,62,,2,,5,,18,,112,,171,,2,,2,,9,,48,,56,,,
MOUNTAIN,2014,30,,-,2,,7,,41,,140,,,-,1,,5,,27,,53,,1,,1,,5,,42,,44,,,
PACIFIC,2014,30,,-,3,,10,,82,,227,,,-,4,,13,,76,,101,,4,,3,,10,,79,,80,,,
AMER. SAMOA,2014,30,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,30,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MISSISSIPPI,2014,30,,-,0,,1,,2,,2,,,-,1,,3,,22,,37,,,U,0,,0,,,U,,U,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
MONTANA,2014,30,,-,0,,1,,4,,4,,,-,0,,1,,,-,1,,1,,0,,2,,10,,12,,"MONTANA
(47.06652759400049, -109.42441687999968)",
TENNESSEE,2014,30,,-,0,,2,,7,,10,,,-,5,,10,,138,,149,,,-,2,,4,,57,,66,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
ARKANSAS,2014,30,,-,0,,1,,1,,4,,,-,0,,4,,9,,37,,,-,0,,5,,7,,14,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
ALASKA,2014,30,,-,0,,1,,1,,1,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"ALASKA
(64.84507631500048, -147.72205669099972)",
MICHIGAN,2014,30,,-,1,,4,,23,,62,,,-,1,,4,,28,,32,,1,,2,,8,,64,,42,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
KANSAS,2014,30,,-,0,,3,,3,,4,,,-,0,,1,,4,,9,,,-,0,,3,,16,,10,,"KANSAS
(38.3477418760005, -98.20077655499966)",
NEW JERSEY,2014,30,,-,0,,6,,9,,37,,,-,0,,4,,2,,39,,,-,1,,4,,23,,68,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
CALIFORNIA,2014,30,,-,3,,9,,64,,178,,,-,2,,7,,38,,67,,,-,1,,4,,25,,42,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
OHIO,2014,30,2,,0,,4,,19,,39,,4,,4,,12,,129,,120,,2,,2,,30,,79,,17,,"OHIO
(40.06021184000048, -82.40425685299965)",
INDIANA,2014,30,,-,0,,3,,12,,17,,,-,2,,7,,52,,54,,,-,2,,8,,35,,98,,"INDIANA
(39.76691072200049, -86.14995579899966)",
NEW HAMPSHIRE,2014,30,,-,0,,1,,2,,5,,,-,0,,2,,,-,,-,,N,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
NEVADA,2014,30,,-,0,,2,,5,,14,,,-,0,,3,,11,,17,,,-,0,,1,,2,,7,,"NEVADA
(39.493242807000456, -117.07183978499972)",
IDAHO,2014,30,,-,0,,1,,2,,4,,,-,0,,2,,3,,6,,,-,0,,1,,3,,6,,"IDAHO
(43.68263160000049, -114.3637261449997)",
ILLINOIS,2014,30,,-,1,,5,,28,,28,,,-,1,,5,,26,,55,,,-,0,,2,,7,,24,,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
RHODE ISLAND,2014,30,,-,0,,1,,3,,2,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
SOUTH DAKOTA,2014,30,,-,0,,1,,,-,2,,,-,0,,1,,1,,3,,,-,0,,1,,,-,,-,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
MINNESOTA,2014,30,,-,0,,2,,2,,19,,,-,0,,1,,1,,14,,,-,0,,3,,1,,32,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
SOUTH CAROLINA,2014,30,,-,0,,1,,4,,6,,,-,1,,3,,17,,27,,,-,0,,1,,3,,,-,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
ARIZONA,2014,30,,-,0,,3,,12,,50,,,-,0,,2,,9,,11,,,U,0,,0,,,U,,U,"ARIZONA
(34.865970167000455, -111.76380949799972)",
OKLAHOMA,2014,30,,-,0,,4,,10,,6,,,-,0,,5,,15,,22,,,-,0,,5,,8,,15,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
NEW YORK CITY,2014,30,,-,1,,7,,25,,37,,,-,1,,4,,29,,43,,,-,0,,4,,12,,9,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
LOUISIANA,2014,30,,-,0,,3,,5,,5,,,-,1,,8,,35,,38,,,-,0,,3,,12,,12,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
MISSOURI,2014,30,,-,0,,2,,12,,2,,,-,1,,4,,22,,24,,,-,0,,2,,4,,,-,"MISSOURI
(38.63579079900046, -92.56629737199967)",
WYOMING,2014,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.235543013000495, -108.10982744299969)",
TEXAS,2014,30,1,,2,,8,,60,,47,,2,,2,,10,,53,,74,,2,,0,,4,,21,,15,,"TEXAS
(31.827240712000446, -99.4267664729997)",
UTAH,2014,30,,-,0,,2,,3,,8,,,-,0,,1,,3,,3,,,-,0,,2,,17,,4,,"UTAH
(39.36070082200047, -111.5871285339997)",
WASHINGTON,2014,30,,-,0,,3,,9,,20,,,-,0,,7,,13,,8,,3,,1,,9,,43,,30,,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
PUERTO RICO,2014,30,,-,0,,1,,2,,8,,,-,0,,2,,9,,28,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
NEBRASKA,2014,30,,-,0,,2,,1,,7,,,-,0,,2,,3,,3,,,-,0,,1,,1,,1,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
VIRGINIA,2014,30,,-,0,,3,,13,,15,,,-,1,,5,,30,,42,,1,,1,,5,,28,,19,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
OREGON,2014,30,,-,0,,3,,7,,14,,,-,0,,3,,20,,21,,1,,0,,2,,11,,8,,"OREGON
(44.56745218600048, -120.15502977999972)",
MASSACHUSETTS,2014,30,,-,0,,3,,15,,26,,,-,1,,7,,14,,41,,,-,2,,7,,67,,111,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
ALABAMA,2014,30,,-,0,,2,,5,,4,,,-,2,,5,,60,,50,,,-,0,,5,,16,,13,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
MARYLAND,2014,30,,-,0,,3,,13,,17,,1,,0,,3,,18,,29,,,-,1,,3,,25,,33,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
COLORADO,2014,30,,-,0,,2,,7,,45,,,-,0,,2,,1,,14,,,-,0,,2,,4,,13,,"COLORADO
(38.84384201300048, -106.13360888799969)",
HAWAII,2014,30,,-,0,,1,,1,,14,,,-,0,,1,,3,,4,,,-,0,,0,,,-,,-,"HAWAII
(21.304853205000427, -157.85774691599974)",
NORTH DAKOTA,2014,30,,-,0,,2,,4,,2,,,-,0,,1,,1,,,-,,-,0,,1,,,-,2,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
GEORGIA,2014,30,2,,1,,3,,26,,22,,1,,2,,6,,62,,71,,,-,0,,4,,12,,31,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
CONNECTICUT,2014,30,,-,0,,3,,13,,11,,,-,0,,2,,7,,2,,,-,0,,1,,3,,,-,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
KENTUCKY,2014,30,,-,0,,2,,5,,17,,2,,4,,8,,87,,105,,,-,4,,9,,93,,130,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
FLORIDA,2014,30,3,,2,,6,,54,,41,,5,,7,,14,,188,,168,,,-,2,,6,,50,,78,,"FLORIDA
(28.93204444200046, -81.92895558499964)",
WEST VIRGINIA,2014,30,,-,0,,1,,5,,1,,,-,4,,8,,99,,112,,,-,1,,6,,35,,23,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
NEW YORK,2014,30,1,,1,,5,,15,,36,,,-,1,,3,,22,,26,,,-,2,,11,,54,,49,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
VERMONT,2014,30,,-,0,,1,,2,,7,,,-,0,,2,,4,,1,,1,,0,,0,,1,,3,,"VERMONT
(43.62538000100045, -72.51763944499965)",
DELAWARE,2014,30,,-,0,,1,,,-,1,,,-,0,,1,,4,,6,,,U,0,,0,,,U,,U,"DELAWARE
(39.00883059000046, -75.57773943699965)",
IOWA,2014,30,,-,0,,3,,4,,2,,,-,0,,2,,6,,7,,,-,0,,0,,,-,,-,"IOWA
(42.469401477000474, -93.81648936699969)",
NEW MEXICO,2014,30,,-,0,,2,,8,,15,,,-,0,,1,,,-,1,,,-,0,,2,,6,,2,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
WISCONSIN,2014,30,,-,0,,3,,4,,24,,,-,0,,2,,12,,5,,,-,0,,3,,5,,25,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
PENNSYLVANIA,2014,30,1,,1,,4,,20,,37,,2,,1,,4,,37,,27,,,-,1,,6,,48,,45,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
MAINE,2014,30,,-,0,,2,,2,,3,,1,,0,,1,,7,,8,,,-,0,,2,,18,,4,,"MAINE
(45.2542257390005, -68.98502952999962)",
GUAM,2014,30,,-,0,,7,,,-,16,,,-,0,,7,,,-,47,,,-,0,,9,,,-,41,,"GUAM
(13.480998894000436, 144.73149801400064)",
NORTH CAROLINA,2014,30,1,,0,,2,,18,,29,,,-,1,,16,,58,,42,,2,,1,,9,,55,,32,,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
UNITED STATES,2014,31,15,,23,,55,,594,,1041,,95,,54,,76,,1530,,1736,,22,,39,,67,,1028,,1183,,,
NEW ENGLAND,2014,31,,-,1,,6,,37,,57,,,-,1,,7,,32,,53,,,-,3,,9,,90,,121,,,
CONNECTICUT,2014,31,,-,0,,3,,13,,13,,,-,0,,2,,7,,2,,,-,0,,1,,3,,,-,"CONNECTICUT
",
MAINE,2014,31,,-,0,,2,,2,,3,,,-,0,,1,,7,,8,,,-,0,,2,,19,,4,,"MAINE
",
MASSACHUSETTS,2014,31,,-,0,,3,,15,,26,,,-,1,,7,,14,,42,,,-,2,,7,,67,,114,,"MASSACHUSETTS
",
NEW HAMPSHIRE,2014,31,,-,0,,1,,2,,6,,,-,0,,2,,,-,,-,,N,0,,0,,,N,,N,"NEW HAMPSHIRE
",
RHODE ISLAND,2014,31,,-,0,,1,,3,,2,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"RHODE ISLAND
",
VERMONT,2014,31,,-,0,,1,,2,,7,,,-,0,,2,,4,,1,,,-,0,,1,,1,,3,,"VERMONT
",
MID. ATLANTIC,2014,31,4,,4,,16,,74,,153,,6,,3,,9,,96,,140,,3,,5,,15,,140,,177,,,
NEW JERSEY,2014,31,,-,0,,6,,9,,38,,,-,0,,4,,2,,42,,,-,1,,4,,23,,69,,"NEW JERSEY
",
NEW YORK,2014,31,1,,1,,5,,16,,38,,3,,1,,3,,25,,26,,1,,2,,11,,55,,53,,"NEW YORK
",
NEW YORK CITY,2014,31,2,,1,,7,,27,,40,,2,,1,,4,,31,,44,,1,,0,,4,,13,,9,,"NEW YORK CITY
",
PENNSYLVANIA,2014,31,1,,1,,4,,22,,37,,1,,1,,4,,38,,28,,1,,1,,6,,49,,46,,"PENNSYLVANIA
",
E.N. CENTRAL,2014,31,3,,4,,9,,90,,177,,57,,9,,17,,309,,280,,,-,7,,35,,195,,209,,,
ILLINOIS,2014,31,,-,1,,5,,28,,30,,,-,1,,5,,26,,58,,,-,0,,2,,9,,24,,"ILLINOIS
",
MICHIGAN,2014,31,1,,1,,4,,25,,64,,,-,1,,4,,29,,34,,,-,2,,7,,65,,42,,"MICHIGAN
",
OHIO,2014,31,2,,0,,4,,21,,40,,3,,4,,12,,134,,126,,,-,2,,30,,79,,17,,"OHIO
",
W.N. CENTRAL,2014,31,,-,1,,6,,26,,40,,,-,2,,5,,39,,62,,,-,1,,4,,22,,48,,,
IOWA,2014,31,,-,0,,3,,4,,2,,,-,0,,2,,6,,7,,,-,0,,0,,,-,,-,"IOWA
",
KANSAS,2014,31,,-,0,,3,,3,,4,,,-,0,,1,,4,,9,,,-,0,,3,,16,,10,,"KANSAS
",
MINNESOTA,2014,31,,-,0,,2,,2,,20,,,-,0,,1,,1,,14,,,-,0,,3,,1,,35,,"MINNESOTA
",
MISSOURI,2014,31,,-,0,,2,,12,,2,,,-,1,,4,,23,,25,,,-,0,,2,,4,,,-,"MISSOURI
",
NEBRASKA,2014,31,,-,0,,2,,1,,7,,,-,0,,2,,3,,4,,,-,0,,1,,1,,1,,"NEBRASKA
",
NORTH DAKOTA,2014,31,,-,0,,2,,4,,3,,,-,0,,1,,1,,,-,,-,0,,1,,,-,2,,"NORTH DAKOTA
",
SOUTH DAKOTA,2014,31,,-,0,,1,,,-,2,,,-,0,,1,,1,,3,,,-,0,,1,,,-,,-,"SOUTH DAKOTA
",
S. ATLANTIC,2014,31,3,,5,,11,,138,,137,,23,,16,,26,,509,,513,,12,,7,,18,,226,,221,,,
DELAWARE,2014,31,,-,0,,1,,,-,1,,,-,0,,1,,4,,6,,,U,0,,0,,,U,,U,"DELAWARE
",
DIST. OF COL.,2014,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
FLORIDA,2014,31,1,,2,,6,,55,,43,,8,,7,,14,,197,,172,,1,,2,,6,,52,,80,,"FLORIDA
",
GEORGIA,2014,31,1,,1,,3,,27,,22,,1,,2,,6,,65,,74,,,-,0,,4,,13,,32,,"GEORGIA
",
MARYLAND,2014,31,,-,0,,3,,14,,18,,1,,1,,3,,21,,30,,,-,1,,3,,27,,34,,"MARYLAND
",
NORTH CAROLINA,2014,31,1,,0,,2,,20,,29,,13,,0,,16,,71,,42,,9,,1,,9,,64,,33,,"NORTH CAROLINA
",
VIRGINIA,2014,31,,-,0,,3,,13,,17,,,-,1,,5,,30,,42,,1,,1,,5,,32,,19,,"VIRGINIA
",
WEST VIRGINIA,2014,31,,-,0,,1,,5,,1,,,-,3,,8,,104,,119,,1,,1,,6,,35,,23,,"WEST VIRGINIA
",
E.S. CENTRAL,2014,31,,-,1,,4,,21,,34,,6,,11,,17,,320,,353,,,-,6,,13,,168,,219,,,
ALABAMA,2014,31,,-,0,,2,,5,,4,,,-,2,,5,,60,,51,,,-,0,,5,,18,,13,,"ALABAMA
",
KENTUCKY,2014,31,,-,0,,2,,6,,17,,2,,4,,8,,91,,109,,,-,4,,9,,93,,138,,"KENTUCKY
",
