Reporting Area,MMWR Year,MMWR Week,"Salmonellosis, Current week","Salmonellosis, Current week, flag","Salmonellosis, Previous 52 weeks Med","Salmonellosis, Previous 52 weeks Med, flag","Salmonellosis, Previous 52 weeks Max","Salmonellosis, Previous 52 weeks Max, flag","Salmonellosis, Cum 2014","Salmonellosis, Cum 2014, flag","Salmonellosis, Cum 2013","Salmonellosis, Cum 2013, flag","Shiga toxin-producing E. coli (STEC)†, Current week","Shiga toxin-producing E. coli (STEC)†, Current week, flag","Shiga toxin-producing E. coli (STEC)†, Previous 52 weeks Med","Shiga toxin-producing E. coli (STEC)†, Previous 52 weeks Med, flag","Shiga toxin-producing E. coli (STEC)†, Previous 52 weeks Max","Shiga toxin-producing E. coli (STEC)†, Previous 52 weeks Max, flag","Shiga toxin-producing E. coli (STEC)†, Cum 2014","Shiga toxin-producing E. coli (STEC)†, Cum 2014, flag","Shiga toxin-producing E. coli (STEC)†, Cum 2013","Shiga toxin-producing E. coli (STEC)†, Cum 2013, flag","Shigellosis, Current week","Shigellosis, Current week, flag","Shigellosis, Previous 52 weeks Med","Shigellosis, Previous 52 weeks Med, flag","Shigellosis, Previous 52 weeks Max","Shigellosis, Previous 52 weeks Max, flag","Shigellosis, Cum 2014","Shigellosis, Cum 2014, flag","Shigellosis, Cum 2013","Shigellosis, Cum 2013, flag",Location 1,Location 2
ALABAMA,2014,43,4,,16,,54,,890,,921,,,-,0,,3,,37,,46,,1,,6,,17,,272,,239,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
WASHINGTON,2014,43,25,,10,,47,,576,,550,,19,,2,,34,,178,,264,,4,,2,,12,,123,,99,,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
VIRGINIA,2014,43,7,,18,,54,,866,,844,,1,,2,,6,,80,,94,,1,,3,,10,,148,,85,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
ARKANSAS,2014,43,22,,14,,29,,547,,577,,1,,2,,6,,70,,63,,3,,8,,197,,735,,177,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
GUAM,2014,44,,-,0,,1,,,-,17,,,-,0,,1,,,-,80,,,-,0,,0,,,-,7,,"GUAM
(13.480998894000436, 144.73149801400064)",
GEORGIA,2014,43,11,,30,,87,,1697,,1966,,,-,1,,6,,70,,111,,6,,19,,32,,682,,658,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
MARYLAND,2014,43,25,,14,,49,,747,,734,,1,,1,,8,,58,,57,,3,,4,,12,,197,,87,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
MISSISSIPPI,2014,43,4,,11,,54,,815,,815,,,-,0,,2,,25,,27,,,-,4,,12,,181,,172,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
LOUISIANA,2014,43,14,,22,,50,,994,,1094,,,-,0,,2,,15,,19,,,-,4,,29,,129,,328,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
PENNSYLVANIA,2014,43,10,,22,,61,,1127,,1442,,,-,3,,11,,127,,231,,4,,2,,9,,108,,123,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
VERMONT,2014,43,,-,1,,6,,74,,63,,,-,0,,2,,13,,19,,,-,0,,1,,1,,3,,"VERMONT
(43.62538000100045, -72.51763944499965)",
FLORIDA,2014,43,201,,115,,226,,4847,,4916,,5,,3,,9,,147,,100,,53,,40,,96,,1997,,761,,"FLORIDA
(28.93204444200046, -81.92895558499964)",
CONNECTICUT,2014,43,,-,7,,23,,355,,383,,,-,1,,5,,35,,55,,,-,1,,4,,38,,48,,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
UTAH,2014,43,,-,7,,17,,309,,278,,,-,1,,5,,65,,81,,,-,0,,2,,24,,22,,"UTAH
(39.36070082200047, -111.5871285339997)",
WISCONSIN,2014,43,,-,12,,24,,440,,791,,,-,1,,12,,101,,207,,2,,5,,20,,261,,33,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
IDAHO,2014,43,2,,3,,8,,144,,115,,1,,2,,9,,95,,96,,1,,0,,3,,11,,7,,"IDAHO
(43.68263160000049, -114.3637261449997)",
NEW MEXICO,2014,43,,-,5,,16,,249,,318,,,-,0,,6,,39,,30,,,-,1,,6,,40,,52,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
GUAM,2014,43,,-,0,,1,,,-,17,,,-,0,,1,,,-,79,,,-,0,,0,,,-,7,,"GUAM
(13.480998894000436, 144.73149801400064)",
MISSOURI,2014,43,14,,14,,36,,666,,748,,4,,3,,14,,168,,255,,48,,15,,62,,940,,64,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
NORTH DAKOTA,2014,43,,-,1,,8,,72,,92,,,-,0,,3,,18,,37,,,-,0,,2,,19,,15,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
NEBRASKA,2014,43,5,,4,,13,,216,,269,,2,,2,,8,,93,,74,,1,,3,,17,,148,,49,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
CALIFORNIA,2014,43,,-,97,,170,,3983,,4240,,,-,8,,22,,375,,557,,,-,20,,42,,856,,843,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
HAWAII,2014,43,,-,6,,14,,257,,293,,,-,0,,4,,10,,24,,,-,0,,2,,15,,34,,"HAWAII
(21.304853205000427, -157.85774691599974)",
INDIANA,2014,43,,-,10,,36,,444,,614,,,-,1,,9,,70,,107,,,-,16,,68,,1019,,89,,"INDIANA
(39.76691072200049, -86.14995579899966)",
KENTUCKY,2014,43,,-,10,,27,,503,,464,,,-,1,,7,,80,,99,,6,,2,,15,,182,,58,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
DELAWARE,2014,43,2,,2,,14,,138,,105,,,-,0,,2,,13,,12,,1,,1,,4,,58,,8,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
UNITED STATES,2014,44,736,,853,,1558,,39968,,43282,,38,,93,,191,,4284,,5900,,264,,370,,741,,14844,,9567,,,
NEW ENGLAND,2014,44,1,,34,,86,,1739,,1931,,,-,3,,16,,167,,223,,2,,5,,19,,241,,469,,,
MID. ATLANTIC,2014,44,49,,73,,179,,3981,,4542,,2,,10,,26,,445,,637,,19,,16,,37,,684,,740,,,
E.N. CENTRAL,2014,44,42,,93,,191,,4214,,4927,,3,,11,,34,,608,,942,,19,,43,,116,,2530,,1164,,,
W.N. CENTRAL,2014,44,31,,39,,79,,1931,,2922,,9,,12,,32,,604,,943,,42,,45,,82,,1930,,465,,,
S. ATLANTIC,2014,44,289,,232,,529,,11557,,11499,,6,,9,,22,,438,,479,,64,,77,,162,,3794,,1923,,,
DIST. OF COL.,2014,44,,-,1,,4,,34,,48,,,-,0,,1,,5,,4,,,-,1,,4,,47,,13,,"DIST. OF COL.
",
E.S. CENTRAL,2014,44,28,,53,,150,,3107,,3024,,,-,5,,15,,267,,291,,15,,32,,66,,1352,,908,,,
W.S. CENTRAL,2014,44,219,,146,,724,,5752,,6048,,12,,14,,50,,622,,605,,80,,69,,463,,2664,,2201,,,
MOUNTAIN,2014,44,27,,51,,88,,2275,,2775,,1,,8,,22,,384,,735,,7,,13,,25,,527,,643,,,
PACIFIC,2014,44,50,,120,,230,,5412,,5614,,5,,16,,53,,749,,1045,,16,,26,,52,,1122,,1054,,,
AMER. SAMOA,2014,44,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,44,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
RHODE ISLAND,2014,44,1,,2,,9,,110,,113,,,-,0,,2,,4,,2,,,-,0,,14,,25,,250,,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
PENNSYLVANIA,2014,44,15,,21,,62,,1167,,1469,,1,,3,,11,,130,,239,,3,,2,,9,,117,,125,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
WEST VIRGINIA,2014,44,,-,3,,11,,141,,174,,,-,0,,3,,15,,25,,,-,0,,2,,9,,5,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
IOWA,2014,44,3,,8,,24,,442,,538,,,-,2,,14,,199,,166,,1,,6,,45,,191,,122,,"IOWA
(42.469401477000474, -93.81648936699969)",
ALABAMA,2014,44,5,,17,,54,,928,,950,,,-,0,,3,,37,,46,,,-,6,,18,,296,,252,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
HAWAII,2014,44,,-,5,,14,,237,,296,,,-,0,,4,,10,,25,,,-,0,,2,,14,,36,,"HAWAII
(21.304853205000427, -157.85774691599974)",
CALIFORNIA,2014,44,46,,96,,186,,4203,,4333,,,-,8,,24,,408,,571,,16,,20,,43,,934,,870,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
NEBRASKA,2014,44,6,,4,,13,,222,,273,,4,,2,,8,,98,,74,,5,,3,,18,,170,,52,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
MAINE,2014,44,,-,2,,6,,101,,115,,,-,0,,4,,31,,27,,2,,0,,2,,24,,5,,"MAINE
(45.2542257390005, -68.98502952999962)",
NEW HAMPSHIRE,2014,44,,-,3,,8,,153,,191,,,-,0,,2,,12,,22,,,-,0,,2,,12,,7,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
VIRGINIA,2014,44,,-,18,,54,,866,,872,,,-,2,,6,,80,,95,,,-,3,,10,,148,,90,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
NEW MEXICO,2014,44,,-,5,,16,,260,,321,,,-,0,,6,,41,,30,,,-,1,,6,,42,,53,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
MONTANA,2014,44,1,,2,,8,,116,,79,,,-,1,,4,,36,,44,,2,,0,,3,,14,,65,,"MONTANA
(47.06652759400049, -109.42441687999968)",
SOUTH DAKOTA,2014,44,,-,2,,12,,140,,164,,,-,0,,4,,38,,42,,1,,12,,32,,526,,52,,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
NEW YORK CITY,2014,44,18,,18,,35,,844,,1005,,,-,1,,5,,61,,83,,13,,6,,16,,287,,272,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
MISSISSIPPI,2014,44,,-,11,,54,,828,,834,,,-,0,,2,,25,,27,,,-,4,,12,,183,,179,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
TENNESSEE,2014,44,20,,16,,38,,837,,769,,,-,2,,9,,125,,118,,10,,16,,50,,680,,418,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
MISSOURI,2014,44,22,,14,,36,,692,,765,,5,,3,,14,,173,,258,,35,,17,,62,,984,,71,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
MARYLAND,2014,44,9,,14,,49,,757,,747,,3,,1,,5,,61,,57,,7,,4,,12,,204,,89,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
IDAHO,2014,44,1,,3,,8,,146,,118,,,-,1,,9,,96,,96,,,-,0,,3,,11,,7,,"IDAHO
(43.68263160000049, -114.3637261449997)",
KENTUCKY,2014,44,3,,10,,27,,514,,471,,,-,1,,7,,80,,100,,5,,2,,15,,193,,59,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
WISCONSIN,2014,44,,-,12,,24,,443,,799,,,-,1,,12,,101,,208,,1,,5,,20,,266,,33,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
FLORIDA,2014,44,193,,115,,226,,5040,,5062,,3,,3,,9,,150,,102,,38,,40,,96,,2035,,800,,"FLORIDA
(28.93204444200046, -81.92895558499964)",
CONNECTICUT,2014,44,,-,7,,23,,355,,390,,,-,1,,5,,35,,56,,,-,1,,4,,38,,48,,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
MASSACHUSETTS,2014,44,,-,18,,52,,944,,1058,,,-,1,,6,,72,,96,,,-,3,,9,,141,,156,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
NEW YORK,2014,44,16,,21,,76,,1116,,1103,,1,,4,,15,,162,,190,,3,,4,,29,,166,,220,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
COLORADO,2014,44,10,,10,,27,,445,,558,,1,,1,,9,,45,,171,,1,,1,,12,,66,,75,,"COLORADO
(38.84384201300048, -106.13360888799969)",
KANSAS,2014,44,,-,8,,21,,361,,380,,,-,1,,7,,78,,81,,,-,0,,4,,40,,39,,"KANSAS
(38.3477418760005, -98.20077655499966)",
UTAH,2014,44,,-,6,,17,,312,,280,,,-,1,,6,,66,,82,,,-,0,,2,,24,,22,,"UTAH
(39.36070082200047, -111.5871285339997)",
NEVADA,2014,44,,-,3,,8,,133,,485,,,-,0,,5,,30,,56,,,-,0,,6,,26,,48,,"NEVADA
(39.493242807000456, -117.07183978499972)",
ARIZONA,2014,44,15,,17,,34,,817,,871,,,-,1,,5,,53,,230,,4,,6,,18,,272,,369,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
OREGON,2014,44,4,,7,,17,,338,,345,,5,,2,,9,,153,,174,,,-,1,,6,,46,,47,,"OREGON
(44.56745218600048, -120.15502977999972)",
NORTH CAROLINA,2014,44,54,,26,,185,,1629,,1480,,,-,0,,4,,32,,63,,4,,4,,119,,474,,128,,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
OKLAHOMA,2014,44,53,,14,,151,,681,,633,,4,,1,,12,,99,,92,,16,,1,,41,,71,,152,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
DELAWARE,2014,44,,-,3,,14,,139,,109,,,-,0,,2,,13,,14,,,-,1,,4,,60,,10,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
VERMONT,2014,44,,-,1,,6,,76,,64,,,-,0,,2,,13,,20,,,-,0,,1,,1,,3,,"VERMONT
(43.62538000100045, -72.51763944499965)",
INDIANA,2014,44,,-,10,,36,,444,,625,,,-,1,,9,,70,,110,,,-,16,,68,,1019,,92,,"INDIANA
(39.76691072200049, -86.14995579899966)",
NORTH DAKOTA,2014,44,,-,1,,8,,74,,95,,,-,0,,3,,18,,39,,,-,0,,2,,19,,15,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
MICHIGAN,2014,44,7,,17,,54,,854,,849,,,-,2,,8,,115,,164,,1,,3,,19,,238,,150,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
WASHINGTON,2014,44,,-,10,,47,,576,,563,,,-,2,,34,,178,,275,,,-,2,,12,,123,,100,,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
WYOMING,2014,44,,-,1,,4,,46,,63,,,-,0,,5,,17,,26,,,-,1,,6,,72,,4,,"WYOMING
(43.235543013000495, -108.10982744299969)",
ILLINOIS,2014,44,,-,29,,65,,1411,,1601,,,-,3,,10,,146,,260,,,-,9,,34,,500,,274,,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
MINNESOTA,2014,44,,-,0,,17,,,-,707,,,-,0,,7,,,-,283,,,-,0,,6,,,-,114,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
TEXAS,2014,44,139,,89,,543,,3500,,3684,,7,,10,,40,,436,,423,,61,,45,,393,,1726,,1523,,"TEXAS
(31.827240712000446, -99.4267664729997)",
ALASKA,2014,44,,-,1,,6,,58,,77,,,-,0,,0,,,-,,-,,-,0,,1,,5,,1,,"ALASKA
(64.84507631500048, -147.72205669099972)",
ARKANSAS,2014,44,27,,14,,29,,577,,599,,1,,2,,6,,72,,69,,3,,8,,197,,738,,186,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
LOUISIANA,2014,44,,-,20,,50,,994,,1132,,,-,0,,2,,15,,21,,,-,4,,29,,129,,340,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
SOUTH CAROLINA,2014,44,15,,20,,78,,1194,,978,,,-,0,,2,,12,,7,,2,,2,,9,,107,,98,,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
OHIO,2014,44,35,,23,,46,,1062,,1053,,3,,3,,12,,176,,200,,17,,10,,22,,507,,615,,"OHIO
(40.06021184000048, -82.40425685299965)",
GEORGIA,2014,44,18,,30,,87,,1757,,2029,,,-,1,,6,,70,,112,,13,,19,,32,,710,,690,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
NEW JERSEY,2014,44,,-,16,,50,,854,,965,,,-,2,,7,,92,,125,,,-,2,,9,,114,,123,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
PUERTO RICO,2014,44,1,,8,,28,,399,,528,,,-,0,,2,,4,,7,,,-,0,,2,,13,,4,,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
UNITED STATES,2014,45,719,,887,,1559,,41203,,44367,,52,,91,,191,,4380,,5998,,252,,365,,741,,15265,,9905,,,
NEW ENGLAND,2014,45,16,,32,,86,,1819,,1959,,,-,3,,16,,172,,227,,1,,5,,19,,254,,471,,,
MID. ATLANTIC,2014,45,49,,76,,179,,4076,,4634,,8,,9,,26,,454,,655,,6,,16,,37,,704,,756,,,
E.N. CENTRAL,2014,45,30,,93,,191,,4291,,5024,,2,,12,,34,,619,,957,,15,,43,,116,,2566,,1178,,,
W.N. CENTRAL,2014,45,17,,39,,79,,1970,,2962,,5,,11,,33,,612,,951,,34,,46,,82,,1986,,511,,,
S. ATLANTIC,2014,45,280,,232,,538,,11953,,11894,,3,,10,,22,,446,,485,,84,,80,,162,,3917,,1996,,,
DIST. OF COL.,2014,45,,-,1,,4,,34,,48,,,-,0,,1,,5,,4,,,-,1,,4,,47,,14,,"DIST. OF COL.
",
E.S. CENTRAL,2014,45,20,,53,,149,,3202,,3101,,3,,4,,15,,272,,299,,20,,32,,66,,1390,,974,,,
W.S. CENTRAL,2014,45,196,,146,,724,,5970,,6231,,9,,14,,50,,635,,619,,60,,69,,463,,2744,,2283,,,
MOUNTAIN,2014,45,27,,51,,88,,2324,,2832,,6,,7,,22,,395,,744,,5,,13,,25,,536,,665,,,
PACIFIC,2014,45,84,,121,,231,,5598,,5730,,16,,16,,54,,775,,1061,,27,,25,,53,,1168,,1071,,,
AMER. SAMOA,2014,45,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,45,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MONTANA,2014,45,3,,2,,8,,121,,82,,,-,1,,4,,36,,45,,1,,0,,2,,15,,66,,"MONTANA
(47.06652759400049, -109.42441687999968)",
UTAH,2014,45,,-,6,,17,,312,,284,,,-,1,,6,,66,,82,,,-,0,,2,,24,,22,,"UTAH
(39.36070082200047, -111.5871285339997)",
WASHINGTON,2014,45,26,,10,,47,,601,,577,,11,,1,,34,,189,,281,,,-,2,,12,,123,,100,,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
HAWAII,2014,45,,-,6,,14,,261,,301,,,-,0,,4,,10,,25,,,-,0,,2,,15,,37,,"HAWAII
(21.304853205000427, -157.85774691599974)",
IDAHO,2014,45,2,,3,,10,,150,,124,,2,,2,,9,,103,,98,,,-,0,,3,,11,,7,,"IDAHO
(43.68263160000049, -114.3637261449997)",
INDIANA,2014,45,,-,10,,36,,444,,642,,,-,1,,9,,70,,111,,,-,16,,68,,1019,,92,,"INDIANA
(39.76691072200049, -86.14995579899966)",
OHIO,2014,45,24,,23,,46,,1086,,1077,,2,,3,,12,,178,,203,,12,,10,,22,,518,,621,,"OHIO
(40.06021184000048, -82.40425685299965)",
NEW MEXICO,2014,45,2,,6,,16,,270,,326,,,-,0,,6,,41,,30,,,-,1,,6,,43,,57,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
NORTH CAROLINA,2014,45,15,,29,,185,,1644,,1580,,1,,0,,4,,33,,63,,,-,4,,119,,474,,153,,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
ALABAMA,2014,45,6,,17,,54,,974,,979,,1,,0,,3,,40,,47,,3,,6,,19,,303,,264,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
LOUISIANA,2014,45,,-,19,,50,,994,,1157,,,-,0,,2,,15,,21,,,-,3,,29,,129,,365,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
GEORGIA,2014,45,16,,32,,87,,1811,,2082,,,-,1,,6,,70,,114,,8,,19,,29,,733,,719,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
KENTUCKY,2014,45,8,,10,,27,,526,,483,,,-,1,,7,,81,,101,,3,,2,,15,,204,,59,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
NEW YORK CITY,2014,45,9,,18,,35,,853,,1026,,1,,1,,5,,62,,84,,,-,6,,16,,287,,281,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
ALASKA,2014,45,2,,1,,6,,61,,78,,,-,0,,0,,,-,,-,,-,0,,1,,5,,1,,"ALASKA
(64.84507631500048, -147.72205669099972)",
CALIFORNIA,2014,45,55,,96,,193,,4332,,4425,,,-,8,,24,,418,,579,,27,,20,,44,,979,,885,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
RHODE ISLAND,2014,45,,-,2,,9,,110,,114,,,-,0,,2,,4,,2,,,-,0,,14,,25,,250,,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
NEW JERSEY,2014,45,,-,16,,50,,881,,987,,,-,2,,7,,92,,127,,,-,2,,9,,122,,124,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
WEST VIRGINIA,2014,45,,-,3,,11,,144,,174,,,-,0,,3,,16,,25,,,-,0,,2,,9,,5,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
MARYLAND,2014,45,13,,14,,49,,774,,771,,,-,1,,5,,62,,57,,6,,4,,12,,211,,91,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
NEBRASKA,2014,45,2,,4,,13,,227,,278,,1,,2,,9,,99,,75,,4,,3,,18,,187,,53,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
PUERTO RICO,2014,45,,-,8,,28,,399,,539,,,-,0,,2,,4,,7,,,-,0,,2,,13,,4,,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
NEVADA,2014,45,1,,3,,8,,136,,486,,,-,0,,5,,30,,56,,,-,0,,6,,27,,48,,"NEVADA
(39.493242807000456, -117.07183978499972)",
ILLINOIS,2014,45,,-,29,,65,,1436,,1619,,,-,3,,10,,149,,262,,,-,9,,34,,516,,280,,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
COLORADO,2014,45,11,,10,,27,,456,,569,,4,,1,,9,,49,,175,,2,,1,,12,,68,,81,,"COLORADO
(38.84384201300048, -106.13360888799969)",
MICHIGAN,2014,45,6,,18,,55,,882,,872,,,-,2,,8,,121,,167,,,-,3,,19,,242,,152,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
TEXAS,2014,45,149,,89,,543,,3674,,3802,,7,,10,,40,,447,,436,,48,,45,,393,,1795,,1575,,"TEXAS
(31.827240712000446, -99.4267664729997)",
VERMONT,2014,45,2,,1,,6,,78,,65,,,-,0,,2,,13,,20,,,-,0,,1,,1,,3,,"VERMONT
(43.62538000100045, -72.51763944499965)",
MASSACHUSETTS,2014,45,10,,18,,52,,1014,,1072,,,-,1,,6,,77,,99,,,-,3,,9,,152,,157,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
VIRGINIA,2014,45,11,,17,,55,,921,,898,,1,,2,,6,,84,,96,,,-,3,,14,,169,,95,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
MAINE,2014,45,4,,2,,6,,109,,119,,,-,0,,4,,31,,27,,1,,0,,3,,26,,5,,"MAINE
(45.2542257390005, -68.98502952999962)",
SOUTH DAKOTA,2014,45,,-,2,,12,,140,,166,,,-,0,,4,,38,,42,,,-,12,,32,,526,,76,,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
OKLAHOMA,2014,45,20,,14,,151,,701,,654,,2,,1,,12,,101,,93,,4,,1,,41,,74,,152,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
NORTH DAKOTA,2014,45,,-,1,,8,,74,,95,,,-,0,,3,,18,,40,,,-,0,,2,,19,,16,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
DELAWARE,2014,45,,-,2,,14,,140,,112,,,-,0,,2,,13,,14,,,-,1,,4,,60,,10,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
FLORIDA,2014,45,210,,115,,226,,5253,,5221,,1,,3,,9,,150,,105,,62,,40,,96,,2097,,809,,"FLORIDA
(28.93204444200046, -81.92895558499964)",
WYOMING,2014,45,,-,1,,4,,46,,66,,,-,0,,5,,17,,26,,,-,1,,6,,72,,4,,"WYOMING
(43.235543013000495, -108.10982744299969)",
ARKANSAS,2014,45,27,,13,,29,,601,,618,,,-,2,,5,,72,,69,,8,,8,,197,,746,,191,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
GUAM,2014,45,,-,0,,1,,,-,17,,,-,0,,1,,,-,81,,,-,0,,0,,,-,7,,"GUAM
(13.480998894000436, 144.73149801400064)",
PENNSYLVANIA,2014,45,16,,21,,62,,1200,,1491,,3,,3,,11,,134,,249,,1,,2,,10,,124,,127,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
ARIZONA,2014,45,8,,17,,34,,833,,895,,,-,1,,5,,53,,232,,2,,6,,18,,276,,380,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
CONNECTICUT,2014,45,,-,7,,23,,355,,396,,,-,1,,5,,35,,56,,,-,1,,4,,38,,49,,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
NEW YORK,2014,45,24,,20,,76,,1142,,1130,,4,,4,,15,,166,,195,,5,,4,,29,,171,,224,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
MISSOURI,2014,45,12,,14,,36,,707,,780,,4,,3,,14,,178,,261,,30,,18,,62,,1022,,73,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
OREGON,2014,45,1,,7,,17,,343,,349,,5,,2,,9,,158,,176,,,-,1,,6,,46,,48,,"OREGON
(44.56745218600048, -120.15502977999972)",
SOUTH CAROLINA,2014,45,15,,19,,78,,1232,,1008,,,-,0,,2,,13,,7,,8,,2,,9,,117,,100,,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
KANSAS,2014,45,3,,8,,21,,371,,386,,,-,1,,7,,79,,82,,,-,0,,4,,40,,39,,"KANSAS
(38.3477418760005, -98.20077655499966)",
MINNESOTA,2014,45,,-,0,,17,,,-,718,,,-,0,,7,,,-,285,,,-,0,,6,,,-,116,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
NEW HAMPSHIRE,2014,45,,-,3,,8,,153,,193,,,-,0,,2,,12,,23,,,-,0,,2,,12,,7,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
IOWA,2014,45,,-,8,,24,,451,,539,,,-,2,,14,,200,,166,,,-,6,,45,,192,,138,,"IOWA
(42.469401477000474, -93.81648936699969)",
WISCONSIN,2014,45,,-,12,,24,,443,,814,,,-,1,,12,,101,,214,,3,,5,,20,,271,,33,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
MISSISSIPPI,2014,45,2,,11,,54,,851,,855,,1,,0,,2,,26,,28,,,-,4,,12,,183,,183,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
TENNESSEE,2014,45,4,,16,,39,,851,,784,,1,,2,,9,,125,,123,,14,,16,,50,,700,,468,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
