Reporting Area,MMWR Year,MMWR Week,"Invasive Pneumococcal disease, All ages, Current week","Invasive Pneumococcal disease, All ages, Current week, flag","Invasive Pneumococcal disease, All ages, Previous 52 weeks Med","Invasive Pneumococcal disease, All ages, Previous 52 weeks Med, flag","Invasive Pneumococcal disease, All ages, Previous 52 weeks Max","Invasive Pneumococcal disease, All ages, Previous 52 weeks Max, flag","Invasive Pneumococcal disease, All ages, Cum 2014","Invasive Pneumococcal disease, All ages, Cum 2014, flag","Invasive Pneumococcal disease, All ages, Cum 2013","Invasive Pneumococcal disease, All ages, Cum 2013, flag","Invasive Pneumococcal disease, Age LT 5, Current week","Invasive Pneumococcal disease, Age LT 5, Current week, flag","Invasive Pneumococcal disease, Age LT 5, Previous 52 weeks Med","Invasive Pneumococcal disease, Age LT 5, Previous 52 weeks Med, flag","Invasive Pneumococcal disease, Age LT 5, Previous 52 weeks Max","Invasive Pneumococcal disease, Age LT 5, Previous 52 weeks Max, flag","Invasive Pneumococcal disease, Age LT 5, Cum 2014","Invasive Pneumococcal disease, Age LT 5, Cum 2014, flag","Invasive Pneumococcal disease, Age LT 5, Cum 2013","Invasive Pneumococcal disease, Age LT 5, Cum 2013, flag","Legionellosis, Current week","Legionellosis, Current week, flag","Legionellosis, Previous 52 weeks Med","Legionellosis, Previous 52 weeks Med, flag","Legionellosis, Previous 52 weeks Max","Legionellosis, Previous 52 weeks Max, flag","Legionellosis, Cum 2014","Legionellosis, Cum 2014, flag","Legionellosis, Cum 2013","Legionellosis, Cum 2013, flag",Location 1,Location 2
NORTH DAKOTA,2014,32,,-,1,,4,,43,,74,,,-,0,,1,,2,,9,,,-,0,,1,,3,,,-,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
LOUISIANA,2014,32,1,,6,,23,,252,,237,,,-,0,,2,,16,,14,,,-,0,,4,,22,,21,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
GUAM,2014,32,,-,0,,2,,,-,13,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.480998894000436, 144.73149801400064)",
MAINE,2014,32,,-,2,,8,,98,,84,,,-,0,,1,,5,,3,,,-,0,,3,,10,,9,,"MAINE
(45.2542257390005, -68.98502952999962)",
COLORADO,2014,32,,-,8,,24,,250,,358,,,-,0,,2,,11,,17,,,-,0,,7,,11,,17,,"COLORADO
(38.84384201300048, -106.13360888799969)",
MICHIGAN,2014,32,1,,11,,21,,363,,534,,,-,0,,4,,19,,30,,,-,3,,16,,68,,173,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
PENNSYLVANIA,2014,32,,N,,-,,-,,N,,N,,N,0,,0,,,N,,N,7,,5,,17,,164,,259,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
RHODE ISLAND,2014,32,,-,1,,10,,42,,45,,,-,0,,1,,1,,,-,,-,0,,10,,11,,11,,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
KENTUCKY,2014,32,,-,4,,10,,121,,190,,,-,0,,2,,8,,9,,1,,1,,7,,40,,28,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
NEW YORK,2014,32,6,,15,,76,,517,,671,,,-,1,,6,,23,,32,,11,,6,,21,,207,,268,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
GEORGIA,2014,32,1,,17,,61,,591,,726,,,-,1,,5,,36,,52,,,-,1,,9,,44,,47,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
SOUTH CAROLINA,2014,32,2,,7,,27,,298,,307,,,-,0,,2,,20,,13,,,-,0,,3,,25,,11,,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
ARIZONA,2014,32,1,,13,,40,,510,,574,,1,,1,,6,,27,,30,,,-,1,,4,,27,,41,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
WISCONSIN,2014,32,2,,6,,16,,235,,310,,1,,0,,3,,8,,16,,,-,1,,8,,32,,87,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
UNITED STATES,2014,33,45,,276,,752,,8887,,11442,,1,,21,,56,,612,,748,,85,,74,,163,,2426,,3118,,,
NEW ENGLAND,2014,33,2,,12,,24,,383,,474,,,-,1,,2,,30,,28,,1,,5,,21,,124,,207,,,
MID. ATLANTIC,2014,33,3,,31,,115,,953,,1574,,,-,2,,10,,42,,81,,34,,17,,56,,541,,941,,,
E.N. CENTRAL,2014,33,8,,53,,84,,1567,,2141,,,-,3,,9,,98,,116,,17,,15,,47,,510,,878,,,
W.N. CENTRAL,2014,33,1,,16,,37,,436,,728,,,-,1,,4,,27,,66,,,-,3,,19,,119,,114,,,
S. ATLANTIC,2014,33,8,,57,,135,,2092,,2504,,,-,5,,10,,156,,188,,23,,15,,31,,483,,480,,,
DIST. OF COL.,2014,33,,-,1,,6,,44,,62,,,-,0,,1,,1,,1,,,-,0,,1,,,-,11,,"DIST. OF COL.
",
E.S. CENTRAL,2014,33,7,,25,,51,,903,,1019,,1,,1,,6,,65,,65,,,-,4,,19,,186,,111,,,
W.S. CENTRAL,2014,33,9,,35,,305,,1293,,1454,,,-,4,,20,,119,,106,,1,,5,,29,,179,,121,,,
MOUNTAIN,2014,33,5,,30,,81,,1145,,1435,,,-,2,,7,,63,,83,,8,,3,,9,,83,,101,,,
PACIFIC,2014,33,2,,3,,8,,115,,113,,,-,0,,3,,12,,15,,1,,6,,13,,201,,165,,,
AMER. SAMOA,2014,33,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2014,33,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
TENNESSEE,2014,33,7,,15,,28,,501,,532,,1,,1,,4,,32,,29,,,-,2,,12,,93,,57,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
IOWA,2014,33,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,2,,15,,8,,"IOWA
(42.469401477000474, -93.81648936699969)",
OKLAHOMA,2014,33,,-,0,,0,,,-,,-,,-,0,,2,,19,,13,,,-,0,,4,,10,,3,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
VIRGINIA,2014,33,,-,0,,3,,14,,,-,,-,0,,3,,14,,28,,4,,1,,8,,55,,78,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
HAWAII,2014,33,,-,2,,6,,62,,47,,,-,0,,2,,6,,3,,,-,0,,1,,4,,4,,"HAWAII
(21.304853205000427, -157.85774691599974)",
IDAHO,2014,33,,N,0,,0,,,N,,N,,-,0,,1,,3,,3,,,-,0,,2,,5,,6,,"IDAHO
(43.68263160000049, -114.3637261449997)",
MAINE,2014,33,2,,2,,8,,97,,85,,,-,0,,1,,5,,4,,,-,0,,4,,11,,10,,"MAINE
(45.2542257390005, -68.98502952999962)",
WASHINGTON,2014,33,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,6,,25,,18,,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
NEVADA,2014,33,,-,2,,7,,90,,92,,,-,0,,2,,6,,4,,,-,0,,3,,13,,11,,"NEVADA
(39.493242807000456, -117.07183978499972)",
KANSAS,2014,33,,-,2,,9,,87,,103,,,N,0,,0,,,N,,N,,-,0,,2,,7,,11,,"KANSAS
(38.3477418760005, -98.20077655499966)",
SOUTH CAROLINA,2014,33,2,,7,,27,,300,,310,,,-,0,,2,,20,,13,,2,,0,,3,,28,,13,,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
ARIZONA,2014,33,2,,13,,40,,516,,579,,,-,1,,6,,27,,31,,1,,1,,4,,28,,42,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
PUERTO RICO,2014,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,1,,12,,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
MISSOURI,2014,33,,N,0,,0,,,N,,N,,-,0,,2,,10,,24,,,-,1,,10,,53,,46,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
NEBRASKA,2014,33,1,,3,,8,,89,,104,,,-,0,,2,,7,,8,,,-,0,,2,,9,,14,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
OHIO,2014,33,5,,20,,38,,628,,825,,,-,1,,4,,28,,26,,16,,6,,23,,230,,357,,"OHIO
(40.06021184000048, -82.40425685299965)",
MASSACHUSETTS,2014,33,,-,0,,2,,18,,12,,,-,0,,2,,16,,11,,1,,2,,15,,66,,120,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
NEW YORK CITY,2014,33,1,,12,,25,,402,,470,,,-,0,,4,,17,,23,,11,,3,,15,,107,,211,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
MONTANA,2014,33,,-,0,,4,,25,,20,,,-,0,,0,,,-,1,,,-,0,,1,,2,,8,,"MONTANA
(47.06652759400049, -109.42441687999968)",
ALASKA,2014,33,2,,2,,5,,53,,66,,,-,0,,2,,6,,12,,,-,0,,1,,1,,1,,"ALASKA
(64.84507631500048, -147.72205669099972)",
WYOMING,2014,33,,-,0,,3,,15,,14,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"WYOMING
(43.235543013000495, -108.10982744299969)",
PENNSYLVANIA,2014,33,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,6,,6,,17,,175,,276,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
GUAM,2014,33,,-,0,,2,,,-,13,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.480998894000436, 144.73149801400064)",
UTAH,2014,33,,-,1,,11,,28,,134,,,-,0,,2,,3,,17,,,-,0,,3,,15,,11,,"UTAH
(39.36070082200047, -111.5871285339997)",
INDIANA,2014,33,,-,10,,33,,329,,466,,,-,1,,4,,20,,16,,1,,2,,8,,78,,55,,"INDIANA
(39.76691072200049, -86.14995579899966)",
DELAWARE,2014,33,,-,0,,5,,25,,22,,,-,0,,1,,1,,,-,,-,0,,2,,11,,11,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
NEW HAMPSHIRE,2014,33,,-,1,,6,,51,,56,,,-,0,,1,,3,,2,,,-,0,,3,,6,,16,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
MARYLAND,2014,33,4,,7,,21,,301,,353,,,-,0,,4,,18,,20,,1,,2,,9,,73,,107,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
ALABAMA,2014,33,,-,3,,10,,133,,131,,,-,0,,2,,10,,14,,,-,1,,10,,40,,14,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
NORTH DAKOTA,2014,33,,-,1,,4,,43,,74,,,-,0,,1,,2,,9,,,-,0,,1,,3,,,-,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
NEW YORK,2014,33,2,,15,,76,,519,,683,,,-,1,,6,,23,,33,,17,,6,,21,,226,,282,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
KENTUCKY,2014,33,,-,3,,10,,121,,192,,,-,0,,2,,8,,9,,,-,1,,8,,42,,28,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
VERMONT,2014,33,,-,1,,4,,35,,42,,,-,0,,0,,,-,,-,,-,0,,1,,2,,10,,"VERMONT
(43.62538000100045, -72.51763944499965)",
OREGON,2014,33,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,1,,0,,2,,16,,10,,"OREGON
(44.56745218600048, -120.15502977999972)",
NEW MEXICO,2014,33,,-,5,,16,,218,,236,,,-,0,,3,,11,,9,,,-,0,,2,,2,,5,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
MINNESOTA,2014,33,,-,6,,18,,159,,377,,,-,0,,3,,8,,25,,,-,1,,4,,27,,30,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
CONNECTICUT,2014,33,,-,4,,10,,140,,234,,,-,0,,1,,5,,11,,,-,1,,3,,28,,40,,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
SOUTH DAKOTA,2014,33,,-,2,,5,,58,,70,,,N,0,,0,,,N,,N,,-,0,,2,,5,,5,,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
RHODE ISLAND,2014,33,,-,1,,10,,42,,45,,,-,0,,1,,1,,,-,,-,0,,10,,11,,11,,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
CALIFORNIA,2014,33,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,4,,11,,155,,132,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
FLORIDA,2014,33,2,,16,,45,,645,,784,,,-,1,,5,,55,,62,,11,,5,,15,,172,,133,,"FLORIDA
(28.93204444200046, -81.92895558499964)",
TEXAS,2014,33,9,,25,,263,,904,,1069,,,-,2,,18,,77,,72,,,-,3,,24,,123,,80,,"TEXAS
(31.827240712000446, -99.4267664729997)",
NORTH CAROLINA,2014,33,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,5,,2,,11,,82,,53,,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
WISCONSIN,2014,33,1,,6,,16,,242,,312,,,-,0,,3,,8,,16,,,-,1,,8,,32,,93,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
GEORGIA,2014,33,,-,17,,61,,596,,736,,,-,1,,5,,37,,52,,,-,1,,9,,44,,47,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
MICHIGAN,2014,33,2,,11,,21,,368,,538,,,-,0,,4,,19,,30,,,-,3,,16,,72,,180,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
ILLINOIS,2014,33,,N,0,,0,,,N,,N,,-,1,,3,,23,,28,,,-,3,,14,,98,,193,,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
WEST VIRGINIA,2014,33,,-,4,,15,,167,,237,,,-,0,,2,,10,,12,,,-,0,,4,,18,,16,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
ARKANSAS,2014,33,,-,4,,30,,136,,145,,,-,0,,2,,7,,7,,1,,0,,5,,24,,17,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
NEW JERSEY,2014,33,,-,2,,19,,32,,421,,,-,0,,2,,2,,25,,,-,1,,15,,33,,172,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
COLORADO,2014,33,3,,8,,24,,253,,360,,,-,0,,2,,11,,18,,7,,0,,7,,18,,18,,"COLORADO
(38.84384201300048, -106.13360888799969)",
MISSISSIPPI,2014,33,,-,3,,13,,148,,164,,,-,0,,2,,15,,13,,,-,0,,2,,11,,12,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
LOUISIANA,2014,33,,-,6,,23,,253,,240,,,-,0,,2,,16,,14,,,-,0,,4,,22,,21,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
UNITED STATES,2014,34,52,,277,,752,,8959,,11583,,3,,21,,56,,617,,762,,62,,76,,166,,2563,,3269,,,
NEW ENGLAND,2014,34,2,,12,,24,,388,,479,,,-,1,,2,,30,,28,,3,,5,,21,,132,,228,,,
MID. ATLANTIC,2014,34,14,,31,,115,,967,,1598,,1,,2,,10,,43,,84,,35,,18,,56,,608,,997,,,
E.N. CENTRAL,2014,34,12,,53,,84,,1587,,2160,,,-,3,,9,,99,,117,,9,,16,,46,,530,,913,,,
W.N. CENTRAL,2014,34,,-,16,,37,,437,,737,,,-,1,,4,,27,,66,,,-,3,,20,,121,,121,,,
S. ATLANTIC,2014,34,7,,57,,135,,2095,,2535,,1,,5,,10,,157,,195,,11,,15,,31,,499,,495,,,
DIST. OF COL.,2014,34,,-,1,,6,,44,,62,,,-,0,,1,,1,,1,,,-,0,,1,,,-,11,,"DIST. OF COL.
",
E.S. CENTRAL,2014,34,8,,25,,51,,916,,1031,,1,,1,,6,,66,,65,,2,,4,,19,,196,,115,,,
W.S. CENTRAL,2014,34,5,,35,,305,,1304,,1471,,,-,4,,20,,120,,108,,1,,5,,29,,190,,125,,,
MOUNTAIN,2014,34,4,,30,,81,,1150,,1454,,,-,2,,7,,63,,84,,,-,3,,9,,84,,106,,,
PACIFIC,2014,34,,-,3,,8,,115,,118,,,-,0,,3,,12,,15,,1,,5,,13,,203,,169,,,
AMER. SAMOA,2014,34,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2014,34,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,34,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEW YORK,2014,34,7,,15,,76,,526,,688,,1,,1,,6,,24,,33,,24,,6,,21,,250,,303,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
PUERTO RICO,2014,34,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,1,,12,,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
WASHINGTON,2014,34,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,6,,25,,19,,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
NEBRASKA,2014,34,,-,3,,8,,89,,105,,,-,0,,2,,7,,8,,,-,0,,2,,9,,14,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
RHODE ISLAND,2014,34,,-,1,,10,,42,,45,,,-,0,,1,,1,,,-,,-,0,,10,,11,,11,,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
FLORIDA,2014,34,6,,16,,45,,651,,793,,1,,1,,5,,56,,63,,8,,5,,15,,180,,137,,"FLORIDA
(28.93204444200046, -81.92895558499964)",
IOWA,2014,34,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,2,,16,,8,,"IOWA
(42.469401477000474, -93.81648936699969)",
ARKANSAS,2014,34,1,,4,,30,,141,,147,,,-,0,,2,,8,,7,,,-,0,,5,,24,,18,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
SOUTH DAKOTA,2014,34,,-,2,,5,,58,,70,,,N,0,,0,,,N,,N,,-,0,,2,,5,,5,,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
KANSAS,2014,34,,-,2,,9,,88,,105,,,N,0,,0,,,N,,N,,-,0,,1,,7,,11,,"KANSAS
(38.3477418760005, -98.20077655499966)",
KENTUCKY,2014,34,1,,3,,10,,126,,193,,,-,0,,2,,8,,9,,,-,1,,8,,45,,29,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
TEXAS,2014,34,2,,25,,263,,906,,1079,,,-,2,,18,,77,,73,,1,,4,,24,,130,,82,,"TEXAS
(31.827240712000446, -99.4267664729997)",
MISSISSIPPI,2014,34,1,,3,,13,,152,,165,,,-,0,,2,,15,,13,,,-,0,,2,,12,,14,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
WYOMING,2014,34,,-,0,,3,,15,,15,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"WYOMING
(43.235543013000495, -108.10982744299969)",
UTAH,2014,34,,-,0,,11,,28,,134,,,-,0,,2,,3,,17,,,-,0,,3,,15,,12,,"UTAH
(39.36070082200047, -111.5871285339997)",
NORTH DAKOTA,2014,34,,-,1,,4,,43,,75,,,-,0,,1,,2,,9,,,-,0,,1,,3,,1,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
NEW JERSEY,2014,34,,-,2,,19,,32,,430,,,-,0,,2,,2,,27,,,-,2,,15,,69,,187,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
ILLINOIS,2014,34,,N,0,,0,,,N,,N,,-,1,,3,,23,,28,,,-,3,,14,,107,,195,,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
OKLAHOMA,2014,34,,-,0,,0,,,-,,-,,-,0,,2,,19,,13,,,-,0,,4,,10,,4,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
GUAM,2014,39,,-,0,,2,,,-,15,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.480998894000436, 144.73149801400064)",
NEVADA,2014,34,,-,2,,7,,90,,92,,,-,0,,2,,6,,4,,,-,0,,3,,14,,11,,"NEVADA
(39.493242807000456, -117.07183978499972)",
WEST VIRGINIA,2014,34,,-,4,,15,,167,,239,,,-,0,,2,,10,,12,,,-,0,,4,,18,,16,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
SOUTH CAROLINA,2014,34,,-,7,,27,,300,,316,,,-,0,,2,,20,,14,,,-,0,,3,,30,,14,,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
MINNESOTA,2014,34,,-,6,,18,,159,,382,,,-,0,,3,,8,,25,,,-,1,,4,,27,,31,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
MASSACHUSETTS,2014,34,,-,0,,2,,18,,12,,,-,0,,2,,16,,11,,2,,2,,15,,68,,135,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
OHIO,2014,34,9,,20,,38,,637,,832,,,-,1,,4,,28,,26,,6,,6,,22,,236,,376,,"OHIO
(40.06021184000048, -82.40425685299965)",
WISCONSIN,2014,34,2,,6,,16,,249,,314,,,-,0,,3,,9,,16,,,-,1,,8,,32,,94,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
TENNESSEE,2014,34,6,,15,,28,,503,,538,,1,,1,,4,,33,,29,,1,,2,,12,,97,,58,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
VIRGINIA,2014,34,,-,0,,3,,14,,,-,,-,0,,3,,14,,29,,1,,1,,8,,56,,84,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
OREGON,2014,34,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,1,,0,,2,,17,,11,,"OREGON
(44.56745218600048, -120.15502977999972)",
MICHIGAN,2014,34,1,,11,,21,,372,,542,,,-,0,,4,,19,,30,,1,,3,,16,,75,,191,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
MARYLAND,2014,34,1,,7,,20,,295,,354,,,-,0,,4,,18,,20,,1,,2,,9,,73,,116,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
ALASKA,2014,34,,-,2,,5,,53,,68,,,-,0,,2,,6,,12,,,-,0,,1,,1,,1,,"ALASKA
(64.84507631500048, -147.72205669099972)",
GEORGIA,2014,34,,-,17,,61,,599,,749,,,-,1,,5,,37,,56,,1,,1,,9,,49,,49,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
ARIZONA,2014,34,1,,13,,40,,517,,592,,,-,1,,6,,27,,31,,,-,1,,4,,28,,43,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
GUAM,2014,34,,-,0,,2,,,-,15,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.480998894000436, 144.73149801400064)",
INDIANA,2014,34,,-,10,,33,,329,,472,,,-,1,,4,,20,,17,,2,,2,,8,,80,,57,,"INDIANA
(39.76691072200049, -86.14995579899966)",
CALIFORNIA,2014,34,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,4,,11,,156,,134,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
CONNECTICUT,2014,34,,-,4,,10,,141,,235,,,-,0,,1,,5,,11,,,-,1,,3,,31,,41,,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
HAWAII,2014,34,,-,2,,6,,62,,50,,,-,0,,2,,6,,3,,,-,0,,1,,4,,4,,"HAWAII
(21.304853205000427, -157.85774691599974)",
DELAWARE,2014,34,,-,0,,5,,25,,22,,,-,0,,1,,1,,,-,,-,0,,2,,11,,13,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
PENNSYLVANIA,2014,34,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,4,,5,,17,,175,,290,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
COLORADO,2014,34,3,,8,,24,,256,,362,,,-,0,,2,,11,,19,,,-,0,,7,,18,,19,,"COLORADO
(38.84384201300048, -106.13360888799969)",
NORTH CAROLINA,2014,34,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,2,,11,,82,,55,,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
IDAHO,2014,34,,N,0,,0,,,N,,N,,-,0,,1,,3,,3,,,-,0,,2,,5,,6,,"IDAHO
(43.68263160000049, -114.3637261449997)",
MAINE,2014,34,1,,2,,8,,98,,86,,,-,0,,1,,5,,4,,1,,0,,4,,13,,12,,"MAINE
(45.2542257390005, -68.98502952999962)",
NEW YORK CITY,2014,34,7,,12,,25,,409,,480,,,-,0,,4,,17,,24,,7,,3,,15,,114,,217,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
MISSOURI,2014,34,,N,0,,0,,,N,,N,,-,0,,2,,10,,24,,,-,1,,11,,54,,51,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
NEW HAMPSHIRE,2014,34,1,,1,,6,,54,,59,,,-,0,,1,,3,,2,,,-,0,,3,,6,,19,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
ALABAMA,2014,34,,-,3,,10,,135,,135,,,-,0,,2,,10,,14,,1,,1,,10,,42,,14,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
MONTANA,2014,34,,-,0,,4,,26,,20,,,-,0,,0,,,-,1,,,-,0,,1,,2,,8,,"MONTANA
(47.06652759400049, -109.42441687999968)",
LOUISIANA,2014,34,2,,6,,23,,257,,245,,,-,0,,2,,16,,15,,,-,0,,4,,26,,21,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
VERMONT,2014,34,,-,1,,4,,35,,42,,,-,0,,0,,,-,,-,,-,0,,1,,3,,10,,"VERMONT
(43.62538000100045, -72.51763944499965)",
NEW MEXICO,2014,34,,-,5,,16,,218,,239,,,-,0,,3,,11,,9,,,-,0,,2,,2,,7,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
UNITED STATES,2014,35,57,,277,,752,,9068,,11733,,7,,21,,56,,627,,777,,76,,76,,166,,2692,,3421,,,
NEW ENGLAND,2014,35,1,,12,,24,,403,,491,,,-,1,,2,,31,,28,,3,,4,,14,,137,,234,,,
MID. ATLANTIC,2014,35,18,,31,,115,,986,,1622,,1,,2,,10,,45,,85,,26,,18,,47,,637,,1038,,,
E.N. CENTRAL,2014,35,7,,53,,84,,1598,,2194,,,-,3,,9,,99,,120,,15,,15,,46,,548,,959,,,
W.N. CENTRAL,2014,35,,-,16,,37,,439,,745,,2,,1,,4,,29,,67,,,-,3,,20,,121,,128,,,
S. ATLANTIC,2014,35,10,,57,,135,,2110,,2557,,1,,5,,10,,159,,201,,25,,15,,33,,545,,526,,,
DIST. OF COL.,2014,35,,-,1,,6,,44,,62,,,-,0,,1,,1,,1,,,-,0,,1,,,-,11,,"DIST. OF COL.
",
E.S. CENTRAL,2014,35,10,,25,,51,,931,,1049,,1,,1,,6,,66,,65,,4,,4,,19,,205,,118,,,
W.S. CENTRAL,2014,35,8,,35,,305,,1319,,1489,,2,,4,,20,,122,,111,,3,,5,,29,,200,,135,,,
MOUNTAIN,2014,35,3,,30,,81,,1162,,1468,,,-,2,,7,,63,,85,,,-,3,,9,,84,,110,,,
PACIFIC,2014,35,,-,3,,8,,120,,118,,,-,0,,3,,13,,15,,,-,6,,14,,215,,173,,,
AMER. SAMOA,2014,35,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2014,35,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
