Reporting Area,MMWR Year,MMWR Week,"Hepatitis (viral, acute), type A, Current week","Hepatitis (viral, acute), type A, Current week, flag ","Hepatitis (viral, acute), type A, Previous 52 weeks Med","Hepatitis (viral, acute), type A, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type A, Previous 52 weeks Max","Hepatitis (viral, acute), type A, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type A, Cum 2015","Hepatitis (viral, acute), type A, Cum 2015, flag","Hepatitis (viral, acute), type A, Cum 2014","Hepatitis (viral, acute), type A, Cum 2014, flag","Hepatitis (viral, acute), type B, Current week","Hepatitis (viral, acute), type B, Current week, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Med","Hepatitis (viral, acute), type B, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Max","Hepatitis (viral, acute), type B, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type B, Cum 2015","Hepatitis (viral, acute), type B, Cum 2015, flag","Hepatitis (viral, acute), type B, Cum 2014","Hepatitis (viral, acute), type B, Cum 2014, flag","Hepatitis (viral, acute), type C, Current week, flag","Hepatitis (viral, acute), type C, Current week","Hepatitis (viral, acute), type C, Previous 52 weeks Med","Hepatitis (viral, acute), type C, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Max","Hepatitis (viral, acute), type C, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type C, Cum 2015","Hepatitis (viral, acute), type C, Cum 2015, flag","Hepatitis (viral, acute), type C, Cum 2014","Hepatitis (viral, acute), type C, Cum 2014, flag",Location 1,Location 2
E.S. CENTRAL,2015,42,,-,1,,5,,44,,34,,2,,10,,17,,410,,437,,2,,6,,14,,261,,269,,,
W.S. CENTRAL,2015,42,1,,3,,8,,126,,118,,2,,4,,39,,174,,204,,,,1,,24,,52,,73,,,
MOUNTAIN,2015,42,2,,2,,6,,96,,73,,,-,1,,4,,54,,82,,,,1,,6,,63,,96,,,
PACIFIC,2015,42,,-,4,,11,,175,,148,,,-,4,,9,,153,,142,,4,,2,,14,,89,,131,,,
AMER. SAMOA,2015,42,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,42,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,0,,0,,,-,,-,"VIRGIN ISL.
",
VERMONT,2015,42,,-,0,,1,,2,,1,,,-,0,,1,,2,,4,,,,0,,1,,,-,2,,"VERMONT
(43.622479, -72.51927)",
KENTUCKY,2015,42,,-,0,,2,,12,,11,,,-,2,,8,,92,,134,,,,2,,6,,75,,151,,"KENTUCKY
(37.64591, -84.774043)",
NEW YORK,2015,42,,-,0,,4,,28,,31,,,-,0,,3,,24,,32,,4,,2,,11,,75,,82,,"NEW YORK
(42.826892, -75.544286)",
NEW JERSEY,2015,42,,-,0,,4,,29,,44,,,-,1,,5,,53,,67,,,,1,,5,,45,,84,,"NEW JERSEY
(40.104655, -74.386686)",
GEORGIA,2015,42,,-,1,,6,,45,,20,,1,,2,,4,,77,,86,,,,0,,3,,17,,45,,"GEORGIA
(32.836038, -83.631709)",
ALASKA,2015,42,,-,0,,1,,4,,1,,,-,0,,2,,3,,3,,,,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
NEW MEXICO,2015,42,,-,0,,2,,5,,8,,,-,0,,1,,1,,1,,,,0,,2,,1,,14,,"NEW MEXICO
(34.520396, -106.244402)",
NEVADA,2015,42,,-,0,,2,,8,,5,,,-,0,,2,,15,,20,,,,0,,2,,8,,5,,"NEVADA
(39.491833, -117.070159)",
WASHINGTON,2015,42,,-,0,,5,,21,,14,,,-,1,,7,,22,,23,,2,,1,,14,,42,,57,,"WASHINGTON
(47.517368, -120.467672)",
OREGON,2015,42,,-,0,,2,,21,,11,,,-,0,,4,,21,,25,,,,0,,1,,8,,15,,"OREGON
(44.567912, -120.156945)",
SOUTH DAKOTA,2015,42,,-,0,,1,,2,,1,,,-,0,,1,,2,,2,,,,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
UTAH,2015,42,,-,0,,1,,6,,7,,,-,0,,2,,8,,7,,,,0,,4,,16,,32,,"UTAH
(39.359772, -111.584173)",
COLORADO,2015,42,,-,0,,3,,20,,20,,,-,0,,1,,5,,23,,,,0,,4,,27,,29,,"COLORADO
(38.841772, -106.132562)",
HAWAII,2015,42,,-,0,,2,,5,,5,,,-,0,,2,,11,,5,,,,0,,1,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NEBRASKA,2015,42,,-,0,,2,,5,,9,,,-,0,,1,,,-,7,,,,0,,1,,3,,2,,"NEBRASKA
(41.640503, -99.367122)",
MICHIGAN,2015,42,,-,1,,4,,39,,37,,,-,1,,4,,37,,43,,,,1,,5,,59,,57,,"MICHIGAN
(44.66399, -84.711206)",
RHODE ISLAND,2015,42,,-,0,,2,,4,,6,,,U,0,,0,,,U,,U,,,0,,0,,,U,,U,"RHODE ISLAND
(41.707447, -71.522488)",
OKLAHOMA,2015,42,,-,0,,2,,8,,13,,,-,0,,22,,17,,29,,,,0,,19,,9,,18,,"OKLAHOMA
(35.468494, -97.521264)",
NORTH CAROLINA,2015,42,,-,1,,7,,37,,24,,,-,2,,19,,126,,76,,1,,0,,26,,93,,66,,"NORTH CAROLINA
(35.47995, -79.180571)",
MONTANA,2015,42,,-,0,,1,,2,,5,,,-,0,,2,,2,,,-,,,0,,2,,10,,12,,"MONTANA
(47.062617, -109.430168)",
ILLINOIS,2015,42,,-,1,,9,,40,,72,,,-,1,,4,,41,,44,,,,0,,2,,20,,22,,"ILLINOIS
(40.477092, -88.993221)",
GUAM,2015,42,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ARIZONA,2015,42,2,,1,,4,,42,,22,,,-,0,,3,,16,,25,,,,0,,0,,,U,,U,"ARIZONA
(34.869712, -111.760902)",
NORTH DAKOTA,2015,42,,-,0,,3,,5,,8,,,-,0,,0,,,-,,-,,,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
ARKANSAS,2015,42,,-,0,,1,,7,,1,,,-,0,,3,,20,,21,,,,0,,1,,1,,11,,"ARKANSAS
(34.748745, -92.275105)",
CALIFORNIA,2015,42,,-,3,,10,,124,,117,,,-,2,,5,,96,,86,,2,,1,,4,,39,,59,,"CALIFORNIA
(37.640735, -121.002435)",
VIRGINIA,2015,42,2,,1,,3,,35,,20,,,-,1,,4,,44,,52,,,,1,,3,,41,,46,,"VIRGINIA
(37.542699, -78.45822)",
LOUISIANA,2015,42,,-,0,,1,,3,,5,,,-,1,,5,,36,,67,,,,0,,2,,11,,17,,"LOUISIANA
(31.2931, -92.463284)",
FLORIDA,2015,42,1,,2,,8,,82,,76,,4,,8,,13,,336,,240,,,,2,,5,,73,,77,,"FLORIDA
(28.915325, -81.922409)",
OHIO,2015,42,,-,0,,5,,28,,24,,6,,5,,75,,327,,152,,1,,2,,7,,94,,83,,"OHIO
(40.056807, -82.405897)",
NEW HAMPSHIRE,2015,42,,-,0,,2,,1,,3,,,-,0,,1,,,-,2,,,,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MASSACHUSETTS,2015,42,,-,1,,3,,27,,36,,,-,0,,2,,15,,25,,,,3,,8,,112,,195,,"MASSACHUSETTS
(42.268546, -72.085064)",
ALABAMA,2015,42,,-,0,,3,,19,,11,,,-,2,,6,,85,,92,,,,1,,6,,57,,25,,"ALABAMA
(32.839182, -86.631125)",
PUERTO RICO,2015,42,,-,0,,1,,2,,5,,,-,0,,4,,13,,17,,,,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
MAINE,2015,42,,-,0,,2,,4,,6,,,-,0,,1,,,-,10,,1,,1,,3,,26,,24,,"MAINE
(45.252223, -68.986647)",
PENNSYLVANIA,2015,42,,-,1,,4,,32,,40,,,-,1,,4,,42,,60,,,,2,,6,,89,,60,,"PENNSYLVANIA
(40.789676, -77.858055)",
MISSISSIPPI,2015,42,,-,0,,1,,1,,3,,,-,1,,4,,43,,37,,,,0,,0,,,U,,U,"MISSISSIPPI
(32.738663, -89.537312)",
CONNECTICUT,2015,42,,-,0,,2,,7,,22,,,-,0,,1,,4,,8,,,,0,,2,,11,,6,,"CONNECTICUT
(41.544654, -72.651713)",
WYOMING,2015,42,,-,0,,1,,3,,1,,,-,0,,0,,,-,,-,,,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
WEST VIRGINIA,2015,42,,-,0,,1,,5,,9,,,-,4,,12,,185,,144,,,,1,,4,,47,,54,,"WEST VIRGINIA
(38.668501, -80.709421)",
KANSAS,2015,42,,-,0,,2,,6,,5,,,-,0,,2,,9,,10,,,,0,,4,,17,,24,,"KANSAS
(38.345528, -98.201847)",
TENNESSEE,2015,42,,-,0,,2,,12,,9,,2,,5,,10,,190,,174,,2,,3,,9,,129,,93,,"TENNESSEE
(35.681402, -85.774444)",
SOUTH CAROLINA,2015,42,,-,0,,3,,12,,4,,,-,0,,2,,20,,32,,,,0,,1,,4,,4,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MISSOURI,2015,42,,-,0,,1,,1,,17,,,-,0,,1,,4,,27,,,,0,,2,,3,,5,,"MISSOURI
(38.636168, -92.566292)",
IOWA,2015,42,,-,0,,3,,12,,8,,,-,0,,2,,14,,8,,,,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
MINNESOTA,2015,42,,-,0,,2,,15,,19,,,-,0,,2,,12,,11,,,,0,,2,,20,,36,,"MINNESOTA
(44.943719, -93.094281)",
TEXAS,2015,42,1,,2,,7,,108,,99,,2,,2,,17,,101,,87,,,,1,,6,,31,,27,,"TEXAS
(31.827233, -99.423022)",
WISCONSIN,2015,42,,-,0,,1,,8,,6,,,-,0,,1,,9,,172,,,,0,,3,,13,,43,,"WISCONSIN
(44.395526, -89.834513)",
IDAHO,2015,42,,-,0,,2,,10,,5,,,-,0,,1,,7,,6,,,,0,,2,,1,,4,,"IDAHO
(43.680635, -114.364237)",
MARYLAND,2015,42,,-,0,,2,,12,,20,,1,,0,,3,,29,,37,,,,0,,3,,26,,35,,"MARYLAND
(39.290443, -76.612333)",
INDIANA,2015,42,,-,0,,2,,12,,18,,,-,2,,7,,95,,107,,,,1,,7,,37,,90,,"INDIANA
(39.76845, -86.156212)",
DELAWARE,2015,42,,-,0,,1,,2,,1,,,-,0,,1,,8,,7,,,,0,,0,,,U,,U,"DELAWARE
(39.008676, -75.574561)",
UNITED STATES,2015,43,7,,25,,35,,1054,,1017,,29,,56,,136,,2408,,2414,,14,,35,,76,,1425,,1743,,,
NEW ENGLAND,2015,43,,-,1,,3,,46,,74,,,-,0,,3,,23,,49,,,,4,,9,,150,,228,,,
MID. ATLANTIC,2015,43,1,,4,,9,,148,,157,,1,,4,,10,,162,,205,,3,,5,,16,,222,,242,,,
NEW YORK CITY,2015,43,1,,1,,5,,59,,40,,,-,1,,4,,41,,45,,,,0,,5,,8,,12,,"NEW YORK CITY
",
E.N. CENTRAL,2015,43,,-,3,,12,,129,,157,,10,,10,,79,,524,,523,,2,,5,,14,,226,,299,,,
VIRGIN ISL.,2015,48,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,0,,0,,,-,,-,"VIRGIN ISL.
",
W.N. CENTRAL,2015,43,,-,1,,4,,48,,67,,,-,1,,4,,42,,67,,1,,1,,6,,46,,68,,,
S. ATLANTIC,2015,43,3,,5,,12,,236,,178,,8,,20,,36,,842,,688,,3,,7,,32,,305,,329,,,
DIST. OF COL.,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,43,1,,1,,5,,45,,35,,5,,10,,17,,421,,449,,3,,6,,14,,266,,273,,,
W.S. CENTRAL,2015,43,1,,3,,8,,129,,121,,3,,4,,39,,180,,206,,1,,1,,24,,58,,75,,,
MOUNTAIN,2015,43,1,,2,,6,,97,,75,,,-,1,,4,,55,,84,,,,1,,6,,62,,97,,,
PACIFIC,2015,43,,-,4,,11,,176,,153,,2,,4,,9,,159,,143,,1,,2,,14,,90,,132,,,
AMER. SAMOA,2015,43,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,43,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,0,,0,,,-,,-,"VIRGIN ISL.
",
WASHINGTON,2015,43,,-,0,,5,,21,,15,,2,,1,,7,,24,,23,,1,,1,,14,,43,,58,,"WASHINGTON
(47.517368, -120.467672)",
ARKANSAS,2015,43,,-,0,,1,,7,,1,,,-,0,,3,,21,,22,,,,0,,1,,1,,11,,"ARKANSAS
(34.748745, -92.275105)",
ALABAMA,2015,43,1,,0,,3,,20,,12,,1,,2,,6,,86,,93,,,,1,,6,,58,,25,,"ALABAMA
(32.839182, -86.631125)",
OHIO,2015,43,,-,0,,5,,28,,24,,10,,5,,75,,337,,153,,1,,2,,6,,94,,84,,"OHIO
(40.056807, -82.405897)",
NEW JERSEY,2015,43,,-,0,,4,,29,,44,,,-,1,,5,,54,,67,,,,1,,5,,45,,86,,"NEW JERSEY
(40.104655, -74.386686)",
FLORIDA,2015,43,3,,2,,8,,85,,77,,3,,8,,13,,343,,245,,2,,2,,5,,75,,77,,"FLORIDA
(28.915325, -81.922409)",
NEW MEXICO,2015,43,,-,0,,2,,5,,8,,,-,0,,1,,1,,1,,,,0,,2,,1,,14,,"NEW MEXICO
(34.520396, -106.244402)",
NORTH DAKOTA,2015,43,,-,0,,3,,5,,8,,,-,0,,0,,,-,,-,,,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
VIRGINIA,2015,43,,-,1,,3,,38,,20,,3,,1,,4,,50,,53,,1,,1,,3,,42,,46,,"VIRGINIA
(37.542699, -78.45822)",
MICHIGAN,2015,43,,-,1,,4,,40,,37,,,-,1,,4,,38,,44,,1,,2,,5,,62,,58,,"MICHIGAN
(44.66399, -84.711206)",
NORTH CAROLINA,2015,43,,-,1,,7,,37,,24,,1,,2,,19,,127,,82,,,,0,,26,,93,,68,,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW HAMPSHIRE,2015,43,,-,0,,2,,1,,3,,,-,0,,1,,,-,2,,,,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.657736, -71.500736)",
KENTUCKY,2015,43,,-,0,,2,,12,,11,,,-,2,,8,,92,,139,,,,2,,6,,75,,152,,"KENTUCKY
(37.64591, -84.774043)",
UTAH,2015,43,,-,0,,1,,6,,7,,,-,0,,2,,8,,7,,,,0,,4,,15,,33,,"UTAH
(39.359772, -111.584173)",
MARYLAND,2015,43,,-,0,,2,,12,,21,,,-,0,,3,,29,,37,,,,0,,3,,26,,35,,"MARYLAND
(39.290443, -76.612333)",
GUAM,2015,43,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
CONNECTICUT,2015,43,,-,0,,2,,7,,22,,,-,0,,1,,4,,8,,,,0,,2,,11,,6,,"CONNECTICUT
(41.544654, -72.651713)",
WEST VIRGINIA,2015,43,,-,0,,1,,5,,10,,,-,4,,12,,187,,145,,,,1,,4,,48,,54,,"WEST VIRGINIA
(38.668501, -80.709421)",
ARIZONA,2015,43,1,,1,,4,,43,,22,,,-,0,,3,,16,,25,,,,0,,0,,,U,,U,"ARIZONA
(34.869712, -111.760902)",
MISSOURI,2015,43,,-,0,,1,,1,,17,,,-,0,,1,,4,,27,,,,0,,2,,3,,5,,"MISSOURI
(38.636168, -92.566292)",
MISSISSIPPI,2015,43,,-,0,,1,,1,,3,,,-,1,,4,,45,,37,,,,0,,0,,,U,,U,"MISSISSIPPI
(32.738663, -89.537312)",
NEBRASKA,2015,43,,-,0,,2,,5,,9,,,-,0,,1,,,-,7,,,,0,,1,,3,,2,,"NEBRASKA
(41.640503, -99.367122)",
DELAWARE,2015,43,,-,0,,1,,2,,1,,,-,0,,1,,8,,7,,,,0,,0,,,U,,U,"DELAWARE
(39.008676, -75.574561)",
RHODE ISLAND,2015,43,,-,0,,2,,4,,6,,,U,0,,0,,,U,,U,,,0,,0,,,U,,U,"RHODE ISLAND
(41.707447, -71.522488)",
MONTANA,2015,43,,-,0,,1,,2,,5,,,-,0,,2,,3,,,-,,,0,,2,,10,,12,,"MONTANA
(47.062617, -109.430168)",
NEW YORK,2015,43,,-,0,,4,,28,,32,,1,,0,,3,,25,,32,,1,,2,,11,,76,,84,,"NEW YORK
(42.826892, -75.544286)",
SOUTH CAROLINA,2015,43,,-,0,,3,,12,,5,,1,,0,,2,,21,,32,,,,0,,1,,4,,4,,"SOUTH CAROLINA
(34.009286, -81.037094)",
VERMONT,2015,43,,-,0,,1,,2,,1,,,-,0,,1,,2,,4,,,,0,,1,,,-,2,,"VERMONT
(43.622479, -72.51927)",
ALASKA,2015,43,,-,0,,1,,4,,1,,,-,0,,2,,3,,3,,,,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
CALIFORNIA,2015,43,,-,3,,10,,125,,121,,,-,2,,5,,99,,87,,,,1,,4,,39,,59,,"CALIFORNIA
(37.640735, -121.002435)",
HAWAII,2015,43,,-,0,,2,,5,,5,,,-,0,,2,,12,,5,,,,0,,1,,,-,,-,"HAWAII
(21.30992, -157.858158)",
COLORADO,2015,43,,-,0,,3,,20,,21,,,-,0,,1,,5,,24,,,,0,,4,,27,,29,,"COLORADO
(38.841772, -106.132562)",
NEVADA,2015,43,,-,0,,2,,8,,5,,,-,0,,2,,15,,21,,,,0,,2,,8,,5,,"NEVADA
(39.491833, -117.070159)",
MASSACHUSETTS,2015,43,,-,1,,3,,28,,36,,,-,0,,2,,17,,25,,,,3,,8,,112,,196,,"MASSACHUSETTS
(42.268546, -72.085064)",
ILLINOIS,2015,43,,-,1,,9,,41,,72,,,-,1,,4,,45,,45,,,,0,,2,,20,,23,,"ILLINOIS
(40.477092, -88.993221)",
OKLAHOMA,2015,43,,-,0,,2,,8,,13,,,-,0,,22,,17,,29,,,,0,,19,,9,,18,,"OKLAHOMA
(35.468494, -97.521264)",
WISCONSIN,2015,43,,-,0,,1,,8,,6,,,-,0,,1,,9,,172,,,,0,,3,,13,,43,,"WISCONSIN
(44.395526, -89.834513)",
IOWA,2015,43,,-,0,,3,,12,,8,,,-,0,,2,,14,,8,,,,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
GEORGIA,2015,43,,-,1,,6,,45,,20,,,-,2,,4,,77,,87,,,,0,,3,,17,,45,,"GEORGIA
(32.836038, -83.631709)",
WYOMING,2015,43,,-,0,,1,,3,,1,,,-,0,,0,,,-,,-,,,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
PENNSYLVANIA,2015,43,,-,1,,4,,32,,41,,,-,1,,4,,42,,61,,2,,2,,6,,93,,60,,"PENNSYLVANIA
(40.789676, -77.858055)",
MINNESOTA,2015,43,,-,0,,2,,17,,19,,,-,0,,2,,12,,13,,1,,0,,2,,21,,36,,"MINNESOTA
(44.943719, -93.094281)",
MAINE,2015,43,,-,0,,2,,4,,6,,,-,0,,1,,,-,10,,,,1,,3,,27,,24,,"MAINE
(45.252223, -68.986647)",
TENNESSEE,2015,43,,-,0,,2,,12,,9,,4,,5,,10,,198,,180,,3,,3,,9,,133,,96,,"TENNESSEE
(35.681402, -85.774444)",
SOUTH DAKOTA,2015,43,,-,0,,1,,2,,1,,,-,0,,1,,2,,2,,,,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
INDIANA,2015,43,,-,0,,2,,12,,18,,,-,2,,7,,95,,109,,,,1,,7,,37,,91,,"INDIANA
(39.76845, -86.156212)",
TEXAS,2015,43,1,,2,,7,,111,,102,,3,,2,,17,,106,,87,,1,,1,,6,,37,,29,,"TEXAS
(31.827233, -99.423022)",
KANSAS,2015,43,,-,0,,2,,6,,5,,,-,0,,2,,10,,10,,,,0,,4,,19,,25,,"KANSAS
(38.345528, -98.201847)",
PUERTO RICO,2015,43,,-,0,,1,,2,,5,,,-,0,,4,,13,,17,,,,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
IDAHO,2015,43,,-,0,,2,,10,,6,,,-,0,,1,,7,,6,,,,0,,2,,1,,4,,"IDAHO
(43.680635, -114.364237)",
OREGON,2015,43,,-,0,,2,,21,,11,,,-,0,,4,,21,,25,,,,0,,1,,8,,15,,"OREGON
(44.567912, -120.156945)",
LOUISIANA,2015,43,,-,0,,1,,3,,5,,,-,1,,5,,36,,68,,,,0,,2,,11,,17,,"LOUISIANA
(31.2931, -92.463284)",
UNITED STATES,2015,44,13,,25,,35,,1077,,1040,,35,,57,,136,,2479,,2465,,10,,36,,76,,1473,,1784,,,
NEW ENGLAND,2015,44,,-,1,,3,,47,,77,,,-,0,,3,,24,,49,,,,4,,9,,152,,234,,,
MID. ATLANTIC,2015,44,1,,4,,9,,149,,159,,3,,4,,10,,167,,206,,1,,5,,16,,224,,251,,,
NEW YORK CITY,2015,44,1,,1,,5,,60,,40,,2,,1,,4,,43,,45,,,,0,,5,,8,,12,,"NEW YORK CITY
",
E.N. CENTRAL,2015,44,3,,3,,12,,132,,161,,6,,10,,79,,539,,525,,1,,6,,14,,244,,311,,,
W.N. CENTRAL,2015,44,,-,1,,4,,49,,67,,,-,1,,4,,42,,68,,,,1,,7,,48,,68,,,
S. ATLANTIC,2015,44,6,,5,,12,,244,,180,,16,,19,,36,,860,,708,,2,,7,,32,,312,,338,,,
DIST. OF COL.,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,44,,-,1,,5,,46,,37,,6,,10,,17,,443,,463,,2,,6,,14,,274,,275,,,
W.S. CENTRAL,2015,44,1,,3,,8,,132,,125,,1,,4,,39,,183,,213,,2,,1,,24,,60,,75,,,
MOUNTAIN,2015,44,1,,2,,6,,98,,76,,,-,1,,4,,55,,86,,,,1,,6,,65,,97,,,
PACIFIC,2015,44,1,,4,,11,,180,,158,,3,,4,,9,,166,,147,,2,,2,,14,,94,,135,,,
AMER. SAMOA,2015,44,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,44,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,0,,0,,,-,,-,"VIRGIN ISL.
",
VERMONT,2015,44,,-,0,,1,,2,,1,,,-,0,,1,,3,,4,,,,0,,1,,,-,2,,"VERMONT
(43.622479, -72.51927)",
NORTH CAROLINA,2015,44,1,,1,,7,,38,,24,,4,,2,,19,,131,,83,,,,0,,26,,93,,70,,"NORTH CAROLINA
(35.47995, -79.180571)",
SOUTH CAROLINA,2015,44,1,,0,,3,,13,,5,,,-,0,,2,,22,,33,,,,0,,1,,4,,4,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MONTANA,2015,44,,-,0,,1,,2,,5,,,-,0,,2,,3,,,-,,,0,,2,,11,,12,,"MONTANA
(47.062617, -109.430168)",
RHODE ISLAND,2015,44,,-,0,,2,,4,,6,,,U,0,,0,,,U,,U,,,0,,0,,,U,,U,"RHODE ISLAND
(41.707447, -71.522488)",
MAINE,2015,44,,-,0,,1,,4,,8,,,-,0,,1,,,-,10,,,,1,,3,,28,,24,,"MAINE
(45.252223, -68.986647)",
WISCONSIN,2015,44,,-,0,,1,,8,,6,,,-,0,,1,,9,,172,,,,0,,3,,13,,43,,"WISCONSIN
(44.395526, -89.834513)",
NEW YORK,2015,44,,-,0,,4,,28,,33,,1,,0,,3,,26,,33,,1,,2,,11,,77,,86,,"NEW YORK
(42.826892, -75.544286)",
PENNSYLVANIA,2015,44,,-,0,,4,,32,,42,,,-,1,,4,,44,,61,,,,2,,6,,94,,62,,"PENNSYLVANIA
(40.789676, -77.858055)",
LOUISIANA,2015,44,,-,0,,1,,3,,5,,,-,1,,5,,36,,69,,,,0,,2,,11,,17,,"LOUISIANA
(31.2931, -92.463284)",
NEW HAMPSHIRE,2015,44,,-,0,,2,,1,,3,,,-,0,,1,,,-,2,,,,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEVADA,2015,44,,-,0,,2,,8,,5,,,-,0,,2,,15,,21,,,,0,,2,,8,,5,,"NEVADA
(39.491833, -117.070159)",
OKLAHOMA,2015,44,,-,0,,2,,8,,14,,,-,0,,22,,17,,31,,1,,0,,19,,10,,18,,"OKLAHOMA
(35.468494, -97.521264)",
DELAWARE,2015,44,,-,0,,1,,2,,1,,,-,0,,1,,8,,7,,,,0,,0,,,U,,U,"DELAWARE
(39.008676, -75.574561)",
MINNESOTA,2015,44,,-,0,,2,,17,,19,,,-,0,,2,,12,,13,,,,0,,2,,22,,36,,"MINNESOTA
(44.943719, -93.094281)",
CONNECTICUT,2015,44,,-,0,,3,,8,,22,,,-,0,,1,,4,,8,,,,0,,2,,12,,6,,"CONNECTICUT
(41.544654, -72.651713)",
MISSISSIPPI,2015,44,,-,0,,1,,1,,3,,,-,1,,4,,45,,40,,,,0,,0,,,U,,U,"MISSISSIPPI
(32.738663, -89.537312)",
NEBRASKA,2015,44,,-,0,,2,,5,,9,,,-,0,,1,,,-,7,,,,0,,1,,3,,2,,"NEBRASKA
(41.640503, -99.367122)",
MISSOURI,2015,44,,-,0,,1,,1,,17,,,-,0,,1,,4,,28,,,,0,,2,,3,,5,,"MISSOURI
(38.636168, -92.566292)",
OREGON,2015,44,,-,0,,2,,21,,12,,1,,0,,4,,22,,25,,,,0,,1,,9,,15,,"OREGON
(44.567912, -120.156945)",
VIRGINIA,2015,44,,-,1,,3,,39,,20,,1,,1,,4,,51,,54,,,,1,,3,,43,,47,,"VIRGINIA
(37.542699, -78.45822)",
PUERTO RICO,2015,44,,-,0,,1,,2,,5,,,-,0,,4,,13,,17,,,,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
WYOMING,2015,44,,-,0,,1,,3,,1,,,-,0,,0,,,-,,-,,,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
KENTUCKY,2015,44,,-,0,,2,,13,,12,,,-,2,,8,,101,,143,,,,2,,6,,75,,153,,"KENTUCKY
(37.64591, -84.774043)",
HAWAII,2015,44,,-,0,,2,,5,,5,,,-,0,,2,,12,,5,,,,0,,1,,,-,,-,"HAWAII
(21.30992, -157.858158)",
GUAM,2015,44,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
INDIANA,2015,44,,-,0,,2,,12,,18,,,-,2,,7,,99,,110,,,,1,,6,,47,,98,,"INDIANA
(39.76845, -86.156212)",
SOUTH DAKOTA,2015,44,,-,0,,1,,2,,1,,,-,0,,1,,2,,2,,,,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
CALIFORNIA,2015,44,,-,3,,10,,128,,123,,,-,2,,5,,103,,89,,,,1,,4,,40,,61,,"CALIFORNIA
(37.640735, -121.002435)",
