Reporting Area,MMWR Year,MMWR Week,"Hepatitis (viral, acute), type A, Current week","Hepatitis (viral, acute), type A, Current week, flag ","Hepatitis (viral, acute), type A, Previous 52 weeks Med","Hepatitis (viral, acute), type A, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type A, Previous 52 weeks Max","Hepatitis (viral, acute), type A, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type A, Cum 2016","Hepatitis (viral, acute), type A, Cum 2016, flag","Hepatitis (viral, acute), type A, Cum 2015","Hepatitis (viral, acute), type A, Cum 2015, flag","Hepatitis (viral, acute), type B, Current week","Hepatitis (viral, acute), type B, Current week, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Med","Hepatitis (viral, acute), type B, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Max","Hepatitis (viral, acute), type B, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type B, Cum 2016","Hepatitis (viral, acute), type B, Cum 2016, flag","Hepatitis (viral, acute), type B, Cum 2015","Hepatitis (viral, acute), type B, Cum 2015, flag","Hepatitis (viral, acute), type C, Current week","Hepatitis (viral, acute), type C, Current week, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Med","Hepatitis (viral, acute), type C, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Max","Hepatitis (viral, acute), type C, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type C, Cum 2016","Hepatitis (viral, acute), type C, Cum 2016, flag","Hepatitis (viral, acute), type C, Cum 2015","Hepatitis (viral, acute), type C, Cum 2015, flag",Location 1,Location 2
PUERTO RICO,2016,24,,-,0,,1,,2,,2,,,-,0,,2,,7,,18,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
MARYLAND,2016,24,,-,0,,3,,11,,8,,,-,1,,4,,11,,16,,,-,1,,4,,18,,18,,"MARYLAND
(39.290443, -76.612333)",
WISCONSIN,2016,24,,-,0,,1,,,-,5,,,-,0,,1,,6,,2,,,-,1,,3,,10,,38,,"WISCONSIN
(44.395526, -89.834513)",
FLORIDA,2016,24,2,,2,,8,,48,,36,,5,,9,,15,,212,,175,,4,,3,,9,,99,,44,,"FLORIDA
(28.915325, -81.922409)",
WASHINGTON,2016,24,2,,0,,26,,10,,,-,1,,0,,34,,15,,,-,1,,0,,63,,21,,,-,"WASHINGTON
(47.517368, -120.467672)",
OHIO,2016,24,3,,0,,3,,17,,18,,1,,6,,12,,141,,235,,,-,2,,8,,58,,56,,"OHIO
(40.056807, -82.405897)",
INDIANA,2016,24,,-,0,,3,,13,,8,,,-,1,,5,,17,,71,,,-,2,,7,,48,,58,,"INDIANA
(39.76845, -86.156212)",
NEW MEXICO,2016,24,,-,0,,1,,,-,5,,,-,0,,1,,,-,1,,,-,0,,4,,6,,15,,"NEW MEXICO
(34.520396, -106.244402)",
ALASKA,2016,24,,-,0,,1,,,-,2,,,-,0,,1,,2,,1,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
KENTUCKY,2016,24,,-,0,,2,,3,,7,,,-,2,,9,,36,,79,,,-,1,,5,,7,,59,,"KENTUCKY
(37.64591, -84.774043)",
TEXAS,2016,24,1,,3,,11,,65,,53,,1,,3,,12,,38,,52,,,-,1,,4,,18,,12,,"TEXAS
(31.827233, -99.423022)",
SOUTH CAROLINA,2016,24,,-,0,,3,,8,,4,,,-,0,,2,,17,,15,,,-,0,,2,,6,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
CONNECTICUT,2016,24,,-,0,,2,,4,,2,,,-,0,,1,,1,,4,,,-,0,,2,,9,,8,,"CONNECTICUT
(41.544654, -72.651713)",
ARKANSAS,2016,24,,-,0,,1,,2,,5,,,-,1,,5,,20,,11,,,-,0,,1,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
MISSOURI,2016,24,,-,0,,2,,,-,4,,,-,0,,3,,,-,18,,,-,0,,1,,,-,4,,"MISSOURI
(38.636168, -92.566292)",
ILLINOIS,2016,24,1,,1,,9,,21,,23,,,-,1,,2,,16,,32,,,-,0,,2,,13,,14,,"ILLINOIS
(40.477092, -88.993221)",
MAINE,2016,24,,-,0,,1,,2,,2,,,-,0,,2,,17,,,-,,-,0,,3,,10,,15,,"MAINE
(45.252223, -68.986647)",
NEW HAMPSHIRE,2016,24,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.657736, -71.500736)",
OREGON,2016,24,,-,0,,3,,5,,16,,,-,0,,3,,6,,7,,,-,0,,1,,6,,6,,"OREGON
(44.567912, -120.156945)",
PENNSYLVANIA,2016,24,2,,1,,4,,22,,24,,1,,1,,4,,20,,22,,1,,2,,7,,63,,70,,"PENNSYLVANIA
(40.789676, -77.858055)",
MICHIGAN,2016,24,,-,1,,4,,22,,17,,1,,1,,4,,24,,21,,1,,2,,6,,65,,33,,"MICHIGAN
(44.66399, -84.711206)",
RHODE ISLAND,2016,24,,-,0,,2,,3,,4,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.707447, -71.522488)",
NEW JERSEY,2016,24,,-,1,,3,,24,,33,,,-,1,,5,,8,,39,,,-,1,,7,,7,,69,,"NEW JERSEY
(40.104655, -74.386686)",
CALIFORNIA,2016,24,1,,4,,9,,83,,81,,,-,2,,8,,41,,76,,,-,1,,3,,13,,26,,"CALIFORNIA
(37.640735, -121.002435)",
IDAHO,2016,24,,-,0,,1,,3,,6,,,-,0,,1,,4,,5,,,-,0,,1,,3,,1,,"IDAHO
(43.680635, -114.364237)",
LOUISIANA,2016,24,,-,0,,1,,8,,1,,,-,1,,7,,20,,43,,1,,0,,2,,4,,16,,"LOUISIANA
(31.2931, -92.463284)",
UNITED STATES,2016,25,7,,26,,72,,616,,620,,24,,57,,129,,1118,,1584,,12,,43,,140,,880,,1135,,,
NEW ENGLAND,2016,25,,-,1,,3,,32,,28,,,-,1,,4,,32,,16,,,-,4,,10,,77,,155,,,
MID. ATLANTIC,2016,25,2,,4,,11,,94,,126,,1,,4,,8,,72,,99,,1,,7,,12,,149,,187,,,
NEW YORK CITY,2016,25,1,,1,,3,,21,,50,,,-,1,,3,,28,,23,,,-,0,,1,,4,,5,,"NEW YORK CITY
",
E.N. CENTRAL,2016,25,,-,3,,12,,76,,72,,6,,10,,17,,211,,374,,5,,8,,15,,203,,207,,,
W.N. CENTRAL,2016,25,,-,1,,4,,18,,30,,,-,1,,5,,21,,41,,,-,1,,4,,27,,34,,,
S. ATLANTIC,2016,25,5,,7,,15,,161,,106,,11,,22,,32,,448,,514,,2,,9,,21,,222,,237,,,
DIST. OF COL.,2016,25,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"DIST. OF COL.
",
E.S. CENTRAL,2016,25,,-,1,,4,,17,,23,,3,,9,,21,,166,,276,,2,,6,,11,,90,,183,,,
W.S. CENTRAL,2016,25,,-,3,,13,,80,,67,,2,,5,,26,,89,,120,,2,,1,,27,,31,,37,,,
MOUNTAIN,2016,25,,-,2,,6,,35,,60,,1,,1,,8,,14,,45,,,-,2,,9,,40,,61,,,
PACIFIC,2016,25,,-,4,,32,,103,,108,,,-,3,,37,,65,,99,,,-,2,,64,,41,,34,,,
AMER. SAMOA,2016,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,25,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
CALIFORNIA,2016,25,,-,4,,9,,85,,86,,,-,2,,8,,41,,80,,,-,1,,3,,13,,27,,"CALIFORNIA
(37.640735, -121.002435)",
NEW MEXICO,2016,25,,-,0,,1,,,-,5,,,-,0,,1,,,-,1,,,-,0,,4,,6,,16,,"NEW MEXICO
(34.520396, -106.244402)",
NEW HAMPSHIRE,2016,25,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.657736, -71.500736)",
LOUISIANA,2016,25,,-,0,,1,,8,,2,,,-,1,,7,,21,,45,,,-,0,,2,,4,,16,,"LOUISIANA
(31.2931, -92.463284)",
VERMONT,2016,25,,-,0,,1,,3,,2,,,-,0,,1,,1,,,-,,-,0,,1,,5,,,-,"VERMONT
(43.622479, -72.51927)",
PUERTO RICO,2016,25,,-,0,,1,,2,,2,,,-,0,,2,,7,,18,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
VIRGINIA,2016,25,3,,1,,5,,40,,17,,,-,1,,11,,26,,28,,,-,1,,4,,22,,19,,"VIRGINIA
(37.542699, -78.45822)",
MINNESOTA,2016,25,,-,0,,1,,1,,14,,,-,0,,2,,2,,8,,,-,0,,3,,8,,15,,"MINNESOTA
(44.943719, -93.094281)",
GUAM,2016,25,,-,0,,2,,,-,41,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
WASHINGTON,2016,25,,-,0,,26,,10,,,-,,-,0,,34,,15,,,-,,-,0,,63,,21,,,-,"WASHINGTON
(47.517368, -120.467672)",
ILLINOIS,2016,25,,-,1,,9,,24,,23,,,-,1,,2,,16,,34,,,-,0,,2,,13,,14,,"ILLINOIS
(40.477092, -88.993221)",
COLORADO,2016,25,,-,0,,2,,8,,18,,,-,0,,4,,,-,13,,,-,0,,3,,3,,21,,"COLORADO
(38.841772, -106.132562)",
NEW YORK,2016,25,,-,1,,6,,22,,18,,1,,1,,4,,16,,11,,,-,3,,7,,70,,38,,"NEW YORK
(42.826892, -75.544286)",
ARKANSAS,2016,25,,-,0,,1,,2,,5,,1,,1,,5,,22,,12,,,-,0,,1,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
MISSOURI,2016,25,,-,0,,2,,,-,4,,,-,0,,3,,,-,19,,,-,0,,1,,,-,4,,"MISSOURI
(38.636168, -92.566292)",
ALABAMA,2016,25,,-,0,,2,,11,,10,,,-,2,,6,,32,,48,,,-,1,,4,,20,,41,,"ALABAMA
(32.839182, -86.631125)",
SOUTH CAROLINA,2016,25,,-,0,,3,,8,,4,,,-,0,,2,,17,,15,,,-,0,,2,,6,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MARYLAND,2016,25,,-,0,,3,,11,,8,,,-,1,,4,,11,,18,,,-,1,,4,,19,,18,,"MARYLAND
(39.290443, -76.612333)",
DELAWARE,2016,25,,-,0,,0,,,-,2,,,-,0,,1,,,-,7,,,U,0,,0,,,U,,U,"DELAWARE
(39.008676, -75.574561)",
MICHIGAN,2016,25,,-,1,,4,,22,,17,,,-,1,,4,,25,,22,,2,,2,,6,,69,,35,,"MICHIGAN
(44.66399, -84.711206)",
MONTANA,2016,25,,-,0,,1,,1,,,-,,-,0,,2,,,-,,-,,-,0,,2,,10,,3,,"MONTANA
(47.062617, -109.430168)",
NORTH DAKOTA,2016,25,,-,0,,1,,1,,3,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
GEORGIA,2016,25,2,,1,,3,,29,,11,,3,,2,,8,,39,,58,,,-,1,,4,,14,,49,,"GEORGIA
(32.836038, -83.631709)",
IDAHO,2016,25,,-,0,,1,,3,,6,,1,,0,,1,,5,,5,,,-,0,,1,,3,,1,,"IDAHO
(43.680635, -114.364237)",
IOWA,2016,25,,-,0,,3,,5,,3,,,-,0,,1,,4,,10,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
KENTUCKY,2016,25,,-,0,,2,,3,,7,,,-,2,,9,,36,,83,,,-,1,,5,,7,,59,,"KENTUCKY
(37.64591, -84.774043)",
MASSACHUSETTS,2016,25,,-,1,,3,,19,,18,,,-,0,,3,,13,,12,,,-,4,,8,,53,,131,,"MASSACHUSETTS
(42.268546, -72.085064)",
WEST VIRGINIA,2016,25,,-,0,,2,,2,,2,,1,,5,,12,,100,,114,,,-,1,,4,,29,,39,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEVADA,2016,25,,-,0,,1,,2,,6,,,-,0,,2,,1,,11,,,-,0,,1,,,-,8,,"NEVADA
(39.491833, -117.070159)",
CONNECTICUT,2016,25,,-,0,,2,,4,,2,,,-,0,,1,,1,,4,,,-,0,,2,,9,,9,,"CONNECTICUT
(41.544654, -72.651713)",
PENNSYLVANIA,2016,25,1,,1,,4,,23,,24,,,-,1,,4,,20,,24,,1,,2,,7,,65,,72,,"PENNSYLVANIA
(40.789676, -77.858055)",
RHODE ISLAND,2016,25,,-,0,,2,,3,,4,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.707447, -71.522488)",
SOUTH DAKOTA,2016,25,,-,0,,1,,,-,,-,,-,0,,1,,2,,2,,,-,0,,2,,9,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
OHIO,2016,25,,-,0,,3,,17,,18,,6,,6,,12,,147,,241,,3,,2,,8,,63,,58,,"OHIO
(40.056807, -82.405897)",
ARIZONA,2016,25,,-,1,,4,,17,,19,,,-,0,,3,,8,,10,,,U,0,,0,,,U,,U,"ARIZONA
(34.869712, -111.760902)",
TEXAS,2016,25,,-,3,,11,,66,,57,,1,,3,,12,,41,,56,,1,,1,,4,,19,,15,,"TEXAS
(31.827233, -99.423022)",
TENNESSEE,2016,25,,-,0,,2,,1,,6,,3,,4,,8,,91,,119,,2,,3,,7,,63,,83,,"TENNESSEE
(35.681402, -85.774444)",
MISSISSIPPI,2016,25,,-,0,,1,,2,,,-,,-,0,,3,,7,,26,,,U,0,,0,,,U,,U,"MISSISSIPPI
(32.738663, -89.537312)",
OREGON,2016,25,,-,0,,3,,5,,17,,,-,0,,3,,6,,10,,,-,0,,1,,7,,7,,"OREGON
(44.567912, -120.156945)",
MAINE,2016,25,,-,0,,1,,2,,2,,,-,0,,2,,17,,,-,,-,0,,3,,10,,15,,"MAINE
(45.252223, -68.986647)",
FLORIDA,2016,25,,-,2,,8,,48,,40,,7,,10,,15,,223,,184,,2,,3,,9,,103,,47,,"FLORIDA
(28.915325, -81.922409)",
UTAH,2016,25,,-,0,,1,,4,,4,,,-,0,,1,,,-,5,,,-,1,,4,,18,,12,,"UTAH
(39.359772, -111.584173)",
NORTH CAROLINA,2016,25,,-,1,,4,,23,,22,,,-,2,,9,,32,,90,,,-,2,,16,,29,,63,,"NORTH CAROLINA
(35.47995, -79.180571)",
KANSAS,2016,25,,-,0,,1,,3,,4,,,-,0,,2,,9,,2,,,-,0,,2,,4,,13,,"KANSAS
(38.345528, -98.201847)",
HAWAII,2016,25,,-,0,,1,,3,,3,,,-,0,,1,,1,,8,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NEW JERSEY,2016,25,,-,1,,3,,28,,34,,,-,1,,5,,8,,41,,,-,1,,7,,10,,72,,"NEW JERSEY
(40.104655, -74.386686)",
WYOMING,2016,25,,-,0,,1,,,-,2,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"WYOMING
(43.23558, -108.110518)",
WISCONSIN,2016,25,,-,0,,1,,,-,6,,,-,0,,1,,6,,2,,,-,0,,3,,10,,40,,"WISCONSIN
(44.395526, -89.834513)",
OKLAHOMA,2016,25,,-,0,,3,,4,,3,,,-,0,,10,,5,,7,,1,,0,,25,,8,,5,,"OKLAHOMA
(35.468494, -97.521264)",
NEBRASKA,2016,25,,-,0,,2,,8,,2,,,-,0,,2,,3,,,-,,-,0,,1,,6,,2,,"NEBRASKA
(41.640503, -99.367122)",
INDIANA,2016,25,,-,0,,3,,13,,8,,,-,1,,5,,17,,75,,,-,2,,7,,48,,60,,"INDIANA
(39.76845, -86.156212)",
ALASKA,2016,25,,-,0,,1,,,-,2,,,-,0,,1,,2,,1,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
UNITED STATES,2016,26,8,,26,,72,,636,,656,,20,,56,,129,,1156,,1644,,15,,43,,140,,932,,1190,,,
NEW ENGLAND,2016,26,1,,1,,3,,33,,30,,1,,1,,4,,33,,17,,1,,4,,10,,78,,159,,,
MID. ATLANTIC,2016,26,,-,4,,11,,94,,128,,2,,4,,8,,76,,104,,6,,7,,12,,162,,196,,,
NEW YORK CITY,2016,26,,-,1,,3,,21,,51,,2,,1,,3,,30,,24,,,-,0,,1,,4,,6,,"NEW YORK CITY
",
E.N. CENTRAL,2016,26,,-,3,,12,,77,,84,,4,,10,,17,,218,,379,,1,,8,,16,,212,,215,,,
W.N. CENTRAL,2016,26,,-,1,,4,,18,,32,,,-,1,,5,,22,,44,,,-,1,,4,,28,,34,,,
S. ATLANTIC,2016,26,3,,7,,15,,170,,110,,10,,22,,32,,467,,538,,5,,10,,21,,242,,258,,,
DIST. OF COL.,2016,26,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"DIST. OF COL.
",
E.S. CENTRAL,2016,26,,-,1,,4,,17,,25,,,-,9,,21,,170,,285,,,-,6,,11,,90,,189,,,
DELAWARE,2016,26,,-,0,,0,,,-,2,,,-,0,,1,,,-,7,,,U,0,,0,,,U,,U,"DELAWARE
(39.008676, -75.574561)",
W.S. CENTRAL,2016,26,3,,3,,13,,85,,73,,3,,5,,26,,92,,125,,2,,1,,27,,33,,40,,,
MOUNTAIN,2016,26,,-,2,,6,,36,,62,,,-,1,,8,,14,,47,,,-,2,,9,,42,,64,,,
PACIFIC,2016,26,1,,4,,32,,106,,112,,,-,3,,37,,64,,105,,,-,1,,64,,45,,35,,,
AMER. SAMOA,2016,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,26,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
CALIFORNIA,2016,26,,-,3,,9,,86,,88,,,-,2,,8,,40,,84,,,-,1,,3,,17,,28,,"CALIFORNIA
(37.640735, -121.002435)",
GUAM,2016,26,,-,0,,2,,,-,41,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MISSOURI,2016,26,,-,0,,2,,,-,5,,,-,0,,3,,,-,21,,,-,0,,1,,,-,4,,"MISSOURI
(38.636168, -92.566292)",
KENTUCKY,2016,26,,-,0,,2,,3,,8,,,-,2,,9,,36,,86,,,-,1,,5,,7,,61,,"KENTUCKY
(37.64591, -84.774043)",
NORTH CAROLINA,2016,26,,-,1,,4,,24,,22,,,-,2,,9,,32,,93,,,-,2,,16,,39,,79,,"NORTH CAROLINA
(35.47995, -79.180571)",
VIRGINIA,2016,26,2,,1,,6,,45,,17,,,-,1,,11,,27,,28,,,-,1,,4,,22,,22,,"VIRGINIA
(37.542699, -78.45822)",
TEXAS,2016,26,3,,3,,11,,70,,61,,3,,3,,12,,44,,59,,,-,1,,4,,19,,17,,"TEXAS
(31.827233, -99.423022)",
OKLAHOMA,2016,26,,-,0,,3,,4,,5,,,-,0,,10,,5,,7,,2,,0,,25,,10,,5,,"OKLAHOMA
(35.468494, -97.521264)",
NEVADA,2016,26,,-,0,,1,,2,,6,,,-,0,,2,,1,,12,,,-,0,,1,,,-,9,,"NEVADA
(39.491833, -117.070159)",
COLORADO,2016,26,,-,0,,1,,8,,19,,,-,0,,4,,,-,13,,,-,0,,3,,3,,21,,"COLORADO
(38.841772, -106.132562)",
MONTANA,2016,26,,-,0,,1,,1,,1,,,-,0,,2,,,-,,-,,-,0,,2,,12,,4,,"MONTANA
(47.062617, -109.430168)",
ARIZONA,2016,26,,-,1,,4,,17,,19,,,-,0,,3,,8,,11,,,U,0,,0,,,U,,U,"ARIZONA
(34.869712, -111.760902)",
IDAHO,2016,26,,-,0,,1,,3,,6,,,-,0,,1,,5,,5,,,-,0,,1,,3,,2,,"IDAHO
(43.680635, -114.364237)",
KANSAS,2016,26,,-,0,,1,,3,,4,,,-,0,,2,,10,,3,,,-,0,,2,,4,,13,,"KANSAS
(38.345528, -98.201847)",
ALABAMA,2016,26,,-,0,,2,,11,,11,,,-,2,,6,,32,,48,,,-,1,,4,,20,,41,,"ALABAMA
(32.839182, -86.631125)",
TENNESSEE,2016,26,,-,0,,2,,1,,6,,,-,4,,8,,95,,123,,,-,3,,7,,63,,87,,"TENNESSEE
(35.681402, -85.774444)",
LOUISIANA,2016,26,,-,0,,1,,8,,2,,,-,1,,7,,21,,47,,,-,0,,2,,4,,17,,"LOUISIANA
(31.2931, -92.463284)",
SOUTH CAROLINA,2016,26,,-,0,,3,,8,,5,,,-,0,,2,,17,,15,,,-,0,,2,,6,,2,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MICHIGAN,2016,26,,-,1,,4,,22,,19,,,-,1,,4,,25,,23,,,-,2,,7,,71,,36,,"MICHIGAN
(44.66399, -84.711206)",
MISSISSIPPI,2016,26,,-,0,,1,,2,,,-,,-,0,,3,,7,,28,,,U,0,,0,,,U,,U,"MISSISSIPPI
(32.738663, -89.537312)",
NEW YORK,2016,26,,-,1,,6,,22,,18,,,-,1,,4,,16,,11,,4,,3,,8,,80,,44,,"NEW YORK
(42.826892, -75.544286)",
MINNESOTA,2016,26,,-,0,,1,,1,,15,,,-,0,,2,,2,,8,,,-,0,,3,,9,,15,,"MINNESOTA
(44.943719, -93.094281)",
ARKANSAS,2016,26,,-,0,,1,,3,,5,,,-,1,,5,,22,,12,,,-,0,,1,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
RHODE ISLAND,2016,26,,-,0,,2,,3,,4,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.707447, -71.522488)",
PUERTO RICO,2016,26,,-,0,,1,,2,,2,,,-,0,,2,,7,,18,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
WEST VIRGINIA,2016,26,,-,0,,2,,2,,2,,,-,5,,12,,105,,120,,,-,1,,4,,31,,39,,"WEST VIRGINIA
(38.668501, -80.709421)",
FLORIDA,2016,26,1,,2,,8,,49,,41,,8,,10,,16,,233,,192,,5,,3,,9,,109,,48,,"FLORIDA
(28.915325, -81.922409)",
NEW HAMPSHIRE,2016,26,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.657736, -71.500736)",
IOWA,2016,26,,-,0,,3,,5,,3,,,-,0,,1,,4,,10,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
ALASKA,2016,26,,-,0,,1,,,-,3,,,-,0,,1,,2,,1,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
WASHINGTON,2016,26,,-,0,,26,,10,,,-,,-,0,,34,,15,,,-,,-,0,,63,,21,,,-,"WASHINGTON
(47.517368, -120.467672)",
OREGON,2016,26,1,,0,,3,,7,,17,,,-,0,,2,,6,,12,,,-,0,,1,,7,,7,,"OREGON
(44.567912, -120.156945)",
WISCONSIN,2016,26,,-,0,,1,,,-,6,,,-,0,,1,,6,,2,,,-,0,,3,,10,,43,,"WISCONSIN
(44.395526, -89.834513)",
GEORGIA,2016,26,,-,1,,3,,31,,11,,1,,2,,8,,41,,64,,,-,1,,4,,14,,50,,"GEORGIA
(32.836038, -83.631709)",
NORTH DAKOTA,2016,26,,-,0,,1,,1,,3,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
WYOMING,2016,26,,-,0,,1,,,-,2,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"WYOMING
(43.23558, -108.110518)",
MASSACHUSETTS,2016,26,,-,1,,3,,19,,18,,,-,0,,3,,13,,13,,,-,4,,8,,53,,135,,"MASSACHUSETTS
(42.268546, -72.085064)",
ILLINOIS,2016,26,,-,1,,9,,24,,32,,,-,1,,2,,16,,35,,,-,0,,2,,13,,15,,"ILLINOIS
(40.477092, -88.993221)",
NEBRASKA,2016,26,,-,0,,2,,8,,2,,,-,0,,2,,3,,,-,,-,0,,1,,6,,2,,"NEBRASKA
(41.640503, -99.367122)",
NEW MEXICO,2016,26,,-,0,,1,,,-,5,,,-,0,,1,,,-,1,,,-,0,,4,,6,,16,,"NEW MEXICO
(34.520396, -106.244402)",
MARYLAND,2016,26,,-,0,,3,,11,,10,,1,,0,,4,,12,,19,,,-,1,,4,,21,,18,,"MARYLAND
(39.290443, -76.612333)",
UTAH,2016,26,,-,0,,1,,5,,4,,,-,0,,1,,,-,5,,,-,1,,4,,18,,12,,"UTAH
(39.359772, -111.584173)",
HAWAII,2016,26,,-,0,,1,,3,,4,,,-,0,,1,,1,,8,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
VERMONT,2016,26,,-,0,,1,,3,,2,,,-,0,,1,,1,,,-,,-,0,,1,,5,,,-,"VERMONT
(43.622479, -72.51927)",
INDIANA,2016,26,,-,0,,3,,14,,9,,,-,1,,5,,18,,76,,,-,2,,7,,50,,63,,"INDIANA
(39.76845, -86.156212)",
PENNSYLVANIA,2016,26,,-,1,,4,,23,,24,,,-,1,,4,,20,,25,,2,,2,,7,,67,,73,,"PENNSYLVANIA
(40.789676, -77.858055)",
SOUTH DAKOTA,2016,26,,-,0,,1,,,-,,-,,-,0,,1,,2,,2,,,-,0,,2,,9,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
CONNECTICUT,2016,26,,-,0,,2,,4,,4,,,-,0,,1,,1,,4,,,-,0,,2,,9,,9,,"CONNECTICUT
(41.544654, -72.651713)",
MAINE,2016,26,1,,0,,1,,3,,2,,1,,0,,2,,18,,,-,1,,0,,3,,11,,15,,"MAINE
(45.252223, -68.986647)",
NEW JERSEY,2016,26,,-,1,,3,,28,,35,,,-,1,,5,,10,,44,,,-,1,,7,,11,,73,,"NEW JERSEY
(40.104655, -74.386686)",
OHIO,2016,26,,-,0,,3,,17,,18,,4,,6,,12,,153,,243,,1,,2,,8,,68,,58,,"OHIO
(40.056807, -82.405897)",
UNITED STATES,2016,27,5,,26,,72,,646,,682,,9,,55,,129,,1184,,1704,,6,,44,,140,,983,,1233,,,
NEW ENGLAND,2016,27,,-,1,,3,,35,,31,,,-,1,,4,,34,,17,,,-,5,,11,,104,,164,,,
MID. ATLANTIC,2016,27,1,,4,,11,,95,,131,,1,,4,,8,,78,,109,,3,,7,,12,,165,,207,,,
NEW YORK CITY,2016,27,,-,1,,3,,21,,52,,1,,1,,3,,31,,24,,,-,0,,1,,4,,6,,"NEW YORK CITY
",
E.N. CENTRAL,2016,27,1,,3,,8,,81,,90,,,-,10,,17,,220,,391,,,-,8,,16,,217,,223,,,
W.N. CENTRAL,2016,27,,-,1,,4,,18,,33,,,-,1,,5,,23,,45,,,-,1,,4,,31,,34,,,
S. ATLANTIC,2016,27,1,,7,,15,,171,,117,,2,,21,,32,,478,,560,,1,,10,,20,,252,,262,,,
DIST. OF COL.,2016,27,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"DIST. OF COL.
",
E.S. CENTRAL,2016,27,,-,1,,4,,17,,25,,1,,8,,21,,174,,295,,1,,5,,11,,93,,198,,,
W.S. CENTRAL,2016,27,1,,3,,13,,86,,74,,2,,5,,26,,95,,127,,1,,1,,27,,34,,40,,,
MOUNTAIN,2016,27,1,,1,,6,,37,,65,,,-,1,,8,,15,,49,,,-,2,,9,,42,,69,,,
