Reporting Area,MMWR Year,MMWR Week,"Salmonellosis, Current week","Salmonellosis, Current week, flag","Salmonellosis, Previous 52 weeks Med","Salmonellosis, Previous 52 weeks Med, flag","Salmonellosis, Previous 52 weeks Max","Salmonellosis, Previous 52 weeks Max, flag","Salmonellosis, Cum 2014","Salmonellosis, Cum 2014, flag","Salmonellosis, Cum 2013","Salmonellosis, Cum 2013, flag",Location 1,Location 2
KENTUCKY,2014,48,,-,10,,27,,548,,498,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
VERMONT,2014,48,,-,1,,6,,83,,69,,"VERMONT
(43.62538389600007, -72.51763667599994)",
HAWAII,2014,48,,-,6,,16,,286,,322,,"HAWAII
(21.304853205000427, -157.85774691599974)",
SOUTH CAROLINA,2014,48,7,,19,,78,,1316,,1074,,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
WYOMING,2014,48,,-,1,,4,,46,,66,,"WYOMING
(43.23554100600006, -108.10982701399996)",
MONTANA,2014,48,2,,2,,8,,131,,87,,"MONTANA
(47.06652795700006, -109.42441587999997)",
OKLAHOMA,2014,48,10,,14,,151,,735,,735,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
PENNSYLVANIA,2014,48,10,,21,,65,,1277,,1545,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
UNITED STATES,2014,49,464,,850,,1570,,44651,,47770,,,
NEW ENGLAND,2014,49,2,,36,,86,,1962,,2051,,,
MID. ATLANTIC,2014,49,26,,77,,184,,4333,,4874,,,
E.N. CENTRAL,2014,49,22,,92,,197,,4695,,5364,,,
W.N. CENTRAL,2014,49,14,,39,,79,,2119,,3138,,,
S. ATLANTIC,2014,49,188,,232,,542,,12939,,12978,,,
DIST. OF COL.,2014,49,,-,1,,4,,34,,51,,"DIST. OF COL.
",
E.S. CENTRAL,2014,49,8,,56,,150,,3442,,3278,,,
W.S. CENTRAL,2014,49,123,,142,,724,,6502,,6886,,,
MOUNTAIN,2014,49,18,,53,,88,,2538,,3010,,,
PACIFIC,2014,49,63,,125,,242,,6121,,6191,,,
AMER. SAMOA,2014,49,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,49,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,49,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
UTAH,2014,49,,-,7,,17,,344,,308,,"UTAH
(39.36070123200005, -111.58712831499997)",
ALABAMA,2014,49,1,,19,,54,,1046,,1047,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
KENTUCKY,2014,49,,-,10,,27,,548,,509,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
MARYLAND,2014,49,20,,14,,49,,844,,828,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
TENNESSEE,2014,49,7,,17,,41,,920,,828,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
MASSACHUSETTS,2014,49,,-,19,,52,,1068,,1112,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
COLORADO,2014,49,9,,11,,27,,498,,602,,"COLORADO
(38.84384342200008, -106.13360911499996)",
ILLINOIS,2014,49,,-,29,,65,,1534,,1728,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
ARKANSAS,2014,49,11,,13,,29,,640,,670,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
SOUTH DAKOTA,2014,49,,-,2,,12,,148,,176,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
CONNECTICUT,2014,49,,-,8,,23,,414,,412,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
RHODE ISLAND,2014,49,,-,1,,9,,110,,122,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
OKLAHOMA,2014,49,8,,14,,151,,743,,742,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
PUERTO RICO,2014,49,,-,9,,28,,459,,571,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
PENNSYLVANIA,2014,49,12,,21,,67,,1308,,1565,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
ALASKA,2014,49,,-,1,,6,,65,,83,,"ALASKA
(64.84507799500005, -147.72205958799998)",
FLORIDA,2014,49,103,,115,,226,,5682,,5761,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
GEORGIA,2014,49,13,,31,,87,,1933,,2203,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
NEVADA,2014,49,,-,3,,8,,146,,507,,"NEVADA
(39.49324221300003, -117.07183885899997)",
TEXAS,2014,49,104,,89,,543,,4125,,4230,,"TEXAS
(31.827240467000024, -99.42676785299994)",
OREGON,2014,49,,-,7,,17,,366,,363,,"OREGON
(44.56745049300008, -120.15502935599994)",
INDIANA,2014,49,,-,11,,36,,571,,681,,"INDIANA
(39.766913353000064, -86.14995646699998)",
NEW YORK,2014,49,,-,21,,76,,1201,,1193,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
MONTANA,2014,49,1,,2,,8,,134,,87,,"MONTANA
(47.06652795700006, -109.42441587999997)",
NEBRASKA,2014,49,3,,4,,13,,241,,296,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
MINNESOTA,2014,49,,-,0,,17,,,-,768,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
IDAHO,2014,49,4,,3,,10,,164,,129,,"IDAHO
(43.68263174800006, -114.36372693399994)",
NEW MEXICO,2014,49,,-,6,,16,,290,,340,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
CALIFORNIA,2014,49,44,,98,,208,,4758,,4808,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
HAWAII,2014,49,2,,6,,15,,294,,331,,"HAWAII
(21.30485232600006, -157.85774798099996)",
VERMONT,2014,49,1,,1,,7,,85,,71,,"VERMONT
(43.62538389600007, -72.51763667599994)",
WISCONSIN,2014,49,,-,11,,25,,491,,860,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
LOUISIANA,2014,49,,-,14,,50,,994,,1244,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
NORTH DAKOTA,2014,49,,-,2,,8,,83,,101,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
DELAWARE,2014,49,1,,2,,14,,146,,119,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
NEW YORK CITY,2014,49,14,,18,,35,,883,,1089,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
IOWA,2014,49,,-,9,,24,,481,,563,,"IOWA
(42.469401411000035, -93.81648725599996)",
NEW HAMPSHIRE,2014,49,,-,3,,8,,165,,206,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
VIRGINIA,2014,49,,-,17,,56,,964,,964,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
OHIO,2014,49,21,,23,,46,,1156,,1132,,"OHIO
(40.060212455000055, -82.40425667899996)",
KANSAS,2014,49,2,,8,,21,,407,,413,,"KANSAS
(38.347742794000055, -98.20077822999997)",
NORTH CAROLINA,2014,49,43,,29,,190,,1853,,1770,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
MAINE,2014,49,1,,2,,6,,120,,128,,"MAINE
(45.25422910300006, -68.98502586699993)",
WEST VIRGINIA,2014,49,,-,3,,11,,149,,187,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
WYOMING,2014,49,,-,1,,4,,46,,70,,"WYOMING
(43.23554100600006, -108.10982701399996)",
MISSISSIPPI,2014,49,,-,13,,54,,928,,894,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
NEW JERSEY,2014,49,,-,16,,50,,941,,1027,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
MICHIGAN,2014,49,1,,18,,56,,943,,963,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
ARIZONA,2014,49,4,,18,,38,,916,,967,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
MISSOURI,2014,49,9,,16,,36,,759,,821,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
SOUTH CAROLINA,2014,49,8,,19,,78,,1334,,1095,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
WASHINGTON,2014,49,17,,10,,47,,638,,606,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
GUAM,2014,49,,-,0,,0,,,-,18,,"GUAM
(13.480998894000038, 144.73149801400007)",
UNITED STATES,2014,50,491,,820,,1573,,45688,,48505,,,
NEW ENGLAND,2014,50,3,,38,,86,,2044,,2076,,,
MID. ATLANTIC,2014,50,49,,77,,185,,4430,,4935,,,
E.N. CENTRAL,2014,50,5,,90,,197,,4769,,5424,,,
W.N. CENTRAL,2014,50,25,,38,,79,,2172,,3176,,,
S. ATLANTIC,2014,50,224,,232,,545,,13290,,13210,,,
DIST. OF COL.,2014,50,,-,1,,4,,34,,52,,"DIST. OF COL.
",
E.S. CENTRAL,2014,50,12,,55,,150,,3476,,3324,,,
W.S. CENTRAL,2014,50,118,,138,,724,,6667,,7016,,,
MOUNTAIN,2014,50,9,,51,,90,,2598,,3060,,,
PACIFIC,2014,50,46,,124,,243,,6242,,6284,,,
AMER. SAMOA,2014,50,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,50,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,50,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
INDIANA,2014,50,,-,11,,36,,586,,691,,"INDIANA
(39.766913353000064, -86.14995646699998)",
MONTANA,2014,50,1,,2,,8,,135,,87,,"MONTANA
(47.06652795700006, -109.42441587999997)",
NORTH DAKOTA,2014,50,,-,2,,8,,83,,101,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
MISSISSIPPI,2014,50,,-,13,,54,,928,,898,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
TEXAS,2014,50,83,,89,,543,,4235,,4324,,"TEXAS
(31.827240467000024, -99.42676785299994)",
IDAHO,2014,50,4,,3,,9,,167,,132,,"IDAHO
(43.68263174800006, -114.36372693399994)",
PENNSYLVANIA,2014,50,10,,21,,68,,1338,,1586,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
MICHIGAN,2014,50,5,,17,,56,,966,,975,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
FLORIDA,2014,50,78,,115,,226,,5760,,5892,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
NORTH CAROLINA,2014,50,90,,30,,190,,1945,,1784,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
GUAM,2014,50,,-,0,,0,,,-,18,,"GUAM
(13.480998894000038, 144.73149801400007)",
VIRGINIA,2014,50,11,,17,,57,,1036,,986,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
WISCONSIN,2014,50,,-,11,,25,,491,,874,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
OHIO,2014,50,,-,23,,46,,1156,,1147,,"OHIO
(40.060212455000055, -82.40425667899996)",
MAINE,2014,50,,-,2,,6,,121,,129,,"MAINE
(45.25422910300006, -68.98502586699993)",
NEW JERSEY,2014,50,,-,16,,50,,955,,1038,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
SOUTH CAROLINA,2014,50,12,,19,,79,,1365,,1114,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
NEVADA,2014,50,,-,3,,8,,156,,510,,"NEVADA
(39.49324221300003, -117.07183885899997)",
PUERTO RICO,2014,50,,-,9,,28,,462,,580,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
HAWAII,2014,50,,-,6,,15,,294,,336,,"HAWAII
(21.30485232600006, -157.85774798099996)",
ALABAMA,2014,50,3,,17,,54,,1063,,1066,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
DELAWARE,2014,50,2,,2,,14,,150,,119,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
TENNESSEE,2014,50,9,,17,,41,,937,,846,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
MISSOURI,2014,50,17,,15,,36,,777,,833,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
UTAH,2014,50,1,,6,,17,,355,,311,,"UTAH
(39.36070123200005, -111.58712831499997)",
COLORADO,2014,50,,-,10,,27,,498,,619,,"COLORADO
(38.84384342200008, -106.13360911499996)",
ILLINOIS,2014,50,,-,29,,65,,1570,,1737,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
OKLAHOMA,2014,50,12,,14,,151,,755,,754,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
NEW HAMPSHIRE,2014,50,,-,3,,8,,168,,209,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
ARIZONA,2014,50,3,,17,,39,,945,,984,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
OREGON,2014,50,1,,7,,17,,370,,365,,"OREGON
(44.56745049300008, -120.15502935599994)",
NEW YORK CITY,2014,50,22,,18,,35,,905,,1104,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
NEW YORK,2014,50,17,,21,,76,,1232,,1207,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
NEBRASKA,2014,50,4,,4,,13,,246,,300,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
MARYLAND,2014,50,7,,14,,49,,852,,843,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
IOWA,2014,50,4,,9,,24,,502,,567,,"IOWA
(42.469401411000035, -93.81648725599996)",
ARKANSAS,2014,50,6,,13,,29,,645,,682,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
SOUTH DAKOTA,2014,50,,-,2,,12,,153,,178,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
GEORGIA,2014,50,24,,30,,87,,1998,,2232,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
VERMONT,2014,50,3,,1,,7,,88,,71,,"VERMONT
(43.62538389600007, -72.51763667599994)",
RHODE ISLAND,2014,50,,-,1,,9,,110,,123,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
WASHINGTON,2014,50,12,,11,,47,,648,,615,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
MASSACHUSETTS,2014,50,,-,21,,52,,1131,,1125,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
KANSAS,2014,50,,-,8,,21,,411,,416,,"KANSAS
(38.347742794000055, -98.20077822999997)",
KENTUCKY,2014,50,,-,10,,27,,548,,514,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
ALASKA,2014,50,,-,1,,6,,66,,83,,"ALASKA
(64.84507799500005, -147.72205958799998)",
NEW MEXICO,2014,50,,-,6,,16,,296,,347,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
CALIFORNIA,2014,50,33,,99,,209,,4864,,4885,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
MINNESOTA,2014,50,,-,0,,13,,,-,781,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
WEST VIRGINIA,2014,50,,-,3,,11,,150,,188,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
WYOMING,2014,50,,-,1,,4,,46,,70,,"WYOMING
(43.23554100600006, -108.10982701399996)",
LOUISIANA,2014,50,17,,14,,50,,1032,,1256,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
CONNECTICUT,2014,50,,-,8,,23,,426,,419,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
UNITED STATES,2014,51,488,,830,,1572,,46536,,49221,,,
NEW ENGLAND,2014,51,4,,38,,86,,2085,,2093,,,
MID. ATLANTIC,2014,51,49,,78,,185,,4505,,4990,,,
E.N. CENTRAL,2014,51,20,,91,,198,,4846,,5500,,,
W.N. CENTRAL,2014,51,26,,38,,79,,2218,,3209,,,
S. ATLANTIC,2014,51,160,,236,,550,,13512,,13451,,,
DIST. OF COL.,2014,51,,-,0,,5,,38,,52,,"DIST. OF COL.
",
E.S. CENTRAL,2014,51,7,,56,,152,,3527,,3363,,,
W.S. CENTRAL,2014,51,107,,140,,724,,6807,,7121,,,
MOUNTAIN,2014,51,11,,51,,92,,2643,,3106,,,
PACIFIC,2014,51,104,,124,,241,,6393,,6388,,,
AMER. SAMOA,2014,51,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,51,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,51,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MISSISSIPPI,2014,51,,-,13,,56,,955,,908,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
NEW HAMPSHIRE,2014,51,,-,3,,8,,170,,210,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
NEW YORK,2014,51,25,,21,,76,,1261,,1222,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
ARIZONA,2014,51,5,,17,,39,,971,,1003,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
INDIANA,2014,51,,-,11,,36,,586,,700,,"INDIANA
(39.766913353000064, -86.14995646699998)",
HAWAII,2014,51,,-,6,,15,,301,,342,,"HAWAII
(21.30485232600006, -157.85774798099996)",
OKLAHOMA,2014,51,10,,14,,151,,764,,760,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
ALABAMA,2014,51,1,,17,,54,,1074,,1076,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
ILLINOIS,2014,51,,-,29,,65,,1601,,1759,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
MARYLAND,2014,51,7,,14,,49,,862,,849,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
WISCONSIN,2014,51,,-,10,,25,,491,,886,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
SOUTH DAKOTA,2014,51,,-,2,,12,,154,,180,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
VERMONT,2014,51,2,,1,,7,,91,,75,,"VERMONT
(43.62538389600007, -72.51763667599994)",
WASHINGTON,2014,51,23,,12,,47,,671,,624,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
MASSACHUSETTS,2014,51,,-,21,,52,,1146,,1132,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
ARKANSAS,2014,51,8,,12,,29,,654,,690,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
MICHIGAN,2014,51,3,,17,,56,,990,,991,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
MINNESOTA,2014,51,,-,0,,11,,,-,792,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
TEXAS,2014,51,71,,89,,543,,4332,,4403,,"TEXAS
(31.827240467000024, -99.42676785299994)",
DELAWARE,2014,51,1,,2,,14,,153,,120,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
WEST VIRGINIA,2014,51,,-,3,,11,,153,,192,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
VIRGINIA,2014,51,9,,18,,58,,1052,,1012,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
LOUISIANA,2014,51,18,,14,,50,,1057,,1268,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
FLORIDA,2014,51,99,,109,,226,,5860,,6018,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
KANSAS,2014,51,,-,8,,21,,416,,419,,"KANSAS
(38.347742794000055, -98.20077822999997)",
PENNSYLVANIA,2014,51,11,,21,,68,,1356,,1604,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
OREGON,2014,51,4,,7,,17,,379,,367,,"OREGON
(44.56745049300008, -120.15502935599994)",
KENTUCKY,2014,51,,-,10,,27,,548,,520,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
