 Reporting Area,MMWR Year,MMWR Week,"Giardiasis, Current week","Giardiasis, Current week, flag","Giardiasis, Previous 52 weeks Med","Giardiasis, Previous 52 weeks Max","Giardiasis, Previous 52 weeks Med, flag","Giardiasis, Previous 52 weeks Max, flag","Giardiasis, Cum 2015","Giardiasis, Cum 2015, flag","Giardiasis, Cum 2014","Giardiasis, Cum 2014, flag","Gonorrhea,Current week","Gonorrhea,Current week, flag","Gonorrhea,Previous 52 weeks Med","Gonorrhea,Previous 52 weeks Med, flag","Gonorrhea, Previous 52 weeks Max","Gonorrhea, Previous 52 weeks Max, flag","Gonorrhea, Cum 2015","Gonorrhea, Cum 2015, flag","Gonorrhea, Cum 2014","Gonorrhea, Cum 2014, flag","Haemophilus influenzae, invasive§, All ages, all serotypes,Current week","Haemophilus influenzae, invasive§, All ages, all serotypes,Current week, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Med","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Med, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Max","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Max, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2015","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2015, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2014","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2014, flag",Location 1,Location 2
NEVADA,2015,26,,-,1,,5,,22,,25,,2,,54,,131,,1199,,1682,,,-,0,,2,,12,,9,,"NEVADA
(39.49324221300003, -117.07183885899997)",
WYOMING,2015,26,,-,0,,2,,,-,14,,,-,2,,8,,41,,29,,,-,0,,1,,1,,2,,"WYOMING
(43.23554100600006, -108.10982701399996)",
DELAWARE,2015,26,,-,0,,2,,12,,9,,20,,24,,46,,561,,568,,1,,0,,1,,9,,11,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
LOUISIANA,2015,26,,-,4,,15,,71,,99,,,-,130,,925,,2944,,3650,,1,,1,,5,,38,,31,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
KANSAS,2015,26,,-,2,,6,,40,,41,,10,,48,,84,,1196,,1243,,,-,1,,3,,16,,19,,"KANSAS
(38.347742794000055, -98.20077822999997)",
CALIFORNIA,2015,26,1,,30,,72,,771,,828,,188,,956,,1117,,24830,,21214,,,-,0,,5,,27,,30,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
MONTANA,2015,26,,-,0,,5,,31,,,-,,-,13,,22,,370,,156,,,-,0,,2,,3,,5,,"MONTANA
(47.06652795700006, -109.42441587999997)",
GUAM,2015,26,,-,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
ARIZONA,2015,26,,-,2,,11,,63,,44,,,-,134,,204,,2539,,3595,,3,,2,,8,,87,,67,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
GEORGIA,2015,26,,-,11,,33,,224,,319,,129,,280,,329,,6693,,6403,,,-,3,,14,,85,,69,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
KENTUCKY,2015,26,,-,0,,0,,,-,,N,65,,78,,166,,1726,,1836,,,-,0,,3,,2,,18,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
FLORIDA,2015,26,21,,20,,54,,496,,514,,171,,408,,486,,10341,,10298,,1,,3,,9,,91,,175,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
INDIANA,2015,26,,-,2,,11,,45,,68,,42,,136,,279,,3323,,3378,,,-,2,,5,,38,,47,,"INDIANA
(39.766913353000064, -86.14995646699998)",
OREGON,2015,26,5,,6,,15,,159,,152,,54,,51,,130,,1406,,954,,1,,2,,5,,70,,46,,"OREGON
(44.56745049300008, -120.15502935599994)",
UTAH,2015,26,3,,3,,11,,69,,115,,13,,27,,48,,649,,640,,,-,1,,2,,18,,36,,"UTAH
(39.36070123200005, -111.58712831499997)",
MISSOURI,2015,26,,-,3,,12,,25,,77,,83,,157,,205,,4169,,3411,,,-,1,,6,,12,,46,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
NEW YORK,2015,26,13,,15,,33,,312,,399,,209,,155,,253,,4050,,2752,,8,,3,,17,,98,,69,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
NEBRASKA,2015,26,1,,2,,9,,63,,59,,10,,29,,56,,724,,671,,,-,0,,3,,12,,16,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
IOWA,2015,26,,-,2,,10,,27,,90,,,-,36,,55,,867,,704,,,-,0,,2,,1,,1,,"IOWA
(42.469401411000035, -93.81648725599996)",
MARYLAND,2015,26,2,,5,,11,,100,,121,,,-,115,,210,,2572,,2460,,,-,1,,5,,45,,48,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
NEW JERSEY,2015,26,,-,5,,16,,81,,173,,32,,130,,167,,3232,,3215,,,-,2,,5,,58,,83,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
VIRGINIA,2015,26,,-,5,,18,,93,,94,,128,,151,,243,,4193,,4016,,,-,2,,9,,53,,36,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
WISCONSIN,2015,26,1,,6,,30,,118,,180,,45,,76,,110,,1890,,1958,,,-,1,,4,,16,,38,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
WEST VIRGINIA,2015,26,,-,1,,6,,25,,27,,9,,15,,31,,326,,431,,,-,1,,3,,24,,25,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
UNITED STATES,2015,27,125,,223,,416,,4992,,6367,,4047,,6782,,7433,,171974,,170519,,44,,64,,130,,1920,,1887,,,
NEW ENGLAND,2015,27,11,,20,,49,,406,,551,,56,,133,,196,,3201,,3273,,1,,5,,10,,121,,109,,,
MID. ATLANTIC,2015,27,44,,48,,78,,1097,,1347,,506,,799,,950,,20851,,19056,,11,,11,,31,,319,,313,,,
E.N. CENTRAL,2015,27,9,,24,,57,,552,,658,,268,,974,,1284,,22814,,26420,,8,,11,,27,,294,,275,,,
W.N. CENTRAL,2015,27,4,,17,,55,,208,,690,,177,,384,,441,,9658,,8951,,,-,5,,15,,89,,147,,,
S. ATLANTIC,2015,27,24,,45,,91,,1023,,1215,,1201,,1500,,2206,,41526,,38296,,17,,14,,37,,476,,494,,,
DIST. OF COL.,2015,27,,-,1,,6,,2,,28,,,-,26,,78,,556,,975,,,-,0,,2,,,-,3,,"DIST. OF COL.
",
E.S. CENTRAL,2015,27,1,,3,,10,,82,,75,,123,,394,,678,,8260,,12020,,3,,5,,12,,155,,130,,,
W.S. CENTRAL,2015,27,3,,7,,19,,117,,150,,1259,,1055,,1645,,26471,,26552,,2,,4,,16,,135,,106,,,
MOUNTAIN,2015,27,9,,14,,38,,316,,467,,78,,355,,467,,8353,,9082,,1,,6,,15,,216,,206,,,
PACIFIC,2015,27,20,,55,,98,,1191,,1214,,379,,1168,,1317,,30840,,26869,,1,,3,,11,,115,,107,,,
AMER. SAMOA,2015,27,,-,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,27,,-,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,27,,-,0,,0,,,-,,-,,-,1,,5,,22,,44,,,N,0,,0,,,N,,N,"VIRGIN ISL.
",
IOWA,2015,27,,-,2,,10,,27,,94,,8,,36,,55,,915,,734,,,-,0,,2,,1,,1,,"IOWA
(42.469401411000035, -93.81648725599996)",
UTAH,2015,27,1,,3,,11,,72,,118,,12,,27,,48,,669,,665,,,-,1,,2,,18,,36,,"UTAH
(39.36070123200005, -111.58712831499997)",
SOUTH DAKOTA,2015,27,1,,2,,9,,32,,59,,,-,19,,33,,385,,434,,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
LOUISIANA,2015,27,,-,4,,15,,72,,109,,649,,130,,925,,3594,,3653,,,-,1,,5,,38,,32,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
WYOMING,2015,27,,-,0,,2,,,-,14,,,-,2,,8,,41,,54,,,-,0,,1,,1,,2,,"WYOMING
(43.23554100600006, -108.10982701399996)",
ALASKA,2015,27,1,,1,,8,,36,,35,,1,,21,,38,,391,,671,,,-,0,,3,,9,,10,,"ALASKA
(64.84508688700004, -147.72202846799996)",
TENNESSEE,2015,27,,N,0,,0,,,N,,N,48,,125,,214,,1798,,3576,,3,,2,,7,,77,,58,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
FLORIDA,2015,27,17,,21,,54,,513,,529,,237,,411,,488,,10833,,10662,,5,,3,,9,,96,,178,,"FLORIDA
(28.932571766000024, -81.92832639299996)",
MONTANA,2015,27,1,,0,,5,,33,,,-,11,,13,,22,,396,,158,,,-,0,,2,,4,,5,,"MONTANA
(47.06652795700006, -109.42441587999997)",
MISSISSIPPI,2015,27,,N,0,,0,,,N,,N,,-,90,,156,,1376,,2710,,,-,1,,2,,25,,14,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
COLORADO,2015,27,1,,4,,13,,44,,151,,39,,68,,173,,1915,,1488,,,-,1,,5,,47,,44,,"COLORADO
(38.84384342200008, -106.13360911499996)",
MAINE,2015,27,1,,2,,7,,37,,75,,5,,4,,11,,109,,120,,,-,0,,3,,21,,10,,"MAINE
(45.25422910300006, -68.98502586699993)",
MASSACHUSETTS,2015,27,5,,11,,26,,255,,320,,34,,77,,101,,1779,,1649,,1,,2,,8,,64,,44,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
TEXAS,2015,27,,N,0,,0,,,N,,N,592,,721,,993,,19676,,17515,,,-,0,,2,,6,,5,,"TEXAS
(31.827240467000024, -99.42676785299994)",
CONNECTICUT,2015,27,,-,3,,10,,70,,107,,17,,40,,81,,924,,1126,,,-,1,,3,,16,,32,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
IDAHO,2015,27,4,,3,,9,,72,,63,,,-,8,,21,,179,,222,,,-,0,,2,,13,,11,,"IDAHO
(43.68263174800006, -114.36372693399994)",
NEW YORK,2015,27,16,,16,,33,,329,,412,,176,,156,,253,,4220,,2832,,5,,3,,17,,103,,71,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
ARIZONA,2015,27,2,,2,,11,,43,,48,,,-,134,,204,,2674,,3704,,1,,2,,8,,87,,67,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
MINNESOTA,2015,27,,-,2,,20,,,-,327,,5,,76,,104,,1696,,1941,,,-,2,,7,,37,,58,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
KANSAS,2015,27,,-,2,,6,,40,,47,,19,,48,,84,,1277,,1292,,,-,1,,3,,18,,20,,"KANSAS
(38.347742794000055, -98.20077822999997)",
DELAWARE,2015,27,,-,0,,2,,12,,9,,33,,24,,46,,594,,578,,,-,0,,1,,10,,12,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
NEW YORK CITY,2015,27,21,,16,,26,,419,,420,,179,,305,,381,,8124,,6565,,4,,2,,7,,50,,64,,"NEW YORK CITY
(40.71426837200005, -74.00596557099993)",
OKLAHOMA,2015,27,,N,0,,0,,,N,,N,18,,100,,153,,2052,,3028,,1,,2,,10,,64,,45,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
CALIFORNIA,2015,27,17,,31,,73,,804,,857,,241,,957,,1113,,25707,,21967,,,-,0,,5,,27,,30,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
WISCONSIN,2015,27,2,,6,,30,,125,,184,,67,,77,,110,,1995,,2011,,,-,1,,4,,16,,40,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
NEBRASKA,2015,27,3,,2,,9,,66,,59,,10,,30,,56,,744,,688,,,-,0,,3,,12,,16,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
INDIANA,2015,27,,-,2,,11,,48,,73,,61,,136,,279,,3455,,3523,,,-,2,,5,,41,,49,,"INDIANA
(39.766913353000064, -86.14995646699998)",
ALABAMA,2015,27,1,,3,,10,,81,,75,,,-,143,,258,,3285,,3837,,,-,1,,6,,51,,40,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
NEW JERSEY,2015,27,,-,5,,16,,82,,182,,65,,130,,167,,3366,,3315,,,-,2,,5,,58,,88,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
MISSOURI,2015,27,,-,3,,12,,25,,82,,135,,158,,205,,4352,,3530,,,-,1,,6,,12,,48,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
HAWAII,2015,27,,-,1,,3,,13,,17,,,-,24,,40,,566,,414,,,-,0,,2,,6,,16,,"HAWAII
(21.30485232600006, -157.85774798099996)",
GUAM,2015,27,,-,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480999164000025, 144.7314964090001)",
ARKANSAS,2015,27,3,,2,,6,,45,,41,,,-,75,,129,,1149,,2356,,1,,1,,5,,27,,24,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
VERMONT,2015,27,,N,2,,8,,,N,,N,,-,2,,6,,53,,46,,,-,0,,2,,6,,3,,"VERMONT
(43.62538389600007, -72.51763667599994)",
PUERTO RICO,2015,27,,-,0,,2,,2,,19,,,-,7,,39,,253,,235,,,-,0,,1,,1,,2,,"PUERTO RICO
(18.248289714000066, -66.49988663099998)",
NEW MEXICO,2015,27,,-,1,,6,,30,,45,,7,,42,,72,,1063,,1061,,,-,1,,5,,34,,31,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
NEW HAMPSHIRE,2015,27,,-,2,,7,,36,,27,,,-,4,,10,,94,,93,,,-,0,,2,,6,,12,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
NEVADA,2015,27,,-,1,,5,,22,,28,,9,,54,,131,,1416,,1730,,,-,0,,2,,12,,10,,"NEVADA
(39.49324221300003, -117.07183885899997)",
GEORGIA,2015,27,,-,11,,33,,224,,333,,189,,294,,352,,7873,,6615,,,-,3,,14,,85,,70,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
NORTH CAROLINA,2015,27,,N,0,,0,,,N,,N,306,,262,,1026,,10142,,8187,,8,,2,,22,,96,,79,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
RHODE ISLAND,2015,27,5,,0,,6,,8,,22,,,-,11,,28,,242,,239,,,-,0,,3,,8,,8,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
MICHIGAN,2015,27,,-,9,,17,,188,,224,,129,,187,,275,,4986,,4929,,1,,2,,7,,59,,46,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
WASHINGTON,2015,27,,-,8,,63,,177,,150,,84,,119,,164,,2718,,2839,,,-,0,,2,,1,,4,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
ILLINOIS,2015,27,,N,0,,0,,,N,,N,11,,263,,374,,5218,,7829,,,-,3,,8,,85,,73,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
KENTUCKY,2015,27,,-,0,,1,,1,,,N,75,,78,,166,,1801,,1897,,,-,0,,3,,2,,18,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
VIRGINIA,2015,27,3,,5,,18,,99,,98,,177,,151,,243,,4370,,4160,,1,,2,,9,,58,,38,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
NORTH DAKOTA,2015,27,,-,0,,3,,18,,22,,,-,13,,25,,289,,332,,,-,0,,2,,8,,4,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
PENNSYLVANIA,2015,27,7,,12,,23,,267,,333,,86,,239,,327,,5141,,6344,,2,,4,,10,,108,,90,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
MARYLAND,2015,27,4,,5,,11,,104,,123,,92,,115,,210,,2804,,2548,,2,,1,,6,,48,,49,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
SOUTH CAROLINA,2015,27,,-,2,,10,,44,,67,,163,,149,,228,,4022,,4129,,,-,1,,5,,56,,40,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
WEST VIRGINIA,2015,27,,-,1,,6,,25,,28,,4,,15,,31,,332,,442,,1,,1,,3,,27,,25,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
OREGON,2015,27,2,,6,,15,,161,,155,,53,,52,,130,,1458,,978,,1,,2,,5,,72,,47,,"OREGON
(44.56745049300008, -120.15502935599994)",
OHIO,2015,27,7,,7,,21,,191,,177,,,-,307,,372,,7160,,8128,,7,,3,,11,,93,,67,,"OHIO
(40.060212455000055, -82.40425667899996)",
UNITED STATES,2015,28,132,,220,,416,,5219,,6687,,3680,,6757,,7490,,180568,,177770,,33,,64,,130,,1975,,1952,,,
NEW ENGLAND,2015,28,14,,19,,49,,426,,570,,46,,133,,196,,3311,,3373,,,-,5,,10,,126,,114,,,
MID. ATLANTIC,2015,28,29,,47,,78,,1138,,1412,,376,,813,,950,,22292,,19833,,7,,11,,31,,330,,325,,,
E.N. CENTRAL,2015,28,17,,24,,57,,576,,704,,358,,969,,1284,,24145,,27493,,5,,11,,27,,306,,286,,,
W.N. CENTRAL,2015,28,2,,16,,55,,214,,724,,172,,383,,441,,10070,,9346,,3,,4,,15,,93,,152,,,
S. ATLANTIC,2015,28,31,,45,,91,,1069,,1261,,1159,,1503,,2230,,43725,,39856,,12,,14,,37,,491,,512,,,
DIST. OF COL.,2015,28,,-,0,,6,,2,,31,,,-,24,,78,,556,,1016,,2,,0,,2,,2,,3,,"DIST. OF COL.
",
E.S. CENTRAL,2015,28,4,,3,,10,,88,,78,,364,,374,,678,,8754,,12537,,1,,5,,12,,158,,133,,,
W.S. CENTRAL,2015,28,4,,6,,19,,122,,161,,725,,1055,,1648,,27420,,27853,,1,,4,,16,,136,,110,,,
MOUNTAIN,2015,28,10,,14,,38,,331,,492,,87,,351,,466,,8863,,9500,,2,,6,,15,,217,,210,,,
PACIFIC,2015,28,21,,53,,98,,1255,,1285,,393,,1166,,1316,,31988,,27979,,2,,3,,11,,118,,110,,,
AMER. SAMOA,2015,28,,-,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,28,,-,,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,28,,-,0,,0,,,-,,-,,-,1,,5,,22,,44,,,N,0,,0,,,N,,N,"VIRGIN ISL.
",
KENTUCKY,2015,28,1,,0,,1,,2,,,N,58,,77,,166,,1859,,1987,,,-,0,,3,,2,,19,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
WISCONSIN,2015,28,2,,6,,30,,134,,196,,77,,77,,110,,2104,,2093,,,-,1,,4,,17,,44,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
GUAM,2015,28,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.480999164000025, 144.7314964090001)",
VIRGINIA,2015,28,,-,5,,18,,103,,105,,129,,153,,243,,4499,,4300,,,-,2,,9,,58,,39,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
OHIO,2015,28,13,,7,,21,,203,,189,,93,,306,,372,,7748,,8478,,3,,3,,11,,96,,68,,"OHIO
(40.060212455000055, -82.40425667899996)",
FLORIDA,2015,28,26,,21,,54,,539,,546,,243,,409,,493,,11337,,11095,,3,,3,,9,,98,,187,,"FLORIDA
(28.932571766000024, -81.92832639299996)",
NEW MEXICO,2015,28,,-,1,,6,,30,,48,,8,,42,,72,,1121,,1118,,,-,1,,5,,34,,32,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
ALASKA,2015,28,2,,1,,8,,40,,37,,7,,21,,38,,398,,700,,1,,0,,3,,10,,12,,"ALASKA
(64.84508688700004, -147.72202846799996)",
PUERTO RICO,2015,28,,-,0,,2,,5,,20,,,-,7,,39,,253,,238,,,-,0,,1,,1,,2,,"PUERTO RICO
(18.248289714000066, -66.49988663099998)",
UTAH,2015,28,2,,3,,11,,79,,120,,12,,27,,48,,701,,696,,,-,1,,2,,18,,37,,"UTAH
(39.36070123200005, -111.58712831499997)",
TENNESSEE,2015,28,,N,0,,0,,,N,,N,50,,125,,214,,1848,,3684,,1,,2,,7,,78,,60,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
NEW JERSEY,2015,28,,-,5,,16,,90,,188,,59,,130,,167,,3499,,3437,,,-,2,,5,,62,,89,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
MINNESOTA,2015,28,,-,0,,20,,,-,335,,3,,76,,104,,1751,,2013,,,-,2,,7,,37,,59,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
MONTANA,2015,28,1,,0,,5,,34,,,-,15,,13,,22,,412,,162,,,-,0,,2,,4,,5,,"MONTANA
(47.06652795700006, -109.42441587999997)",
MICHIGAN,2015,28,2,,9,,17,,191,,241,,96,,187,,275,,5200,,5133,,2,,2,,7,,61,,46,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
DELAWARE,2015,28,,-,0,,2,,12,,9,,18,,34,,66,,1206,,623,,,-,0,,1,,10,,12,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
GEORGIA,2015,28,,-,10,,33,,224,,349,,166,,295,,352,,8190,,6856,,2,,3,,14,,89,,70,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
OKLAHOMA,2015,28,,N,0,,0,,,N,,N,18,,96,,153,,2162,,3155,,,-,2,,10,,64,,45,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
OREGON,2015,28,2,,6,,15,,167,,167,,61,,52,,130,,1519,,1046,,1,,2,,5,,73,,48,,"OREGON
(44.56745049300008, -120.15502935599994)",
IDAHO,2015,28,4,,3,,9,,76,,67,,,-,8,,21,,179,,232,,,-,0,,2,,13,,12,,"IDAHO
(43.68263174800006, -114.36372693399994)",
MISSOURI,2015,28,,-,2,,12,,25,,88,,131,,158,,205,,4538,,3696,,,-,1,,6,,12,,51,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
TEXAS,2015,28,,N,0,,0,,,N,,N,466,,718,,993,,20257,,18315,,,-,0,,2,,6,,5,,"TEXAS
(31.827240467000024, -99.42676785299994)",
IOWA,2015,28,,-,2,,10,,27,,102,,3,,36,,55,,966,,760,,,-,0,,2,,1,,2,,"IOWA
(42.469401411000035, -93.81648725599996)",
WEST VIRGINIA,2015,28,,-,1,,6,,30,,28,,4,,14,,31,,338,,463,,,-,1,,3,,27,,26,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
CONNECTICUT,2015,28,,-,3,,10,,70,,112,,23,,40,,81,,983,,1129,,,-,1,,3,,16,,34,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
COLORADO,2015,28,,-,4,,13,,44,,162,,38,,69,,172,,2029,,1553,,2,,1,,5,,49,,45,,"COLORADO
(38.84384342200008, -106.13360911499996)",
ARKANSAS,2015,28,2,,2,,6,,47,,43,,,-,75,,129,,1149,,2440,,1,,1,,5,,28,,28,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
MISSISSIPPI,2015,28,,N,0,,0,,,N,,N,89,,89,,150,,1492,,2866,,,-,1,,2,,25,,14,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
HAWAII,2015,28,,-,1,,3,,14,,17,,,-,24,,40,,566,,436,,,-,0,,2,,6,,16,,"HAWAII
(21.30485232600006, -157.85774798099996)",
VERMONT,2015,28,,N,1,,8,,,N,,N,,-,2,,6,,53,,48,,,-,0,,2,,6,,3,,"VERMONT
(43.62538389600007, -72.51763667599994)",
NEW YORK,2015,28,6,,16,,33,,337,,429,,197,,156,,253,,4410,,2960,,1,,3,,17,,103,,74,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
SOUTH CAROLINA,2015,28,1,,2,,10,,47,,67,,137,,149,,228,,4159,,4313,,,-,1,,5,,58,,41,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
LOUISIANA,2015,28,2,,4,,15,,75,,118,,241,,130,,925,,3852,,3943,,,-,1,,5,,38,,32,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
KANSAS,2015,28,,-,2,,6,,42,,50,,20,,48,,84,,1338,,1352,,,-,1,,3,,18,,20,,"KANSAS
(38.347742794000055, -98.20077822999997)",
MASSACHUSETTS,2015,28,9,,11,,26,,268,,333,,23,,78,,101,,1830,,1720,,,-,2,,8,,67,,46,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
MAINE,2015,28,3,,2,,7,,40,,75,,,-,4,,11,,109,,128,,,-,1,,3,,23,,10,,"MAINE
(45.25422910300006, -68.98502586699993)",
SOUTH DAKOTA,2015,28,,-,2,,9,,34,,62,,2,,19,,33,,430,,457,,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
CALIFORNIA,2015,28,5,,31,,73,,845,,907,,219,,958,,1112,,26681,,22838,,,-,0,,5,,28,,30,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
NEBRASKA,2015,28,2,,2,,9,,68,,63,,13,,29,,56,,758,,727,,3,,0,,3,,16,,16,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
NEVADA,2015,28,,-,1,,5,,22,,30,,14,,53,,131,,1463,,1787,,,-,0,,2,,12,,10,,"NEVADA
(39.49324221300003, -117.07183885899997)",
ARIZONA,2015,28,3,,2,,11,,46,,50,,,-,135,,204,,2907,,3896,,,-,2,,8,,86,,67,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
WYOMING,2015,28,,-,0,,2,,,-,15,,,-,2,,8,,51,,56,,,-,0,,1,,1,,2,,"WYOMING
(43.23554100600006, -108.10982701399996)",
ALABAMA,2015,28,3,,3,,10,,86,,78,,167,,141,,251,,3555,,4000,,,-,1,,6,,53,,40,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
PENNSYLVANIA,2015,28,12,,12,,23,,281,,352,,120,,242,,327,,6259,,6587,,3,,4,,10,,112,,94,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
RHODE ISLAND,2015,28,,-,0,,6,,9,,22,,,-,11,,28,,242,,252,,,-,0,,3,,8,,8,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
INDIANA,2015,28,,-,2,,11,,48,,78,,82,,135,,279,,3604,,3686,,,-,2,,5,,42,,49,,"INDIANA
(39.766913353000064, -86.14995646699998)",
NEW YORK CITY,2015,28,11,,16,,26,,430,,443,,,-,305,,381,,8124,,6849,,3,,2,,7,,53,,68,,"NEW YORK CITY
(40.71426837200005, -74.00596557099993)",
MARYLAND,2015,28,4,,5,,11,,112,,126,,105,,115,,210,,2941,,2669,,1,,1,,6,,49,,50,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
NORTH CAROLINA,2015,28,,N,0,,0,,,N,,N,357,,262,,1026,,10499,,8521,,4,,2,,22,,100,,84,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
ILLINOIS,2015,28,,N,0,,0,,,N,,N,10,,263,,374,,5489,,8103,,,-,3,,8,,90,,79,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
NORTH DAKOTA,2015,28,,-,0,,3,,18,,24,,,-,13,,25,,289,,341,,,-,0,,2,,8,,4,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
NEW HAMPSHIRE,2015,28,2,,2,,7,,39,,28,,,-,4,,10,,94,,96,,,-,0,,2,,6,,13,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
